speakerid,speech_id,lastname,firstname,chamber,state,gender,party,district,nonvoting,date,DOB,yob,year,age,speakerXsessionid,procedural_prob,cluster_3,cluster_2,cluster_0,cluster_13,cluster_6,cluster_1,cluster_4,cluster_7,cluster_5,cluster_9,cluster_11,cluster_10,cluster_8,cluster_12,cluster_14,cluster_3_p,cluster_2_p,cluster_0_p,cluster_13_p,cluster_6_p,cluster_1_p,cluster_4_p,cluster_7_p,cluster_5_p,cluster_9_p,cluster_11_p,cluster_10_p,cluster_8_p,cluster_12_p,cluster_14_p,n
4521,440023509,TOWNSEND,WASHINGTON,H,PA,M,R,6.0,voting,18760327,1813-01-20,1813,1876,63,44045210,0.0,0,0,1,0,3,1,0,0,1,4,0,0,0,0,0,0.0,0.0,0.1,0.0,0.3,0.1,0.0,0.0,0.1,0.4,0.0,0.0,0.0,0.0,0.0,10
6093,440037641,HOLMAN,WILLIAM,H,IN,M,D,5.0,voting,18760512,1822-09-06,1822,1876,54,44060930,0.0,0,8,0,0,0,2,0,0,0,0,0,0,0,0,0,0.0,0.8,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4408,440045708,BOOTH,NEWTON,S,CA,M,R,,voting,18760608,1825-12-30,1825,1876,51,44044081,0.0,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0.1111111111111111,0.0,0.0,0.0,0.0,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
5024,440060187,KASSON,JOHN,H,IA,M,R,7.0,voting,18760708,1822-01-11,1822,1876,54,44050240,0.0,0,1,1,0,0,8,0,0,0,0,0,0,0,0,0,0.0,0.1,0.1,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4822,450026158,CONGER,OMAR,H,MI,M,R,7.0,voting,18780215,1818-04-01,1818,1878,60,45048220,0.0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5325,450026216,REAGAN,JOHN,H,TX,M,D,1.0,voting,18780215,1818-10-08,1818,1878,60,45053250,0.0,0,5,0,0,0,12,1,0,0,0,0,0,0,0,0,0.0,0.2777777777777778,0.0,0.0,0.0,0.6666666666666666,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
5482,450032217,PLUMB,PRESTON,S,KS,M,R,,voting,18780306,1837-10-12,1837,1878,41,45054821,0.0,0,0,3,0,1,5,0,0,0,1,0,0,0,0,0,0.0,0.0,0.3,0.0,0.1,0.5,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,10
5482,450034043,PLUMB,PRESTON,S,KS,M,R,,voting,18780311,1837-10-12,1837,1878,41,45054821,0.0,0,1,2,0,0,1,0,0,0,6,0,0,0,0,0,0.0,0.1,0.2,0.0,0.0,0.1,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,10
5482,450034048,PLUMB,PRESTON,S,KS,M,R,,voting,18780311,1837-10-12,1837,1878,41,45054821,0.0,0,0,4,0,0,4,1,0,1,0,0,0,0,0,0,0.0,0.0,0.4,0.0,0.0,0.4,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,10
4815,450034049,CAMERON,ANGUS,S,WI,M,R,,voting,18780311,1826-07-04,1826,1878,52,45048151,0.0,0,2,2,0,0,14,0,0,1,1,0,0,0,0,0,0.0,0.1,0.1,0.0,0.0,0.7,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,20
4815,450034051,CAMERON,ANGUS,S,WI,M,R,,voting,18780311,1826-07-04,1826,1878,52,45048151,0.0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1111111111111111,0.0,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
6348,450034122,MITCHELL,JOHN,S,OR,M,R,,voting,18780311,1835-06-22,1835,1878,43,45063481,0.0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5164,450034147,INGALLS,JOHN,S,KS,M,R,,voting,18780311,1833-12-29,1833,1878,45,45051641,0.0,0,0,0,0,0,3,4,0,0,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.3,0.4,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,10
5318,450074364,PADDOCK,ALGERNON,S,NE,M,R,,voting,18780604,1830-11-09,1830,1878,48,45053181,1.194559520409542e-08,1,7,1,0,1,7,2,0,0,0,0,0,0,0,0,0.05263157894736842,0.3684210526315789,0.05263157894736842,0.0,0.05263157894736842,0.3684210526315789,0.10526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19
4998,460012075,GARLAND,AUGUSTUS,S,AR,M,D,,voting,18790502,1832-06-11,1832,1879,47,46049981,0.0,0,0,1,0,0,8,1,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.0,0.0,0.8,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4903,460059371,PAGE,HORACE,H,CA,M,R,2.0,voting,18800226,1833-10-20,1833,1880,47,46049030,0.0,2,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0.2222222222222222,0.0,0.0,0.0,0.0,0.6666666666666666,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
4694,460059490,BENNETT,GRANVILLE,H,DK,M,R,-1.0,nonvoting,18800226,1833-10-09,1833,1880,47,46046940,0.0,0,0,1,0,0,8,0,0,0,1,0,0,0,0,0,0.0,0.0,0.1,0.0,0.0,0.8,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,10
5391,460066465,COKE,RICHARD,S,TX,M,D,,voting,18800316,1829-03-13,1829,1880,51,46053911,0.0,0,3,3,3,0,1,1,0,0,8,1,0,0,0,0,0.0,0.15,0.15,0.15,0.0,0.05,0.05,0.0,0.0,0.4,0.05,0.0,0.0,0.0,0.0,20
5482,460067089,PLUMB,PRESTON,S,KS,M,R,,voting,18800317,1837-10-12,1837,1880,43,46054821,0.0,0,1,0,0,1,16,1,0,0,0,0,0,0,0,0,0.0,0.05263157894736842,0.0,0.0,0.05263157894736842,0.8421052631578947,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19
5509,460073055,TOWNSHEND,RICHARD,H,IL,M,D,19.0,voting,18800327,1840-04-30,1840,1880,40,46055090,0.0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7544,460076033,CANNON,JOSEPH,H,IL,M,R,14.0,voting,18800402,1836-05-07,1836,1880,44,46075440,0.0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.9,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5007,460076052,HASKELL,DUDLEY,H,KS,M,R,2.0,voting,18800402,1842-03-23,1842,1880,38,46050070,0.0,0,10,0,0,0,6,2,0,0,0,0,0,0,0,0,0.0,0.5555555555555556,0.0,0.0,0.0,0.3333333333333333,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
6327,460092692,HOAR,GEORGE,S,MA,M,R,,voting,18800504,1826-08-29,1826,1880,54,46063271,0.0,0,1,6,0,0,3,0,0,0,0,0,0,0,0,0,0.0,0.1,0.6,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7544,460093789,CANNON,JOSEPH,H,IL,M,R,14.0,voting,18800505,1836-05-07,1836,1880,44,46075440,0.0,1,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0.1,0.7,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5034,460093840,MAGINNIS,MARTIN,H,MT,M,D,-1.0,nonvoting,18800505,1841-10-27,1841,1880,39,46050340,0.0,0,0,4,1,1,2,0,0,1,0,1,0,0,0,0,0.0,0.0,0.4,0.1,0.1,0.2,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,10
5034,460093843,MAGINNIS,MARTIN,H,MT,M,D,-1.0,nonvoting,18800505,1841-10-27,1841,1880,39,46050340,0.0,0,1,2,0,0,0,1,1,0,5,0,0,0,0,0,0.0,0.1,0.2,0.0,0.0,0.0,0.1,0.1,0.0,0.5,0.0,0.0,0.0,0.0,0.0,10
4528,460100543,WALLACE,WILLIAM,S,PA,M,D,,voting,18800515,1827-11-28,1827,1880,53,46045281,0.0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4528,460100702,WALLACE,WILLIAM,S,PA,M,D,,voting,18800515,1827-11-28,1827,1880,53,46045281,0.0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0.0,0.0,0.4,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4998,460131990,GARLAND,AUGUSTUS,S,AR,M,D,,voting,18810106,1832-06-11,1832,1881,49,46049981,0.0,0,1,6,0,0,3,0,0,0,0,0,0,0,0,0,0.0,0.1,0.6,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5459,460132016,MCPHERSON,JOHN,S,NJ,M,D,,voting,18810106,1833-05-09,1833,1881,48,46054591,0.0,0,1,10,0,0,9,0,0,0,0,0,0,0,0,0,0.0,0.05,0.5,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
5459,460132022,MCPHERSON,JOHN,S,NJ,M,D,,voting,18810106,1833-05-09,1833,1881,48,46054591,0.0,10,0,2,0,0,15,0,0,1,1,0,0,0,0,0,0.3448275862068966,0.0,0.06896551724137931,0.0,0.0,0.5172413793103449,0.0,0.0,0.034482758620689655,0.034482758620689655,0.0,0.0,0.0,0.0,0.0,29
6495,460132041,TELLER,HENRY,S,CO,M,R,,voting,18810106,1830-05-23,1830,1881,51,46064951,8.095473107443288e-17,0,7,0,0,0,2,0,0,0,1,0,0,0,0,0,0.0,0.7,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,10
6495,460132053,TELLER,HENRY,S,CO,M,R,,voting,18810106,1830-05-23,1830,1881,51,46064951,0.0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0.0,0.3,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6495,460132057,TELLER,HENRY,S,CO,M,R,,voting,18810106,1830-05-23,1830,1881,51,46064951,0.0,0,0,0,0,0,7,1,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.7,0.1,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,10
4477,460133568,MCDONALD,JOSEPH,S,IN,M,D,,voting,18810110,1819-08-29,1819,1881,62,46044771,0.0,0,5,2,0,0,10,2,0,0,0,0,0,0,0,0,0.0,0.2631578947368421,0.10526315789473684,0.0,0.0,0.5263157894736842,0.10526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19
4477,460133582,MCDONALD,JOSEPH,S,IN,M,D,,voting,18810110,1819-08-29,1819,1881,62,46044771,0.0,0,2,0,0,0,6,1,0,0,0,0,0,0,0,0,0.0,0.2222222222222222,0.0,0.0,0.0,0.6666666666666666,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
4796,460133583,WILLIAMS,JOHN,S,KY,M,D,,voting,18810110,1818-07-10,1818,1881,63,46047961,0.0,0,0,0,0,0,9,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,10
4796,460133589,WILLIAMS,JOHN,S,KY,M,D,,voting,18810110,1818-07-10,1818,1881,63,46047961,0.0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.8888888888888888,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
5459,460133891,MCPHERSON,JOHN,S,NJ,M,D,,voting,18810111,1833-05-09,1833,1881,48,46054591,0.0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5268,460133903,EDMUNDS,GEORGE,S,VT,M,R,,voting,18810111,1828-02-01,1828,1881,53,46052681,0.0,0,5,0,0,0,11,0,0,1,2,0,0,0,0,0,0.0,0.2631578947368421,0.0,0.0,0.0,0.5789473684210527,0.0,0.0,0.05263157894736842,0.10526315789473684,0.0,0.0,0.0,0.0,0.0,19
5670,460133970,VOORHEES,DANIEL,S,IN,M,D,,voting,18810111,1827-09-26,1827,1881,54,46056701,0.0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5367,460134790,BECK,JAMES,S,KY,M,D,,voting,18810112,1822-02-13,1822,1881,59,46053671,0.0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5116,460135593,BROWN,JOSEPH,S,GA,M,D,,voting,18810113,1821-04-15,1821,1881,60,46051161,0.0,0,1,5,0,1,2,0,0,1,0,0,0,0,0,0,0.0,0.1,0.5,0.0,0.1,0.2,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,10
5367,460137441,BECK,JAMES,S,KY,M,D,,voting,18810117,1822-02-13,1822,1881,59,46053671,0.0,0,1,0,0,0,23,4,0,0,0,0,0,0,0,0,0.0,0.03571428571428571,0.0,0.0,0.0,0.8214285714285714,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28
6495,460137457,TELLER,HENRY,S,CO,M,R,,voting,18810117,1830-05-23,1830,1881,51,46064951,0.0,0,0,4,0,0,5,0,0,0,1,0,0,0,0,0,0.0,0.0,0.4,0.0,0.0,0.5,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,10
5482,460137462,PLUMB,PRESTON,S,KS,M,R,,voting,18810117,1837-10-12,1837,1881,44,46054821,0.0,0,1,0,0,1,6,2,0,0,0,0,0,0,0,0,0.0,0.1,0.0,0.0,0.1,0.6,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4815,460137710,CAMERON,ANGUS,S,WI,M,R,,voting,18810118,1826-07-04,1826,1881,55,46048151,0.0,2,1,4,0,1,29,3,0,1,6,0,0,0,0,0,0.0425531914893617,0.02127659574468085,0.0851063829787234,0.0,0.02127659574468085,0.6170212765957447,0.06382978723404255,0.0,0.02127659574468085,0.1276595744680851,0.0,0.0,0.0,0.0,0.0,47
5459,460137713,MCPHERSON,JOHN,S,NJ,M,D,,voting,18810118,1833-05-09,1833,1881,48,46054591,0.0,1,5,0,0,1,10,2,0,0,1,0,0,0,0,0,0.05,0.25,0.0,0.0,0.05,0.5,0.1,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,20
5459,460137715,MCPHERSON,JOHN,S,NJ,M,D,,voting,18810118,1833-05-09,1833,1881,48,46054591,0.0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1111111111111111,0.0,0.0,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
4815,460137716,CAMERON,ANGUS,S,WI,M,R,,voting,18810118,1826-07-04,1826,1881,55,46048151,0.0,0,1,5,1,0,9,1,0,2,0,0,0,0,0,0,0.0,0.05263157894736842,0.2631578947368421,0.05263157894736842,0.0,0.47368421052631576,0.05263157894736842,0.0,0.10526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,19
4815,460137726,CAMERON,ANGUS,S,WI,M,R,,voting,18810118,1826-07-04,1826,1881,55,46048151,0.0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.5,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,4
5482,460137727,PLUMB,PRESTON,S,KS,M,R,,voting,18810118,1837-10-12,1837,1881,44,46054821,0.0,0,7,0,0,0,3,0,0,0,0,0,0,0,0,0,0.0,0.7,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4546,460152777,BLAINE,JAMES,S,ME,M,R,,voting,18810214,1830-01-31,1830,1881,51,46045461,0.0,0,4,0,1,1,3,0,0,0,0,0,1,0,0,0,0.0,0.4,0.0,0.1,0.1,0.3,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,10
5367,470036759,BECK,JAMES,S,KY,M,D,,voting,18820314,1822-02-13,1822,1882,60,47053671,0.0,0,0,1,0,0,7,0,0,0,2,0,0,0,0,0,0.0,0.0,0.1,0.0,0.0,0.7,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,10
5367,470037630,BECK,JAMES,S,KY,M,D,,voting,18820316,1822-02-13,1822,1882,60,47053671,0.0,0,1,1,0,0,4,0,0,0,4,0,0,0,0,0,0.0,0.1,0.1,0.0,0.0,0.4,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,10
6352,470040179,MORGAN,JOHN,S,AL,M,D,,voting,18820321,1824-06-20,1824,1882,58,47063521,0.0,0,1,3,0,0,5,1,0,0,0,0,0,0,0,0,0.0,0.1,0.3,0.0,0.0,0.5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6352,470040182,MORGAN,JOHN,S,AL,M,D,,voting,18820321,1824-06-20,1824,1882,58,47063521,0.0,3,5,7,4,4,5,2,1,0,4,5,0,0,0,0,0.075,0.125,0.175,0.1,0.1,0.125,0.05,0.025,0.0,0.1,0.125,0.0,0.0,0.0,0.0,40
5062,470054789,ROBINSON,GEORGE,H,MA,M,R,11.0,voting,18820421,1834-01-20,1834,1882,48,47050620,0.0,0,7,1,1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.7,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4889,470063421,MCMILLAN,SAMUEL,S,MN,M,R,,voting,18820510,1826-02-22,1826,1882,56,47048891,1.3693980646096381e-14,0,5,0,0,0,2,0,0,0,3,0,0,0,0,0,0.0,0.5,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,10
4738,470095313,HILL,NATHANIEL,S,CO,M,R,,voting,18820701,1832-02-18,1832,1882,50,47047381,0.0,0,1,0,0,0,1,0,0,0,8,0,0,0,0,0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,10
6125,470150928,MORRILL,JUSTIN,S,VT,M,R,,voting,18830115,1810-04-14,1810,1883,73,47061251,0.0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0.0,0.1111111111111111,0.0,0.0,0.0,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
5069,470161765,SAULSBURY,ELI,S,DE,M,D,,voting,18830130,1817-12-29,1817,1883,66,47050691,0.0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.8888888888888888,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
5367,480035587,BECK,JAMES,S,KY,M,D,,voting,18840403,1822-02-13,1822,1884,62,48053671,0.0,1,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0.1,0.2,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6125,480035612,MORRILL,JUSTIN,S,VT,M,R,,voting,18840403,1810-04-14,1810,1884,74,48061251,0.0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0.0,0.1,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6669,480054175,FRYE,WILLIAM,S,ME,M,R,,voting,18840507,1830-09-02,1830,1884,54,48066691,0.0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1111111111111111,0.0,0.0,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
5509,480074777,TOWNSHEND,RICHARD,H,IL,M,D,19.0,voting,18840614,1840-04-30,1840,1884,44,48055090,0.0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0.0,0.1111111111111111,0.0,0.0,0.0,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
4822,480086926,CONGER,OMAR,S,MI,M,R,,voting,18840701,1818-04-01,1818,1884,66,48048221,0.0,0,1,2,0,1,2,0,0,0,3,1,0,0,0,0,0.0,0.1,0.2,0.0,0.1,0.2,0.0,0.0,0.0,0.3,0.1,0.0,0.0,0.0,0.0,10
5267,480095588,DUNN,POINDEXTER,H,AR,M,D,1.0,voting,18841211,1834-11-03,1834,1884,50,48052670,0.0,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0,0.0,0.0,0.6,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6584,480119468,MONEY,HERNANDO,H,MS,M,D,4.0,voting,18850213,1839-08-26,1839,1885,46,48065840,0.0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0.0,0.1111111111111111,0.0,0.0,0.0,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
6669,480126833,FRYE,WILLIAM,S,ME,M,R,,voting,18850223,1830-09-02,1830,1885,55,48066691,0.0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.8888888888888888,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
5136,490009701,ELLWOOD,REUBEN,H,IL,M,R,5.0,voting,18860128,1821-02-21,1821,1886,65,49051360,0.0,0,0,0,0,2,4,1,1,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.2,0.4,0.1,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.0,10
5403,490031360,DARGAN,GEORGE,H,SC,M,D,6.0,voting,18860327,1841-05-11,1841,1886,45,49054030,0.0,0,2,7,0,1,7,1,0,0,2,0,0,0,0,0,0.0,0.1,0.35,0.0,0.05,0.35,0.05,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,20
6475,490122239,PLATT,ORVILLE,S,CT,M,R,,voting,18870105,1827-07-19,1827,1887,60,49064751,0.0,0,3,0,0,0,5,1,0,0,0,0,0,0,0,0,0.0,0.3333333333333333,0.0,0.0,0.0,0.5555555555555556,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
