speakerid,speech_id,lastname,firstname,chamber,state,gender,party,district,nonvoting,date,DOB,yob,year,age,procedural_prob,cluster_5,cluster_10,cluster_6,cluster_1,cluster_0,cluster_11,cluster_9,cluster_4,cluster_2,cluster_8,cluster_7,cluster_3,cluster_5_p,cluster_10_p,cluster_6_p,cluster_1_p,cluster_0_p,cluster_11_p,cluster_9_p,cluster_4_p,cluster_2_p,cluster_8_p,cluster_7_p,cluster_3_p,n
6157,460155161,UPDEGRAFF,THOMAS,H,IA,M,R,3.0,voting,18810215,1834-04-03,1834,1881,47,0.0,1,0,0,2,0,2,0,0,14,0,0,0,0.05263157894736842,0.0,0.0,0.10526315789473684,0.0,0.10526315789473684,0.0,0.0,0.7368421052631579,0.0,0.0,0.0,19
5325,460161846,REAGAN,JOHN,H,TX,M,D,1.0,voting,18810223,1818-10-08,1818,1881,63,0.0,0,0,0,0,0,1,0,1,7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.7777777777777778,0.0,0.0,0.0,9
5482,460165779,PLUMB,PRESTON,S,KS,M,R,,voting,18810226,1837-10-12,1837,1881,44,0.0,0,0,0,1,0,3,0,0,5,0,0,0,0.0,0.0,0.0,0.1111111111111111,0.0,0.3333333333333333,0.0,0.0,0.5555555555555556,0.0,0.0,0.0,9
4815,470018458,CAMERON,ANGUS,S,WI,M,R,,voting,18820201,1826-07-04,1826,1882,56,0.0,0,0,0,1,0,9,0,0,0,0,0,0,0.0,0.0,0.0,0.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,10
4982,470019053,DAVIS,GEORGE,H,IL,M,R,2.0,voting,18820201,1840-01-03,1840,1882,42,0.0,0,0,0,1,0,9,0,0,0,0,0,0,0.0,0.0,0.0,0.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,10
4998,470051908,GARLAND,AUGUSTUS,S,AR,M,D,,voting,18820417,1832-06-11,1832,1882,50,0.0,0,0,0,0,0,0,0,0,10,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10
4845,470061117,GODSHALK,WILLIAM,H,PA,M,R,7.0,voting,18820504,1817-10-25,1817,1882,65,0.0,0,0,1,0,0,1,0,0,8,0,0,0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.8,0.0,0.0,0.0,10
4873,470064538,LAPHAM,ELBRIDGE,S,NY,M,R,,voting,18820512,1814-10-18,1814,1882,68,0.0,0,0,0,0,0,8,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,0.0,10
4999,470083570,GARRISON,GEORGE,H,VA,M,D,1.0,voting,18820612,1835-01-14,1835,1882,47,0.0,0,0,0,1,0,0,0,0,9,0,0,0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,10
5670,470110563,VOORHEES,DANIEL,S,IN,M,D,,voting,18820720,1827-09-26,1827,1882,55,0.0,2,0,0,0,0,2,0,0,2,0,0,0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,6
5376,470131487,BROWNE,THOMAS,H,IN,M,R,6.0,voting,18821208,1829-04-19,1829,1882,53,0.0,1,0,1,0,0,18,0,0,0,0,0,0,0.05,0.0,0.05,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,20
5376,470154346,BROWNE,THOMAS,H,IN,M,R,6.0,voting,18830119,1829-04-19,1829,1883,54,0.0,1,0,1,1,0,17,0,0,0,0,0,0,0.05,0.0,0.05,0.05,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0,20
6684,480005094,HEPBURN,WILLIAM,H,IA,M,R,8.0,voting,18840116,1833-11-04,1833,1884,51,0.0,3,0,0,0,0,1,1,1,4,0,0,0,0.3,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.4,0.0,0.0,0.0,10
5335,480053541,SNYDER,CHARLES,H,WV,M,D,3.0,voting,18840505,1847-06-09,1847,1884,37,0.0,1,0,0,1,0,0,0,0,7,0,0,0,0.1111111111111111,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.7777777777777778,0.0,0.0,0.0,9
4973,480072021,CONNOLLY,DANIEL,H,PA,M,D,12.0,voting,18840610,1847-04-24,1847,1884,37,0.0,4,0,0,0,0,0,1,5,0,0,0,0,0.4,0.0,0.0,0.0,0.0,0.0,0.1,0.5,0.0,0.0,0.0,0.0,10
5335,480072028,SNYDER,CHARLES,H,WV,M,D,3.0,voting,18840610,1847-06-09,1847,1884,37,0.0,1,0,0,2,0,4,0,1,10,0,0,0,0.05555555555555555,0.0,0.0,0.1111111111111111,0.0,0.2222222222222222,0.0,0.05555555555555555,0.5555555555555556,0.0,0.0,0.0,18
5266,490059805,DUNHAM,RANSOM,H,IL,M,R,1.0,voting,18860525,1838-03-21,1838,1886,48,0.0,0,0,0,2,0,8,0,0,0,0,0,0,0.0,0.0,0.0,0.2,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,10
5453,490074396,MCADOO,WILLIAM,H,NJ,M,D,7.0,voting,18860615,1853-10-25,1853,1886,33,0.0,3,0,0,1,0,5,0,0,0,0,0,0,0.3333333333333333,0.0,0.0,0.1111111111111111,0.0,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,9
5367,490091261,BECK,JAMES,S,KY,M,D,,voting,18860708,1822-02-13,1822,1886,64,0.0,0,0,0,1,0,1,0,0,7,0,0,0,0.0,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.0,0.7777777777777778,0.0,0.0,0.0,9
5566,490116255,CALL,WILKINSON,S,FL,M,D,,voting,18860820,1834-01-09,1834,1886,52,0.0,2,0,0,1,0,2,0,0,4,0,0,0,0.2222222222222222,0.0,0.0,0.1111111111111111,0.0,0.2222222222222222,0.0,0.0,0.4444444444444444,0.0,0.0,0.0,9
5137,490130779,ELY,FREDERICK,H,MA,M,R,9.0,voting,18870125,1838-09-24,1838,1887,49,0.0,2,0,8,0,0,0,0,0,0,0,0,0,0.2,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7108,490130784,PAYNE,SERENO,H,NY,M,R,27.0,voting,18870125,1843-06-26,1843,1887,44,0.0,1,0,8,0,0,0,1,0,0,0,0,0,0.1,0.0,0.8,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,10
6159,490138204,VEST,GEORGE,S,MO,M,D,,voting,18870205,1830-12-06,1830,1887,57,0.0,0,0,0,0,0,8,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.2,0.0,0.0,0.0,0.0,10
6262,500087511,STEWART,WILLIAM,S,NV,M,R,,voting,18880717,1827-08-09,1827,1888,61,0.0,0,0,0,0,0,0,0,0,10,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10
5140,500098776,EVARTS,WILLIAM,S,NY,M,R,,voting,18880801,1818-02-06,1818,1888,70,0.0,2,0,0,0,0,2,0,1,24,0,0,0,0.06896551724137931,0.0,0.0,0.0,0.0,0.06896551724137931,0.0,0.034482758620689655,0.8275862068965517,0.0,0.0,0.0,29
6403,500112589,ALLISON,WILLIAM,S,IA,M,R,,voting,18880828,1829-03-02,1829,1888,59,0.0,0,0,0,0,0,0,0,2,8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.8,0.0,0.0,0.0,10
5380,500158096,BUTTERWORTH,BENJAMIN,H,OH,M,R,1.0,voting,18890123,1837-10-22,1837,1889,52,0.0,0,0,2,0,0,1,0,1,6,0,0,0,0.0,0.0,0.2,0.0,0.0,0.1,0.0,0.1,0.6,0.0,0.0,0.0,10
6449,510055365,HOPKINS,ALBERT,H,IL,M,R,5.0,voting,18900502,1846-08-15,1846,1890,44,0.0,1,0,0,1,0,6,0,1,1,0,0,0,0.1,0.0,0.0,0.1,0.0,0.6,0.0,0.1,0.1,0.0,0.0,0.0,10
5475,510055428,PAYSON,LEWIS,H,IL,M,R,9.0,voting,18900502,1840-09-17,1840,1890,50,0.0,2,0,0,0,0,7,0,1,0,0,0,0,0.2,0.0,0.0,0.0,0.0,0.7,0.0,0.1,0.0,0.0,0.0,0.0,10
6023,510092007,TURNER,HENRY,H,GA,M,D,2.0,voting,18900630,1839-03-20,1839,1890,51,0.0,0,0,0,0,0,6,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,9
6493,510127097,SPOONER,JOHN,S,WI,M,R,,voting,18900819,1843-01-06,1843,1890,47,0.0,1,0,0,0,0,8,0,1,0,0,0,0,0.1,0.0,0.0,0.0,0.0,0.8,0.0,0.1,0.0,0.0,0.0,0.0,10
6445,510203642,GORMAN,ARTHUR,S,MD,M,D,,voting,18910211,1839-03-11,1839,1891,52,0.0,1,0,6,1,0,1,1,0,0,0,0,0,0.1,0.0,0.6,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,10
6534,510209962,DANIEL,JOHN,S,VA,M,D,,voting,18910218,1842-09-05,1842,1891,49,0.0,1,0,0,7,0,2,0,0,0,0,0,0,0.1,0.0,0.0,0.7,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,10
7670,520092831,WATSON,THOMAS,H,GA,M,D,10.0,voting,18920715,1856-09-05,1856,1892,36,0.0,0,0,0,1,0,8,0,0,1,0,0,0,0.0,0.0,0.0,0.1,0.0,0.8,0.0,0.0,0.1,0.0,0.0,0.0,10
5823,520111222,OUTHWAITE,JOSEPH,H,OH,M,D,9.0,voting,18921217,1841-12-05,1841,1892,51,1.0373303600667402e-05,3,0,1,0,3,0,0,2,1,0,0,0,0.3,0.0,0.1,0.0,0.3,0.0,0.0,0.2,0.1,0.0,0.0,0.0,10
5992,520149114,PATTERSON,JOSIAH,H,TN,M,D,10.0,voting,18930301,1837-04-14,1837,1893,56,0.0,0,8,1,0,0,0,1,0,0,0,0,0,0.0,0.8,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,10
6534,530026942,DANIEL,JOHN,S,VA,M,D,,voting,18931018,1842-09-05,1842,1893,51,0.0,1,0,0,0,1,0,0,2,6,0,0,0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.2,0.6,0.0,0.0,0.0,10
5683,530053471,HILL,DAVID,S,NY,M,D,,voting,18940129,1843-08-29,1843,1894,51,0.0,0,0,0,0,0,0,0,10,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10
5935,530064396,HAINER,EUGENE,H,NE,M,R,4.0,voting,18940223,1851-08-16,1851,1894,43,0.0,0,0,0,1,0,9,0,0,0,0,0,0,0.0,0.0,0.0,0.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,10
6253,530097926,REED,THOMAS,H,ME,M,R,1.0,voting,18940503,1839-10-18,1839,1894,55,0.0,2,2,3,4,2,2,1,12,0,0,0,0,0.07142857142857142,0.07142857142857142,0.10714285714285714,0.14285714285714285,0.07142857142857142,0.07142857142857142,0.03571428571428571,0.42857142857142855,0.0,0.0,0.0,0.0,28
5733,530159310,COVERT,JAMES,H,NY,M,D,1.0,voting,18940728,1842-09-02,1842,1894,52,0.0,0,0,0,0,0,10,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5684,530177172,HUNTON,EPPA,S,VA,M,D,,voting,18941213,1822-09-22,1822,1894,72,0.0,1,0,0,0,0,1,0,1,7,0,0,0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.7,0.0,0.0,0.0,10
6816,540049213,LIVINGSTON,LEONIDAS,H,GA,M,D,5.0,voting,18960402,1832-04-03,1832,1896,64,0.0,0,0,0,1,0,9,0,0,0,0,0,0,0.0,0.0,0.0,0.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,10
7138,540066880,TILLMAN,BENJAMIN,S,SC,M,D,,voting,18960501,1847-08-11,1847,1896,49,0.2937098297562511,0,0,1,0,0,7,0,0,2,0,0,0,0.0,0.0,0.1,0.0,0.0,0.7,0.0,0.0,0.2,0.0,0.0,0.0,10
6475,540068926,PLATT,ORVILLE,S,CT,M,R,,voting,18960502,1827-07-19,1827,1896,69,0.0,1,0,2,0,0,6,0,0,1,0,0,0,0.1,0.0,0.2,0.0,0.0,0.6,0.0,0.0,0.1,0.0,0.0,0.0,10
5749,550024190,FAULKNER,CHARLES,S,WV,M,D,,voting,18970610,1847-09-21,1847,1897,50,0.0,0,0,0,1,0,9,0,0,0,0,0,0,0.0,0.0,0.0,0.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,10
6175,550028683,ALLEN,WILLIAM,S,NE,M,P,,voting,18970621,1847-01-28,1847,1897,50,0.0,0,0,0,1,0,2,0,1,6,0,0,0,0.0,0.0,0.0,0.1,0.0,0.2,0.0,0.1,0.6,0.0,0.0,0.0,10
6103,550185605,KENNEY,RICHARD,S,DE,M,D,,voting,18990227,1856-09-09,1856,1899,43,0.0,0,0,1,0,0,0,0,0,9,0,0,0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,10
6669,550192413,FRYE,WILLIAM,S,ME,M,R,,voting,18990303,1830-09-02,1830,1899,69,0.0,1,0,0,0,0,1,0,0,7,0,0,0,0.1111111111111111,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.7777777777777778,0.0,0.0,0.0,9
5903,560007213,BUTLER,MARION,S,NC,M,P,,voting,19000122,1863-05-20,1863,1900,37,3.845574069851112e-08,1,0,1,0,0,6,0,0,2,0,0,0,0.1,0.0,0.1,0.0,0.0,0.6,0.0,0.0,0.2,0.0,0.0,0.0,10
6603,560011590,SIBLEY,JOSEPH,H,PA,M,D,27.0,voting,19000201,1850-02-18,1850,1900,50,0.0,0,0,1,0,0,0,0,9,0,0,0,0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,10
