speakerid,speech_id,lastname,firstname,chamber,state,gender,party,district,nonvoting,date,DOB,yob,year,age,speakerXsessionid,procedural_prob,cluster_5,cluster_3,cluster_0,cluster_10,cluster_1,cluster_7,cluster_12,cluster_8,cluster_9,cluster_11,cluster_6,cluster_2,cluster_4,cluster_5_p,cluster_3_p,cluster_0_p,cluster_10_p,cluster_1_p,cluster_7_p,cluster_12_p,cluster_8_p,cluster_9_p,cluster_11_p,cluster_6_p,cluster_2_p,cluster_4_p,n
4316,430047415,NESMITH,JAMES,H,OR,M,D,1.0,voting,18740427,1820-07-23,1820,1874,54,43043160,0.0,0,0,10,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4324,430048079,PARKER,ISAAC,H,MO,M,R,9.0,voting,18740429,1838-10-15,1838,1874,36,43043240,0.0,0,0,1,0,9,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4322,430049956,PACKARD,JASPER,H,IN,M,R,11.0,voting,18740505,1832-02-01,1832,1874,42,43043220,0.0,0,1,3,0,6,0,0,0,0,0,0,0,0,0.0,0.1,0.3,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5321,430050419,PHELPS,WILLIAM,H,NJ,M,R,5.0,voting,18740506,1839-08-24,1839,1874,35,43053210,0.0,0,0,9,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
4364,430052807,SPEER,ROBERT,H,PA,M,D,17.0,voting,18740512,1838-09-08,1838,1874,36,43043640,0.0,0,1,2,0,7,0,0,0,0,0,0,0,0,0.0,0.1,0.2,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4430,430063221,CROUNSE,LORENZO,H,NE,M,R,1.0,voting,18740602,1834-01-27,1834,1874,40,43044300,0.0,0,0,1,1,8,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4566,430082306,BUTLER,BENJAMIN,H,MA,M,R,6.0,voting,18741221,1818-11-05,1818,1874,56,43045660,0.0,0,0,6,0,4,0,0,0,0,0,0,0,0,0.0,0.0,0.6,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4311,430082476,MERRIMON,AUGUSTUS,S,NC,M,D,,voting,18741222,1830-09-15,1830,1874,44,43043111,0.0,2,0,6,0,2,0,0,0,0,0,0,0,0,0.2,0.0,0.6,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5841,430082532,SHERMAN,JOHN,S,OH,M,R,,voting,18741222,1823-05-10,1823,1874,51,43058411,0.0,0,0,1,1,8,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5841,430082579,SHERMAN,JOHN,S,OH,M,R,,voting,18741222,1823-05-10,1823,1874,51,43058411,0.0,6,8,0,1,2,3,0,0,0,0,0,0,0,0.3,0.4,0.0,0.05,0.1,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
4205,430083747,WEST,JOSEPH,S,LA,M,R,,voting,18750106,1822-09-19,1822,1875,53,43042051,0.0,0,0,10,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
3979,430084379,HAMILTON,WILLIAM,S,MD,M,D,,voting,18750107,1820-09-08,1820,1875,55,43039791,0.0,0,0,5,1,3,0,0,1,0,0,0,0,0,0.0,0.0,0.5,0.1,0.3,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,10
4566,430084417,BUTLER,BENJAMIN,H,MA,M,R,6.0,voting,18750107,1818-11-05,1818,1875,57,43045660,0.0,0,0,2,0,8,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4520,430084748,THURMAN,ALLEN,S,OH,M,D,,voting,18750108,1813-11-13,1813,1875,62,43045201,0.0,0,0,2,1,7,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.1,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5596,430086051,GORDON,JOHN,S,GA,M,D,,voting,18750113,1832-02-06,1832,1875,43,43055961,7.81888214706296e-21,2,7,0,1,0,0,0,0,0,0,0,0,0,0.2,0.7,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4711,430093191,CONKLING,ROSCOE,S,NY,M,R,,voting,18750128,1829-10-30,1829,1875,46,43047111,0.0,0,0,7,0,3,0,0,0,0,0,0,0,0,0.0,0.0,0.7,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5367,430094261,BECK,JAMES,H,KY,M,D,7.0,voting,18750201,1822-02-13,1822,1875,53,43053670,0.0,0,0,2,0,8,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5212,430095276,STORM,JOHN,H,PA,M,D,11.0,voting,18750203,1838-09-19,1838,1875,37,43052120,0.0,0,0,9,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
4567,430095338,CAIN,RICHARD,H,SC,M,R,-1.0,voting,18750203,1825-04-12,1825,1875,50,43045670,0.0,0,0,18,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
4704,430095677,CHITTENDEN,SIMEON,H,NY,M,I,3.0,voting,18750204,1814-03-29,1814,1875,61,43047040,0.0,0,0,10,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4269,430096083,HALE,ROBERT,H,NY,M,R,17.0,voting,18750204,1822-09-24,1822,1875,53,43042690,0.0004078993807489,0,0,10,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4520,430097114,THURMAN,ALLEN,S,OH,M,D,,voting,18750208,1813-11-13,1813,1875,62,43045201,0.0,0,0,1,0,9,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4281,430101369,HOWE,TIMOTHY,S,WI,M,R,,voting,18750217,1816-02-24,1816,1875,59,43042811,0.0,0,0,10,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4398,430104362,WASHBURN,WILLIAM,S,MA,M,R,,voting,18750220,1820-01-31,1820,1875,55,43043981,0.0,0,0,10,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4348,430110851,SENER,JAMES,H,VA,M,R,1.0,voting,18750226,1837-05-18,1837,1875,38,43043480,0.0,1,0,2,0,5,1,0,0,0,0,0,0,0,0.1111111111111111,0.0,0.2222222222222222,0.0,0.5555555555555556,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
4266,430119142,GUNCKEL,LEWIS,H,OH,M,R,4.0,voting,18750303,1826-10-15,1826,1875,49,43042660,1.5612212378600849e-12,0,0,3,0,7,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4427,440000350,CHRISTIANCY,ISAAC,S,MI,M,R,,voting,18750312,1812-03-12,1812,1875,63,44044271,0.0,0,0,10,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4314,440000710,MORTON,OLIVER,S,IN,M,R,,voting,18750316,1823-08-04,1823,1875,52,44043141,0.0,0,0,30,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30
4546,440004095,BLAINE,JAMES,H,ME,M,R,3.0,voting,18760113,1830-01-31,1830,1876,46,44045460,0.0,0,0,8,0,2,0,0,0,0,0,0,0,0,0.0,0.0,0.8,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4097,440009538,CLAYTON,POWELL,S,AR,M,R,,voting,18760204,1833-08-07,1833,1876,43,44040971,0.0,0,0,10,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5434,440010445,KELLEY,WILLIAM,H,PA,M,R,4.0,voting,18760209,1814-04-12,1814,1876,62,44054340,0.0,0,0,10,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4546,440010619,BLAINE,JAMES,H,ME,M,R,3.0,voting,18760210,1830-01-31,1830,1876,46,44045460,0.0,0,0,1,0,9,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6554,440010668,HALE,EUGENE,H,ME,M,R,5.0,voting,18760210,1836-06-09,1836,1876,40,44065540,0.0,1,0,1,0,8,0,0,0,0,0,0,0,0,0.1,0.0,0.1,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4072,440010779,ALCORN,JAMES,S,MS,M,R,,voting,18760211,1816-11-04,1816,1876,60,44040721,0.0,0,0,1,1,8,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4528,440011590,WALLACE,WILLIAM,S,PA,M,D,,voting,18760215,1827-11-28,1827,1876,49,44045281,0.0,1,0,1,0,8,0,0,0,0,0,0,0,0,0.1,0.0,0.1,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4437,440014485,ENGLISH,JAMES,S,CT,M,D,,voting,18760224,1812-03-13,1812,1876,64,44044371,0.0,0,0,10,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4947,440017113,WOOD,FERNANDO,H,NY,M,D,9.0,voting,18760306,1812-06-14,1812,1876,64,44049470,0.0,0,0,10,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5434,440017121,KELLEY,WILLIAM,H,PA,M,R,4.0,voting,18760306,1814-04-12,1814,1876,62,44054340,0.0,0,0,10,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4646,440018624,ROBBINS,WILLIAM,H,NC,M,D,7.0,voting,18760309,1828-10-26,1828,1876,48,44046460,0.0,0,0,10,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5219,440022654,THROCKMORTON,JAMES,H,TX,M,D,3.0,voting,18760323,1825-02-01,1825,1876,51,44052190,0.0,0,0,9,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
5133,440025470,EDEN,JOHN,H,IL,M,D,15.0,voting,18760331,1826-02-01,1826,1876,50,44051330,0.0,0,0,9,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4531,440029147,WARD,ELIJAH,H,NY,M,D,8.0,voting,18760411,1816-09-16,1816,1876,60,44045310,5.8769260954388654e-08,0,0,10,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4665,440032460,TOWNSEND,MARTIN,H,NY,M,R,17.0,voting,18760419,1810-02-06,1810,1876,66,44046650,0.0,0,0,10,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5412,440034652,DUNNELL,MARK,H,MN,M,R,1.0,voting,18760426,1823-07-02,1823,1876,53,44054120,0.0,0,0,10,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4608,440034742,HENDEE,GEORGE,H,VT,M,R,3.0,voting,18760426,1832-11-30,1832,1876,44,44046080,0.0,1,0,1,0,8,0,0,0,0,0,0,0,0,0.1,0.0,0.1,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4643,440036616,REA,DAVID,H,MO,M,D,9.0,voting,18760503,1831-01-19,1831,1876,45,44046430,0.0,0,0,0,0,10,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4858,440039388,HOUSE,JOHN,H,TN,M,D,6.0,voting,18760518,1827-01-09,1827,1876,49,44048580,0.0,0,0,10,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4681,440039498,WILLIS,BENJAMIN,H,NY,M,D,11.0,voting,18760519,1840-03-24,1840,1876,36,44046810,0.0,1,0,2,5,1,0,0,1,0,0,0,0,0,0.1,0.0,0.2,0.5,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,10
4991,440040435,ELLIS,EZEKIEL,H,LA,M,D,2.0,voting,18760524,1840-10-15,1840,1876,36,44049910,0.0,0,0,10,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5175,440042264,LOGAN,JOHN,S,IL,M,R,,voting,18760602,1826-02-09,1826,1876,50,44051751,0.0,0,0,4,0,6,0,0,0,0,0,0,0,0,0.0,0.0,0.4,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4302,440042265,MCCREERY,THOMAS,S,KY,M,D,,voting,18760602,1816-12-12,1816,1876,60,44043021,0.0010834520238796,2,1,0,0,7,0,0,0,0,0,0,0,0,0.2,0.1,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5024,440048259,KASSON,JOHN,H,IA,M,R,7.0,voting,18760617,1822-01-11,1822,1876,54,44050240,0.0,0,0,10,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4225,440049384,BOGY,LEWIS,S,MO,M,D,,voting,18760620,1813-04-09,1813,1876,63,44042251,0.0,0,0,10,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4314,440057673,MORTON,OLIVER,S,IN,M,R,,voting,18760701,1823-08-04,1823,1876,53,44043141,8.492799048446385e-08,0,0,10,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4506,440057890,SEELYE,JULIUS,H,MA,M,I,10.0,voting,18760701,1824-09-14,1824,1876,52,44045060,0.0,0,0,10,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4542,440061359,WITHERS,ROBERT,S,VA,M,D,,voting,18760713,1821-09-18,1821,1876,55,44045421,0.0,1,0,0,0,9,0,0,0,0,0,0,0,0,0.1,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5175,440063528,LOGAN,JOHN,S,IL,M,R,,voting,18760717,1826-02-09,1826,1876,50,44051751,0.0,0,0,1,0,9,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4311,440063864,MERRIMON,AUGUSTUS,S,NC,M,D,,voting,18760718,1830-09-15,1830,1876,46,44043111,0.0,1,1,0,0,8,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4734,440065367,HARRIS,JOHN,H,VA,M,D,7.0,voting,18760720,1823-05-08,1823,1876,53,44047340,0.0,0,1,9,0,0,0,0,0,0,0,0,0,0,0.0,0.1,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4101,440068914,COOPER,HENRY,S,TN,M,D,,voting,18760729,1827-08-22,1827,1876,49,44041011,0.0,0,0,10,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4671,440068919,WALSH,WILLIAM,H,MD,M,D,6.0,voting,18760729,1828-05-11,1828,1876,48,44046710,0.0,0,0,9,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
5485,440069202,RANDALL,SAMUEL,H,PA,M,D,3.0,voting,18760731,1828-10-10,1828,1876,48,44054850,0.0,0,0,9,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
6554,440071122,HALE,EUGENE,H,ME,M,R,5.0,voting,18760803,1836-06-09,1836,1876,40,44065540,0.0,0,0,2,0,6,1,0,0,0,0,0,0,0,0.0,0.0,0.2222222222222222,0.0,0.6666666666666666,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
6554,440074535,HALE,EUGENE,H,ME,M,R,5.0,voting,18760808,1836-06-09,1836,1876,40,44065540,0.0,0,0,10,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4477,440075860,MCDONALD,JOSEPH,S,IN,M,D,,voting,18760810,1819-08-29,1819,1876,57,44044771,3.207012347281253e-10,0,0,9,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
4226,440078679,BOUTWELL,GEORGE,S,MA,M,R,,voting,18760814,1818-01-28,1818,1876,58,44042261,0.0,0,0,0,1,9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4430,440083887,CROUNSE,LORENZO,H,NE,M,R,1.0,voting,18761213,1834-01-27,1834,1876,42,44044300,0.0,0,0,10,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4768,440084983,PHILIPS,JOHN,H,MO,M,D,7.0,voting,18761216,1834-12-31,1834,1876,42,44047680,0.0,0,0,10,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
