speakerid,speech_id,lastname,firstname,chamber,state,gender,party,district,nonvoting,date,DOB,yob,year,age,procedural_prob,cluster_0,cluster_1,cluster_3,cluster_2,cluster_11,cluster_4,cluster_12,cluster_5,cluster_8,cluster_6,cluster_9,cluster_7,cluster_10,cluster_0_p,cluster_1_p,cluster_3_p,cluster_2_p,cluster_11_p,cluster_4_p,cluster_12_p,cluster_5_p,cluster_8_p,cluster_6_p,cluster_9_p,cluster_7_p,cluster_10_p,n
4225,440083702,BOGY,LEWIS,S,MO,M,D,,voting,18761213,1813-04-09,1813,1876,63,0.0,1,7,1,1,0,0,0,0,0,0,0,0,0,0.1,0.7,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4408,440089697,BOOTH,NEWTON,S,CA,M,R,,voting,18770112,1825-12-30,1825,1877,52,0.0,1,9,0,0,0,0,0,0,0,0,0,0,0,0.1,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4732,440093433,GOODE,JOHN,H,VA,M,D,2.0,voting,18770125,1829-05-27,1829,1877,48,0.0,1,4,0,4,1,0,0,0,0,0,0,0,0,0.1,0.4,0.0,0.4,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5027,440093696,LAMAR,LUCIUS,H,MS,M,D,1.0,voting,18770126,1825-09-17,1825,1877,52,0.0,1,8,0,0,0,0,0,1,0,0,0,0,0,0.1,0.8,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,10
5207,440093702,SINGLETON,OTHO,H,MS,M,D,4.0,voting,18770126,1814-10-14,1814,1877,63,0.0,9,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
4205,440095012,WEST,JOSEPH,S,LA,M,R,,voting,18770131,1822-09-19,1822,1877,55,0.0,3,5,0,2,0,0,0,0,0,0,0,0,0,0.3,0.5,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4408,440108332,BOOTH,NEWTON,S,CA,M,R,,voting,18770227,1825-12-30,1825,1877,52,0.0,3,5,0,2,0,0,0,0,0,0,0,0,0,0.3,0.5,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5605,450005572,HERBERT,HILARY,H,AL,M,D,2.0,voting,18771116,1834-03-12,1834,1877,43,0.0,2,8,0,0,0,0,0,0,0,0,0,0,0,0.2,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5697,450006437,BLAIR,HENRY,H,NH,M,R,3.0,voting,18771120,1834-12-06,1834,1877,43,0.0,2,7,0,1,0,0,0,0,0,0,0,0,0,0.2,0.7,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4408,450016663,BOOTH,NEWTON,S,CA,M,R,,voting,18780117,1825-12-30,1825,1878,53,0.0,2,14,1,3,0,0,0,0,0,0,0,0,0,0.1,0.7,0.05,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
5318,450016667,PADDOCK,ALGERNON,S,NE,M,R,,voting,18780117,1830-11-09,1830,1878,48,0.0,1,2,3,2,0,0,1,1,0,0,0,0,0,0.1,0.2,0.3,0.2,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,10
4314,450016916,MORTON,OLIVER,S,IN,M,R,,voting,18780118,1823-08-04,1823,1878,55,0.0,1,4,2,3,0,0,0,0,0,0,0,0,0,0.1,0.4,0.2,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4869,450018878,JOYCE,CHARLES,H,VT,M,R,1.0,voting,18780126,1830-01-30,1830,1878,48,0.0,2,7,1,0,0,0,0,0,0,0,0,0,0,0.2,0.7,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4800,450023176,GARFIELD,JAMES,H,OH,M,R,19.0,voting,18780212,1831-11-19,1831,1878,47,0.0,1,0,9,0,0,0,0,0,0,0,0,0,0,0.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4302,450023948,MCCREERY,THOMAS,S,KY,M,D,,voting,18780214,1816-12-12,1816,1878,62,0.0,9,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
4771,450027697,PRICE,HIRAM,H,IA,M,R,2.0,voting,18780220,1814-01-10,1814,1878,64,0.0,2,7,1,0,0,0,0,0,0,0,0,0,0,0.2,0.7,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4942,450027808,WILLIAMS,CHARLES,H,WI,M,R,1.0,voting,18780220,1829-10-18,1829,1878,49,0.0,2,7,1,0,0,0,0,0,0,0,0,0,0,0.2,0.7,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5733,450034463,COVERT,JAMES,H,NY,M,D,1.0,voting,18780311,1842-09-02,1842,1878,36,0.0,1,4,2,1,0,0,0,1,0,0,0,0,0,0.1111111111111111,0.4444444444444444,0.2222222222222222,0.1111111111111111,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,9
4985,450034470,DIBRELL,GEORGE,H,TN,M,D,3.0,voting,18780311,1822-04-12,1822,1878,56,0.0,0,0,0,10,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4629,450035580,MATTHEWS,STANLEY,S,OH,M,R,,voting,18780314,1824-07-21,1824,1878,54,0.0,1,0,1,2,2,0,0,0,4,0,0,0,0,0.1,0.0,0.1,0.2,0.2,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,10
5733,450050335,COVERT,JAMES,H,NY,M,D,1.0,voting,18780418,1842-09-02,1842,1878,36,0.0,9,0,0,1,0,0,0,0,0,0,0,0,0,0.9,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5670,450057289,VOORHEES,DANIEL,S,IN,M,D,,voting,18780502,1827-09-26,1827,1878,51,0.0,3,7,2,7,0,0,0,0,0,0,0,0,0,0.15789473684210525,0.3684210526315789,0.10526315789473684,0.3684210526315789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19
5596,450059071,GORDON,JOHN,S,GA,M,D,,voting,18780506,1832-02-06,1832,1878,46,0.0,4,12,3,1,0,0,0,0,0,0,0,0,0,0.2,0.6,0.15,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
4969,450066541,CALKINS,WILLIAM,H,IN,M,R,10.0,voting,18780521,1842-02-18,1842,1878,36,0.0,0,6,0,0,1,1,0,2,0,0,0,0,0,0.0,0.6,0.0,0.0,0.1,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.0,10
4566,450067247,BUTLER,BENJAMIN,H,MA,M,R,7.0,voting,18780522,1818-11-05,1818,1878,60,0.0,10,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5034,450068134,MAGINNIS,MARTIN,H,MT,M,D,-1.0,nonvoting,18780523,1841-10-27,1841,1878,37,0.0,8,1,0,0,0,0,0,0,0,0,0,0,0,0.8888888888888888,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
4681,450077066,WILLIS,BENJAMIN,H,NY,M,D,11.0,voting,18780606,1840-03-24,1840,1878,38,0.0,1,2,4,1,1,0,0,0,0,0,0,0,0,0.1111111111111111,0.2222222222222222,0.4444444444444444,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
5138,450095893,EUSTIS,JAMES,S,LA,M,D,,voting,18781212,1834-08-27,1834,1878,44,0.0,0,3,0,6,1,0,0,0,0,0,0,0,0,0.0,0.3,0.0,0.6,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4311,450097314,MERRIMON,AUGUSTUS,S,NC,M,D,,voting,18781217,1830-09-15,1830,1878,48,0.0,0,8,1,0,0,1,0,0,0,0,0,0,0,0.0,0.8,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4953,450098799,ANTHONY,HENRY,S,RI,M,R,,voting,18781220,1815-04-01,1815,1878,63,0.0,0,7,2,1,0,0,0,0,0,0,0,0,0,0.0,0.7,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4991,450100890,ELLIS,EZEKIEL,H,LA,M,D,2.0,voting,18790116,1840-10-15,1840,1879,39,0.0,4,13,2,1,0,0,0,0,0,0,0,0,0,0.2,0.65,0.1,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
4302,450104738,MCCREERY,THOMAS,S,KY,M,D,,voting,18790127,1816-12-12,1816,1879,63,0.0,9,0,0,1,0,0,0,0,0,0,0,0,0,0.9,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4568,450107250,CALDWELL,WILLIAM,H,TN,M,D,9.0,voting,18790203,1832-11-08,1832,1879,47,0.0,2,5,1,2,0,0,0,0,0,0,0,0,0,0.2,0.5,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4302,450110474,MCCREERY,THOMAS,S,KY,M,D,,voting,18790210,1816-12-12,1816,1879,63,0.0,0,5,2,2,0,0,0,0,0,0,0,0,0,0.0,0.5555555555555556,0.2222222222222222,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
5138,450113356,EUSTIS,JAMES,S,LA,M,D,,voting,18790215,1834-08-27,1834,1879,45,0.0,1,7,1,1,0,0,0,0,0,0,0,0,0,0.1,0.7,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4800,450115490,GARFIELD,JAMES,H,OH,M,R,19.0,voting,18790217,1831-11-19,1831,1879,48,0.0,1,6,0,3,0,0,0,0,0,0,0,0,0,0.1,0.6,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4736,450117273,HENKLE,ELI,H,MD,M,D,5.0,voting,18790219,1828-11-24,1828,1879,51,0.0,4,5,1,0,0,0,0,0,0,0,0,0,0,0.4,0.5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6806,450117297,KEIFER,JOSEPH,H,OH,M,R,8.0,voting,18790219,1836-01-30,1836,1879,43,0.0,2,2,4,1,0,0,0,0,0,0,0,0,0,0.2222222222222222,0.2222222222222222,0.4444444444444444,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
5670,450120999,VOORHEES,DANIEL,S,IN,M,D,,voting,18790224,1827-09-26,1827,1879,52,0.0,1,2,3,3,0,0,0,0,0,0,0,0,0,0.1111111111111111,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
4652,450122653,SAUNDERS,ALVIN,S,NE,M,R,,voting,18790225,1817-07-12,1817,1879,62,0.0,1,5,1,3,0,0,0,0,0,0,0,0,0,0.1,0.5,0.1,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4408,450130647,BOOTH,NEWTON,S,CA,M,R,,voting,18790301,1825-12-30,1825,1879,54,0.0,15,0,0,5,0,0,0,0,0,0,0,0,0,0.75,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
4566,450130891,BUTLER,BENJAMIN,H,MA,M,R,7.0,voting,18790301,1818-11-05,1818,1879,61,0.0,2,5,2,0,0,0,0,0,0,0,0,0,0,0.2222222222222222,0.5555555555555556,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
4711,450132641,CONKLING,ROSCOE,S,NY,M,R,,voting,18790303,1829-10-30,1829,1879,50,0.0309622774753484,7,1,0,2,0,0,0,0,0,0,0,0,0,0.7,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6327,450132841,HOAR,GEORGE,S,MA,M,R,,voting,18790303,1826-08-29,1826,1879,53,0.0,0,0,0,0,0,0,8,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,0.0,10
4786,460008658,STEELE,WALTER,H,NC,M,D,6.0,voting,18790419,1823-04-18,1823,1879,56,0.0,0,5,2,2,0,0,0,0,0,0,0,0,0,0.0,0.5555555555555556,0.2222222222222222,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
4934,460009872,UPDEGRAFF,JONATHAN,H,OH,M,R,18.0,voting,18790423,1822-05-13,1822,1879,57,0.0,0,8,1,0,0,0,0,0,0,0,0,0,0,0.0,0.8888888888888888,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
4716,460010243,DE LA MATYR,GILBERT,H,IN,M,N,7.0,voting,18790424,1825-07-08,1825,1879,54,0.0,9,15,2,3,0,0,0,1,0,0,0,0,0,0.3,0.5,0.06666666666666667,0.1,0.0,0.0,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,30
4771,460010255,PRICE,HIRAM,H,IA,M,R,2.0,voting,18790424,1814-01-10,1814,1879,65,0.0,2,0,0,7,0,0,0,0,0,0,0,0,0,0.2222222222222222,0.0,0.0,0.7777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
4731,460010264,GILLETTE,EDWARD,H,IA,M,N,7.0,voting,18790424,1840-10-01,1840,1879,39,0.0,2,5,1,2,0,0,0,0,0,0,0,0,0,0.2,0.5,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4983,460010387,DAVIS,LOWNDES,H,MO,M,D,4.0,voting,18790424,1836-12-13,1836,1879,43,0.0,0,6,0,2,1,0,0,1,0,0,0,0,0,0.0,0.6,0.0,0.2,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,10
5493,460010904,RYAN,THOMAS,H,KS,M,R,3.0,voting,18790426,1837-11-25,1837,1879,42,0.0,1,5,0,3,1,0,0,0,0,0,0,0,0,0.1,0.5,0.0,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4610,460014970,HILL,BENJAMIN,S,GA,M,D,,voting,18790510,1823-09-14,1823,1879,56,0.0,2,3,4,0,1,0,0,0,0,0,0,0,0,0.2,0.3,0.4,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4460,460016478,KERNAN,FRANCIS,S,NY,M,D,,voting,18790514,1816-01-14,1816,1879,63,0.0,0,1,5,3,0,0,0,0,0,0,0,0,0,0.0,0.1111111111111111,0.5555555555555556,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
5164,460036334,INGALLS,JOHN,S,KS,M,R,,voting,18790620,1833-12-29,1833,1879,46,0.0,1,5,3,0,0,0,0,0,0,0,0,0,0,0.1111111111111111,0.5555555555555556,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
4859,460042812,HUBBELL,JAY,H,MI,M,R,9.0,voting,18790701,1829-09-15,1829,1879,50,0.0,4,2,5,7,0,0,0,0,0,0,0,0,0,0.2222222222222222,0.1111111111111111,0.2777777777777778,0.3888888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
5015,460048073,HORR,ROSWELL,H,MI,M,R,8.0,voting,18800115,1830-11-26,1830,1880,50,0.0,1,6,0,3,0,0,0,0,0,0,0,0,0,0.1,0.6,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5015,460049812,HORR,ROSWELL,H,MI,M,R,8.0,voting,18800123,1830-11-26,1830,1880,50,0.0,0,2,0,0,0,8,0,0,0,0,0,0,0,0.0,0.2,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4859,460050679,HUBBELL,JAY,H,MI,M,R,9.0,voting,18800128,1829-09-15,1829,1880,51,0.0,1,0,0,9,0,0,0,0,0,0,0,0,0,0.1,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4703,460050689,CHANDLER,ZACHARIAH,S,MI,M,R,,voting,18800128,1813-12-10,1813,1880,67,0.0,9,1,0,0,0,0,0,0,0,0,0,0,0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4716,460055421,DE LA MATYR,GILBERT,H,IN,M,N,7.0,voting,18800214,1825-07-08,1825,1880,55,0.0,7,7,2,4,0,0,0,0,0,0,0,0,0,0.35,0.35,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
4731,460060248,GILLETTE,EDWARD,H,IA,M,N,7.0,voting,18800227,1840-10-01,1840,1880,40,0.0,0,5,2,2,0,0,0,1,0,0,0,0,0,0.0,0.5,0.2,0.2,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,10
5094,460061554,WILLIAMS,THOMAS,H,AL,M,D,5.0,voting,18800303,1825-08-11,1825,1880,55,0.0,3,1,2,0,0,1,3,0,0,0,0,0,0,0.3,0.1,0.2,0.0,0.0,0.1,0.3,0.0,0.0,0.0,0.0,0.0,0.0,10
6220,460065819,HAWLEY,JOSEPH,H,CT,M,R,1.0,voting,18800312,1826-10-31,1826,1880,54,0.0,10,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
