speakerid,speech_id,lastname,firstname,chamber,state,gender,party,district,nonvoting,date,DOB,yob,year,age,speakerXsessionid,procedural_prob,cluster_2,cluster_0,cluster_1,cluster_10,cluster_8,cluster_7,cluster_3,cluster_14,cluster_6,cluster_12,cluster_4,cluster_9,cluster_11,cluster_5,cluster_13,cluster_15,cluster_2_p,cluster_0_p,cluster_1_p,cluster_10_p,cluster_8_p,cluster_7_p,cluster_3_p,cluster_14_p,cluster_6_p,cluster_12_p,cluster_4_p,cluster_9_p,cluster_11_p,cluster_5_p,cluster_13_p,cluster_15_p,n
5175,430078590,LOGAN,JOHN,S,IL,M,R,,voting,18740623,1826-02-09,1826,1874,48,43051751,2.402610288024921e-14,0,0,1,4,0,0,1,0,4,0,0,0,0,0,0,0,0.0,0.0,0.1,0.4,0.0,0.0,0.1,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4279,430079322,HOUGHTON,SHERMAN,H,CA,M,R,4.0,voting,18741208,1828-04-10,1828,1874,46,43042790,0.0,3,0,0,0,3,0,3,0,0,0,1,0,0,0,0,0,0.3,0.0,0.0,0.0,0.3,0.0,0.3,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,10
4066,430082657,HAMILTON,MORGAN,S,TX,M,R,,voting,18741222,1809-02-25,1809,1874,65,43040661,0.0,1,1,3,3,0,0,0,0,2,0,0,0,0,0,0,0,0.1,0.1,0.3,0.3,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4293,430095974,LEWIS,BARBOUR,H,TN,M,R,9.0,voting,18750204,1818-01-05,1818,1875,57,43042930,0.0,0,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.8,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4272,430096866,HAWLEY,JOHN,H,IL,M,R,6.0,voting,18750206,1831-02-09,1831,1875,44,43042720,0.0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4266,430100237,GUNCKEL,LEWIS,H,OH,M,R,4.0,voting,18750213,1826-10-15,1826,1875,49,43042660,0.0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4315,430100288,MYERS,LEONARD,H,PA,M,R,3.0,voting,18750213,1827-11-13,1827,1875,48,43043150,0.0,0,8,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.0,0.8,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4317,430100316,NIBLACK,WILLIAM,H,IN,M,D,1.0,voting,18750213,1822-05-19,1822,1875,53,43043170,0.0,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.9,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4301,430104429,MAYNARD,HORACE,H,TN,M,R,-1.0,voting,18750220,1814-08-30,1814,1875,61,43043010,0.0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5399,430104472,COX,SAMUEL,H,NY,M,D,6.0,voting,18750220,1824-09-30,1824,1875,51,43053990,0.0,0,7,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0.0,0.7,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,10
4283,430115156,HYNES,WILLIAM,H,AR,M,L,-1.0,voting,18750302,1843-03-31,1843,1875,32,43042830,0.0,0,7,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.7,0.2,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4822,430118945,CONGER,OMAR,H,MI,M,R,7.0,voting,18750303,1818-04-01,1818,1875,57,43048220,0.0,1,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0.1,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,10
4521,440013163,TOWNSEND,WASHINGTON,H,PA,M,R,6.0,voting,18760219,1813-01-20,1813,1876,63,44045210,0.0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5434,440013674,KELLEY,WILLIAM,H,PA,M,R,4.0,voting,18760221,1814-04-12,1814,1876,62,44054340,0.0,0,2,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0.0,0.2,0.0,0.2,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4635,440019169,PHILLIPS,WILLIAM,H,KS,M,R,1.0,voting,18760310,1824-01-14,1824,1876,52,44046350,0.0,0,21,2,4,0,0,0,0,3,0,0,0,0,0,0,0,0.0,0.7,0.06666666666666667,0.13333333333333333,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30
4402,440036751,ANDERSON,WILLIAM,H,IL,M,I,19.0,voting,18760504,1830-04-02,1830,1876,46,44044020,0.0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.9,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4700,440047660,BRIGHT,JOHN,H,TN,M,D,5.0,voting,18760614,1817-01-20,1817,1876,59,44047000,0.0,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.9,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4849,440047703,HARDENBERGH,AUGUSTUS,H,NJ,M,D,7.0,voting,18760614,1830-05-18,1830,1876,46,44048490,0.0,0,6,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0.0,0.6,0.2,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4609,440048307,HEREFORD,FRANK,H,WV,M,D,3.0,voting,18760617,1825-07-04,1825,1876,51,44046090,0.0,0,3,2,3,0,0,1,0,1,0,0,0,0,0,0,0,0.0,0.3,0.2,0.3,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5207,440060693,SINGLETON,OTHO,H,MS,M,D,4.0,voting,18760710,1814-10-14,1814,1876,62,44052070,0.0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4421,440063592,CAPERTON,ALLEN,S,WV,M,D,,voting,18760717,1810-11-21,1810,1876,66,44044211,0.0,1,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.1,0.8,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5024,440064408,KASSON,JOHN,H,IA,M,R,7.0,voting,18760718,1822-01-11,1822,1876,54,44050240,0.0,3,14,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.15789473684210525,0.7368421052631579,0.05263157894736842,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19
4671,440068919,WALSH,WILLIAM,H,MD,M,D,6.0,voting,18760729,1828-05-11,1828,1876,48,44046710,0.0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4800,440071884,GARFIELD,JAMES,H,OH,M,R,19.0,voting,18760804,1831-11-19,1831,1876,45,44048000,0.0,3,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.3,0.6,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4521,440072646,TOWNSEND,WASHINGTON,H,PA,M,R,6.0,voting,18760805,1813-01-20,1813,1876,63,44045210,0.0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5024,440072688,KASSON,JOHN,H,IA,M,R,7.0,voting,18760805,1822-01-11,1822,1876,54,44050240,0.0,0,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.7,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5268,440073176,EDMUNDS,GEORGE,S,VT,M,R,,voting,18760807,1828-02-01,1828,1876,48,44052681,0.0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
5175,440077179,LOGAN,JOHN,S,IL,M,R,,voting,18760811,1826-02-09,1826,1876,50,44051751,0.0,0,7,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0.0,0.7,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5207,440078462,SINGLETON,OTHO,H,MS,M,D,4.0,voting,18760812,1814-10-14,1814,1876,62,44052070,0.0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5841,440088418,SHERMAN,JOHN,S,OH,M,R,,voting,18770109,1823-05-10,1823,1877,54,44058411,0.0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5162,440093444,HEWITT,ABRAM,H,NY,M,D,10.0,voting,18770125,1822-07-31,1822,1877,55,44051620,0.0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
4603,440093707,HARRISON,CARTER,H,IL,M,D,2.0,voting,18770126,1825-02-15,1825,1877,52,44046030,0.0,8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.8,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4807,440093724,ATKINS,JOHN,H,TN,M,D,8.0,voting,18770126,1825-06-04,1825,1877,52,44048070,0.0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5399,440103844,COX,SAMUEL,H,NY,M,D,6.0,voting,18770219,1824-09-30,1824,1877,53,44053990,0.0,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.9,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6348,450011932,MITCHELL,JOHN,S,OR,M,R,,voting,18771207,1835-06-22,1835,1877,42,45063481,0.0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.8888888888888888,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
5367,450012651,BECK,JAMES,S,KY,M,D,,voting,18771211,1822-02-13,1822,1877,55,45053671,0.0,4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4553,450015981,BAILEY,JAMES,S,TN,M,D,,voting,18780114,1822-08-15,1822,1878,56,45045531,0.0,0,4,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0.0,0.4,0.3,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4586,450022418,ELLSWORTH,CHARLES,H,MI,M,R,8.0,voting,18780209,1824-01-29,1824,1878,54,45045860,0.0,3,0,2,0,1,1,1,0,2,0,0,0,0,0,0,0,0.3,0.0,0.2,0.0,0.1,0.1,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4281,450039705,HOWE,TIMOTHY,S,WI,M,R,,voting,18780325,1816-02-24,1816,1878,62,45042811,0.0,1,13,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.65,0.05,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
5486,450056421,RANSOM,MATT,S,NC,M,D,,voting,18780501,1826-10-08,1826,1878,52,45054861,0.0,1,5,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0.1,0.5,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4797,450057843,WRIGHT,HENDRICK,H,PA,M,D,12.0,voting,18780502,1808-04-24,1808,1878,70,45047970,0.0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4714,450079601,DAVIS,HORACE,H,CA,M,R,1.0,voting,18780608,1831-03-16,1831,1878,47,45047140,0.0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5399,450081988,COX,SAMUEL,H,NY,M,D,6.0,voting,18780611,1824-09-30,1824,1878,54,45053990,0.0,0,6,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.6,0.0,0.3,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4991,450100890,ELLIS,EZEKIEL,H,LA,M,D,2.0,voting,18790116,1840-10-15,1840,1879,39,45049910,0.0,3,0,0,0,2,0,1,0,1,0,0,3,0,0,0,0,0.3,0.0,0.0,0.0,0.2,0.0,0.1,0.0,0.1,0.0,0.0,0.3,0.0,0.0,0.0,0.0,10
4609,450107953,HEREFORD,FRANK,S,WV,M,D,,voting,18790205,1825-07-04,1825,1879,54,45046091,0.0,2,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.2,0.6,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4342,450112678,SARGENT,AARON,S,CA,M,R,,voting,18790214,1827-09-28,1827,1879,52,45043421,0.0,0,17,7,15,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.425,0.175,0.375,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40
4753,450113113,MARTIN,BENJAMIN,H,WV,M,D,2.0,voting,18790214,1828-10-02,1828,1879,51,45047530,0.0,0,6,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0.0,0.6,0.1,0.1,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4843,460008841,FROST,RICHARD,H,MO,M,D,3.0,voting,18790421,1851-12-29,1851,1879,28,46048430,0.0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4934,460009871,UPDEGRAFF,JONATHAN,H,OH,M,R,18.0,voting,18790423,1822-05-13,1822,1879,57,46049340,0.0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4934,460009872,UPDEGRAFF,JONATHAN,H,OH,M,R,18.0,voting,18790423,1822-05-13,1822,1879,57,46049340,0.0,2,41,5,2,4,2,2,0,0,0,0,1,0,0,0,0,0.03389830508474576,0.6949152542372882,0.0847457627118644,0.03389830508474576,0.06779661016949153,0.03389830508474576,0.03389830508474576,0.0,0.0,0.0,0.0,0.01694915254237288,0.0,0.0,0.0,0.0,59
5318,460010566,PADDOCK,ALGERNON,S,NE,M,R,,voting,18790425,1830-11-09,1830,1879,49,46053181,0.0,0,8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,0.8,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5325,460024154,REAGAN,JOHN,H,TX,M,D,1.0,voting,18790527,1818-10-08,1818,1879,61,46053250,0.0,2,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.7,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
