speakerid,speech_id,lastname,firstname,chamber,state,gender,party,district,nonvoting,date,DOB,yob,year,age,procedural_prob,cluster_2,cluster_4,cluster_5,cluster_1,cluster_9,cluster_0,cluster_3,cluster_7,cluster_6,cluster_10,cluster_8,cluster_11,cluster_2_p,cluster_4_p,cluster_5_p,cluster_1_p,cluster_9_p,cluster_0_p,cluster_3_p,cluster_7_p,cluster_6_p,cluster_10_p,cluster_8_p,cluster_11_p,n
8913,740175028,MCLEAN,DONALD,H,NJ,M,R,6.0,voting,19360222,1884-03-18,1884,1936,52,0.0,1,0,0,0,0,9,0,0,0,0,0,0,0.1,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,10
8443,740176980,HOLLISTER,JOHN,H,OH,M,R,1.0,voting,19360225,1890-11-07,1890,1936,46,0.0,0,0,8,0,0,2,0,0,0,0,0,0,0.0,0.0,0.8,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,10
8597,740177146,PETTENGILL,SAMUEL,H,IN,M,D,3.0,voting,19360225,1886-01-19,1886,1936,50,0.0,0,1,5,0,0,3,1,0,0,0,0,0,0.0,0.1,0.5,0.0,0.0,0.3,0.1,0.0,0.0,0.0,0.0,0.0,10
9808,740192420,DIRKSEN,EVERETT,H,IL,M,R,16.0,voting,19360325,1896-01-04,1896,1936,40,0.0,0,0,9,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
9543,750169781,CASE,FRANCIS,H,SD,M,R,2.0,voting,19380222,1896-12-09,1896,1938,42,0.0,1,0,0,0,0,8,0,1,0,0,0,0,0.1,0.0,0.0,0.0,0.0,0.8,0.0,0.1,0.0,0.0,0.0,0.0,10
9014,760016339,LANHAM,FRITZ,H,TX,M,D,12.0,voting,19390222,1880-01-03,1880,1939,59,0.0,1,0,0,0,0,9,0,0,0,0,0,0,0.1,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,10
9640,760019788,CHAVEZ,DENNIS,S,NM,M,D,,voting,19390301,1888-04-08,1888,1939,51,0.0,1,0,0,0,0,9,0,0,0,0,0,0,0.1,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,10
8763,760044483,FADDIS,CHARLES,H,PA,M,D,25.0,voting,19390413,1890-06-13,1890,1939,49,0.0,0,0,1,0,0,1,8,0,0,0,0,0,0.0,0.0,0.1,0.0,0.0,0.1,0.8,0.0,0.0,0.0,0.0,0.0,10
8398,760156601,BURKE,EDWARD,S,NE,M,D,,voting,19400222,1880-11-28,1880,1940,60,0.0,1,0,0,0,0,8,0,1,0,0,0,0,0.1,0.0,0.0,0.0,0.0,0.8,0.0,0.1,0.0,0.0,0.0,0.0,10
9249,770004258,KEEFE,FRANK,H,WI,M,R,6.0,voting,19410130,1887-09-23,1887,1941,54,0.0,3,0,0,0,0,7,0,0,0,0,0,0,0.3,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,10
9064,770005600,TARVER,MALCOLM,H,GA,M,D,7.0,voting,19410204,1885-09-25,1885,1941,56,0.0,0,0,1,0,0,9,0,0,0,0,0,0,0.0,0.0,0.1,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,10
9198,770006572,STEVENSON,WILLIAM,H,WI,M,R,3.0,voting,19410206,1891-09-23,1891,1941,50,0.0,1,0,0,0,0,9,0,0,0,0,0,0,0.1,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,10
9395,770210347,ANGELL,HOMER,H,OR,M,R,3.0,voting,19420707,1875-01-12,1875,1942,67,0.0,0,2,13,3,2,0,0,0,0,0,0,0,0.0,0.1,0.65,0.15,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
9125,770220720,GEARHART,BERTRAND,H,CA,M,R,9.0,voting,19420813,1890-05-31,1890,1942,52,0.0,0,0,6,2,0,2,0,0,0,0,0,0,0.0,0.0,0.6,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,10
9009,780020204,JOHNSON,LUTHER,H,TX,M,D,6.0,voting,19430309,1875-10-29,1875,1943,68,0.0,0,0,0,0,0,10,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10
8806,780060751,MEAD,JAMES,S,NY,M,D,,voting,19430528,1885-12-27,1885,1943,58,0.0,0,0,7,0,0,2,0,0,1,0,0,0,0.0,0.0,0.7,0.0,0.0,0.2,0.0,0.0,0.1,0.0,0.0,0.0,10
9044,780073116,RODGERS,ROBERT,H,PA,M,R,29.0,voting,19430617,1875-06-02,1875,1943,68,0.0,0,0,9,0,0,1,0,0,0,0,0,0,0.0,0.0,0.9,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,10
9246,780096808,JENNINGS,JOHN,H,TN,M,R,2.0,voting,19430921,1880-06-06,1880,1943,63,0.0,0,0,9,0,0,1,0,0,0,0,0,0,0.0,0.0,0.9,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,10
9106,780107274,CONNALLY,THOMAS,S,TX,M,D,,voting,19431025,1877-08-19,1877,1943,66,0.0,0,0,10,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
8867,780109610,CAPPER,ARTHUR,S,KS,M,R,,voting,19431028,1865-07-14,1865,1943,78,0.0,1,0,8,0,0,1,0,0,0,0,0,0,0.1,0.0,0.8,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,10
9218,780164200,BULWINKLE,ALFRED,H,NC,M,D,11.0,voting,19440229,1883-04-21,1883,1944,61,0.0,1,0,7,0,0,2,0,0,0,0,0,0,0.1,0.0,0.7,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,10
8980,780183675,CURLEY,JAMES,H,MA,M,D,11.0,voting,19440426,1874-11-20,1874,1944,70,0.0,0,0,10,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
8936,780189832,ROWE,EDMUND,H,OH,M,R,14.0,voting,19440510,1892-12-21,1892,1944,52,0.0,0,0,2,0,0,8,0,0,0,0,0,0,0.0,0.0,0.2,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,10
9557,780197065,EBERHARTER,HERMAN,H,PA,M,D,31.0,voting,19440519,1892-04-29,1892,1944,52,0.0,0,0,1,1,2,14,2,0,0,0,0,0,0.0,0.0,0.05,0.05,0.1,0.7,0.1,0.0,0.0,0.0,0.0,0.0,20
10354,780198703,MAGNUSON,WARREN,S,WA,M,D,,voting,19440524,1905-04-12,1905,1944,39,0.0,0,0,7,1,0,2,0,0,0,0,0,0,0.0,0.0,0.7,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,10
8983,780206830,DICKSTEIN,SAMUEL,H,NY,M,D,12.0,voting,19440607,1885-02-05,1885,1944,59,0.0,0,0,9,0,0,1,0,0,0,0,0,0,0.0,0.0,0.9,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,10
10076,780209367,MCCORMACK,JOHN,H,MA,M,D,12.0,voting,19440609,1891-12-21,1891,1944,53,0.0,0,0,10,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10260,780218762,MCCLELLAN,JOHN,S,AR,M,D,,voting,19440621,1896-02-25,1896,1944,48,0.0,1,0,7,0,0,1,0,0,0,0,0,0,0.1111111111111111,0.0,0.7777777777777778,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,9
9374,780224896,STEFAN,KARL,H,NE,M,R,3.0,voting,19440815,1884-03-01,1884,1944,60,2.6237712328060195e-08,0,0,18,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
10076,780251931,MCCORMACK,JOHN,H,MA,M,D,12.0,voting,19441208,1891-12-21,1891,1944,53,0.0,2,1,0,0,0,4,3,0,0,0,0,0,0.2,0.1,0.0,0.0,0.0,0.4,0.3,0.0,0.0,0.0,0.0,0.0,10
9376,790002554,STOCKMAN,LOWELL,H,OR,M,R,2.0,voting,19450116,1901-04-12,1901,1945,44,0.0,0,1,6,0,0,2,0,0,0,0,0,0,0.0,0.1111111111111111,0.6666666666666666,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,9
9075,790032753,WASIELEWSKI,THADDEUS,H,WI,M,D,4.0,voting,19450323,1904-12-02,1904,1945,41,0.0,0,0,6,0,0,4,0,0,0,0,0,0,0.0,0.0,0.6,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,10
10260,790037150,MCCLELLAN,JOHN,S,AR,M,D,,voting,19450404,1896-02-25,1896,1945,49,0.0,0,0,10,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10061,790059754,FULBRIGHT,JAMES,S,AR,M,D,,voting,19450531,1905-04-09,1905,1945,40,0.0327942167943407,0,0,9,0,0,1,0,0,0,0,0,0,0.0,0.0,0.9,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,10
10061,790059758,FULBRIGHT,JAMES,S,AR,M,D,,voting,19450531,1905-04-09,1905,1945,40,1.3806349025793567e-14,0,0,10,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9354,790088991,MILLIKIN,EUGENE,S,CO,M,R,,voting,19450725,1891-02-12,1891,1945,54,0.0,0,0,6,0,0,4,0,0,0,0,0,0,0.0,0.0,0.6,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,10
9477,790089851,BRIDGES,HENRY,S,NH,M,R,,voting,19450728,1898-09-09,1898,1945,47,0.0,1,0,3,2,0,4,0,0,0,0,0,0,0.1,0.0,0.3,0.2,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,10
8870,790098808,CHANDLER,ALBERT,S,KY,M,D,,voting,19450925,1898-07-14,1898,1945,47,0.0,0,0,10,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9395,790101802,ANGELL,HOMER,H,OR,M,R,3.0,voting,19451001,1875-01-12,1875,1945,70,0.0,1,1,14,2,1,1,0,0,0,0,0,0,0.05,0.05,0.7,0.1,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,20
9247,790101964,JOHNSON,EDWIN,S,CO,M,D,,voting,19451002,1884-01-01,1884,1945,61,0.0,0,1,7,0,0,2,0,0,0,0,0,0,0.0,0.1,0.7,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,10
9352,790102380,MCMAHON,BRIEN,S,CT,M,D,,voting,19451002,1903-10-06,1903,1945,42,0.0,0,0,9,0,0,1,0,0,0,0,0,0,0.0,0.0,0.9,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,10
10076,790107180,MCCORMACK,JOHN,H,MA,M,D,12.0,voting,19451016,1891-12-21,1891,1945,54,0.0,0,0,10,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9152,790107196,LEWIS,EARL,H,OH,M,R,18.0,voting,19451016,1887-02-22,1887,1945,58,0.0,0,0,8,0,0,1,1,0,0,0,0,0,0.0,0.0,0.8,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,10
9295,790107199,WOODHOUSE,CHASE,H,CT,F,D,2.0,voting,19451016,1890-03-03,1890,1945,55,0.0,0,0,8,0,0,1,0,0,0,0,0,0,0.0,0.0,0.8888888888888888,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,9
9788,790107228,AUCHINCLOSS,JAMES,H,NJ,M,R,3.0,voting,19451016,1885-01-19,1885,1945,60,0.0,0,0,0,0,0,9,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,10
9395,790112264,ANGELL,HOMER,H,OR,M,R,3.0,voting,19451029,1875-01-12,1875,1945,70,0.0,2,4,2,1,1,0,0,0,0,0,0,0,0.2,0.4,0.2,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10500,790113782,FLOOD,DANIEL,H,PA,M,D,11.0,voting,19451101,1903-11-26,1903,1945,42,0.0,0,0,0,1,0,9,0,0,0,0,0,0,0.0,0.0,0.0,0.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,10
8970,790113792,BRADLEY,MICHAEL,H,PA,M,D,3.0,voting,19451101,1897-05-24,1897,1945,48,0.0,0,0,8,0,0,2,0,0,0,0,0,0,0.0,0.0,0.8,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,10
8852,790121510,WHEELER,BURTON,S,MT,M,D,,voting,19451127,1882-02-27,1882,1945,63,0.0,0,0,0,0,0,9,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9
9391,790124128,WOODRUFF,ROY,H,MI,M,R,10.0,voting,19451130,1876-03-14,1876,1945,69,0.0,0,0,9,0,1,0,0,0,0,0,0,0,0.0,0.0,0.9,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9354,790124502,MILLIKIN,EUGENE,S,CO,M,R,,voting,19451203,1891-02-12,1891,1945,54,0.0,0,0,4,1,0,4,0,0,0,0,0,0,0.0,0.0,0.4444444444444444,0.1111111111111111,0.0,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,9
10016,790125148,MUNDT,KARL,H,SD,M,R,1.0,voting,19451203,1900-06-03,1900,1945,45,0.0,2,0,3,5,0,0,0,0,0,0,0,0,0.2,0.0,0.3,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10221,790125260,EASTLAND,JAMES,S,MS,M,D,,voting,19451204,1904-11-28,1904,1945,41,0.0,0,0,0,0,0,9,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9
9020,790190016,MAY,ANDREW,H,KY,M,D,7.0,voting,19460418,1875-06-24,1875,1946,71,0.0,0,1,6,0,0,3,0,0,0,0,0,0,0.0,0.1,0.6,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,10
9477,790230439,BRIDGES,HENRY,S,NH,M,R,,voting,19460626,1898-09-09,1898,1946,48,0.0,0,0,8,0,0,2,0,0,0,0,0,0,0.0,0.0,0.8,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,10
9322,790240802,EATON,CHARLES,H,NJ,M,R,5.0,voting,19460709,1868-03-29,1868,1946,78,0.0,0,0,7,0,0,3,0,0,0,0,0,0,0.0,0.0,0.7,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,10
9348,790245285,MCCARRAN,PATRICK,S,NV,M,D,,voting,19460713,1876-08-08,1876,1946,70,0.0,0,0,9,0,0,1,0,0,0,0,0,0,0.0,0.0,0.9,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,10
9031,790245472,OVERTON,JOHN,S,LA,M,D,,voting,19460713,1875-09-17,1875,1946,71,0.0,0,0,0,4,0,4,2,0,0,0,0,0,0.0,0.0,0.0,0.4,0.0,0.4,0.2,0.0,0.0,0.0,0.0,0.0,10
9525,790245876,WOLCOTT,JESSE,H,MI,M,R,7.0,voting,19460713,1893-03-03,1893,1946,53,0.0,1,0,8,0,0,1,0,0,0,0,0,0,0.1,0.0,0.8,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,10
9613,790254394,VURSELL,CHARLES,H,IL,M,R,23.0,voting,19460722,1881-02-08,1881,1946,65,0.0,0,0,6,0,1,3,0,0,0,0,0,0,0.0,0.0,0.6,0.0,0.1,0.3,0.0,0.0,0.0,0.0,0.0,0.0,10
9017,790260554,LUCE,CLARE,H,CT,F,R,4.0,voting,19460726,1903-03-10,1903,1946,43,0.0,0,0,4,0,0,5,0,0,0,0,0,0,0.0,0.0,0.4444444444444444,0.0,0.0,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,9
9106,800001177,CONNALLY,THOMAS,S,TX,M,D,,voting,19470108,1877-08-19,1877,1947,70,0.0,0,0,10,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9204,800005698,VANDENBERG,ARTHUR,S,MI,M,R,,voting,19470129,1884-03-22,1884,1947,63,0.0,0,0,10,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10158,800006739,MANSFIELD,MICHAEL,H,MT,M,D,1.0,voting,19470203,1903-03-16,1903,1947,44,0.0,3,0,0,0,0,6,0,0,0,0,0,0,0.3333333333333333,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,9
9613,800009992,VURSELL,CHARLES,H,IL,M,R,23.0,voting,19470219,1881-02-08,1881,1947,66,0.0,0,1,12,0,0,6,0,0,0,0,0,0,0.0,0.05263157894736842,0.631578947368421,0.0,0.0,0.3157894736842105,0.0,0.0,0.0,0.0,0.0,0.0,19
