speakerid,speech_id,lastname,firstname,chamber,state,gender,party,district,nonvoting,date,DOB,yob,year,age,speakerXsessionid,procedural_prob,cluster_5,cluster_7,cluster_6,cluster_1,cluster_8,cluster_2,cluster_4,cluster_3,cluster_9,cluster_15,cluster_0,cluster_12,cluster_13,cluster_11,cluster_14,cluster_10,cluster_16,cluster_5_p,cluster_7_p,cluster_6_p,cluster_1_p,cluster_8_p,cluster_2_p,cluster_4_p,cluster_3_p,cluster_9_p,cluster_15_p,cluster_0_p,cluster_12_p,cluster_13_p,cluster_11_p,cluster_14_p,cluster_10_p,cluster_16_p,n
4564,430096839,BURCHARD,HORATIO,H,IL,M,R,5.0,voting,18750206,1825-09-22,1825,1875,50,43045640,0.0,0,0,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4281,430111270,HOWE,TIMOTHY,S,WI,M,R,,voting,18750227,1816-02-24,1816,1875,59,43042811,0.0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
4478,440003374,MCFARLAND,WILLIAM,H,TN,M,D,1.0,voting,18760111,1821-09-15,1821,1876,55,44044780,0.0,1,0,0,2,0,6,0,1,0,0,0,0,0,0,0,0,0,0.1,0.0,0.0,0.2,0.0,0.6,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4849,440004807,HARDENBERGH,AUGUSTUS,H,NJ,M,D,7.0,voting,18760117,1830-05-18,1830,1876,46,44048490,0.0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1111111111111111,0.0,0.0,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
5164,440005639,INGALLS,JOHN,S,KS,M,R,,voting,18760121,1833-12-29,1833,1876,43,44051641,0.0,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0.1111111111111111,0.0,0.0,0.0,0.0,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
4871,440008816,KNOTT,JAMES,H,KY,M,D,4.0,voting,18760202,1830-08-29,1830,1876,46,44048710,0.0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
4542,440016559,WITHERS,ROBERT,S,VA,M,D,,voting,18760302,1821-09-18,1821,1876,55,44045421,0.0,0,5,0,2,0,12,0,0,0,0,0,0,0,0,0,0,0,0.0,0.2631578947368421,0.0,0.10526315789473684,0.0,0.631578947368421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19
4342,440018992,SARGENT,AARON,S,CA,M,R,,voting,18760310,1827-09-28,1827,1876,49,44043421,0.0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.1111111111111111,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
4342,440024441,SARGENT,AARON,S,CA,M,R,,voting,18760330,1827-09-28,1827,1876,49,44043421,0.0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
4468,440032792,LANE,LA,H,OR,M,D,1.0,voting,18760419,1842-11-12,1842,1876,34,44044680,0.0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
4869,440039384,JOYCE,CHARLES,H,VT,M,R,1.0,voting,18760518,1830-01-30,1830,1876,46,44048690,0.0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.8888888888888888,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
4858,440039388,HOUSE,JOHN,H,TN,M,D,6.0,voting,18760518,1827-01-09,1827,1876,49,44048580,0.0,1,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0.1,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4564,440060080,BURCHARD,HORATIO,H,IL,M,R,5.0,voting,18760708,1825-09-22,1825,1876,51,44045640,0.0,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0.1111111111111111,0.0,0.0,0.0,0.0,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
5024,440060187,KASSON,JOHN,H,IA,M,R,7.0,voting,18760708,1822-01-11,1822,1876,54,44050240,0.0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
5024,440060189,KASSON,JOHN,H,IA,M,R,7.0,voting,18760708,1822-01-11,1822,1876,54,44050240,0.0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
5024,440060193,KASSON,JOHN,H,IA,M,R,7.0,voting,18760708,1822-01-11,1822,1876,54,44050240,4.463460130744618e-09,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
5024,440060195,KASSON,JOHN,H,IA,M,R,7.0,voting,18760708,1822-01-11,1822,1876,54,44050240,7.168715956307153e-15,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0.1111111111111111,0.0,0.0,0.0,0.0,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
4101,440068914,COOPER,HENRY,S,TN,M,D,,voting,18760729,1827-08-22,1827,1876,49,44041011,0.0,0,1,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0.0,0.1,0.0,0.0,0.0,0.8,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5841,440069426,SHERMAN,JOHN,S,OH,M,R,,voting,18760801,1823-05-10,1823,1876,53,44058411,0.0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4800,440082970,GARFIELD,JAMES,H,OH,M,R,19.0,voting,18761208,1831-11-19,1831,1876,45,44048000,0.0,0,6,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.6,0.3,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5162,440093444,HEWITT,ABRAM,H,NY,M,D,10.0,voting,18770125,1822-07-31,1822,1877,55,44051620,0.0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5434,440106286,KELLEY,WILLIAM,H,PA,M,R,4.0,voting,18770222,1814-04-12,1814,1877,63,44054340,0.0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.8888888888888888,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
4575,450005565,CRITTENDEN,THOMAS,H,MO,M,D,7.0,voting,18771116,1832-01-01,1832,1877,45,45045750,0.0,0,1,0,0,0,3,5,0,1,0,0,0,0,0,0,0,0,0.0,0.1,0.0,0.0,0.0,0.3,0.5,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4629,450017092,MATTHEWS,STANLEY,S,OH,M,R,,voting,18780122,1824-07-21,1824,1878,54,45046291,9.581753011234124e-06,1,0,0,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0.1,0.0,0.0,0.2,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4225,450017699,BOGY,LEWIS,S,MO,M,D,,voting,18780123,1813-04-09,1813,1878,65,45042251,0.0,0,0,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4746,450030762,KIMMEL,WILLIAM,H,MD,M,D,3.0,voting,18780228,1812-08-15,1812,1878,66,45047460,0.0,0,2,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0.0,0.2,0.0,0.0,0.0,0.1,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4256,450038664,DORSEY,STEPHEN,S,AR,M,R,,voting,18780321,1842-02-28,1842,1878,36,45042561,0.0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4342,450039850,SARGENT,AARON,S,CA,M,R,,voting,18780326,1827-09-28,1827,1878,51,45043421,0.0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
4750,450047098,LORING,GEORGE,H,MA,M,R,6.0,voting,18780412,1817-11-08,1817,1878,61,45047500,0.0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
6348,450051195,MITCHELL,JOHN,S,OR,M,R,,voting,18780422,1835-06-22,1835,1878,43,45063481,0.0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
4600,450052060,GROVER,LA,S,OR,M,D,,voting,18780423,1823-11-29,1823,1878,55,45046001,0.0,0,0,2,1,0,17,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.05,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
4794,450052614,WHITE,HARRY,H,PA,M,R,25.0,voting,18780423,1834-01-12,1834,1878,44,45047940,0.0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
6125,450065768,MORRILL,JUSTIN,S,VT,M,R,,voting,18780520,1810-04-14,1810,1878,68,45061251,0.0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
5034,450068156,MAGINNIS,MARTIN,H,MT,M,D,-1.0,nonvoting,18780523,1841-10-27,1841,1878,37,45050340,0.0,0,2,0,0,0,6,0,1,1,0,0,0,0,0,0,0,0,0.0,0.2,0.0,0.0,0.0,0.6,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4788,450113101,STONE,JOHN,H,MI,M,R,5.0,voting,18790214,1838-07-18,1838,1879,41,45047880,0.0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5391,450115971,COKE,RICHARD,S,TX,M,D,,voting,18790218,1829-03-13,1829,1879,50,45053911,0.0,0,3,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0.0,0.3,0.0,0.1,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4771,460008643,PRICE,HIRAM,H,IA,M,R,2.0,voting,18790419,1814-01-10,1814,1879,65,46047710,0.0,0,0,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4716,460010243,DE LA MATYR,GILBERT,H,IN,M,N,7.0,voting,18790424,1825-07-08,1825,1879,54,46047160,0.0,3,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0.3333333333333333,0.0,0.0,0.0,0.0,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,9
5697,460050539,BLAIR,HENRY,S,NH,M,R,,voting,18800128,1834-12-06,1834,1880,46,46056971,0.0,0,4,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0.0,0.4,0.0,0.1,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4768,460057859,PHILIPS,JOHN,H,MO,M,D,7.0,voting,18800223,1834-12-31,1834,1880,46,46047680,0.0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5007,460059024,HASKELL,DUDLEY,H,KS,M,R,2.0,voting,18800225,1842-03-23,1842,1880,38,46050070,0.0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4499,460060395,RANDOLPH,THEODORE,S,NJ,M,D,,voting,18800301,1826-06-24,1826,1880,54,46044991,0.0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4809,460064663,BERRY,CAMPBELL,H,CA,M,D,3.0,voting,18800310,1834-11-07,1834,1880,46,46048090,0.0,0,0,0,4,0,1,0,5,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.4,0.0,0.1,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4814,460095812,CALDWELL,JOHN,H,KY,M,D,3.0,voting,18800507,1837-01-15,1837,1880,43,46048140,0.0,0,4,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0.0,0.4444444444444444,0.0,0.1111111111111111,0.0,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
6125,460098251,MORRILL,JUSTIN,S,VT,M,R,,voting,18800513,1810-04-14,1810,1880,70,46061251,0.0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0.0,0.1,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4408,460100415,BOOTH,NEWTON,S,CA,M,R,,voting,18800515,1825-12-30,1825,1880,55,46044081,0.0,0,0,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5379,460112599,BUTLER,MATTHEW,S,SC,M,D,,voting,18800601,1836-03-08,1836,1880,44,46053791,0.0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4957,460143406,BISBEE,HORATIO,H,FL,M,R,2.0,voting,18810129,1839-05-01,1839,1881,42,46049570,0.0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4811,460148927,BOWMAN,SELWYN,H,MA,M,R,5.0,voting,18810208,1840-05-11,1840,1881,41,46048110,0.0,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0.1111111111111111,0.0,0.0,0.0,0.0,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
4880,470001678,MAHONE,WILLIAM,S,VA,M,R,,voting,18810328,1826-12-01,1826,1881,55,47048801,0.0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
4766,470004903,PENDLETON,GEORGE,S,OH,M,D,,voting,18810413,1825-07-19,1825,1881,56,47047661,0.0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.8888888888888888,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
4766,470004911,PENDLETON,GEORGE,S,OH,M,D,,voting,18810413,1825-07-19,1825,1881,56,47047661,0.0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5972,470040400,MCCLURE,ADDISON,H,OH,M,R,18.0,voting,18820321,1839-10-10,1839,1882,43,47059720,0.0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4818,470062572,CARPENTER,CYRUS,H,IA,M,R,9.0,voting,18820508,1829-11-24,1829,1882,53,47048180,0.0,1,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0.1111111111111111,0.0,0.0,0.0,0.0,0.7777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,9
6125,470088777,MORRILL,JUSTIN,S,VT,M,R,,voting,18820620,1810-04-14,1810,1882,72,47061251,0.0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
5198,470093240,RANNEY,AMBROSE,H,MA,M,R,3.0,voting,18820627,1821-04-17,1821,1882,61,47051980,0.0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5379,470099418,BUTLER,MATTHEW,S,SC,M,D,,voting,18820707,1836-03-08,1836,1882,46,47053791,2.1195094401934284e-05,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5486,470101394,RANSOM,MATT,S,NC,M,D,,voting,18820710,1826-10-08,1826,1882,56,47054861,0.0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4924,470108031,SINGLETON,JAMES,H,IL,M,D,11.0,voting,18820715,1811-11-23,1811,1882,71,47049240,0.097020939823887,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5221,470158022,TUCKER,JOHN,H,VA,M,D,6.0,voting,18830125,1823-12-24,1823,1883,60,47052210,0.0,2,4,0,1,0,11,0,0,0,0,0,0,0,0,0,0,0,0.1111111111111111,0.2222222222222222,0.0,0.05555555555555555,0.0,0.6111111111111112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
5360,470164644,ANDERSON,JOHN,H,KS,M,R,1.0,voting,18830201,1834-06-26,1834,1883,49,47053600,0.0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
4866,470167532,JONES,GEORGE,H,TX,M,N,5.0,voting,18830203,1828-09-05,1828,1883,55,47048660,0.0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
5024,470168690,KASSON,JOHN,H,IA,M,R,7.0,voting,18830205,1822-01-11,1822,1883,61,47050240,0.0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
4806,470169422,ATHERTON,GIBSON,H,OH,M,D,13.0,voting,18830206,1831-01-19,1831,1883,52,47048060,0.0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
5164,470198874,INGALLS,JOHN,S,KS,M,R,,voting,18830301,1833-12-29,1833,1883,50,47051641,0.0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0.5555555555555556,0.0,0.0,0.0,0.0,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
5402,480005796,CUTCHEON,BYRON,H,MI,M,R,9.0,voting,18840119,1836-05-11,1836,1884,48,48054020,0.0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
5164,480022889,INGALLS,JOHN,S,KS,M,R,,voting,18840305,1833-12-29,1833,1884,51,48051641,0.0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0.5555555555555556,0.0,0.0,0.0,0.0,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
5267,480067209,DUNN,POINDEXTER,H,AR,M,D,1.0,voting,18840531,1834-11-03,1834,1884,50,48052670,8.628842070718411e-07,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5142,480071248,FINDLAY,JOHN,H,MD,M,D,4.0,voting,18840609,1839-12-21,1839,1884,45,48051420,0.0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
