speakerid,speech_id,lastname,firstname,chamber,state,gender,party,district,nonvoting,date,DOB,yob,year,age,procedural_prob,cluster_0,cluster_2,cluster_1,cluster_8,cluster_3,cluster_10,cluster_5,cluster_6,cluster_4,cluster_12,cluster_15,cluster_7,cluster_11,cluster_9,cluster_14,cluster_13,cluster_0_p,cluster_2_p,cluster_1_p,cluster_8_p,cluster_3_p,cluster_10_p,cluster_5_p,cluster_6_p,cluster_4_p,cluster_12_p,cluster_15_p,cluster_7_p,cluster_11_p,cluster_9_p,cluster_14_p,cluster_13_p,n
4043,430028226,SUMNER,CHARLES,S,MA,M,L,,voting,18740306,1811-01-06,1811,1874,63,0.0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5367,430028444,BECK,JAMES,H,KY,M,D,7.0,voting,18740307,1822-02-13,1822,1874,52,0.0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4497,430029076,PRATT,HENRY,H,IA,M,R,4.0,voting,18740314,1838-02-11,1838,1874,36,0.0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4273,430029086,HAZELTON,GERRY,H,WI,M,R,2.0,voting,18740314,1829-02-24,1829,1874,45,0.0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4711,430033601,CONKLING,ROSCOE,S,NY,M,R,,voting,18740326,1829-10-30,1829,1874,45,0.0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4027,430038335,SCOTT,JOHN,S,PA,M,R,,voting,18740407,1824-07-24,1824,1874,50,0.0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.25,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
4801,430046353,WINDOM,WILLIAM,S,MN,M,R,,voting,18740424,1827-05-10,1827,1874,47,0.0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4641,430047410,RAINEY,JOSEPH,H,SC,M,R,1.0,voting,18740427,1832-06-21,1832,1874,42,0.0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.1111111111111111,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
4711,430052403,CONKLING,ROSCOE,S,NY,M,R,,voting,18740512,1829-10-30,1829,1874,45,0.0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4015,430056867,PRATT,DANIEL,S,IN,M,R,,voting,18740520,1813-10-26,1813,1874,61,0.0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
3979,430064231,HAMILTON,WILLIAM,S,MD,M,D,,voting,18740604,1820-09-08,1820,1874,54,0.0,0,1,17,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.05,0.85,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
6184,430064509,BLAND,RICHARD,H,MO,M,D,5.0,voting,18740604,1835-08-19,1835,1874,39,0.0,0,1,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.1,0.8,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4711,430067382,CONKLING,ROSCOE,S,NY,M,R,,voting,18740610,1829-10-30,1829,1874,45,0.0,0,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.5,0.4,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5434,430088657,KELLEY,WILLIAM,H,PA,M,R,4.0,voting,18750119,1814-04-12,1814,1875,61,0.0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.2,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4314,430089408,MORTON,OLIVER,S,IN,M,R,,voting,18750121,1823-08-04,1823,1875,52,0.0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4262,430095224,FINCK,WILLIAM,H,OH,M,D,12.0,voting,18750203,1822-09-01,1822,1875,53,0.0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4317,430101772,NIBLACK,WILLIAM,H,IN,M,D,1.0,voting,18750217,1822-05-19,1822,1875,53,0.0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4528,440001103,WALLACE,WILLIAM,S,PA,M,D,,voting,18750323,1827-11-28,1827,1875,48,0.0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4546,440002898,BLAINE,JAMES,H,ME,M,R,3.0,voting,18760106,1830-01-31,1830,1876,46,0.0,0,0,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.9,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4428,440005396,COCHRAN,ALEXANDER,H,PA,M,D,23.0,voting,18760119,1846-03-20,1846,1876,30,0.0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4953,440005643,ANTHONY,HENRY,S,RI,M,R,,voting,18760121,1815-04-01,1815,1876,61,0.0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4709,440005703,CLYMER,HIESTER,H,PA,M,D,8.0,voting,18760121,1827-11-03,1827,1876,49,0.0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4759,440008413,NEW,JEPTHA,H,IN,M,D,4.0,voting,18760201,1830-11-28,1830,1876,46,0.0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.1,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4711,440013819,CONKLING,ROSCOE,S,NY,M,R,,voting,18760223,1829-10-30,1829,1876,47,0.0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.1,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5685,440017117,MILLS,ROGER,H,TX,M,D,4.0,voting,18760306,1832-03-30,1832,1876,44,0.0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6287,440017588,BLACKBURN,JOSEPH,H,KY,M,D,7.0,voting,18760307,1838-10-01,1838,1876,38,0.0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
6287,440017726,BLACKBURN,JOSEPH,H,KY,M,D,7.0,voting,18760307,1838-10-01,1838,1876,38,0.0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
4405,440019188,BASS,LYMAN,H,NY,M,R,32.0,voting,18760310,1836-11-13,1836,1876,40,0.0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
6287,440019203,BLACKBURN,JOSEPH,H,KY,M,D,7.0,voting,18760310,1838-10-01,1838,1876,38,0.0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
4546,440021798,BLAINE,JAMES,H,ME,M,R,3.0,voting,18760321,1830-01-31,1830,1876,46,0.0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5070,440022605,SCALES,ALFRED,H,NC,M,D,5.0,voting,18760323,1827-11-26,1827,1876,49,0.0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4342,440023269,SARGENT,AARON,S,CA,M,R,,voting,18760327,1827-09-28,1827,1876,49,0.0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.1,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5399,440023736,COX,SAMUEL,H,NY,M,D,6.0,voting,18760328,1824-09-30,1824,1876,52,0.0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4822,440033086,CONGER,OMAR,H,MI,M,R,7.0,voting,18760420,1818-04-01,1818,1876,58,0.0,0,1,7,0,1,0,0,1,0,0,0,0,0,0,0,0,0.0,0.1,0.7,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4787,440036605,STEVENSON,ADLAI,H,IL,M,D,13.0,voting,18760503,1835-10-23,1835,1876,41,0.0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5921,440036619,CULBERSON,DAVID,H,TX,M,D,2.0,voting,18760503,1830-09-29,1830,1876,46,0.0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.1,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4670,440040979,WALKER,GILBERT,H,VA,M,D,3.0,voting,18760529,1833-08-01,1833,1876,43,0.0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.2222222222222222,0.7777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
6200,440047441,DANFORD,LORENZO,H,OH,M,R,16.0,voting,18760612,1829-10-18,1829,1876,47,0.0,0,2,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.1,0.85,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
4700,440047660,BRIGHT,JOHN,H,TN,M,D,5.0,voting,18760614,1817-01-20,1817,1876,59,0.0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4849,440047703,HARDENBERGH,AUGUSTUS,H,NJ,M,D,7.0,voting,18760614,1830-05-18,1830,1876,46,0.0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
5175,440049236,LOGAN,JOHN,S,IL,M,R,,voting,18760620,1826-02-09,1826,1876,50,0.0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5485,440051732,RANDALL,SAMUEL,H,PA,M,D,3.0,voting,18760622,1828-10-10,1828,1876,48,0.0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4458,440055984,JONES,THOMAS,H,KY,M,D,6.0,voting,18760629,1819-01-22,1819,1876,57,0.0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.2,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4430,440056099,CROUNSE,LORENZO,H,NE,M,R,1.0,voting,18760629,1834-01-27,1834,1876,42,0.0,0,4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.4,0.5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4732,440067719,GOODE,JOHN,H,VA,M,D,2.0,voting,18760725,1829-05-27,1829,1876,47,0.0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.1,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5434,440068853,KELLEY,WILLIAM,H,PA,M,R,4.0,voting,18760729,1814-04-12,1814,1876,62,0.0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4577,440068924,CUTLER,AUGUSTUS,H,NJ,M,D,5.0,voting,18760729,1827-10-22,1827,1876,49,0.0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
5525,440069066,WHITTHORNE,WASHINGTON,H,TN,M,D,7.0,voting,18760731,1825-04-19,1825,1876,51,0.0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4528,440075061,WALLACE,WILLIAM,S,PA,M,D,,voting,18760809,1827-11-28,1827,1876,49,0.0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5485,440079261,RANDALL,SAMUEL,H,PA,M,D,3.0,voting,18760814,1828-10-10,1828,1876,48,0.0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4709,440084976,CLYMER,HIESTER,H,PA,M,D,8.0,voting,18761216,1827-11-03,1827,1876,49,0.0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5221,440086422,TUCKER,JOHN,H,VA,M,D,6.0,voting,18761221,1823-12-24,1823,1876,53,0.0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.1,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4528,440088205,WALLACE,WILLIAM,S,PA,M,D,,voting,18770108,1827-11-28,1827,1877,50,0.0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
5221,440092724,TUCKER,JOHN,H,VA,M,D,6.0,voting,18770123,1823-12-24,1823,1877,54,0.0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4725,440093506,FELTON,WILLIAM,H,GA,M,I,7.0,voting,18770125,1823-06-19,1823,1877,54,0.0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4687,440093697,BAKER,JOHN,H,IN,M,R,13.0,voting,18770126,1832-02-28,1832,1877,45,0.0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4422,440093714,CARR,NATHAN,H,IN,M,D,3.0,voting,18770126,1833-12-25,1833,1877,44,0.0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
5412,440101001,DUNNELL,MARK,H,MN,M,R,1.0,voting,18770212,1823-07-02,1823,1877,54,0.0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.2,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4711,440107559,CONKLING,ROSCOE,S,NY,M,R,,voting,18770224,1829-10-30,1829,1877,48,0.0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.1,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4458,440107924,JONES,THOMAS,H,KY,M,D,6.0,voting,18770226,1819-01-22,1819,1877,58,0.0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.1,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5264,450000075,DAWES,HENRY,S,MA,M,R,,voting,18770306,1816-10-30,1816,1877,61,0.0,1,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05555555555555555,0.0,0.9444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
4546,450000079,BLAINE,JAMES,S,ME,M,R,,voting,18770306,1830-01-31,1830,1877,47,0.0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4794,450001234,WHITE,HARRY,H,PA,M,R,25.0,voting,18771017,1834-01-12,1834,1877,43,0.0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5115,450001837,BRAGG,EDWARD,H,WI,M,D,5.0,voting,18771025,1827-02-20,1827,1877,50,0.0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6125,450005149,MORRILL,JUSTIN,S,VT,M,R,,voting,18771116,1810-04-14,1810,1877,67,0.0,1,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.0,0.7,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4711,450008626,CONKLING,ROSCOE,S,NY,M,R,,voting,18771126,1829-10-30,1829,1877,48,0.0,0,3,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.3,0.6,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4553,450015981,BAILEY,JAMES,S,TN,M,D,,voting,18780114,1822-08-15,1822,1878,56,0.0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5376,450016910,BROWNE,THOMAS,H,IN,M,R,5.0,voting,18780118,1829-04-19,1829,1878,49,0.0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
4871,450017700,KNOTT,JAMES,H,KY,M,D,4.0,voting,18780123,1830-08-29,1830,1878,48,0.0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
6125,450018930,MORRILL,JUSTIN,S,VT,M,R,,voting,18780128,1810-04-14,1810,1878,68,0.0,1,1,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.5,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5459,450023031,MCPHERSON,JOHN,S,NJ,M,D,,voting,18780212,1833-05-09,1833,1878,45,0.0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.2222222222222222,0.7777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
4800,450027325,GARFIELD,JAMES,H,OH,M,R,19.0,voting,18780219,1831-11-19,1831,1878,47,0.0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.1,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4711,450028689,CONKLING,ROSCOE,S,NY,M,R,,voting,18780225,1829-10-30,1829,1878,49,0.0,0,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.7,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5434,450033665,KELLEY,WILLIAM,H,PA,M,R,4.0,voting,18780309,1814-04-12,1814,1878,64,0.0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.1,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6352,450037224,MORGAN,JOHN,S,AL,M,D,,voting,18780319,1824-06-20,1824,1878,54,0.0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
