speakerid,speech_id,lastname,firstname,chamber,state,gender,party,district,nonvoting,date,DOB,yob,year,age,speakerXsessionid,procedural_prob,cluster_1,cluster_8,cluster_4,cluster_0,cluster_5,cluster_10,cluster_2,cluster_12,cluster_7,cluster_3,cluster_11,cluster_13,cluster_9,cluster_14,cluster_6,cluster_1_p,cluster_8_p,cluster_4_p,cluster_0_p,cluster_5_p,cluster_10_p,cluster_2_p,cluster_12_p,cluster_7_p,cluster_3_p,cluster_11_p,cluster_13_p,cluster_9_p,cluster_14_p,cluster_6_p,n
5164,450006185,INGALLS,JOHN,S,KS,M,R,,voting,18771120,1833-12-29,1833,1877,44,45051641,0.0,0,2,0,0,0,0,0,1,0,0,7,0,0,0,0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.7,0.0,0.0,0.0,0.0,10
4711,450006266,CONKLING,ROSCOE,S,NY,M,R,,voting,18771120,1829-10-30,1829,1877,48,45047111,0.0,0,1,0,2,0,0,0,6,0,0,1,0,0,0,0,0.0,0.1,0.0,0.2,0.0,0.0,0.0,0.6,0.0,0.0,0.1,0.0,0.0,0.0,0.0,10
4342,450038272,SARGENT,AARON,S,CA,M,R,,voting,18780320,1827-09-28,1827,1878,51,45043421,0.0,7,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0.7,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4633,450094918,PATTERSON,GEORGE,H,NY,M,R,33.0,voting,18781204,1799-11-11,1799,1878,79,45046330,0.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5034,450111013,MAGINNIS,MARTIN,H,MT,M,D,-1.0,nonvoting,18790211,1841-10-27,1841,1879,38,45050340,0.0,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4815,460006402,CAMERON,ANGUS,S,WI,M,R,,voting,18790414,1826-07-04,1826,1879,53,46048151,0.0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4721,460010392,ELAM,JOSEPH,H,LA,M,D,4.0,voting,18790424,1821-06-12,1821,1879,58,46047210,0.0,1,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0.1,0.0,0.8,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4589,460050532,FERRY,THOMAS,S,MI,M,R,,voting,18800128,1827-06-10,1827,1880,53,46045891,0.0,0,0,7,1,0,0,1,1,0,0,0,0,0,0,0,0.0,0.0,0.7,0.1,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6495,460075835,TELLER,HENRY,S,CO,M,R,,voting,18800402,1830-05-23,1830,1880,50,46064951,0.0,8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.8,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4766,460076787,PENDLETON,GEORGE,S,OH,M,D,,voting,18800406,1825-07-19,1825,1880,55,46047661,0.0,1,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5268,460079110,EDMUNDS,GEORGE,S,VT,M,R,,voting,18800409,1828-02-01,1828,1880,52,46052681,0.0,7,0,0,10,0,0,3,0,0,0,0,0,0,0,0,0.35,0.0,0.0,0.5,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
5268,460079119,EDMUNDS,GEORGE,S,VT,M,R,,voting,18800409,1828-02-01,1828,1880,52,46052681,0.0,0,0,0,6,1,0,0,0,2,1,0,0,0,0,0,0.0,0.0,0.0,0.6,0.1,0.0,0.0,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,10
6403,460079136,ALLISON,WILLIAM,S,IA,M,R,,voting,18800409,1829-03-02,1829,1880,51,46064031,1.7626422273817086e-12,5,0,0,2,0,0,2,0,0,1,0,0,0,0,0,0.5,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,10
6327,460079988,HOAR,GEORGE,S,MA,M,R,,voting,18800412,1826-08-29,1826,1880,54,46063271,0.0,7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0.7,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5493,460098803,RYAN,THOMAS,H,KS,M,R,3.0,voting,18800513,1837-11-25,1837,1880,43,46054930,1.0833000481816233e-13,5,0,0,2,0,0,1,0,0,2,0,0,0,0,0,0.5,0.0,0.0,0.2,0.0,0.0,0.1,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,10
4690,460098816,BARBER,HIRAM,H,IL,M,R,3.0,voting,18800513,1835-03-24,1835,1880,45,46046900,0.0,2,0,1,3,0,0,3,0,0,1,0,0,0,0,0,0.2,0.0,0.1,0.3,0.0,0.0,0.3,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,10
4727,460098832,FIELD,WALBRIDGE,H,MA,M,R,3.0,voting,18800513,1833-04-26,1833,1880,47,46047270,0.0,0,0,1,2,0,0,6,0,1,0,0,0,0,0,0,0.0,0.0,0.1,0.2,0.0,0.0,0.6,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,10
5164,460115018,INGALLS,JOHN,S,KS,M,R,,voting,18800604,1833-12-29,1833,1880,47,46051641,0.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4846,460117568,GUNTER,THOMAS,H,AR,M,D,4.0,voting,18800607,1826-09-18,1826,1880,54,46048460,0.0,1,1,0,4,0,0,0,0,2,0,2,0,0,0,0,0.1,0.1,0.0,0.4,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,10
5391,460138883,COKE,RICHARD,S,TX,M,D,,voting,18810120,1829-03-13,1829,1881,52,46053911,0.0,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0.3,0.0,0.1,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4738,460138928,HILL,NATHANIEL,S,CO,M,R,,voting,18810120,1832-02-18,1832,1881,49,46047381,0.0,2,1,2,1,1,1,2,0,0,0,0,0,0,0,0,0.2,0.1,0.2,0.1,0.1,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5391,460140945,COKE,RICHARD,S,TX,M,D,,voting,18810124,1829-03-13,1829,1881,52,46053911,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
5391,460140956,COKE,RICHARD,S,TX,M,D,,voting,18810124,1829-03-13,1829,1881,52,46053911,0.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5391,460140978,COKE,RICHARD,S,TX,M,D,,voting,18810124,1829-03-13,1829,1881,52,46053911,0.0,1,1,0,1,0,0,1,6,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0.0,0.0,0.1,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5116,460140987,BROWN,JOSEPH,S,GA,M,D,,voting,18810124,1821-04-15,1821,1881,60,46051161,0.0,0,0,1,7,0,0,2,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.7,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6327,460141902,HOAR,GEORGE,S,MA,M,R,,voting,18810126,1826-08-29,1826,1881,55,46063271,0.0,2,0,0,5,0,2,0,1,0,0,0,0,0,0,0,0.2,0.0,0.0,0.5,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5164,460142751,INGALLS,JOHN,S,KS,M,R,,voting,18810128,1833-12-29,1833,1881,48,46051641,0.0,1,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5391,460142767,COKE,RICHARD,S,TX,M,D,,voting,18810128,1829-03-13,1829,1881,52,46053911,0.0,1,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5391,460142769,COKE,RICHARD,S,TX,M,D,,voting,18810128,1829-03-13,1829,1881,52,46053911,0.0,7,0,1,11,1,0,0,0,0,0,0,0,0,0,0,0.35,0.0,0.05,0.55,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
4520,460143177,THURMAN,ALLEN,S,OH,M,D,,voting,18810129,1813-11-13,1813,1881,68,46045201,0.0,8,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.8,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6159,460143228,VEST,GEORGE,S,MO,M,D,,voting,18810129,1830-12-06,1830,1881,51,46061591,3.395697945116289e-14,3,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0.3,0.1,0.2,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5482,460143617,PLUMB,PRESTON,S,KS,M,R,,voting,18810129,1837-10-12,1837,1881,44,46054821,0.0,0,1,0,7,0,0,0,0,1,1,0,0,0,0,0,0.0,0.1,0.0,0.7,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,10
5268,460143636,EDMUNDS,GEORGE,S,VT,M,R,,voting,18810129,1828-02-01,1828,1881,53,46052681,0.0,2,0,0,4,0,0,1,1,1,1,0,0,0,0,0,0.2,0.0,0.0,0.4,0.0,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,10
5697,460143649,BLAIR,HENRY,S,NH,M,R,,voting,18810129,1834-12-06,1834,1881,47,46056971,4.362764034111109e-13,3,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0.3,0.0,0.2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5258,460146692,CLARDY,MARTIN,H,MO,M,D,1.0,voting,18810204,1844-04-26,1844,1881,37,46052580,0.0,8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.8,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6495,470035041,TELLER,HENRY,S,CO,M,R,,voting,18820310,1830-05-23,1830,1882,52,47064951,0.0,8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.8,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4652,470040241,SAUNDERS,ALVIN,S,NE,M,R,,voting,18820321,1817-07-12,1817,1882,65,47046521,0.0,7,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0.7,0.0,0.0,0.2,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4652,470040243,SAUNDERS,ALVIN,S,NE,M,R,,voting,18820321,1817-07-12,1817,1882,65,47046521,0.0,3,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0.3,0.0,0.0,0.6,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5264,470040250,DAWES,HENRY,S,MA,M,R,,voting,18820321,1816-10-30,1816,1882,66,47052641,0.0,8,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.8,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4883,470046226,MAXEY,SAMUEL,S,TX,M,D,,voting,18820403,1825-03-30,1825,1882,57,47048831,0.0,0,0,0,8,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.8,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4822,470046769,CONGER,OMAR,S,MI,M,R,,voting,18820404,1818-04-01,1818,1882,64,47048221,0.0,5,2,0,1,0,0,0,0,0,2,0,0,0,0,0,0.5,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,10
5639,470048308,PUGH,JAMES,S,AL,M,D,,voting,18820406,1820-12-12,1820,1882,62,47056391,0.0,1,2,1,1,0,0,5,0,0,0,0,0,0,0,0,0.1,0.2,0.1,0.1,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6159,470050595,VEST,GEORGE,S,MO,M,D,,voting,18820412,1830-12-06,1830,1882,52,47061591,0.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4766,470058177,PENDLETON,GEORGE,S,OH,M,D,,voting,18820428,1825-07-19,1825,1882,57,47047661,0.0,3,0,0,1,0,0,1,0,0,5,0,0,0,0,0,0.3,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,10
5285,470131021,HISCOCK,FRANK,H,NY,M,R,25.0,voting,18821207,1834-09-06,1834,1882,48,47052850,0.0,0,2,0,7,0,0,0,0,1,0,0,0,0,0,0,0.0,0.2,0.0,0.7,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,10
6327,470146106,HOAR,GEORGE,S,MA,M,R,,voting,18830106,1826-08-29,1826,1883,57,47063271,0.0,7,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0.7,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,10
6205,470150142,DINGLEY,NELSON,H,ME,M,R,2.0,voting,18830112,1832-02-15,1832,1883,51,47062050,0.0,3,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0.3,0.0,0.1,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6205,470150144,DINGLEY,NELSON,H,ME,M,R,2.0,voting,18830112,1832-02-15,1832,1883,51,47062050,0.0,2,0,0,3,0,0,1,0,4,0,0,0,0,0,0,0.2,0.0,0.0,0.3,0.0,0.0,0.1,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,10
5490,480013837,ROGERS,JOHN,H,AR,M,D,3.0,voting,18840212,1845-10-09,1845,1884,39,48054900,0.0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.9,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4890,480032505,MILLER,JOHN,S,CA,M,R,,voting,18840326,1831-11-21,1831,1884,53,48048901,0.0,6,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0.6,0.0,0.0,0.3,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5027,480033445,LAMAR,LUCIUS,S,MS,M,D,,voting,18840328,1825-09-17,1825,1884,59,48050271,0.0,0,1,2,5,0,0,1,0,1,0,0,0,0,0,0,0.0,0.1,0.2,0.5,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,10
5670,480037728,VOORHEES,DANIEL,S,IN,M,D,,voting,18840407,1827-09-26,1827,1884,57,48056701,0.0,1,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0.1,0.7,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5550,480038955,BLOUNT,JAMES,H,GA,M,D,6.0,voting,18840407,1837-09-12,1837,1884,47,48055500,0.0,0,0,0,9,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.9,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5686,480067279,PERKINS,BISHOP,H,KS,M,R,-1.0,voting,18840531,1841-10-18,1841,1884,43,48056860,0.0,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0.6,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5490,480067359,ROGERS,JOHN,H,AR,M,D,3.0,voting,18840531,1845-10-09,1845,1884,39,48054900,0.0,0,0,1,7,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.7,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5475,480069171,PAYSON,LEWIS,H,IL,M,R,9.0,voting,18840603,1840-09-17,1840,1884,44,48054750,0.0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0.3,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5475,480083618,PAYSON,LEWIS,H,IL,M,R,9.0,voting,18840626,1840-09-17,1840,1884,44,48054750,0.0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0.3,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5355,480094803,HARRISON,BENJAMIN,S,IN,M,R,,voting,18841209,1833-08-20,1833,1884,51,48053551,0.0,3,0,1,4,0,0,1,0,0,1,0,0,0,0,0,0.3,0.0,0.1,0.4,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,10
5001,480095584,GLASCOCK,JOHN,H,CA,M,D,-1.0,voting,18841211,1845-08-25,1845,1884,39,48050010,0.0,7,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0.7,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,10
5221,480105739,TUCKER,JOHN,H,VA,M,D,6.0,voting,18850121,1823-12-24,1823,1885,62,48052210,0.0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5308,480122454,MATSON,COURTLAND,H,IN,M,D,5.0,voting,18850217,1841-04-25,1841,1885,44,48053080,0.0,1,0,0,7,0,0,1,0,0,0,1,0,0,0,0,0.1,0.0,0.0,0.7,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,10
5000,480127033,GEORGE,MELVIN,H,OR,M,R,1.0,voting,18850223,1849-05-13,1849,1885,36,48050000,0.0,0,0,2,6,1,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.6,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5264,490001461,DAWES,HENRY,S,MA,M,R,,voting,18851208,1816-10-30,1816,1885,69,49052641,0.0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5164,490017289,INGALLS,JOHN,S,KS,M,R,,voting,18860219,1833-12-29,1833,1886,53,49051641,0.0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.1,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5493,490027176,RYAN,THOMAS,H,KS,M,R,4.0,voting,18860317,1837-11-25,1837,1886,49,49054930,0.0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5453,490032344,MCADOO,WILLIAM,H,NJ,M,D,7.0,voting,18860331,1853-10-25,1853,1886,33,49054530,0.0,0,4,0,1,1,0,2,0,0,2,0,0,0,0,0,0.0,0.4,0.0,0.1,0.1,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,10
5221,490042005,TUCKER,JOHN,H,VA,M,D,10.0,voting,18860424,1823-12-24,1823,1886,63,49052210,0.0,6,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0.6,0.1,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,10
5662,490042035,TAYLOR,EZRA,H,OH,M,R,19.0,voting,18860424,1823-07-09,1823,1886,63,49056620,0.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5410,490063736,DOLPH,JOSEPH,S,OR,M,R,,voting,18860602,1835-10-19,1835,1886,51,49054101,0.0,5,0,0,1,0,0,2,0,2,0,0,0,0,0,0,0.5,0.0,0.0,0.1,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,10
6327,490063845,HOAR,GEORGE,S,MA,M,R,,voting,18860602,1826-08-29,1826,1886,60,49063271,0.0,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0.1,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5410,490063856,DOLPH,JOSEPH,S,OR,M,R,,voting,18860602,1835-10-19,1835,1886,51,49054101,0.0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.9,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6220,490063877,HAWLEY,JOSEPH,S,CT,M,R,,voting,18860602,1826-10-31,1826,1886,60,49062201,0.0,2,0,0,4,0,1,1,0,1,1,0,0,0,0,0,0.2,0.0,0.0,0.4,0.0,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,10
5566,490070390,CALL,WILKINSON,S,FL,M,D,,voting,18860611,1834-01-09,1834,1886,52,49055661,0.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5697,490073900,BLAIR,HENRY,S,NH,M,R,,voting,18860615,1834-12-06,1834,1886,52,49056971,0.0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5482,490079743,PLUMB,PRESTON,S,KS,M,R,,voting,18860623,1837-10-12,1837,1886,49,49054821,0.0,0,0,0,9,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.9,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
