speakerid,speech_id,lastname,firstname,chamber,state,gender,party,district,nonvoting,date,DOB,yob,year,age,speakerXsessionid,procedural_prob,cluster_8,cluster_13,cluster_3,cluster_7,cluster_10,cluster_4,cluster_2,cluster_11,cluster_6,cluster_14,cluster_5,cluster_1,cluster_18,cluster_16,cluster_0,cluster_9,cluster_12,cluster_17,cluster_15,cluster_8_p,cluster_13_p,cluster_3_p,cluster_7_p,cluster_10_p,cluster_4_p,cluster_2_p,cluster_11_p,cluster_6_p,cluster_14_p,cluster_5_p,cluster_1_p,cluster_18_p,cluster_16_p,cluster_0_p,cluster_9_p,cluster_12_p,cluster_17_p,cluster_15_p,n
4934,460009871,UPDEGRAFF,JONATHAN,H,OH,M,R,18.0,voting,18790423,1822-05-13,1822,1879,57,46049340,0.0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6125,460158828,MORRILL,JUSTIN,S,VT,M,R,,voting,18810221,1810-04-14,1810,1881,71,46061251,0.0,8,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.8,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4887,470061158,MCLANE,ROBERT,H,MD,M,D,4.0,voting,18820504,1815-06-23,1815,1882,67,47048870,0.0,7,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.7,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5164,470130140,INGALLS,JOHN,S,KS,M,R,,voting,18821206,1833-12-29,1833,1882,49,47051641,0.0,2,2,0,2,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0.0,0.2,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4998,470145370,GARLAND,AUGUSTUS,S,AR,M,D,,voting,18830105,1832-06-11,1832,1883,51,47049981,0.0,1,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4998,470145375,GARLAND,AUGUSTUS,S,AR,M,D,,voting,18830105,1832-06-11,1832,1883,51,47049981,0.0,0,1,0,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.1,0.0,0.0,0.0,0.8,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5164,480011497,INGALLS,JOHN,S,KS,M,R,,voting,18840206,1833-12-29,1833,1884,51,48051641,0.0,2,2,1,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6125,480100300,MORRILL,JUSTIN,S,VT,M,R,,voting,18850107,1810-04-14,1810,1885,75,48061251,0.0,3,0,1,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0.3,0.0,0.1,0.2,0.0,0.2,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5391,480105356,COKE,RICHARD,S,TX,M,D,,voting,18850121,1829-03-13,1829,1885,56,48053911,0.0,2,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6253,480112298,REED,THOMAS,H,ME,M,R,-1.0,voting,18850205,1839-10-18,1839,1885,46,48062530,0.0,5,1,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.5,0.1,0.0,0.2,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5668,490032081,VANCE,ZEBULON,S,NC,M,D,,voting,18860331,1830-05-13,1830,1886,56,49056681,0.0,6,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0.6,0.0,0.1,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5410,490109259,DOLPH,JOSEPH,S,OR,M,R,,voting,18860728,1835-10-19,1835,1886,51,49054101,0.0,2,0,0,0,0,1,0,0,0,1,0,0,0,6,0,0,0,0,0,0.2,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,10
5164,500101677,INGALLS,JOHN,S,KS,M,R,,voting,18880807,1833-12-29,1833,1888,55,50051641,0.0,6,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.0,0.0,0.1,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5410,500114090,DOLPH,JOSEPH,S,OR,M,R,,voting,18880830,1835-10-19,1835,1888,53,50054101,0.0,2,1,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,10
6554,510067565,HALE,EUGENE,S,ME,M,R,,voting,18900523,1836-06-09,1836,1890,54,51065541,0.0,2,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,10
5420,510092440,FRANK,NATHAN,H,MO,M,R,9.0,voting,18900630,1852-02-23,1852,1890,38,51054200,0.0,2,1,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0.2,0.1,0.0,0.0,0.0,0.6,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6559,510096487,HITT,ROBERT,H,IL,M,R,6.0,voting,18900709,1834-01-16,1834,1890,56,51065590,0.0,1,0,0,1,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0.1,0.0,0.0,0.1,0.0,0.0,0.7,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6159,520003620,VEST,GEORGE,S,MO,M,D,,voting,18920119,1830-12-06,1830,1892,62,52061591,0.0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0.1,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,10
5673,520114918,WHITE,EDWARD,S,LA,M,D,,voting,18930109,1845-11-03,1845,1893,48,52056731,0.0,2,1,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.1,0.0,0.2,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5608,530021970,IRBY,JOHN,S,SC,M,D,,voting,18931011,1854-09-10,1854,1893,39,53056081,0.0,4,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0.4,0.0,0.0,0.2,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6603,530047668,SIBLEY,JOSEPH,H,PA,M,D,26.0,voting,18940118,1850-02-18,1850,1894,44,53066030,0.0,2,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.0,0.7,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6287,530149125,BLACKBURN,JOSEPH,S,KY,M,D,,voting,18940712,1838-10-01,1838,1894,56,53062871,0.0,4,1,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.1,0.1,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5892,530202827,BARTLETT,FRANKLIN,H,NY,M,D,7.0,voting,18950208,1847-09-10,1847,1895,48,53058920,0.0,4,0,0,2,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0.4,0.0,0.0,0.2,0.0,0.2,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6096,530203658,HUNTER,ANDREW,H,IL,M,D,-1.0,voting,18950209,1831-12-17,1831,1895,64,53060960,0.0,8,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.8,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5766,540005759,GRAY,GEORGE,S,DE,M,D,,voting,18960113,1840-05-04,1840,1896,56,54057661,0.0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6125,540013800,MORRILL,JUSTIN,S,VT,M,R,,voting,18960201,1810-04-14,1810,1896,86,54061251,0.0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6664,550068491,DOLLIVER,JONATHAN,H,IA,M,R,10.0,voting,18980217,1858-02-06,1858,1898,40,55066640,0.0,1,1,1,2,0,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,0.0,0.1,0.1,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6902,550108272,DALZELL,JOHN,H,PA,M,R,22.0,voting,18980428,1845-04-19,1845,1898,53,55069020,0.0,2,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6418,550112403,COCHRAN,CHARLES,H,MO,M,D,4.0,voting,18980505,1846-09-27,1846,1898,52,55064180,0.0,0,0,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6190,550122539,CATCHINGS,THOMAS,H,MS,M,D,3.0,voting,18980525,1847-01-11,1847,1898,51,55061900,0.0,3,0,1,3,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0.3,0.0,0.1,0.3,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,10
6338,550162746,LANHAM,SAMUEL,H,TX,M,D,8.0,voting,18990124,1846-07-04,1846,1899,53,55063380,0.0,2,3,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.2,0.3,0.2,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6359,550163911,NORTON,JAMES,H,OH,M,D,13.0,voting,18990126,1843-11-11,1843,1899,56,55063590,0.0,1,1,0,1,0,0,0,5,1,0,0,0,1,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.5,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,10
7138,560131719,TILLMAN,BENJAMIN,S,SC,M,D,,voting,19010212,1847-08-11,1847,1901,54,56071381,0.0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.1111111111111111,0.0,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
6495,560132698,TELLER,HENRY,S,CO,M,D,,voting,19010213,1830-05-23,1830,1901,71,56064951,0.0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.9,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6456,570025267,KLUTTZ,THEODORE,H,NC,M,D,7.0,voting,19020306,1848-10-04,1848,1902,54,57064560,0.0,0,1,0,0,0,4,1,2,0,0,0,0,0,1,1,0,0,0,0,0.0,0.1,0.0,0.0,0.0,0.4,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,10
6407,570041911,BALL,THOMAS,H,TX,M,D,1.0,voting,19020409,1859-01-14,1859,1902,43,57064070,0.0,0,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7883,570045705,JONES,WESLEY,H,WA,M,R,-1.0,voting,19020417,1863-10-09,1863,1902,39,57078830,0.0,0,1,0,0,0,1,0,7,0,0,0,1,0,0,0,0,0,0,0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.7,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7817,570050623,SIMMONS,FURNIFOLD,S,NC,M,D,,voting,19020428,1854-01-20,1854,1902,48,57078171,0.0,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6388,570050864,TALBERT,WILLIAM,H,SC,M,D,2.0,voting,19020428,1846-10-06,1846,1902,56,57063880,0.0,10,0,0,0,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0.5,0.0,0.0,0.0,0.05,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
8092,570106430,COOPER,HENRY,H,WI,M,R,1.0,voting,19030121,1850-09-08,1850,1903,53,57080920,0.0,7,1,1,1,5,11,0,1,1,0,0,0,0,0,0,0,0,0,0,0.25,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.17857142857142858,0.39285714285714285,0.0,0.03571428571428571,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28
8092,570106432,COOPER,HENRY,H,WI,M,R,1.0,voting,19030121,1850-09-08,1850,1903,53,57080920,0.0,1,3,8,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0.05555555555555555,0.16666666666666666,0.4444444444444444,0.1111111111111111,0.0,0.0,0.1111111111111111,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
7138,570125504,TILLMAN,BENJAMIN,S,SC,M,D,,voting,19030223,1847-08-11,1847,1903,56,57071381,0.0,0,0,0,0,0,1,0,6,0,0,0,0,3,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.6,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,10
7008,570132141,BACON,AUGUSTUS,S,GA,M,D,,voting,19030303,1839-10-20,1839,1903,64,57070081,0.0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7173,580005443,BURGESS,GEORGE,H,TX,M,D,9.0,voting,19031217,1861-09-21,1861,1903,42,58071730,0.0,0,1,2,1,0,2,0,1,1,0,0,0,2,0,0,0,0,0,0,0.0,0.1,0.2,0.1,0.0,0.2,0.0,0.1,0.1,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,10
8140,580069150,HAUGEN,GILBERT,H,IA,M,R,4.0,voting,19040421,1859-04-21,1859,1904,45,58081400,0.0,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7058,580069155,HARRISON,FRANCIS,H,NY,M,D,13.0,voting,19040421,1873-12-18,1873,1904,31,58070580,0.0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7249,580094229,STEPHENS,JOHN,H,TX,M,D,13.0,voting,19050127,1847-11-22,1847,1905,58,58072490,0.2462140618806725,0,0,0,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.8888888888888888,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
6489,580101884,SHULL,JOSEPH,H,PA,M,D,26.0,voting,19050209,1848-08-17,1848,1905,57,58064890,0.0,0,0,0,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,0.1,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6926,590072928,HENRY,EDWARD,H,CT,M,R,1.0,voting,19060430,1836-02-10,1836,1906,70,59069260,0.0,5,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.5555555555555556,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
6764,590115201,DE ARMOND,DAVID,H,MO,M,D,6.0,voting,19060620,1844-03-18,1844,1906,62,59067640,0.0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.1,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7316,590144557,HAYES,EVERIS,H,CA,M,R,5.0,voting,19070123,1855-03-10,1855,1907,52,59073160,0.0,0,0,0,1,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,0.0,0.8,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7173,600018709,BURGESS,GEORGE,H,TX,M,D,9.0,voting,19080212,1861-09-21,1861,1908,47,60071730,0.0,1,1,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.0,0.0,0.7,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7366,600087948,SLAYDEN,JAMES,H,TX,M,D,14.0,voting,19080526,1853-06-01,1853,1908,55,60073660,0.0,0,0,0,8,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.8,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6746,610006884,BYRD,ADAM,H,MS,M,D,5.0,voting,19090330,1859-07-06,1859,1909,50,61067460,0.0,1,0,1,0,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0.1,0.0,0.1,0.0,0.0,0.2,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6664,610020064,DOLLIVER,JONATHAN,S,IA,M,R,,voting,19090504,1858-02-06,1858,1909,51,61066641,0.0,6,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.6,0.1,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7910,610038867,SMOOT,REED,S,UT,M,R,,voting,19090601,1862-01-10,1862,1909,47,61079101,0.0,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.6,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6664,610075809,DOLLIVER,JONATHAN,S,IA,M,R,,voting,19090805,1858-02-06,1858,1909,51,61066641,0.0,0,0,0,0,0,0,0,0,1,0,0,9,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7155,610151097,HARDWICK,THOMAS,H,GA,M,D,10.0,voting,19100418,1872-12-09,1872,1910,38,61071550,0.0,2,0,1,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.0,0.1,0.2,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7025,610237288,BURLESON,ALBERT,H,TX,M,D,10.0,voting,19110128,1863-06-07,1863,1911,48,61070250,0.0640855531668211,2,0,0,2,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0.2,0.0,0.0,0.2,0.0,0.2,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6851,610243690,SCOTT,CHARLES,H,KS,M,R,2.0,voting,19110204,1860-09-07,1860,1911,51,61068510,1.2602069328709098e-14,0,0,2,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.2222222222222222,0.6666666666666666,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
6899,620007297,CRUMPACKER,EDGAR,H,IN,M,R,10.0,voting,19110429,1851-05-27,1851,1911,60,62068990,0.0,2,0,1,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.0,0.1,0.3,0.0,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7322,620009214,HILL,EBENEZER,H,CT,M,R,4.0,voting,19110504,1845-08-04,1845,1911,66,62073220,0.0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7316,620099204,HAYES,EVERIS,H,CA,M,R,5.0,voting,19120229,1855-03-10,1855,1912,57,62073160,0.0,2,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7366,620103476,SLAYDEN,JAMES,H,TX,M,D,14.0,voting,19120304,1853-06-01,1853,1912,59,62073660,0.0,1,0,4,1,0,12,1,14,0,7,0,0,0,0,0,0,0,0,0,0.025,0.0,0.1,0.025,0.0,0.3,0.025,0.35,0.0,0.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40
