speakerid,speech_id,lastname,firstname,chamber,state,gender,party,district,nonvoting,date,DOB,yob,year,age,speakerXsessionid,procedural_prob,cluster_3,cluster_1,cluster_7,cluster_9,cluster_6,cluster_0,cluster_8,cluster_15,cluster_10,cluster_13,cluster_4,cluster_14,cluster_5,cluster_2,cluster_16,cluster_11,cluster_12,cluster_3_p,cluster_1_p,cluster_7_p,cluster_9_p,cluster_6_p,cluster_0_p,cluster_8_p,cluster_15_p,cluster_10_p,cluster_13_p,cluster_4_p,cluster_14_p,cluster_5_p,cluster_2_p,cluster_16_p,cluster_11_p,cluster_12_p,n
5133,430021073,EDEN,JOHN,H,IL,M,D,15.0,voting,18740214,1826-02-01,1826,1874,48,43051330,0.0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
4386,430026044,WILLARD,CHARLES,H,VT,M,R,1.0,voting,18740227,1827-06-18,1827,1874,47,43043860,0.0,0,2,0,6,0,0,1,0,1,0,0,0,0,0,0,0,0,0.0,0.2,0.0,0.6,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4903,430027006,PAGE,HORACE,H,CA,M,R,2.0,voting,18740303,1833-10-20,1833,1874,41,43049030,6.336296493043925e-26,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4903,430027039,PAGE,HORACE,H,CA,M,R,2.0,voting,18740303,1833-10-20,1833,1874,41,43049030,0.0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4903,430027060,PAGE,HORACE,H,CA,M,R,2.0,voting,18740303,1833-10-20,1833,1874,41,43049030,6.244481839582566e-09,1,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.0,0.1,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4903,430027062,PAGE,HORACE,H,CA,M,R,2.0,voting,18740303,1833-10-20,1833,1874,41,43049030,1.705118680302621e-09,6,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0.6,0.0,0.0,0.1,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4018,430028181,RAMSEY,ALEXANDER,S,MN,M,R,,voting,18740306,1815-09-08,1815,1874,59,43040181,0.0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4903,430029371,PAGE,HORACE,H,CA,M,R,2.0,voting,18740317,1833-10-20,1833,1874,41,43049030,0.0,2,0,0,2,0,4,2,0,0,0,0,0,0,0,0,0,0,0.2,0.0,0.0,0.2,0.0,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4903,430030604,PAGE,HORACE,H,CA,M,R,2.0,voting,18740319,1833-10-20,1833,1874,41,43049030,0.0,1,0,2,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0.07142857142857142,0.0,0.14285714285714285,0.6428571428571429,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14
4321,430038182,ORR,JACKSON,H,IA,M,R,9.0,voting,18740406,1832-09-21,1832,1874,42,43043210,0.0,5,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0.5,0.0,0.1,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6262,430042627,STEWART,WILLIAM,S,NV,M,R,,voting,18740416,1827-08-09,1827,1874,47,43062621,0.0,14,5,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0.5,0.17857142857142858,0.0,0.10714285714285714,0.10714285714285714,0.10714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28
6262,430045071,STEWART,WILLIAM,S,NV,M,R,,voting,18740422,1827-08-09,1827,1874,47,43062621,0.0,8,2,2,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0.27586206896551724,0.06896551724137931,0.06896551724137931,0.27586206896551724,0.034482758620689655,0.27586206896551724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29
4015,430045078,PRATT,DANIEL,S,IN,M,R,,voting,18740422,1813-10-26,1813,1874,61,43040151,0.0,8,3,0,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0.4444444444444444,0.16666666666666666,0.0,0.1111111111111111,0.1111111111111111,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
5412,430046527,DUNNELL,MARK,H,MN,M,R,1.0,voting,18740424,1823-07-02,1823,1874,51,43054120,0.0,5,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5,0.4,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4296,430051270,LOWE,DAVID,H,KS,M,R,-1.0,voting,18740508,1823-08-22,1823,1874,51,43042960,0.0,6,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0.6,0.0,0.0,0.1,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4800,430054348,GARFIELD,JAMES,H,OH,M,R,19.0,voting,18740514,1831-11-19,1831,1874,43,43048000,8.393260728808989e-05,3,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.4444444444444444,0.1111111111111111,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
4379,430055502,WADLEIGH,BAINBRIDGE,S,NH,M,R,,voting,18740518,1831-01-04,1831,1874,43,43043791,7.513849948482375e-05,2,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0.2,0.0,0.0,0.1,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4386,430060955,WILLARD,CHARLES,H,VT,M,R,1.0,voting,18740528,1827-06-18,1827,1874,47,43043860,1.1220390669302505e-07,7,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0.7,0.0,0.0,0.0,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4026,430061356,SCHURZ,CARL,S,MO,M,L,,voting,18740529,1829-03-02,1829,1874,45,43040261,0.0,7,0,0,2,0,10,1,0,0,0,0,0,0,0,0,0,0,0.35,0.0,0.0,0.1,0.0,0.5,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
4225,430061363,BOGY,LEWIS,S,MO,M,D,,voting,18740529,1813-04-09,1813,1874,61,43042251,0.0,7,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.7,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4225,430061365,BOGY,LEWIS,S,MO,M,D,,voting,18740529,1813-04-09,1813,1874,61,43042251,0.0,4,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.1,0.0,0.3,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4225,430061367,BOGY,LEWIS,S,MO,M,D,,voting,18740529,1813-04-09,1813,1874,61,43042251,0.0,8,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.8,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4015,430061372,PRATT,DANIEL,S,IN,M,R,,voting,18740529,1813-10-26,1813,1874,61,43040151,0.0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4364,430063478,SPEER,ROBERT,H,PA,M,D,17.0,voting,18740602,1838-09-08,1838,1874,36,43043640,0.0,12,0,0,2,1,4,1,0,0,0,0,0,0,0,0,0,0,0.6,0.0,0.0,0.1,0.05,0.2,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
4220,430063506,BARRERE,GRANVILLE,H,IL,M,R,9.0,voting,18740602,1829-07-11,1829,1874,45,43042200,0.0,17,0,6,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0.6071428571428571,0.0,0.21428571428571427,0.03571428571428571,0.03571428571428571,0.07142857142857142,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28
4219,430071572,BARBER,JOEL,H,WI,M,R,3.0,voting,18740616,1809-01-17,1809,1874,65,43042190,0.0,1,0,2,2,0,0,4,0,1,0,0,0,0,0,0,0,0,0.1,0.0,0.2,0.2,0.0,0.0,0.4,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4027,430073199,SCOTT,JOHN,S,PA,M,R,,voting,18740618,1824-07-24,1824,1874,50,43040271,0.0,11,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5789473684210527,0.3157894736842105,0.05263157894736842,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19
4027,430074035,SCOTT,JOHN,S,PA,M,R,,voting,18740619,1824-07-24,1824,1874,50,43040271,0.0,1,0,1,3,0,0,3,1,0,1,0,0,0,0,0,0,0,0.1,0.0,0.1,0.3,0.0,0.0,0.3,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6348,430075492,MITCHELL,JOHN,S,OR,M,R,,voting,18740620,1835-06-22,1835,1874,39,43063481,2.7687597693091264e-08,5,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0.5,0.0,0.1,0.2,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4301,430079276,MAYNARD,HORACE,H,TN,M,R,-1.0,voting,18741208,1814-08-30,1814,1874,60,43043010,0.0,36,11,2,0,2,24,1,0,0,0,0,0,0,0,0,0,0,0.47368421052631576,0.14473684210526316,0.02631578947368421,0.0,0.02631578947368421,0.3157894736842105,0.013157894736842105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76
4416,430082781,BURLEIGH,JOHN,H,ME,M,R,1.0,voting,18741222,1822-10-09,1822,1874,52,43044160,0.0,11,13,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3793103448275862,0.4482758620689655,0.13793103448275862,0.034482758620689655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29
4386,430083002,WILLARD,CHARLES,H,VT,M,R,1.0,voting,18741223,1827-06-18,1827,1874,47,43043860,0.0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4225,430093215,BOGY,LEWIS,S,MO,M,D,,voting,18750129,1813-04-09,1813,1875,62,43042251,0.0,18,2,5,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0.6428571428571429,0.07142857142857142,0.17857142857142858,0.03571428571428571,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,28
4598,430099471,GIDDINGS,DE,H,TX,M,D,3.0,voting,18750212,1827-07-18,1827,1875,48,43045980,0.0,5,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.5555555555555556,0.0,0.2222222222222222,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
4598,430099541,GIDDINGS,DE,H,TX,M,D,3.0,voting,18750212,1827-07-18,1827,1875,48,43045980,0.0,8,8,1,1,0,11,1,0,0,0,0,0,0,0,0,0,0,0.26666666666666666,0.26666666666666666,0.03333333333333333,0.03333333333333333,0.0,0.36666666666666664,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30
6403,430103302,ALLISON,WILLIAM,S,IA,M,R,,voting,18750219,1829-03-02,1829,1875,46,43064031,3.820329028944608e-13,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.8888888888888888,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
4497,430107347,PRATT,HENRY,H,IA,M,R,4.0,voting,18750224,1838-02-11,1838,1875,37,43044970,0.0,4,0,0,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0.4,0.0,0.0,0.1,0.0,0.4,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4301,430107349,MAYNARD,HORACE,H,TN,M,R,-1.0,voting,18750224,1814-08-30,1814,1875,61,43043010,0.0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.9,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4214,430110853,ALBRIGHT,CHARLES,H,PA,M,R,-1.0,voting,18750226,1830-12-13,1830,1875,45,43042140,0.0,3,1,0,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0.3,0.1,0.0,0.1,0.0,0.4,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6348,430116158,MITCHELL,JOHN,S,OR,M,R,,voting,18750303,1835-06-22,1835,1875,40,43063481,3.166780429994416e-11,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0.4444444444444444,0.0,0.0,0.0,0.0,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
6348,430116304,MITCHELL,JOHN,S,OR,M,R,,voting,18750303,1835-06-22,1835,1875,40,43063481,0.0,16,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.8888888888888888,0.0,0.0,0.05555555555555555,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
4520,430117647,THURMAN,ALLEN,S,OH,M,D,,voting,18750303,1813-11-13,1813,1875,62,43045201,1.5164282677308545e-26,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4520,430117651,THURMAN,ALLEN,S,OH,M,D,,voting,18750303,1813-11-13,1813,1875,62,43045201,0.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4583,430119097,DURHAM,MILTON,H,KY,M,D,8.0,voting,18750303,1824-05-16,1824,1875,51,43045830,0.0,7,9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.3888888888888889,0.5,0.05555555555555555,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
4283,430119246,HYNES,WILLIAM,H,AR,M,L,-1.0,voting,18750303,1843-03-31,1843,1875,32,43042830,0.0,4,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0.4,0.3,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5164,440006390,INGALLS,JOHN,S,KS,M,R,,voting,18760125,1833-12-29,1833,1876,43,44051641,0.0,6,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0.6,0.0,0.1,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4342,440006728,SARGENT,AARON,S,CA,M,R,,voting,18760126,1827-09-28,1827,1876,49,44043421,0.0,7,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.7,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4520,440007168,THURMAN,ALLEN,S,OH,M,D,,voting,18760127,1813-11-13,1813,1876,63,44045201,1.1712235443360384e-12,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4396,440007191,HARVEY,JAMES,S,KS,M,R,,voting,18760127,1833-09-21,1833,1876,43,44043961,0.0,4,0,0,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0.4,0.0,0.0,0.1,0.0,0.4,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4320,440007209,OGLESBY,RICHARD,S,IL,M,R,,voting,18760127,1824-07-25,1824,1876,52,44043201,0.0,0,7,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.7,0.0,0.2,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4822,440007365,CONGER,OMAR,H,MI,M,R,7.0,voting,18760127,1818-04-01,1818,1876,58,44048220,0.0,0,0,2,0,4,3,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.0,0.4,0.3,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4477,440010017,MCDONALD,JOSEPH,S,IN,M,D,,voting,18760208,1819-08-29,1819,1876,57,44044771,0.0,6,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.6,0.1,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4140,440010553,KELLY,JAMES,S,OR,M,D,,voting,18760210,1819-02-16,1819,1876,57,44041401,0.0,6,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.6,0.0,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4711,440013293,CONKLING,ROSCOE,S,NY,M,R,,voting,18760221,1829-10-30,1829,1876,47,44047111,0.0,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.4,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5412,440017503,DUNNELL,MARK,H,MN,M,R,1.0,voting,18760307,1823-07-02,1823,1876,53,44054120,0.0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
4514,440018840,STOWELL,WILLIAM,H,VA,M,R,4.0,voting,18760309,1840-07-26,1840,1876,36,44045140,0.0,0,6,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0.0,0.6,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,10
4471,440018919,LEAVENWORTH,ELIAS,H,NY,M,R,25.0,voting,18760309,1803-12-20,1803,1876,73,44044710,0.0,1,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.7,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6666,440020828,ELKINS,STEPHEN,H,NM,M,R,-1.0,nonvoting,18760317,1841-09-26,1841,1876,35,44066660,0.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
5399,440027490,COX,SAMUEL,H,NY,M,D,6.0,voting,18760405,1824-09-30,1824,1876,52,44053990,0.0,6,2,3,1,1,13,2,0,0,0,0,0,0,0,0,0,0,0.21428571428571427,0.07142857142857142,0.10714285714285714,0.03571428571428571,0.03571428571428571,0.4642857142857143,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28
4653,440029854,SAYLER,MILTON,H,OH,M,D,1.0,voting,18760412,1831-11-04,1831,1876,45,44046530,0.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4443,440029882,GOODIN,JOHN,H,KS,M,D,2.0,voting,18760412,1836-12-14,1836,1876,40,44044430,0.0,16,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0.8,0.05,0.0,0.1,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
4443,440029886,GOODIN,JOHN,H,KS,M,D,2.0,voting,18760412,1836-12-14,1836,1876,40,44044430,0.0,5,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0.5,0.0,0.1,0.2,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5841,440038397,SHERMAN,JOHN,S,OH,M,R,,voting,18760516,1823-05-10,1823,1876,53,44058411,0.0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
5841,440039135,SHERMAN,JOHN,S,OH,M,R,,voting,18760518,1823-05-10,1823,1876,53,44058411,0.0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5841,440039143,SHERMAN,JOHN,S,OH,M,R,,voting,18760518,1823-05-10,1823,1876,53,44058411,0.0,2,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0.2,0.1,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4669,440039626,WADDELL,ALFRED,H,NC,M,D,3.0,voting,18760520,1834-09-16,1834,1876,42,44046690,0.0,8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.8,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5485,440040701,RANDALL,SAMUEL,H,PA,M,D,3.0,voting,18760526,1828-10-10,1828,1876,48,44054850,0.0,7,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.7,0.0,0.1,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4871,440044145,KNOTT,JAMES,H,KY,M,D,4.0,voting,18760605,1830-08-29,1830,1876,46,44048710,0.0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.1111111111111111,0.0,0.0,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
