speakerid,speech_id,lastname,firstname,chamber,state,gender,party,district,nonvoting,date,DOB,yob,year,age,procedural_prob,cluster_1,cluster_0,cluster_5,cluster_2,cluster_4,cluster_8,cluster_3,cluster_14,cluster_12,cluster_10,cluster_7,cluster_13,cluster_15,cluster_6,cluster_9,cluster_11,cluster_17,cluster_16,cluster_18,cluster_1_p,cluster_0_p,cluster_5_p,cluster_2_p,cluster_4_p,cluster_8_p,cluster_3_p,cluster_14_p,cluster_12_p,cluster_10_p,cluster_7_p,cluster_13_p,cluster_15_p,cluster_6_p,cluster_9_p,cluster_11_p,cluster_17_p,cluster_16_p,cluster_18_p,n
5399,430076482,COX,SAMUEL,H,NY,M,D,6.0,voting,18740620,1824-09-30,1824,1874,50,0.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4566,430079417,BUTLER,BENJAMIN,H,MA,M,R,6.0,voting,18741208,1818-11-05,1818,1874,56,0.0,0,6,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.6666666666666666,0.2222222222222222,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
4641,430095363,RAINEY,JOSEPH,H,SC,M,R,1.0,voting,18750203,1832-06-21,1832,1875,43,0.0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4272,430096863,HAWLEY,JOHN,H,IL,M,R,6.0,voting,18750206,1831-02-09,1831,1875,44,0.0,9,2,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47368421052631576,0.10526315789473684,0.0,0.0,0.0,0.42105263157894735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19
4272,430096884,HAWLEY,JOHN,H,IL,M,R,6.0,voting,18750206,1831-02-09,1831,1875,44,0.0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.1,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4301,430096893,MAYNARD,HORACE,H,TN,M,R,-1.0,voting,18750206,1814-08-30,1814,1875,61,0.0,8,5,6,3,9,13,3,0,0,3,0,0,0,0,0,0,0,0,0,0.16,0.1,0.12,0.06,0.18,0.26,0.06,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50
4210,430111269,WRIGHT,GEORGE,S,IA,M,R,,voting,18750227,1820-03-24,1820,1875,55,0.0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4027,430112203,SCOTT,JOHN,S,PA,M,R,,voting,18750301,1824-07-24,1824,1875,51,0.0,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4314,430112334,MORTON,OLIVER,S,IN,M,R,,voting,18750301,1823-08-04,1823,1875,52,0.0,0,1,3,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0.0,0.1,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4302,440003271,MCCREERY,THOMAS,S,KY,M,D,,voting,18760111,1816-12-12,1816,1876,60,0.0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5219,440003381,THROCKMORTON,JAMES,H,TX,M,D,3.0,voting,18760111,1825-02-01,1825,1876,51,0.0,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4437,440010099,ENGLISH,JAMES,S,CT,M,D,,voting,18760208,1812-03-13,1812,1876,64,0.0,2,0,0,1,0,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0.2,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5412,440010163,DUNNELL,MARK,H,MN,M,R,1.0,voting,18760208,1823-07-02,1823,1876,53,0.0,1,20,5,2,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0.02702702702702703,0.5405405405405406,0.13513513513513514,0.05405405405405406,0.0,0.1891891891891892,0.05405405405405406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37
4342,440014487,SARGENT,AARON,S,CA,M,R,,voting,18760224,1827-09-28,1827,1876,49,0.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4584,440023483,EAMES,BENJAMIN,H,RI,M,R,1.0,voting,18760327,1818-06-04,1818,1876,58,0.0,1,2,3,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.1,0.2,0.3,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5434,440024199,KELLEY,WILLIAM,H,PA,M,R,4.0,voting,18760329,1814-04-12,1814,1876,62,0.0,3,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.5,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5841,440028693,SHERMAN,JOHN,S,OH,M,R,,voting,18760410,1823-05-10,1823,1876,53,0.0,3,16,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1111111111111111,0.5925925925925926,0.07407407407407407,0.18518518518518517,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27
4314,440028720,MORTON,OLIVER,S,IN,M,R,,voting,18760410,1823-08-04,1823,1876,53,0.0,1,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1111111111111111,0.7777777777777778,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
5841,440028721,SHERMAN,JOHN,S,OH,M,R,,voting,18760410,1823-05-10,1823,1876,53,0.0,0,6,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.6666666666666666,0.0,0.2222222222222222,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
4492,440036624,PIPER,WILLIAM,H,CA,M,D,1.0,voting,18760503,1826-05-21,1826,1876,50,0.0,0,15,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.8333333333333334,0.0,0.1111111111111111,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
4869,440039384,JOYCE,CHARLES,H,VT,M,R,1.0,voting,18760518,1830-01-30,1830,1876,46,0.0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4527,440039574,WALLACE,JOHN,H,PA,M,R,24.0,voting,18760519,1818-12-20,1818,1876,58,0.0,1,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.1,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5003,440041533,HANCOCK,JOHN,H,TX,M,D,5.0,voting,18760531,1824-10-24,1824,1876,52,0.0,0,0,5,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.0,0.0,0.4,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5841,440043434,SHERMAN,JOHN,S,OH,M,R,,voting,18760605,1823-05-10,1823,1876,53,0.0,0,6,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.6666666666666666,0.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
5841,440043438,SHERMAN,JOHN,S,OH,M,R,,voting,18760605,1823-05-10,1823,1876,53,0.0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.5555555555555556,0.0,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
4225,440054897,BOGY,LEWIS,S,MO,M,D,,voting,18760627,1813-04-09,1813,1876,63,0.0,3,14,0,8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.1111111111111111,0.5185185185185185,0.0,0.2962962962962963,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27
6100,440055262,JONES,JOHN,S,NV,M,R,,voting,18760628,1829-01-27,1829,1876,47,0.0,0,5,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0.5,0.0,0.1,0.1,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4627,440056214,LYNDE,WILLIAM,H,WI,M,D,4.0,voting,18760629,1817-12-16,1817,1876,59,0.0,0,1,1,1,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0.0,0.1,0.1,0.1,0.0,0.1,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4521,440061605,TOWNSEND,WASHINGTON,H,PA,M,R,6.0,voting,18760713,1813-01-20,1813,1876,63,0.0,0,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.7777777777777778,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
6554,440068844,HALE,EUGENE,H,ME,M,R,5.0,voting,18760729,1836-06-09,1836,1876,40,0.0,1,4,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1111111111111111,0.4444444444444444,0.0,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
5024,440072992,KASSON,JOHN,H,IA,M,R,7.0,voting,18760805,1822-01-11,1822,1876,54,0.0,0,6,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.6666666666666666,0.0,0.2222222222222222,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
4704,440083767,CHITTENDEN,SIMEON,H,NY,M,I,3.0,voting,18761213,1814-03-29,1814,1876,62,0.0,1,10,2,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05555555555555555,0.5555555555555556,0.1111111111111111,0.0,0.2222222222222222,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
4210,440086198,WRIGHT,GEORGE,S,IA,M,R,,voting,18761221,1820-03-24,1820,1876,56,0.0,7,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5221,440086422,TUCKER,JOHN,H,VA,M,D,6.0,voting,18761221,1823-12-24,1823,1876,53,0.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4942,440092712,WILLIAMS,CHARLES,H,WI,M,R,1.0,voting,18770123,1829-10-18,1829,1877,48,0.0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6348,440094320,MITCHELL,JOHN,S,OR,M,R,,voting,18770129,1835-06-22,1835,1877,42,0.0,2,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.0,0.1,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4396,440101706,HARVEY,JAMES,S,KS,M,R,,voting,18770214,1833-09-21,1833,1877,44,0.0,0,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.8,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4456,440108018,JENKS,GEORGE,H,PA,M,D,25.0,voting,18770226,1836-03-26,1836,1877,41,0.0,4,2,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0.4,0.2,0.0,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,10
4859,450005089,HUBBELL,JAY,H,MI,M,R,9.0,voting,18771115,1829-09-15,1829,1877,48,0.0,6,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5434,450005090,KELLEY,WILLIAM,H,PA,M,R,4.0,voting,18771115,1814-04-12,1814,1877,63,0.0,0,14,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.5185185185185185,0.1111111111111111,0.37037037037037035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27
4967,450005458,BUCKNER,AYLETT,H,MO,M,D,13.0,voting,18771116,1816-12-14,1816,1877,61,0.0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
5162,450005601,HEWITT,ABRAM,H,NY,M,D,10.0,voting,18771116,1822-07-31,1822,1877,55,0.0,0,16,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.8888888888888888,0.0,0.0,0.05555555555555555,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
6403,450013112,ALLISON,WILLIAM,S,IA,M,R,,voting,18771213,1829-03-02,1829,1877,48,0.0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.8888888888888888,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
4989,450015037,EATON,WILLIAM,S,CT,M,D,,voting,18780110,1816-10-11,1816,1878,62,0.0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
4553,450015981,BAILEY,JAMES,S,TN,M,D,,voting,18780114,1822-08-15,1822,1878,56,0.0,1,11,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05555555555555555,0.6111111111111112,0.0,0.0,0.2777777777777778,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
4427,450016389,CHRISTIANCY,ISAAC,S,MI,M,R,,voting,18780116,1812-03-12,1812,1878,66,0.0,1,1,0,3,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.3,0.1,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4417,450016661,BURNSIDE,AMBROSE,S,RI,M,R,,voting,18780117,1824-05-23,1824,1878,54,0.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4499,450017442,RANDOLPH,THEODORE,S,NJ,M,D,,voting,18780123,1826-06-24,1826,1878,52,0.0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.4444444444444444,0.0,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
6125,450018930,MORRILL,JUSTIN,S,VT,M,R,,voting,18780128,1810-04-14,1810,1878,68,0.0,0,20,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,0.7407407407407407,0.0,0.18518518518518517,0.0,0.0,0.0,0.07407407407407407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27
4735,450020546,HAYES,PHILIP,H,IL,M,R,7.0,voting,18780201,1833-02-03,1833,1878,45,0.0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4546,450021633,BLAINE,JAMES,S,ME,M,R,,voting,18780207,1830-01-31,1830,1878,48,0.0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
