speakerid,speech_id,lastname,firstname,chamber,state,gender,party,district,nonvoting,date,DOB,yob,year,age,procedural_prob,cluster_5,cluster_2,cluster_0,cluster_8,cluster_10,cluster_18,cluster_6,cluster_12,cluster_3,cluster_9,cluster_7,cluster_11,cluster_14,cluster_19,cluster_13,cluster_16,cluster_15,cluster_17,cluster_1,cluster_4,cluster_5_p,cluster_2_p,cluster_0_p,cluster_8_p,cluster_10_p,cluster_18_p,cluster_6_p,cluster_12_p,cluster_3_p,cluster_9_p,cluster_7_p,cluster_11_p,cluster_14_p,cluster_19_p,cluster_13_p,cluster_16_p,cluster_15_p,cluster_17_p,cluster_1_p,cluster_4_p,n
4730,440026948,FORT,GREENBURY,H,IL,M,R,8.0,voting,18760404,1825-10-17,1825,1876,51,0.1768829721996387,0,5,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.5,0.4,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4651,440034746,SAMPSON,EZEKIEL,H,IA,M,R,6.0,voting,18760426,1831-12-06,1831,1876,45,0.0,0,0,1,1,0,2,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0.0,0.2,0.0,0.4,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4651,440034802,SAMPSON,EZEKIEL,H,IA,M,R,6.0,voting,18760426,1831-12-06,1831,1876,45,7.611594687427657e-07,0,1,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.1,0.0,0.4,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5485,440042624,RANDALL,SAMUEL,H,PA,M,D,3.0,voting,18760602,1828-10-10,1828,1876,48,0.0,0,0,1,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4162,440044999,MORRILL,LOT,S,ME,M,R,,voting,18760607,1813-05-03,1813,1876,63,3.476822027450066e-08,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.4,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4508,440050508,SHEAKLEY,JAMES,H,PA,M,D,26.0,voting,18760621,1829-04-24,1829,1876,47,0.0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4539,440052803,WILLIAMS,JAMES,H,IN,M,D,2.0,voting,18760623,1808-01-16,1808,1876,68,0.0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4801,440064668,WINDOM,WILLIAM,S,MN,M,R,,voting,18760719,1827-05-10,1827,1876,49,0.0,0,0,0,0,0,1,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4730,440087862,FORT,GREENBURY,H,IL,M,R,8.0,voting,18770105,1825-10-17,1825,1877,52,0.0046674493646065,0,8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.8,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4645,440096474,RIDDLE,HAYWOOD,H,TN,M,D,4.0,voting,18770202,1834-06-20,1834,1877,43,0.0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,17,0,0,0,0,0,0.0,0.0,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,20
4645,440096580,RIDDLE,HAYWOOD,H,TN,M,D,4.0,voting,18770202,1834-06-20,1834,1877,43,0.0,0,4,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0.4,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4730,440096584,FORT,GREENBURY,H,IL,M,R,8.0,voting,18770202,1825-10-17,1825,1877,52,0.0,0,4,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.4,0.4,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4730,440096588,FORT,GREENBURY,H,IL,M,R,8.0,voting,18770202,1825-10-17,1825,1877,52,0.0,1,12,10,7,8,1,0,1,0,0,0,10,0,0,0,0,0,0,0,0,0.02,0.24,0.2,0.14,0.16,0.02,0.0,0.02,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50
4793,440096617,WELLS,ERASTUS,H,MO,M,D,2.0,voting,18770202,1823-12-02,1823,1877,54,0.0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4730,440096618,FORT,GREENBURY,H,IL,M,R,8.0,voting,18770202,1825-10-17,1825,1877,52,0.0,0,10,2,5,1,21,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.25,0.05,0.125,0.025,0.525,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40
4443,440108844,GOODIN,JOHN,H,KS,M,D,2.0,voting,18770227,1836-12-14,1836,1877,41,0.0,0,6,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0.0,0.6,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4647,450020304,ROBERTS,CHARLES,H,MD,M,D,2.0,voting,18780201,1842-04-19,1842,1878,36,0.0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
4737,450042885,HENRY,DANIEL,H,MD,M,D,1.0,voting,18780403,1823-02-19,1823,1878,55,0.0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5367,460030433,BECK,JAMES,S,KY,M,D,,voting,18790613,1822-02-13,1822,1879,57,6.238490058392744e-13,0,2,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.2,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6403,460030438,ALLISON,WILLIAM,S,IA,M,R,,voting,18790613,1829-03-02,1829,1879,50,0.0,8,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6403,460030446,ALLISON,WILLIAM,S,IA,M,R,,voting,18790613,1829-03-02,1829,1879,50,0.0001530839562649,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5367,460030447,BECK,JAMES,S,KY,M,D,,voting,18790613,1822-02-13,1822,1879,57,1.4304727411469623e-06,3,0,1,8,1,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0.0,0.05,0.4,0.05,0.1,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
4807,460035463,ATKINS,JOHN,H,TN,M,D,8.0,voting,18790618,1825-06-04,1825,1879,54,0.0,1,1,1,1,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5376,460174093,BROWNE,THOMAS,H,IN,M,R,5.0,voting,18810303,1829-04-19,1829,1881,52,0.0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4936,470044764,URNER,MILTON,H,MD,M,R,6.0,voting,18820330,1839-07-29,1839,1882,43,0.0,9,10,3,1,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0.3,0.3333333333333333,0.1,0.03333333333333333,0.0,0.0,0.2,0.0,0.0,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30
4852,470058015,HAWK,ROBERT,H,IL,M,R,5.0,voting,18820427,1839-04-23,1839,1882,43,0.0,0,1,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5325,470081632,REAGAN,JOHN,H,TX,M,D,1.0,voting,18820609,1818-10-08,1818,1882,64,0.0007009147241828,0,0,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4861,470081636,HUMPHREY,HERMAN,H,WI,M,R,7.0,voting,18820609,1830-03-14,1830,1882,52,0.0179187775106959,2,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
6554,470096661,HALE,EUGENE,S,ME,M,R,,voting,18820703,1836-06-09,1836,1882,46,1.0608025900479284e-11,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5285,470106569,HISCOCK,FRANK,H,NY,M,R,25.0,voting,18820714,1834-09-06,1834,1882,48,0.0,0,8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.8,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4936,470127768,URNER,MILTON,H,MD,M,R,6.0,voting,18820805,1839-07-29,1839,1882,43,0.0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6120,480035708,MCMILLIN,BENTON,H,TN,M,D,4.0,voting,18840403,1845-09-11,1845,1884,39,0.0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5325,490007489,REAGAN,JOHN,H,TX,M,D,2.0,voting,18860120,1818-10-08,1818,1886,68,0.0,1,6,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.6,0.2,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5339,490070829,TAULBEE,WILLIAM,H,KY,M,D,10.0,voting,18860611,1851-10-22,1851,1886,35,0.0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.4,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5339,490070831,TAULBEE,WILLIAM,H,KY,M,D,10.0,voting,18860611,1851-10-22,1851,1886,35,3.34273149014292e-07,0,4,1,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.4,0.1,0.1,0.0,0.0,0.1,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5500,490070843,SPOONER,HENRY,H,RI,M,R,1.0,voting,18860611,1839-08-06,1839,1886,47,0.0,4,30,21,8,2,10,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0.05,0.375,0.2625,0.1,0.025,0.125,0.025,0.0125,0.0,0.0125,0.0,0.0,0.0125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80
6445,490159590,GORMAN,ARTHUR,S,MD,M,D,,voting,18870303,1839-03-11,1839,1887,48,0.0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5371,500057234,BOOTHMAN,MELVIN,H,OH,M,R,6.0,voting,18880524,1846-10-16,1846,1888,42,0.0,0,21,7,1,0,0,1,0,0,0,0,0,0,0,0,0,10,0,0,0,0.0,0.525,0.175,0.025,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,40
6029,500057857,WASHINGTON,JOSEPH,H,TN,M,D,6.0,voting,18880525,1851-11-10,1851,1888,37,0.0,0,3,2,10,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.15,0.1,0.5,0.1,0.05,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
5485,500057858,RANDALL,SAMUEL,H,PA,M,D,3.0,voting,18880525,1828-10-10,1828,1888,60,0.0,1,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.7,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6403,500096739,ALLISON,WILLIAM,S,IA,M,R,,voting,18880730,1829-03-02,1829,1888,59,3.430929492876233e-13,0,1,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6074,510088081,DOCKERY,ALEXANDER,H,MO,M,D,3.0,voting,18900624,1845-02-11,1845,1890,45,0.0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5380,510091286,BUTTERWORTH,BENJAMIN,H,OH,M,R,1.0,voting,18900628,1837-10-22,1837,1890,53,0.0,2,5,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.5,0.0,0.0,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5264,510092808,DAWES,HENRY,S,MA,M,R,,voting,18900701,1816-10-30,1816,1890,74,0.0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6554,510126411,HALE,EUGENE,S,ME,M,R,,voting,18900818,1836-06-09,1836,1890,54,3.5311803145674394e-18,7,0,4,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,0.0,0.2,0.4,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
5449,520008250,MANDERSON,CHARLES,S,NE,M,R,,voting,18920203,1837-02-09,1837,1892,55,4.058157247709251e-09,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5449,520014698,MANDERSON,CHARLES,S,NE,M,R,,voting,18920215,1837-02-09,1837,1892,55,0.0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6093,520029191,HOLMAN,WILLIAM,H,IN,M,D,4.0,voting,18920316,1822-09-06,1822,1892,70,3.610588417492369e-19,1,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.8,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5581,520029211,DICKERSON,W.,H,KY,M,D,6.0,voting,18920316,1851-11-29,1851,1892,41,0.0,0,7,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.7,0.2,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5581,520029215,DICKERSON,W.,H,KY,M,D,6.0,voting,18920316,1851-11-29,1851,1892,41,0.0,1,3,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.3,0.2,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5581,520029217,DICKERSON,W.,H,KY,M,D,6.0,voting,18920316,1851-11-29,1851,1892,41,0.0,0,19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.95,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
5581,520029244,DICKERSON,W.,H,KY,M,D,6.0,voting,18920316,1851-11-29,1851,1892,41,0.0,1,9,1,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.45,0.05,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
5561,520029251,BUSHNELL,ALLEN,H,WI,M,D,3.0,voting,18920316,1833-07-18,1833,1892,59,7.237171054003917e-08,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5561,520029253,BUSHNELL,ALLEN,H,WI,M,D,3.0,voting,18920316,1833-07-18,1833,1892,59,6.820407537603467e-06,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5777,520029273,HEARD,JOHN,H,MO,M,D,6.0,voting,18920316,1840-10-29,1840,1892,52,7.169995475662447e-06,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6004,530035906,RUSK,HARRY,H,MD,M,D,3.0,voting,18931207,1852-10-17,1852,1893,41,1.561492736316497e-16,2,18,7,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.06666666666666667,0.6,0.23333333333333334,0.03333333333333333,0.0,0.03333333333333333,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30
6480,530040176,RICHARDSON,JAMES,H,TN,M,D,5.0,voting,18931219,1843-03-10,1843,1893,50,0.0035474247319813,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5905,530130602,CHANDLER,WILLIAM,S,NH,M,R,,voting,18940614,1835-12-28,1835,1894,59,0.0,0,0,5,0,0,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0.5,0.0,0.0,0.2,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,10
