speakerid,speech_id,lastname,firstname,chamber,state,gender,party,district,nonvoting,date,DOB,yob,year,age,speakerXsessionid,procedural_prob,cluster_2,cluster_7,cluster_6,cluster_1,cluster_0,cluster_12,cluster_13,cluster_11,cluster_14,cluster_5,cluster_3,cluster_8,cluster_4,cluster_18,cluster_9,cluster_15,cluster_17,cluster_10,cluster_16,cluster_2_p,cluster_7_p,cluster_6_p,cluster_1_p,cluster_0_p,cluster_12_p,cluster_13_p,cluster_11_p,cluster_14_p,cluster_5_p,cluster_3_p,cluster_8_p,cluster_4_p,cluster_18_p,cluster_9_p,cluster_15_p,cluster_17_p,cluster_10_p,cluster_16_p,n
6495,460138901,TELLER,HENRY,S,CO,M,R,,voting,18810120,1830-05-23,1830,1881,51,46064951,0.0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6352,460140954,MORGAN,JOHN,S,AL,M,D,,voting,18810124,1824-06-20,1824,1881,57,46063521,0.0,0,1,1,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.1,0.1,0.7,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6352,460143298,MORGAN,JOHN,S,AL,M,D,,voting,18810129,1824-06-20,1824,1881,57,46063521,0.0,1,1,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5367,460170871,BECK,JAMES,S,KY,M,D,,voting,18810302,1822-02-13,1822,1881,59,46053671,0.0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4903,470037293,PAGE,HORACE,H,CA,M,R,2.0,voting,18820315,1833-10-20,1833,1882,49,47049030,0.0,0,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.2,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5164,480004223,INGALLS,JOHN,S,KS,M,R,,voting,18840111,1833-12-29,1833,1884,51,48051641,4.6523385170963266e-11,3,0,0,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.0,0.0,0.1,0.5,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5410,480009812,DOLPH,JOSEPH,S,OR,M,R,,voting,18840131,1835-10-19,1835,1884,49,48054101,0.0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4998,480011066,GARLAND,AUGUSTUS,S,AR,M,D,,voting,18840205,1832-06-11,1832,1884,52,48049981,0.0,1,0,4,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.0,0.4,0.1,0.1,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4883,480011115,MAXEY,SAMUEL,S,TX,M,D,,voting,18840205,1825-03-30,1825,1884,59,48048831,0.0,2,1,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.1,0.0,0.0,0.5,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5482,480011552,PLUMB,PRESTON,S,KS,M,R,,voting,18840206,1837-10-12,1837,1884,47,48054821,0.0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5164,480022889,INGALLS,JOHN,S,KS,M,R,,voting,18840305,1833-12-29,1833,1884,51,48051641,0.0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5482,480028202,PLUMB,PRESTON,S,KS,M,R,,voting,18840317,1837-10-12,1837,1884,47,48054821,0.0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4998,480033409,GARLAND,AUGUSTUS,S,AR,M,D,,voting,18840328,1832-06-11,1832,1884,52,48049981,0.0,1,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.0,0.0,0.0,0.5,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6338,480047442,LANHAM,SAMUEL,H,TX,M,D,11.0,voting,18840422,1846-07-04,1846,1884,38,48063380,0.0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5041,480049056,MULDROW,HENRY,H,MS,M,D,1.0,voting,18840425,1837-02-08,1837,1884,47,48050410,1.183005847271681e-22,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6403,480050962,ALLISON,WILLIAM,S,IA,M,R,,voting,18840429,1829-03-02,1829,1884,55,48064031,1.012163725553236e-16,0,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.1,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5490,480059500,ROGERS,JOHN,H,AR,M,D,3.0,voting,18840517,1845-10-09,1845,1884,39,48054900,0.0,2,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6352,480088720,MORGAN,JOHN,S,AL,M,D,,voting,18840703,1824-06-20,1824,1884,60,48063521,0.0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5164,490012238,INGALLS,JOHN,S,KS,M,R,,voting,18860205,1833-12-29,1833,1886,53,49051641,0.0,1,5,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.5,0.0,0.1,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5410,490032486,DOLPH,JOSEPH,S,OR,M,R,,voting,18860401,1835-10-19,1835,1886,51,49054101,0.0,0,1,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.1,0.0,0.0,0.8,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5410,490060407,DOLPH,JOSEPH,S,OR,M,R,,voting,18860526,1835-10-19,1835,1886,51,49054101,0.0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5410,490063730,DOLPH,JOSEPH,S,OR,M,R,,voting,18860602,1835-10-19,1835,1886,51,49054101,0.0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5605,490076519,HERBERT,HILARY,H,AL,M,D,2.0,voting,18860617,1834-03-12,1834,1886,52,49056050,0.0,3,1,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.1,0.0,0.0,0.4,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5482,490080128,PLUMB,PRESTON,S,KS,M,R,,voting,18860624,1837-10-12,1837,1886,49,49054821,0.0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6554,490082781,HALE,EUGENE,S,ME,M,R,,voting,18860628,1836-06-09,1836,1886,50,49065541,0.0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6403,490084894,ALLISON,WILLIAM,S,IA,M,R,,voting,18860630,1829-03-02,1829,1886,57,49064031,0.0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5475,490086397,PAYSON,LEWIS,H,IL,M,R,9.0,voting,18860701,1840-09-17,1840,1886,46,49054750,0.0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6642,490091863,BRUMM,CHARLES,H,PA,M,R,13.0,voting,18860709,1838-06-09,1838,1886,48,49066420,0.0,0,1,0,2,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.1,0.0,0.2,0.6,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6139,490122546,SAYERS,JOSEPH,H,TX,M,D,10.0,voting,18870106,1841-09-23,1841,1887,46,49061390,0.0,0,0,1,0,4,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.0,0.4,0.0,0.4,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5453,490122636,MCADOO,WILLIAM,H,NJ,M,D,7.0,voting,18870106,1853-10-25,1853,1887,34,49054530,0.0,0,0,1,0,5,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.0,0.5,0.0,0.3,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5164,490145955,INGALLS,JOHN,S,KS,M,R,,voting,18870218,1833-12-29,1833,1887,54,49051641,0.0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6475,490146938,PLATT,ORVILLE,S,CT,M,R,,voting,18870219,1827-07-19,1827,1887,60,49064751,0.0,1,1,0,2,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.2,0.4,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7245,500033400,SMITH,MARCUS,H,AZ,M,D,0.0,nonvoting,18880331,1851-01-24,1851,1888,37,50072450,0.0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5410,500045631,DOLPH,JOSEPH,S,OR,M,R,,voting,18880426,1835-10-19,1835,1888,53,50054101,0.0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5343,500059389,TOOLE,JOSEPH,H,MT,M,D,-1.0,nonvoting,18880529,1851-05-12,1851,1888,37,50053430,0.0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5482,500060613,PLUMB,PRESTON,S,KS,M,R,,voting,18880601,1837-10-12,1837,1888,51,50054821,0.0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
6658,500088418,CULLOM,SHELBY,S,IL,M,R,,voting,18880718,1829-11-22,1829,1888,59,50066581,0.0,0,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6658,500088424,CULLOM,SHELBY,S,IL,M,R,,voting,18880718,1829-11-22,1829,1888,59,50066581,0.0,0,4,0,2,12,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.2,0.0,0.1,0.6,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
6658,500088430,CULLOM,SHELBY,S,IL,M,R,,voting,18880718,1829-11-22,1829,1888,59,50066581,0.0,2,2,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.4,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6658,500088436,CULLOM,SHELBY,S,IL,M,R,,voting,18880718,1829-11-22,1829,1888,59,50066581,0.0,0,7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.7,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6262,500096756,STEWART,WILLIAM,S,NV,M,R,,voting,18880730,1827-08-09,1827,1888,61,50062621,0.0,3,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.0,0.0,0.2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6403,500096768,ALLISON,WILLIAM,S,IA,M,R,,voting,18880730,1829-03-02,1829,1888,59,50064031,0.0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6262,500096817,STEWART,WILLIAM,S,NV,M,R,,voting,18880730,1827-08-09,1827,1888,61,50062621,0.0,2,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5367,500096852,BECK,JAMES,S,KY,M,D,,voting,18880730,1822-02-13,1822,1888,66,50053671,0.0,0,1,0,0,17,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.05,0.0,0.0,0.85,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
6403,500096911,ALLISON,WILLIAM,S,IA,M,R,,voting,18880730,1829-03-02,1829,1888,59,50064031,0.0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6262,500096930,STEWART,WILLIAM,S,NV,M,R,,voting,18880730,1827-08-09,1827,1888,61,50062621,0.0,0,1,2,0,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.05555555555555555,0.1111111111111111,0.0,0.7222222222222222,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
6658,500115937,CULLOM,SHELBY,S,IL,M,R,,voting,18880903,1829-11-22,1829,1888,59,50066581,0.0,1,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5550,500120208,BLOUNT,JAMES,H,GA,M,D,6.0,voting,18880911,1837-09-12,1837,1888,51,50055500,0.0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6344,500131762,MCRAE,THOMAS,H,AR,M,D,3.0,voting,18881009,1851-12-21,1851,1888,37,50063440,0.0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5402,500150030,CUTCHEON,BYRON,H,MI,M,R,9.0,voting,18890112,1836-05-11,1836,1889,53,50054020,0.0,1,0,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.1,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6352,500151976,MORGAN,JOHN,S,AL,M,D,,voting,18890116,1824-06-20,1824,1889,65,50063521,0.0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5337,500159282,SYMES,GEORGE,H,CO,M,R,1.0,voting,18890125,1840-04-28,1840,1889,49,50053370,0.0,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.9,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5268,510065396,EDMUNDS,GEORGE,S,VT,M,R,,voting,18900520,1828-02-01,1828,1890,62,51052681,0.0,1,1,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.0,0.7,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5491,510074023,ROWELL,JONATHAN,H,IL,M,R,14.0,voting,18900604,1833-02-10,1833,1890,57,51054910,0.0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7544,510079951,CANNON,JOSEPH,H,IL,M,R,15.0,voting,18900613,1836-05-07,1836,1890,54,51075440,0.0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7544,510079957,CANNON,JOSEPH,H,IL,M,R,15.0,voting,18900613,1836-05-07,1836,1890,54,51075440,1.1795149755930032e-06,1,0,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.1,0.0,0.0,0.0,0.8,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5762,510079969,GOODNIGHT,ISAAC,H,KY,M,D,3.0,voting,18900613,1849-01-31,1849,1890,41,51057620,0.0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6074,510079977,DOCKERY,ALEXANDER,H,MO,M,D,3.0,voting,18900613,1845-02-11,1845,1890,45,51060740,0.0,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.9,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7544,510080060,CANNON,JOSEPH,H,IL,M,R,15.0,voting,18900613,1836-05-07,1836,1890,54,51075440,0.0,0,0,0,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6262,510085353,STEWART,WILLIAM,S,NV,M,R,,voting,18900620,1827-08-09,1827,1890,63,51062621,0.0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5482,510086102,PLUMB,PRESTON,S,KS,M,R,,voting,18900620,1837-10-12,1837,1890,53,51054821,0.0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6445,510099473,GORMAN,ARTHUR,S,MD,M,D,,voting,18900715,1839-03-11,1839,1890,51,51064451,0.0,2,1,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.1,0.0,0.1,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6262,510099583,STEWART,WILLIAM,S,NV,M,R,,voting,18900715,1827-08-09,1827,1890,63,51062621,0.0,2,0,0,2,15,0,9,1,1,0,0,0,0,0,0,0,0,0,0,0.06666666666666667,0.0,0.0,0.06666666666666667,0.5,0.0,0.3,0.03333333333333333,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30
6493,510099593,SPOONER,JOHN,S,WI,M,R,,voting,18900715,1843-01-06,1843,1890,47,51064931,2.2489323356276254e-14,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5358,510099619,ALLEN,JOHN,S,WA,M,R,,voting,18900715,1845-05-18,1845,1890,45,51053581,1.0082529707431998e-18,2,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2222222222222222,0.1111111111111111,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
