speakerid,speech_id,lastname,firstname,chamber,state,gender,party,district,nonvoting,date,DOB,yob,year,age,speakerXsessionid,procedural_prob,cluster_9,cluster_4,cluster_13,cluster_2,cluster_12,cluster_6,cluster_10,cluster_11,cluster_7,cluster_5,cluster_3,cluster_8,cluster_0,cluster_14,cluster_1,cluster_9_p,cluster_4_p,cluster_13_p,cluster_2_p,cluster_12_p,cluster_6_p,cluster_10_p,cluster_11_p,cluster_7_p,cluster_5_p,cluster_3_p,cluster_8_p,cluster_0_p,cluster_14_p,cluster_1_p,n
5535,470058657,CARLISLE,JOHN,H,KY,M,D,6.0,voting,18820428,1834-09-05,1834,1882,48,47055350,0.0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
5760,470064134,GEORGE,JAMES,S,MS,M,D,,voting,18820511,1826-10-20,1826,1882,56,47057601,0.0,2,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0.2,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4944,470103646,WILSON,BENJAMIN,H,WV,M,D,1.0,voting,18820711,1825-04-30,1825,1882,57,47049440,0.0,0,0,0,0,0,9,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,10
5355,470110410,HARRISON,BENJAMIN,S,IN,M,R,,voting,18820720,1833-08-20,1833,1882,49,47053551,0.0,0,1,4,1,0,1,0,0,2,0,1,0,0,0,0,0.0,0.1,0.4,0.1,0.0,0.1,0.0,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.0,10
5485,490033048,RANDALL,SAMUEL,H,PA,M,D,3.0,voting,18860402,1828-10-10,1828,1886,58,49054850,0.0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6327,490059550,HOAR,GEORGE,S,MA,M,R,,voting,18860525,1826-08-29,1826,1886,60,49063271,0.0,1,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0.05263157894736842,0.0,0.9473684210526315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19
6325,490059774,HENDERSON,DAVID,H,IA,M,R,3.0,voting,18860525,1840-03-14,1840,1886,46,49063250,0.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
5376,490065030,BROWNE,THOMAS,H,IN,M,R,6.0,voting,18860604,1829-04-19,1829,1886,57,49053760,0.0,0,0,8,0,0,0,0,0,1,0,0,0,1,0,0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,10
6288,490077452,BOUTELLE,CHARLES,H,ME,M,R,4.0,voting,18860618,1839-02-09,1839,1886,47,49062880,0.0,0,2,0,0,0,2,0,0,0,0,6,0,0,0,0,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,10
7245,500033388,SMITH,MARCUS,H,AZ,M,D,0.0,nonvoting,18880331,1851-01-24,1851,1888,37,50072450,1.7343550746871936e-20,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5704,500078199,BRECKINRIDGE,WILLIAM,H,KY,M,D,7.0,voting,18880629,1837-08-28,1837,1888,51,50057040,0.0,0,0,0,0,0,0,0,0,1,1,1,0,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.7,0.0,10
6196,500133102,COCKRELL,FRANCIS,S,MO,M,D,,voting,18881015,1834-10-01,1834,1888,54,50061961,0.0,0,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6262,510066500,STEWART,WILLIAM,S,NV,M,R,,voting,18900521,1827-08-09,1827,1890,63,51062621,0.0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6352,510148818,MORGAN,JOHN,S,AL,M,D,,voting,18900911,1824-06-20,1824,1890,66,51063521,0.0,0,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,10
6327,510175165,HOAR,GEORGE,S,MA,M,R,,voting,18901229,1826-08-29,1826,1890,64,51063271,0.0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
5536,510180262,MCCONNELL,WILLIAM,S,ID,M,R,,voting,18910113,1839-09-18,1839,1891,52,51055361,0.0,3,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0.3,0.0,0.6,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6196,510198202,COCKRELL,FRANCIS,S,MO,M,D,,voting,18910205,1834-10-01,1834,1891,57,51061961,0.0,1,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0.1,0.0,0.8,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6196,510198206,COCKRELL,FRANCIS,S,MO,M,D,,voting,18910205,1834-10-01,1834,1891,57,51061961,0.0,0,0,6,0,0,1,0,3,0,0,0,0,0,0,0,0.0,0.0,0.6,0.0,0.0,0.1,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6475,510205924,PLATT,ORVILLE,S,CT,M,R,,voting,18910213,1827-07-19,1827,1891,64,51064751,0.0,0,0,7,0,2,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.7,0.0,0.2,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6352,520021099,MORGAN,JOHN,S,AL,M,D,,voting,18920301,1824-06-20,1824,1892,68,52063521,0.0,1,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0.1,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,10
5841,520071939,SHERMAN,JOHN,S,OH,M,R,,voting,18920602,1823-05-10,1823,1892,69,52058411,0.0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5638,520077580,PEFFER,WILLIAM,S,KS,M,P,,voting,18920613,1831-09-10,1831,1892,61,52056381,0.0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0.1111111111111111,0.0,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
5760,520080733,GEORGE,JAMES,S,MS,M,D,,voting,18920627,1826-10-20,1826,1892,66,52057601,0.0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5954,520082369,KEM,OMER,H,NE,M,P,3.0,voting,18920629,1855-11-13,1855,1892,37,52059540,0.0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6203,520140257,DAVIS,CUSHMAN,S,MN,M,R,,voting,18930221,1838-06-16,1838,1893,55,52062031,0.0,1,0,1,0,1,0,0,0,0,7,0,0,0,0,0,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,10
6196,530005516,COCKRELL,FRANCIS,S,MO,M,D,,voting,18930822,1834-10-01,1834,1893,59,53061961,2.4459413522209573e-21,0,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6122,530006415,MILLIKEN,SETH,H,ME,M,R,3.0,voting,18930824,1831-12-12,1831,1893,62,53061220,0.0,1,0,0,0,2,0,0,7,0,0,0,0,0,0,0,0.1,0.0,0.0,0.0,0.2,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5704,530043970,BRECKINRIDGE,WILLIAM,H,KY,M,D,7.0,voting,18940111,1837-08-28,1837,1894,57,53057040,0.0,4,10,8,0,0,2,0,3,1,0,0,0,0,0,0,0.14285714285714285,0.35714285714285715,0.2857142857142857,0.0,0.0,0.07142857142857142,0.0,0.10714285714285714,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,28
6162,530043972,WALKER,JOSEPH,H,MA,M,R,3.0,voting,18940111,1829-12-21,1829,1894,65,53061620,0.0003485632977823,1,0,7,0,0,1,0,0,0,0,1,0,0,0,0,0.1,0.0,0.7,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,10
5704,530043975,BRECKINRIDGE,WILLIAM,H,KY,M,D,7.0,voting,18940111,1837-08-28,1837,1894,57,53057040,0.0,0,0,6,0,0,0,0,0,2,0,1,0,1,0,0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.1,0.0,0.1,0.0,0.0,10
6162,530046697,WALKER,JOSEPH,H,MA,M,R,3.0,voting,18940117,1829-12-21,1829,1894,65,53061620,0.0,2,1,16,0,0,0,0,0,0,0,0,0,1,0,0,0.1,0.05,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,20
7685,530046700,COCKRAN,WILLIAM,H,NY,M,D,12.0,voting,18940117,1854-02-28,1854,1894,40,53076850,0.0,1,0,5,0,0,0,0,1,1,1,1,0,0,0,0,0.1,0.0,0.5,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,10
5905,530056704,CHANDLER,WILLIAM,S,NH,M,R,,voting,18940205,1835-12-28,1835,1894,59,53059051,0.0,9,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0.5,0.0,0.0,0.0,0.0,0.05555555555555555,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
6327,530077561,HOAR,GEORGE,S,MA,M,R,,voting,18940321,1826-08-29,1826,1894,68,53063271,0.0,0,0,5,0,0,0,0,3,0,0,2,0,0,0,0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.2,0.0,0.0,0.0,0.0,10
7188,530148565,GALLINGER,JACOB,S,NH,M,R,,voting,18940711,1837-03-28,1837,1894,57,53071881,0.0,0,0,7,0,0,0,0,3,0,0,0,0,0,0,0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5859,530190403,TURPIE,DAVID,S,IN,M,D,,voting,18950123,1828-07-08,1828,1895,67,53058591,0.0,0,6,1,0,0,2,0,0,0,0,0,0,0,0,0,0.0,0.6666666666666666,0.1111111111111111,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
6315,530204510,FLYNN,DENNIS,H,OK,M,R,-1.0,nonvoting,18950211,1861-02-13,1861,1895,34,53063150,0.0,0,1,17,0,0,0,0,0,0,0,2,0,0,0,0,0.0,0.05,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,20
6175,540050828,ALLEN,WILLIAM,S,NE,M,P,,voting,18960406,1847-01-28,1847,1896,49,54061751,0.0,0,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,10
6290,540062839,BROMWELL,JACOB,H,OH,M,R,2.0,voting,18960424,1848-05-11,1848,1896,48,54062900,0.0,0,0,0,0,0,0,9,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,10
7631,540068925,PARKER,RICHARD,H,NJ,M,R,6.0,voting,18960502,1848-08-06,1848,1896,48,54076310,0.0,0,0,7,0,2,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.7,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,10
7108,540096085,PAYNE,SERENO,H,NY,M,R,28.0,voting,18960608,1843-06-26,1843,1896,53,54071080,0.0,0,0,0,0,0,1,0,0,0,0,0,0,9,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,10
6475,540107548,PLATT,ORVILLE,S,CT,M,R,,voting,18970107,1827-07-19,1827,1897,70,54064751,0.0,0,0,7,0,0,0,0,1,1,0,1,0,0,0,0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,10
7473,540109677,NELSON,KNUTE,S,MN,M,R,,voting,18970112,1843-02-02,1843,1897,54,54074731,0.0,2,0,17,0,0,1,0,0,0,0,0,0,0,0,0,0.1,0.0,0.85,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
6420,550054649,COWHERD,WILLIAM,H,MO,M,D,5.0,voting,18980124,1860-09-01,1860,1898,38,55064200,0.0,0,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6136,550075345,RAWLINS,JOSEPH,S,UT,M,D,,voting,18980301,1850-03-28,1850,1898,48,55061361,0.0,2,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
6359,550108361,NORTON,JAMES,H,OH,M,D,13.0,voting,18980428,1843-11-11,1843,1898,55,55063590,0.0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6707,550185514,MEYER,ADOLPH,H,LA,M,D,1.0,voting,18990225,1842-10-19,1842,1899,57,55067070,0.0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6155,550190640,TURLEY,THOMAS,S,TN,M,D,,voting,18990302,1845-04-05,1845,1899,54,55061551,0.0,1,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6576,560006974,MAHON,THADDEUS,H,PA,M,R,18.0,voting,19000119,1840-05-21,1840,1900,60,56065760,0.0,0,0,9,0,0,0,0,11,0,0,0,0,0,0,0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
6584,560008568,MONEY,HERNANDO,S,MS,M,D,,voting,19000125,1839-08-26,1839,1900,61,56065841,0.0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
5905,560008570,CHANDLER,WILLIAM,S,NH,M,R,,voting,19000125,1835-12-28,1835,1900,65,56059051,0.0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
5903,560015376,BUTLER,MARION,S,NC,M,P,,voting,19000212,1863-05-20,1863,1900,37,56059031,0.0,2,1,1,0,0,1,0,3,0,1,0,0,0,1,0,0.2,0.1,0.1,0.0,0.0,0.1,0.0,0.3,0.0,0.1,0.0,0.0,0.0,0.1,0.0,10
6374,560073067,SHATTUC,WILLIAM,H,OH,M,R,1.0,voting,19000517,1841-06-11,1841,1900,59,56063740,0.0,0,0,5,0,0,1,0,1,1,2,0,0,0,0,0,0.0,0.0,0.5,0.0,0.0,0.1,0.0,0.1,0.1,0.2,0.0,0.0,0.0,0.0,0.0,10
6388,560117928,TALBERT,WILLIAM,H,SC,M,D,2.0,voting,19010126,1846-10-06,1846,1901,55,56063880,0.0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6359,570007007,NORTON,JAMES,H,OH,M,D,13.0,voting,19020124,1843-11-11,1843,1902,59,57063590,0.0,0,0,5,1,2,0,0,1,0,1,0,0,0,0,0,0.0,0.0,0.5,0.1,0.2,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,10
7301,570059829,FITZGERALD,JOHN,H,NY,M,D,2.0,voting,19020514,1872-03-10,1872,1902,30,57073010,0.0,2,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0.2,0.0,0.0,0.0,0.7,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7011,570088310,BARTHOLDT,RICHARD,H,MO,M,R,10.0,voting,19020628,1855-11-02,1855,1902,47,57070110,0.0,1,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0.1,0.0,0.8,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6295,580002152,CARMACK,EDWARD,S,TN,M,D,,voting,19031125,1858-11-05,1858,1903,45,58062951,0.0,1,0,2,0,0,7,0,0,0,0,0,0,0,0,0,0.1,0.0,0.2,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7237,580031291,ROBERTS,ERNEST,H,MA,M,R,7.0,voting,19040226,1858-11-22,1858,1904,46,58072370,0.0,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0.0,0.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7237,580031429,ROBERTS,ERNEST,H,MA,M,R,7.0,voting,19040226,1858-11-22,1858,1904,46,58072370,0.0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6842,580042347,PERKINS,GEORGE,S,CA,M,R,,voting,19040314,1839-08-23,1839,1904,65,58068421,0.0,0,2,0,0,0,1,0,0,0,0,0,0,7,0,0,0.0,0.2,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,10
7833,580042445,WARREN,FRANCIS,S,WY,M,R,,voting,19040314,1844-06-20,1844,1904,60,58078331,0.0,0,1,3,0,0,0,0,1,0,1,4,0,0,0,0,0.0,0.1,0.3,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.4,0.0,0.0,0.0,0.0,10
7708,580087541,HUMPHREYS,BENJAMIN,H,MS,M,D,3.0,voting,19050114,1865-08-17,1865,1905,40,58077080,0.0002780339870666,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
6285,580090154,BERRY,JAMES,S,AR,M,D,,voting,19050120,1841-05-15,1841,1905,64,58062851,4.646125461817444e-06,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.8888888888888888,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,9
6705,590059722,MCLAURIN,ANSELM,S,MS,M,D,,voting,19060409,1848-03-26,1848,1906,58,59067051,0.0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6493,590070372,SPOONER,JOHN,S,WI,M,R,,voting,19060426,1843-01-06,1843,1906,63,59064931,0.0,1,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7277,590076475,CALDER,WILLIAM,H,NY,M,R,6.0,voting,19060504,1869-03-03,1869,1906,37,59072770,0.0,1,1,1,0,0,0,0,0,1,6,0,0,0,0,0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.6,0.0,0.0,0.0,0.0,0.0,10
6671,590178580,GAINES,JOHN,H,TN,M,D,6.0,voting,19070228,1860-08-24,1860,1907,47,59066710,2.6024773779012e-10,0,7,0,0,0,2,0,0,0,0,0,0,0,0,0,0.0,0.7777777777777778,0.0,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
7684,600009286,CLARK,FRANK,H,FL,M,D,2.0,voting,19080124,1860-03-28,1860,1908,48,60076840,0.0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6762,600099169,CUSHMAN,FRANCIS,H,WA,M,R,-1.0,voting,19081218,1867-05-08,1867,1908,41,60067620,0.0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6661,600115825,DAVIS,JEFF,S,AR,M,D,,voting,19090126,1862-05-06,1862,1909,47,60066611,0.0,0,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7613,610177080,MANN,JAMES,H,IL,M,R,2.0,voting,19100518,1856-10-20,1856,1910,54,61076130,0.0142495967751674,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6661,610234566,DAVIS,JEFF,S,AR,M,D,,voting,19110125,1862-05-06,1862,1911,49,61066611,0.0,0,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,10
7793,610235492,JOHNSON,BEN,H,KY,M,D,4.0,voting,19110126,1858-05-20,1858,1911,53,61077930,0.0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7864,620040908,CURTIS,CHARLES,S,KS,M,R,,voting,19110725,1860-01-25,1860,1911,51,62078641,6.118847373636467e-12,1,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0.1111111111111111,0.0,0.5555555555555556,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
7354,620041003,POMERENE,ATLEE,S,OH,M,D,,voting,19110725,1863-12-06,1863,1911,48,62073541,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,10
