speakerid,speech_id,lastname,firstname,chamber,state,gender,party,district,nonvoting,date,DOB,yob,year,age,speakerXsessionid,procedural_prob,cluster_5,cluster_0,cluster_4,cluster_2,cluster_3,cluster_1,cluster_7,cluster_8,cluster_13,cluster_9,cluster_6,cluster_10,cluster_12,cluster_14,cluster_11,cluster_5_p,cluster_0_p,cluster_4_p,cluster_2_p,cluster_3_p,cluster_1_p,cluster_7_p,cluster_8_p,cluster_13_p,cluster_9_p,cluster_6_p,cluster_10_p,cluster_12_p,cluster_14_p,cluster_11_p,n
4566,430005805,BUTLER,BENJAMIN,H,MA,M,R,6.0,voting,18731217,1818-11-05,1818,1873,55,43045660,0.0,3,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0.3,0.6,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4301,430006321,MAYNARD,HORACE,H,TN,M,R,-1.0,voting,18731218,1814-08-30,1814,1873,59,43043010,0.0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4734,430007199,HARRIS,JOHN,H,VA,M,D,7.0,voting,18740105,1823-05-08,1823,1874,51,43047340,0.0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4259,430007395,ELLIOTT,ROBERT,H,SC,M,R,3.0,voting,18740106,1842-08-11,1842,1874,32,43042590,0.0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4383,430007412,WHITEHEAD,THOMAS,H,VA,M,D,6.0,voting,18740106,1825-12-27,1825,1874,49,43043830,0.0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
4342,430007632,SARGENT,AARON,S,CA,M,R,,voting,18740107,1827-09-28,1827,1874,47,43043421,0.0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4324,430007667,PARKER,ISAAC,H,MO,M,R,9.0,voting,18740107,1838-10-15,1838,1874,36,43043240,0.0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4217,430008752,ARTHUR,WILLIAM,H,KY,M,D,6.0,voting,18740110,1825-03-03,1825,1874,49,43042170,0.0,0,13,2,1,1,2,0,0,0,0,0,0,0,0,0,0.0,0.6842105263157895,0.10526315789473684,0.05263157894736842,0.05263157894736842,0.10526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19
4309,430008825,MELLISH,DAVID,H,NY,M,R,9.0,voting,18740110,1831-01-02,1831,1874,43,43043090,0.0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4376,430013202,TODD,LEMUEL,H,PA,M,R,-1.0,voting,18740123,1817-07-29,1817,1874,57,43043760,0.0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4162,430013932,MORRILL,LOT,S,ME,M,R,,voting,18740127,1813-05-03,1813,1874,61,43041621,0.0,0,8,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.8,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4311,430014006,MERRIMON,AUGUSTUS,S,NC,M,D,,voting,18740127,1830-09-15,1830,1874,44,43043111,0.0,1,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0.1,0.0,0.0,0.1,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4535,430014530,WHEELER,WILLIAM,H,NY,M,R,18.0,voting,18740128,1819-06-30,1819,1874,55,43045350,0.0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0.1111111111111111,0.0,0.0,0.0,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
4800,430014533,GARFIELD,JAMES,H,OH,M,R,19.0,voting,18740128,1831-11-19,1831,1874,43,43048000,0.0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4702,430015285,CARPENTER,MATTHEW,S,WI,M,R,,voting,18740130,1824-12-22,1824,1874,50,43047021,0.0,0,0,0,0,18,0,1,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.9,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
4702,430015286,CARPENTER,MATTHEW,S,WI,M,R,,voting,18740130,1824-12-22,1824,1874,50,43047021,0.0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4285,430015729,KELLOGG,STEPHEN,H,CT,M,R,2.0,voting,18740131,1822-04-05,1822,1874,52,43042850,0.0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4205,430015959,WEST,JOSEPH,S,LA,M,R,,voting,18740202,1822-09-19,1822,1874,52,43042051,0.0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
4609,430016605,HEREFORD,FRANK,H,WV,M,D,3.0,voting,18740203,1825-07-04,1825,1874,49,43046090,0.0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5841,430016790,SHERMAN,JOHN,S,OH,M,R,,voting,18740204,1823-05-10,1823,1874,51,43058411,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3937,430018156,BUCKINGHAM,WILLIAM,S,CT,M,R,,voting,18740206,1804-05-28,1804,1874,70,43039371,0.0,2,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0.2222222222222222,0.2222222222222222,0.0,0.0,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
4343,430018736,SAYLER,HENRY,H,IN,M,R,10.0,voting,18740207,1836-03-31,1836,1874,38,43043430,0.0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4311,430019769,MERRIMON,AUGUSTUS,S,NC,M,D,,voting,18740211,1830-09-15,1830,1874,44,43043111,0.0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4342,430019861,SARGENT,AARON,S,CA,M,R,,voting,18740211,1827-09-28,1827,1874,47,43043421,0.0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1111111111111111,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
5268,430020338,EDMUNDS,GEORGE,S,VT,M,R,,voting,18740212,1828-02-01,1828,1874,46,43052681,0.0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5841,430020359,SHERMAN,JOHN,S,OH,M,R,,voting,18740212,1823-05-10,1823,1874,51,43058411,0.0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
4311,430020789,MERRIMON,AUGUSTUS,S,NC,M,D,,voting,18740213,1830-09-15,1830,1874,44,43043111,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0
4230,430021155,CAMERON,SIMON,S,PA,M,R,,voting,18740216,1799-03-08,1799,1874,75,43042301,0.0,0,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0.0,0.1,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4162,430021188,MORRILL,LOT,S,ME,M,R,,voting,18740216,1813-05-03,1813,1874,61,43041621,0.0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.9,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4162,430021190,MORRILL,LOT,S,ME,M,R,,voting,18740216,1813-05-03,1813,1874,61,43041621,0.0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4162,430023704,MORRILL,LOT,S,ME,M,R,,voting,18740220,1813-05-03,1813,1874,61,43041621,0.0,0,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,0.8,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4273,430024705,HAZELTON,GERRY,H,WI,M,R,2.0,voting,18740224,1829-02-24,1829,1874,45,43042730,0.0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4348,430026749,SENER,JAMES,H,VA,M,R,1.0,voting,18740302,1837-05-18,1837,1874,37,43043480,0.0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4281,430026859,HOWE,TIMOTHY,S,WI,M,R,,voting,18740303,1816-02-24,1816,1874,58,43042811,0.0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
4342,430026938,SARGENT,AARON,S,CA,M,R,,voting,18740303,1827-09-28,1827,1874,47,43043421,0.0,0,6,0,3,1,0,0,0,0,0,0,0,0,0,0,0.0,0.6,0.0,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4027,430028209,SCOTT,JOHN,S,PA,M,R,,voting,18740306,1824-07-24,1824,1874,50,43040271,0.0,1,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0.05,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
4589,430028587,FERRY,THOMAS,S,MI,M,R,,voting,18740310,1827-06-10,1827,1874,47,43045891,0.0,0,10,0,0,20,0,0,0,0,0,0,0,0,0,0,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30
5841,430028588,SHERMAN,JOHN,S,OH,M,R,,voting,18740310,1823-05-10,1823,1874,51,43058411,0.0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4258,430029668,ELDREDGE,CHARLES,H,WI,M,D,5.0,voting,18740317,1820-02-27,1820,1874,54,43042580,0.0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0.1111111111111111,0.0,0.0,0.0,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
4205,430029930,WEST,JOSEPH,S,LA,M,R,,voting,18740318,1822-09-19,1822,1874,52,43042051,0.0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0.1111111111111111,0.0,0.0,0.0,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
4255,430030078,DONNAN,WILLIAM,H,IA,M,R,3.0,voting,18740318,1834-06-30,1834,1874,40,43042550,0.0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
4342,430030404,SARGENT,AARON,S,CA,M,R,,voting,18740319,1827-09-28,1827,1874,47,43043421,9.845494905317607e-12,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.9,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4800,430030730,GARFIELD,JAMES,H,OH,M,R,19.0,voting,18740319,1831-11-19,1831,1874,43,43048000,0.0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
5175,430031291,LOGAN,JOHN,S,IL,M,R,,voting,18740320,1826-02-09,1826,1874,48,43051751,0.0,2,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0.07142857142857142,0.0,0.0,0.0,0.9285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28
4210,430031341,WRIGHT,GEORGE,S,IA,M,R,,voting,18740320,1820-03-24,1820,1874,54,43042101,1.7017408742964505e-07,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4026,430032018,SCHURZ,CARL,S,MO,M,L,,voting,18740323,1829-03-02,1829,1874,45,43040261,0.0,1,0,0,1,16,1,0,0,0,0,0,0,0,0,0,0.05263157894736842,0.0,0.0,0.05263157894736842,0.8421052631578947,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19
4342,430033446,SARGENT,AARON,S,CA,M,R,,voting,18740326,1827-09-28,1827,1874,47,43043421,0.0,1,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0.1,0.8,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4520,430034510,THURMAN,ALLEN,S,OH,M,D,,voting,18740330,1813-11-13,1813,1874,61,43045201,0.0,0,8,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.8,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5841,430034706,SHERMAN,JOHN,S,OH,M,R,,voting,18740330,1823-05-10,1823,1874,51,43058411,0.0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0.0,0.1111111111111111,0.0,0.0,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
4027,430035578,SCOTT,JOHN,S,PA,M,R,,voting,18740401,1824-07-24,1824,1874,50,43040271,0.0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5175,430035854,LOGAN,JOHN,S,IL,M,R,,voting,18740401,1826-02-09,1826,1874,48,43051751,0.0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4579,430036357,DAVIS,HENRY,S,WV,M,D,,voting,18740402,1823-11-16,1823,1874,51,43045791,0.0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4027,430036886,SCOTT,JOHN,S,PA,M,R,,voting,18740403,1824-07-24,1824,1874,50,43040271,0.0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4711,430038440,CONKLING,ROSCOE,S,NY,M,R,,voting,18740407,1829-10-30,1829,1874,45,43047111,0.0,0,6,0,2,2,0,0,0,0,0,0,0,0,0,0,0.0,0.6,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4210,430038822,WRIGHT,GEORGE,S,IA,M,R,,voting,18740408,1820-03-24,1820,1874,54,43042101,0.0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
4342,430038882,SARGENT,AARON,S,CA,M,R,,voting,18740408,1827-09-28,1827,1874,47,43043421,0.0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4301,430039055,MAYNARD,HORACE,H,TN,M,R,-1.0,voting,18740408,1814-08-30,1814,1874,60,43043010,0.0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
4584,430039212,EAMES,BENJAMIN,H,RI,M,R,1.0,voting,18740408,1818-06-04,1818,1874,56,43045840,0.0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5175,430039313,LOGAN,JOHN,S,IL,M,R,,voting,18740409,1826-02-09,1826,1874,48,43051751,0.0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0.1111111111111111,0.0,0.0,0.0,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
4210,430039363,WRIGHT,GEORGE,S,IA,M,R,,voting,18740409,1820-03-24,1820,1874,54,43042101,0.0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0.1111111111111111,0.0,0.0,0.0,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
4210,430039375,WRIGHT,GEORGE,S,IA,M,R,,voting,18740409,1820-03-24,1820,1874,54,43042101,0.0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0.1111111111111111,0.0,0.0,0.0,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
4210,430039401,WRIGHT,GEORGE,S,IA,M,R,,voting,18740409,1820-03-24,1820,1874,54,43042101,0.0,0,7,0,0,3,0,0,0,0,0,0,0,0,0,0,0.0,0.7,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4097,430039431,CLAYTON,POWELL,S,AR,M,R,,voting,18740409,1833-08-07,1833,1874,41,43040971,0.0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
4310,430039732,MERRIAM,CLINTON,H,NY,M,R,21.0,voting,18740409,1824-03-25,1824,1874,50,43043100,0.0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5399,430040116,COX,SAMUEL,H,NY,M,D,6.0,voting,18740410,1824-09-30,1824,1874,50,43053990,0.0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4564,430040189,BURCHARD,HORATIO,H,IL,M,R,5.0,voting,18740410,1825-09-22,1825,1874,49,43045640,0.0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5841,430042019,SHERMAN,JOHN,S,OH,M,R,,voting,18740415,1823-05-10,1823,1874,51,43058411,0.0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6262,430042065,STEWART,WILLIAM,S,NV,M,R,,voting,18740415,1827-08-09,1827,1874,47,43062621,0.0,0,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0.0,0.1,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4205,430042096,WEST,JOSEPH,S,LA,M,R,,voting,18740415,1822-09-19,1822,1874,52,43042051,0.0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4364,430043059,SPEER,ROBERT,H,PA,M,D,17.0,voting,18740416,1838-09-08,1838,1874,36,43043640,0.0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5052,430047076,POLAND,LUKE,H,VT,M,R,2.0,voting,18740425,1815-11-01,1815,1874,59,43050520,0.0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4901,430047409,ORTH,GODLOVE,H,IN,M,R,-1.0,voting,18740427,1817-04-22,1817,1874,57,43049010,0.0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
4072,430049781,ALCORN,JAMES,S,MS,M,R,,voting,18740505,1816-11-04,1816,1874,58,43040721,0.0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0.1111111111111111,0.0,0.0,0.0,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
4322,430049956,PACKARD,JASPER,H,IN,M,R,11.0,voting,18740505,1832-02-01,1832,1874,42,43043220,0.0,2,6,0,0,1,0,1,0,0,0,0,0,0,0,0,0.2,0.6,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4377,430049963,TREMAIN,LYMAN,H,NY,M,R,-1.0,voting,18740505,1819-06-14,1819,1874,55,43043770,0.0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
