speakerid,speech_id,lastname,firstname,chamber,state,gender,party,district,nonvoting,date,DOB,yob,year,age,speakerXsessionid,procedural_prob,cluster_2,cluster_0,cluster_5,cluster_10,cluster_12,cluster_9,cluster_7,cluster_4,cluster_8,cluster_13,cluster_3,cluster_6,cluster_11,cluster_1,cluster_2_p,cluster_0_p,cluster_5_p,cluster_10_p,cluster_12_p,cluster_9_p,cluster_7_p,cluster_4_p,cluster_8_p,cluster_13_p,cluster_3_p,cluster_6_p,cluster_11_p,cluster_1_p,n
4162,430015944,MORRILL,LOT,S,ME,M,R,,voting,18740202,1813-05-03,1813,1874,61,43041621,0.0,1,8,0,0,0,1,0,0,0,0,0,0,0,0,0.1,0.8,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4162,430015948,MORRILL,LOT,S,ME,M,R,,voting,18740202,1813-05-03,1813,1874,61,43041621,0.0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4281,430016369,HOWE,TIMOTHY,S,WI,M,R,,voting,18740203,1816-02-24,1816,1874,58,43042811,2.1980392815706413e-07,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4520,430019348,THURMAN,ALLEN,S,OH,M,D,,voting,18740210,1813-11-13,1813,1874,61,43045201,0.0,4,5,0,0,0,1,0,0,0,0,0,0,0,0,0.4,0.5,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4315,430022700,MYERS,LEONARD,H,PA,M,R,3.0,voting,18740218,1827-11-13,1827,1874,47,43043150,0.0,3,6,1,0,0,0,0,0,0,0,0,0,0,0,0.3,0.6,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4043,430023572,SUMNER,CHARLES,S,MA,M,L,,voting,18740220,1811-01-06,1811,1874,63,43040431,0.0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4514,430024679,STOWELL,WILLIAM,H,VA,M,R,4.0,voting,18740224,1840-07-26,1840,1874,34,43045140,0.0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4162,430025378,MORRILL,LOT,S,ME,M,R,,voting,18740226,1813-05-03,1813,1874,61,43041621,0.0,0,7,0,1,0,0,2,0,0,0,0,0,0,0,0.0,0.7,0.0,0.1,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4162,430025383,MORRILL,LOT,S,ME,M,R,,voting,18740226,1813-05-03,1813,1874,61,43041621,0.0,0,7,0,0,0,1,2,0,0,0,0,0,0,0,0.0,0.7,0.0,0.0,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4309,430026336,MELLISH,DAVID,H,NY,M,R,9.0,voting,18740228,1831-01-02,1831,1874,43,43043090,0.0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4454,430027512,HURLBUT,STEPHEN,H,IL,M,R,4.0,voting,18740304,1815-11-29,1815,1874,59,43044540,0.0,5,2,1,0,2,0,0,0,0,0,0,0,0,0,0.5,0.2,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4653,430027587,SAYLER,MILTON,H,OH,M,D,1.0,voting,18740304,1831-11-04,1831,1874,43,43046530,0.0,1,7,1,0,0,0,0,0,0,0,0,1,0,0,0.1,0.7,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,10
5485,430027813,RANDALL,SAMUEL,H,PA,M,D,1.0,voting,18740305,1828-10-10,1828,1874,46,43054850,2.4086932606163026e-08,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4711,430028565,CONKLING,ROSCOE,S,NY,M,R,,voting,18740310,1829-10-30,1829,1874,45,43047111,0.0,3,14,0,0,0,1,0,0,0,0,0,0,0,0,0.16666666666666666,0.7777777777777778,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
4511,430029046,STARKWEATHER,HENRY,H,CT,M,R,3.0,voting,18740311,1826-04-29,1826,1874,48,43045110,0.0,0,7,1,0,0,0,1,0,0,0,1,0,0,0,0.0,0.7,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,10
6262,430029308,STEWART,WILLIAM,S,NV,M,R,,voting,18740317,1827-08-09,1827,1874,47,43062621,0.0,0,34,1,0,0,1,0,0,0,0,0,4,0,0,0.0,0.85,0.025,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,40
4520,430029310,THURMAN,ALLEN,S,OH,M,D,,voting,18740317,1813-11-13,1813,1874,61,43045201,0.0,1,9,9,0,0,0,0,0,0,0,0,1,0,0,0.05,0.45,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,20
4162,430029327,MORRILL,LOT,S,ME,M,R,,voting,18740317,1813-05-03,1813,1874,61,43041621,0.0,2,7,0,0,1,0,0,0,0,0,0,0,0,0,0.2,0.7,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4162,430029329,MORRILL,LOT,S,ME,M,R,,voting,18740317,1813-05-03,1813,1874,61,43041621,0.0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4520,430029827,THURMAN,ALLEN,S,OH,M,D,,voting,18740318,1813-11-13,1813,1874,61,43045201,0.0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4205,430030317,WEST,JOSEPH,S,LA,M,R,,voting,18740319,1822-09-19,1822,1874,52,43042051,0.0,0,11,9,0,0,0,0,0,0,0,0,0,0,0,0.0,0.55,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
4205,430031371,WEST,JOSEPH,S,LA,M,R,,voting,18740320,1822-09-19,1822,1874,52,43042051,0.0,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.9,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5485,430031708,RANDALL,SAMUEL,H,PA,M,D,1.0,voting,18740321,1828-10-10,1828,1874,46,43054850,0.0,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.9,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4269,430031785,HALE,ROBERT,H,NY,M,R,17.0,voting,18740321,1822-09-24,1822,1874,52,43042690,0.0,1,2,6,0,0,0,1,0,0,0,0,0,0,0,0.1,0.2,0.6,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4309,430034386,MELLISH,DAVID,H,NY,M,R,9.0,voting,18740327,1831-01-02,1831,1874,43,43043090,0.0,1,8,1,0,0,0,0,0,0,0,0,0,0,0,0.1,0.8,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4520,430034481,THURMAN,ALLEN,S,OH,M,D,,voting,18740330,1813-11-13,1813,1874,61,43045201,0.0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4520,430034483,THURMAN,ALLEN,S,OH,M,D,,voting,18740330,1813-11-13,1813,1874,61,43045201,0.0,0,17,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0.85,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
4711,430034489,CONKLING,ROSCOE,S,NY,M,R,,voting,18740330,1829-10-30,1829,1874,45,43047111,0.0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0.0,0.2,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4520,430034577,THURMAN,ALLEN,S,OH,M,D,,voting,18740330,1813-11-13,1813,1874,61,43045201,0.0,3,14,1,0,0,0,0,1,0,0,0,0,0,0,0.15789473684210525,0.7368421052631579,0.05263157894736842,0.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,19
4520,430034716,THURMAN,ALLEN,S,OH,M,D,,voting,18740330,1813-11-13,1813,1874,61,43045201,0.0,1,8,1,0,0,0,0,0,0,0,0,0,0,0,0.1,0.8,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5841,430034753,SHERMAN,JOHN,S,OH,M,R,,voting,18740330,1823-05-10,1823,1874,51,43058411,0.0,0,14,35,0,0,0,0,0,0,0,0,0,0,0,0.0,0.2857142857142857,0.7142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49
5841,430034986,SHERMAN,JOHN,S,OH,M,R,,voting,18740331,1823-05-10,1823,1874,51,43058411,0.0,4,19,6,1,0,0,0,0,0,0,0,0,0,0,0.13333333333333333,0.6333333333333333,0.2,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30
5485,430037246,RANDALL,SAMUEL,H,PA,M,D,1.0,voting,18740403,1828-10-10,1828,1874,46,43054850,2.4770311693532315e-11,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4205,430037252,WEST,JOSEPH,S,LA,M,R,,voting,18740403,1822-09-19,1822,1874,52,43042051,5.959233723334465e-19,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4520,430037709,THURMAN,ALLEN,S,OH,M,D,,voting,18740406,1813-11-13,1813,1874,61,43045201,0.0,2,26,0,0,0,0,1,1,0,0,0,0,0,0,0.06666666666666667,0.8666666666666667,0.0,0.0,0.0,0.0,0.03333333333333333,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,30
4281,430037874,HOWE,TIMOTHY,S,WI,M,R,,voting,18740406,1816-02-24,1816,1874,58,43042811,0.0,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,10
4566,430040094,BUTLER,BENJAMIN,H,MA,M,R,6.0,voting,18740410,1818-11-05,1818,1874,56,43045660,0.0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4800,430041890,GARFIELD,JAMES,H,OH,M,R,19.0,voting,18740414,1831-11-19,1831,1874,43,43048000,0.0,0,5,1,0,0,3,0,1,0,0,0,0,0,0,0.0,0.5,0.1,0.0,0.0,0.3,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,10
4190,430042590,STEVENSON,JOHN,S,KY,M,D,,voting,18740416,1812-05-04,1812,1874,62,43041901,0.0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4205,430042717,WEST,JOSEPH,S,LA,M,R,,voting,18740416,1822-09-19,1822,1874,52,43042051,0.0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4386,430043000,WILLARD,CHARLES,H,VT,M,R,1.0,voting,18740416,1827-06-18,1827,1874,47,43043860,0.0,0,8,1,0,0,0,0,1,0,0,0,0,0,0,0.0,0.8,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,10
4709,430043808,CLYMER,HIESTER,H,PA,M,D,8.0,voting,18740418,1827-11-03,1827,1874,47,43047090,0.0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
4711,430045122,CONKLING,ROSCOE,S,NY,M,R,,voting,18740422,1829-10-30,1829,1874,45,43047111,0.0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4269,430045322,HALE,ROBERT,H,NY,M,R,17.0,voting,18740422,1822-09-24,1822,1874,52,43042690,0.0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4489,430046083,PACKER,JOHN,H,PA,M,R,14.0,voting,18740423,1824-03-21,1824,1874,50,43044890,0.0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4800,430046448,GARFIELD,JAMES,H,OH,M,R,19.0,voting,18740424,1831-11-19,1831,1874,43,43048000,0.0,4,5,0,0,0,0,1,0,0,0,0,0,0,0,0.4,0.5,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
