speakerid,speech_id,lastname,firstname,chamber,state,gender,party,district,nonvoting,date,DOB,yob,year,age,procedural_prob,cluster_0,cluster_2,cluster_3,cluster_6,cluster_8,cluster_1,cluster_10,cluster_4,cluster_9,cluster_5,cluster_7,cluster_11,cluster_0_p,cluster_2_p,cluster_3_p,cluster_6_p,cluster_8_p,cluster_1_p,cluster_10_p,cluster_4_p,cluster_9_p,cluster_5_p,cluster_7_p,cluster_11_p,n
5264,430004796,DAWES,HENRY,H,MA,M,R,11.0,voting,18731215,1816-10-30,1816,1873,57,0.0,2,0,7,0,0,0,0,0,0,0,0,0,0.2222222222222222,0.0,0.7777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
3964,430005287,FENTON,REUBEN,S,NY,M,L,,voting,18731217,1819-07-04,1819,1873,54,0.0,0,1,0,0,0,9,0,0,0,0,0,0,0.0,0.1,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,10
5268,430007347,EDMUNDS,GEORGE,S,VT,M,R,,voting,18740106,1828-02-01,1828,1874,46,0.0,0,9,10,1,2,8,0,0,0,0,0,0,0.0,0.3,0.3333333333333333,0.03333333333333333,0.06666666666666667,0.26666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,30
4259,430007395,ELLIOTT,ROBERT,H,SC,M,R,3.0,voting,18740106,1842-08-11,1842,1874,32,0.0,1,2,12,0,2,3,0,0,0,0,0,0,0.05,0.1,0.6,0.0,0.1,0.15,0.0,0.0,0.0,0.0,0.0,0.0,20
6093,430007795,HOLMAN,WILLIAM,H,IN,M,D,3.0,voting,18740107,1822-09-06,1822,1874,52,0.0,0,1,8,0,0,0,0,0,0,0,0,0,0.0,0.1111111111111111,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
5399,430008742,COX,SAMUEL,H,NY,M,D,6.0,voting,18740109,1824-09-30,1824,1874,50,0.0,2,0,5,2,0,1,0,0,0,0,0,0,0.2,0.0,0.5,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,10
5264,430008744,DAWES,HENRY,H,MA,M,R,11.0,voting,18740109,1816-10-30,1816,1874,58,0.0,3,0,5,1,0,0,0,0,0,0,0,0,0.3333333333333333,0.0,0.5555555555555556,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
4703,430011572,CHANDLER,ZACHARIAH,S,MI,M,R,,voting,18740120,1813-12-10,1813,1874,61,0.0,0,1,0,0,0,9,0,0,0,0,0,0,0.0,0.1,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,10
4359,430012181,SMITH,HORACE,H,NY,M,R,28.0,voting,18740121,1826-08-18,1826,1874,48,0.0,0,2,14,0,3,0,0,0,0,0,0,0,0.0,0.10526315789473684,0.7368421052631579,0.0,0.15789473684210525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19
4302,430013605,MCCREERY,THOMAS,S,KY,M,D,,voting,18740126,1816-12-12,1816,1874,58,0.0,0,3,8,4,3,2,0,0,0,0,0,0,0.0,0.15,0.4,0.2,0.15,0.1,0.0,0.0,0.0,0.0,0.0,0.0,20
4223,430015766,BERRY,JOHN,H,OH,M,D,14.0,voting,18740131,1833-04-26,1833,1874,41,0.0,0,0,7,2,0,0,0,0,0,0,0,0,0.0,0.0,0.7777777777777778,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
6220,430018813,HAWLEY,JOSEPH,H,CT,M,R,1.0,voting,18740207,1826-10-31,1826,1874,48,0.0,2,0,7,0,0,0,0,0,0,0,0,0,0.2222222222222222,0.0,0.7777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
4043,430018914,SUMNER,CHARLES,S,MA,M,L,,voting,18740209,1811-01-06,1811,1874,63,0.0,1,0,6,1,1,0,0,0,0,0,0,0,0.1111111111111111,0.0,0.6666666666666666,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
5268,430018982,EDMUNDS,GEORGE,S,VT,M,R,,voting,18740209,1828-02-01,1828,1874,46,0.0,0,0,7,2,0,1,0,0,0,0,0,0,0.0,0.0,0.7,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,10
5264,430020573,DAWES,HENRY,H,MA,M,R,11.0,voting,18740212,1816-10-30,1816,1874,58,0.0,0,0,0,0,0,10,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5027,430021794,LAMAR,LUCIUS,H,MS,M,D,1.0,voting,18740217,1825-09-17,1825,1874,49,0.0,1,2,3,0,1,3,0,0,0,0,0,0,0.1,0.2,0.3,0.0,0.1,0.3,0.0,0.0,0.0,0.0,0.0,0.0,10
4026,430024523,SCHURZ,CARL,S,MO,M,L,,voting,18740224,1829-03-02,1829,1874,45,0.0,1,1,7,0,1,0,0,0,0,0,0,0,0.1,0.1,0.7,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4514,430024679,STOWELL,WILLIAM,H,VA,M,R,4.0,voting,18740224,1840-07-26,1840,1874,34,0.0,0,2,2,1,0,2,3,0,0,0,0,0,0.0,0.2,0.2,0.1,0.0,0.2,0.3,0.0,0.0,0.0,0.0,0.0,10
4309,430026336,MELLISH,DAVID,H,NY,M,R,9.0,voting,18740228,1831-01-02,1831,1874,43,0.0,2,9,9,3,4,11,0,0,0,0,0,0,0.05263157894736842,0.23684210526315788,0.23684210526315788,0.07894736842105263,0.10526315789473684,0.2894736842105263,0.0,0.0,0.0,0.0,0.0,0.0,38
4454,430027491,HURLBUT,STEPHEN,H,IL,M,R,4.0,voting,18740304,1815-11-29,1815,1874,59,0.0,0,0,2,6,1,1,0,0,0,0,0,0,0.0,0.0,0.2,0.6,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,10
4342,430028188,SARGENT,AARON,S,CA,M,R,,voting,18740306,1827-09-28,1827,1874,47,0.0,0,2,7,0,0,1,0,0,0,0,0,0,0.0,0.2,0.7,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,10
4342,430028197,SARGENT,AARON,S,CA,M,R,,voting,18740306,1827-09-28,1827,1874,47,0.0,1,3,8,0,0,20,1,7,0,0,0,0,0.025,0.075,0.2,0.0,0.0,0.5,0.025,0.175,0.0,0.0,0.0,0.0,40
4027,430028209,SCOTT,JOHN,S,PA,M,R,,voting,18740306,1824-07-24,1824,1874,50,0.0,0,3,5,0,1,1,0,0,0,0,0,0,0.0,0.3,0.5,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,10
5434,430028465,KELLEY,WILLIAM,H,PA,M,R,4.0,voting,18740307,1814-04-12,1814,1874,60,0.0,1,1,1,3,0,1,0,0,3,0,0,0,0.1,0.1,0.1,0.3,0.0,0.1,0.0,0.0,0.3,0.0,0.0,0.0,10
4589,430028587,FERRY,THOMAS,S,MI,M,R,,voting,18740310,1827-06-10,1827,1874,47,0.0,1,2,6,11,8,2,0,0,0,0,0,0,0.03333333333333333,0.06666666666666667,0.2,0.36666666666666664,0.26666666666666666,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,30
4273,430029086,HAZELTON,GERRY,H,WI,M,R,2.0,voting,18740314,1829-02-24,1829,1874,45,0.0,0,1,5,1,2,1,0,0,0,0,0,0,0.0,0.1,0.5,0.1,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,10
6527,430029087,BURROWS,JULIUS,H,MI,M,R,4.0,voting,18740314,1837-01-09,1837,1874,37,0.0,0,0,0,6,0,0,1,3,0,0,0,0,0.0,0.0,0.0,0.6,0.0,0.0,0.1,0.3,0.0,0.0,0.0,0.0,10
4244,430031867,COTTON,AYLETT,H,IA,M,R,2.0,voting,18740321,1826-11-29,1826,1874,48,0.0,1,0,5,2,1,0,0,0,0,0,0,0,0.1111111111111111,0.0,0.5555555555555556,0.2222222222222222,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
5212,430033139,STORM,JOHN,H,PA,M,D,11.0,voting,18740325,1838-09-19,1838,1874,36,0.0,0,0,2,6,1,1,0,0,0,0,0,0,0.0,0.0,0.2,0.6,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,10
3979,430033491,HAMILTON,WILLIAM,S,MD,M,D,,voting,18740326,1820-09-08,1820,1874,54,0.0,0,0,0,0,1,9,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.1,0.9,0.0,0.0,0.0,0.0,0.0,0.0,10
4301,430033865,MAYNARD,HORACE,H,TN,M,R,-1.0,voting,18740326,1814-08-30,1814,1874,60,0.0,0,1,6,1,4,0,0,7,1,0,0,0,0.0,0.05,0.3,0.05,0.2,0.0,0.0,0.35,0.05,0.0,0.0,0.0,20
4309,430034386,MELLISH,DAVID,H,NY,M,R,9.0,voting,18740327,1831-01-02,1831,1874,43,0.0,1,1,6,0,0,1,0,0,0,0,0,0,0.1111111111111111,0.1111111111111111,0.6666666666666666,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,9
4700,430034408,BRIGHT,JOHN,H,TN,M,D,4.0,voting,18740328,1817-01-20,1817,1874,57,0.0,1,0,2,5,2,0,0,0,0,0,0,0,0.1,0.0,0.2,0.5,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4314,430035114,MORTON,OLIVER,S,IN,M,R,,voting,18740331,1823-08-04,1823,1874,51,0.0,0,1,7,0,1,11,0,0,0,0,0,0,0.0,0.05,0.35,0.0,0.05,0.55,0.0,0.0,0.0,0.0,0.0,0.0,20
5434,430037544,KELLEY,WILLIAM,H,PA,M,R,4.0,voting,18740404,1814-04-12,1814,1874,60,0.0,0,0,1,1,3,0,0,5,0,0,0,0,0.0,0.0,0.1,0.1,0.3,0.0,0.0,0.5,0.0,0.0,0.0,0.0,10
5434,430037550,KELLEY,WILLIAM,H,PA,M,R,4.0,voting,18740404,1814-04-12,1814,1874,60,0.0,0,1,0,0,1,8,0,0,0,0,0,0,0.0,0.1,0.0,0.0,0.1,0.8,0.0,0.0,0.0,0.0,0.0,0.0,10
5434,430037554,KELLEY,WILLIAM,H,PA,M,R,4.0,voting,18740404,1814-04-12,1814,1874,60,0.0,1,0,1,0,0,8,0,0,0,0,0,0,0.1,0.0,0.1,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,10
4026,430037959,SCHURZ,CARL,S,MO,M,L,,voting,18740406,1829-03-02,1829,1874,45,0.0,1,1,7,0,1,0,0,0,0,0,0,0,0.1,0.1,0.7,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4026,430037997,SCHURZ,CARL,S,MO,M,L,,voting,18740406,1829-03-02,1829,1874,45,0.0,0,0,9,0,1,0,0,0,0,0,0,0,0.0,0.0,0.9,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6093,430038132,HOLMAN,WILLIAM,H,IN,M,D,3.0,voting,18740406,1822-09-06,1822,1874,52,0.0,1,0,7,1,0,1,0,0,0,0,0,0,0.1,0.0,0.7,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,10
4240,430039064,COBURN,JOHN,H,IN,M,R,5.0,voting,18740408,1825-10-27,1825,1874,49,0.0,0,1,1,1,5,0,0,2,0,0,0,0,0.0,0.1,0.1,0.1,0.5,0.0,0.0,0.2,0.0,0.0,0.0,0.0,10
4393,430039622,WOODFORD,STEWART,H,NY,M,R,3.0,voting,18740409,1835-09-03,1835,1874,39,0.0,0,2,2,1,0,5,0,0,0,0,0,0,0.0,0.2,0.2,0.1,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,10
4800,430039685,GARFIELD,JAMES,H,OH,M,R,19.0,voting,18740409,1831-11-19,1831,1874,43,0.0,0,2,6,0,0,2,0,0,0,0,0,0,0.0,0.2,0.6,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,10
4702,430039841,CARPENTER,MATTHEW,S,WI,M,R,,voting,18740410,1824-12-22,1824,1874,50,0.0,1,0,7,1,0,0,0,0,0,0,0,0,0.1111111111111111,0.0,0.7777777777777778,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
4314,430041048,MORTON,OLIVER,S,IN,M,R,,voting,18740413,1823-08-04,1823,1874,51,0.0,0,2,4,1,2,0,0,1,0,0,0,0,0.0,0.2,0.4,0.1,0.2,0.0,0.0,0.1,0.0,0.0,0.0,0.0,10
5268,430041493,EDMUNDS,GEORGE,S,VT,M,R,,voting,18740414,1828-02-01,1828,1874,46,0.0,0,2,8,2,3,1,2,0,0,0,0,0,0.0,0.1111111111111111,0.4444444444444444,0.1111111111111111,0.16666666666666666,0.05555555555555555,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,18
4295,430048078,LOUGHRIDGE,WILLIAM,H,IA,M,R,6.0,voting,18740429,1827-07-11,1827,1874,47,0.0,0,0,1,3,1,0,0,5,0,0,0,0,0.0,0.0,0.1,0.3,0.1,0.0,0.0,0.5,0.0,0.0,0.0,0.0,10
4324,430048081,PARKER,ISAAC,H,MO,M,R,9.0,voting,18740429,1838-10-15,1838,1874,36,0.0,1,1,6,0,0,1,0,0,0,0,0,0,0.1111111111111111,0.1111111111111111,0.6666666666666666,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,9
4315,430049873,MYERS,LEONARD,H,PA,M,R,3.0,voting,18740505,1827-11-13,1827,1874,47,0.0,2,0,7,0,0,0,0,0,0,0,0,0,0.2222222222222222,0.0,0.7777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
6554,430049938,HALE,EUGENE,H,ME,M,R,5.0,voting,18740505,1836-06-09,1836,1874,38,0.0,0,1,1,0,0,8,0,0,0,0,0,0,0.0,0.1,0.1,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,10
4259,430050304,ELLIOTT,ROBERT,H,SC,M,R,3.0,voting,18740506,1842-08-11,1842,1874,32,0.0,0,1,2,0,0,7,0,0,0,0,0,0,0.0,0.1,0.2,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,10
4512,430051429,STEELE,WILLIAM,H,WY,M,D,0.0,nonvoting,18740509,1842-07-24,1842,1874,32,0.0,0,3,5,1,0,0,1,0,0,0,0,0,0.0,0.3,0.5,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,10
4026,430052398,SCHURZ,CARL,S,MO,M,L,,voting,18740512,1829-03-02,1829,1874,45,0.0,1,0,7,0,1,0,0,0,0,0,0,0,0.1111111111111111,0.0,0.7777777777777778,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
5841,430052514,SHERMAN,JOHN,S,OH,M,R,,voting,18740512,1823-05-10,1823,1874,51,0.0,1,1,5,0,1,1,0,0,0,0,0,0,0.1111111111111111,0.1111111111111111,0.5555555555555556,0.0,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,9
4210,430053204,WRIGHT,GEORGE,S,IA,M,R,,voting,18740513,1820-03-24,1820,1874,54,0.0,0,2,1,1,4,10,0,0,0,0,0,0,0.0,0.1111111111111111,0.05555555555555555,0.05555555555555555,0.2222222222222222,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,18
6125,430053220,MORRILL,JUSTIN,S,VT,M,R,,voting,18740513,1810-04-14,1810,1874,64,0.0,0,0,0,0,0,10,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5189,430053493,NEGLEY,JAMES,H,PA,M,R,22.0,voting,18740513,1826-12-22,1826,1874,48,0.0,0,1,0,0,0,9,0,0,0,0,0,0,0.0,0.1,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,10
4314,430054004,MORTON,OLIVER,S,IN,M,R,,voting,18740514,1823-08-04,1823,1874,51,0.0,0,4,5,0,1,0,0,0,0,0,0,0,0.0,0.4,0.5,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4947,430056603,WOOD,FERNANDO,H,NY,M,D,10.0,voting,18740519,1812-06-14,1812,1874,62,0.0,0,0,8,2,0,0,0,0,0,0,0,0,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4520,430056913,THURMAN,ALLEN,S,OH,M,D,,voting,18740520,1813-11-13,1813,1874,61,0.0,3,1,12,3,8,0,0,0,0,0,0,0,0.1111111111111111,0.037037037037037035,0.4444444444444444,0.1111111111111111,0.2962962962962963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27
5399,430059164,COX,SAMUEL,H,NY,M,D,6.0,voting,18740526,1824-09-30,1824,1874,50,0.0,2,0,7,1,0,0,0,0,0,0,0,0,0.2,0.0,0.7,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5264,430059722,DAWES,HENRY,H,MA,M,R,11.0,voting,18740526,1816-10-30,1816,1874,58,1.959729278457157e-21,0,0,0,0,1,9,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.1,0.9,0.0,0.0,0.0,0.0,0.0,0.0,10
4314,430059984,MORTON,OLIVER,S,IN,M,R,,voting,18740527,1823-08-04,1823,1874,51,0.0,0,0,0,0,2,8,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.2,0.8,0.0,0.0,0.0,0.0,0.0,0.0,10
4015,430061677,PRATT,DANIEL,S,IN,M,R,,voting,18740529,1813-10-26,1813,1874,61,3.4097312922767326e-11,1,0,8,0,0,0,0,0,0,0,0,0,0.1111111111111111,0.0,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
4330,430063333,PLATT,JAMES,H,VA,M,R,2.0,voting,18740602,1837-07-13,1837,1874,37,0.0,0,1,9,0,0,0,0,0,0,0,0,0,0.0,0.1,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4329,430063340,PERRY,ELI,H,NY,M,D,15.0,voting,18740602,1799-12-25,1799,1874,75,0.0,0,1,9,0,0,0,0,0,0,0,0,0,0.0,0.1,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4240,430063397,COBURN,JOHN,H,IN,M,R,5.0,voting,18740602,1825-10-27,1825,1874,49,0.0,0,1,0,0,0,9,0,0,0,0,0,0,0.0,0.1,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,10
4228,430064376,BROMBERG,FREDERICK,H,AL,M,L,1.0,voting,18740604,1837-06-19,1837,1874,37,0.0,1,0,9,0,0,0,0,0,0,0,0,0,0.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4233,430064505,CHIPMAN,NORTON,H,DC,M,R,0.0,nonvoting,18740604,1834-03-07,1834,1874,40,0.0,0,3,2,0,0,5,0,0,0,0,0,0,0.0,0.3,0.2,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,10
4485,430064541,NEAL,LAWRENCE,H,OH,M,D,7.0,voting,18740604,1844-09-22,1844,1874,30,0.0,0,0,0,0,1,9,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.1,0.9,0.0,0.0,0.0,0.0,0.0,0.0,10
5256,430064546,BUTLER,RODERICK,H,TN,M,R,1.0,voting,18740604,1827-04-09,1827,1874,47,0.0,0,2,5,0,2,0,0,0,0,0,0,0,0.0,0.2222222222222222,0.5555555555555556,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
6093,430065339,HOLMAN,WILLIAM,H,IN,M,D,3.0,voting,18740605,1822-09-06,1822,1874,52,0.0,2,0,7,0,0,0,0,0,0,0,0,0,0.2222222222222222,0.0,0.7777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
6093,430065615,HOLMAN,WILLIAM,H,IN,M,D,3.0,voting,18740606,1822-09-06,1822,1874,52,0.0,2,4,12,4,1,6,0,0,0,0,0,0,0.06896551724137931,0.13793103448275862,0.41379310344827586,0.13793103448275862,0.034482758620689655,0.20689655172413793,0.0,0.0,0.0,0.0,0.0,0.0,29
4340,430067044,ROBINSON,JAMES,H,IL,M,D,12.0,voting,18740609,1823-08-19,1823,1874,51,0.0,0,0,5,3,1,1,0,0,0,0,0,0,0.0,0.0,0.5,0.3,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,10
4711,430067378,CONKLING,ROSCOE,S,NY,M,R,,voting,18740610,1829-10-30,1829,1874,45,0.0,0,2,0,0,0,8,0,0,0,0,0,0,0.0,0.2,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,10
4342,430068694,SARGENT,AARON,S,CA,M,R,,voting,18740612,1827-09-28,1827,1874,47,0.0,2,1,4,0,2,0,0,0,0,0,0,0,0.2222222222222222,0.1111111111111111,0.4444444444444444,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
4711,430071152,CONKLING,ROSCOE,S,NY,M,R,,voting,18740616,1829-10-30,1829,1874,45,0.0,0,0,0,1,0,9,0,0,0,0,0,0,0.0,0.0,0.0,0.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,10
4365,430076314,SPENCER,GEORGE,S,AL,M,R,,voting,18740620,1836-11-01,1836,1874,38,0.0,0,1,0,0,0,9,0,0,0,0,0,0,0.0,0.1,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,10
4822,430077728,CONGER,OMAR,H,MI,M,R,7.0,voting,18740622,1818-04-01,1818,1874,56,0.0,0,1,0,0,0,8,0,0,0,0,0,0,0.0,0.1111111111111111,0.0,0.0,0.0,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,9
5264,430079874,DAWES,HENRY,H,MA,M,R,11.0,voting,18741210,1816-10-30,1816,1874,58,0.0,0,0,8,0,1,0,0,0,0,0,0,0,0.0,0.0,0.8888888888888888,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
4065,430082136,FLANAGAN,JAMES,S,TX,M,R,,voting,18741221,1805-09-05,1805,1874,69,0.0,0,1,7,0,0,1,0,0,0,0,0,0,0.0,0.1111111111111111,0.7777777777777778,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,9
5485,430082893,RANDALL,SAMUEL,H,PA,M,D,1.0,voting,18741222,1828-10-10,1828,1874,46,0.0,0,1,7,2,0,0,0,0,0,0,0,0,0.0,0.1,0.7,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4520,430083305,THURMAN,ALLEN,S,OH,M,D,,voting,18750105,1813-11-13,1813,1875,62,0.0,0,0,4,3,2,1,0,0,0,0,0,0,0.0,0.0,0.4,0.3,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,10
4520,430083360,THURMAN,ALLEN,S,OH,M,D,,voting,18750105,1813-11-13,1813,1875,62,0.0,0,2,5,17,2,0,2,1,0,0,0,0,0.0,0.06896551724137931,0.1724137931034483,0.5862068965517241,0.06896551724137931,0.0,0.06896551724137931,0.034482758620689655,0.0,0.0,0.0,0.0,29
4281,430085632,HOWE,TIMOTHY,S,WI,M,R,,voting,18750112,1816-02-24,1816,1875,59,0.0,0,2,1,0,0,16,0,0,0,0,0,0,0.0,0.10526315789473684,0.05263157894736842,0.0,0.0,0.8421052631578947,0.0,0.0,0.0,0.0,0.0,0.0,19
6093,430085895,HOLMAN,WILLIAM,H,IN,M,D,3.0,voting,18750112,1822-09-06,1822,1875,53,0.0,0,0,5,3,0,1,0,0,0,0,0,0,0.0,0.0,0.5555555555555556,0.3333333333333333,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,9
