speakerid,speech_id,lastname,firstname,chamber,state,gender,party,district,nonvoting,date,DOB,yob,year,age,speakerXsessionid,procedural_prob,cluster_0,cluster_1,cluster_12,cluster_2,cluster_7,cluster_8,cluster_5,cluster_11,cluster_9,cluster_17,cluster_14,cluster_13,cluster_10,cluster_16,cluster_3,cluster_15,cluster_4,cluster_6,cluster_0_p,cluster_1_p,cluster_12_p,cluster_2_p,cluster_7_p,cluster_8_p,cluster_5_p,cluster_11_p,cluster_9_p,cluster_17_p,cluster_14_p,cluster_13_p,cluster_10_p,cluster_16_p,cluster_3_p,cluster_15_p,cluster_4_p,cluster_6_p,n
4711,440092822,CONKLING,ROSCOE,S,NY,M,R,,voting,18770124,1829-10-30,1829,1877,48,44047111,0.0,8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4210,440108702,WRIGHT,GEORGE,S,IA,M,R,,voting,18770227,1820-03-24,1820,1877,57,44042101,0.0,11,5,0,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.36666666666666664,0.16666666666666666,0.0,0.43333333333333335,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30
4210,440108705,WRIGHT,GEORGE,S,IA,M,R,,voting,18770227,1820-03-24,1820,1877,57,44042101,0.0,1,1,1,8,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0.05,0.05,0.05,0.4,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
4210,440108706,WRIGHT,GEORGE,S,IA,M,R,,voting,18770227,1820-03-24,1820,1877,57,44042101,8.440959832221649e-05,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6093,440112554,HOLMAN,WILLIAM,H,IN,M,D,5.0,voting,18770302,1822-09-06,1822,1877,55,44060930,0.0,10,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.0,0.05,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
5162,450023656,HEWITT,ABRAM,H,NY,M,D,10.0,voting,18780213,1822-07-31,1822,1878,56,45051620,0.0,7,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4256,450035077,DORSEY,STEPHEN,S,AR,M,R,,voting,18780313,1842-02-28,1842,1878,36,45042561,0.0,2,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4520,450045148,THURMAN,ALLEN,S,OH,M,D,,voting,18780409,1813-11-13,1813,1878,65,45045201,0.0,0,0,1,7,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.7,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4884,450065678,MCCOOK,ANSON,H,NY,M,R,8.0,voting,18780518,1835-10-10,1835,1878,43,45048840,0.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5268,450098977,EDMUNDS,GEORGE,S,VT,M,R,,voting,18790107,1828-02-01,1828,1879,51,45052681,0.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5207,460007607,SINGLETON,OTHO,H,MS,M,D,4.0,voting,18790416,1814-10-14,1814,1879,65,46052070,0.0,0,3,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.3,0.3,0.3,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5268,460095510,EDMUNDS,GEORGE,S,VT,M,R,,voting,18800507,1828-02-01,1828,1880,52,46052681,1.0713121808223328e-06,2,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.1,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4944,460097245,WILSON,BENJAMIN,H,WV,M,D,1.0,voting,18800512,1825-04-30,1825,1880,55,46049440,1.7519910134287143e-08,3,1,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.1,0.4,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6352,460105984,MORGAN,JOHN,S,AL,M,D,,voting,18800524,1824-06-20,1824,1880,56,46063521,0.000119687797574,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4711,460105987,CONKLING,ROSCOE,S,NY,M,R,,voting,18800524,1829-10-30,1829,1880,51,46047111,0.0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.9,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4711,460105990,CONKLING,ROSCOE,S,NY,M,R,,voting,18800524,1829-10-30,1829,1880,51,46047111,0.0,6,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.3,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4903,460126633,PAGE,HORACE,H,CA,M,R,2.0,voting,18801210,1833-10-20,1833,1880,47,46049030,0.0011061393611196,8,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4734,460130934,HARRIS,JOHN,H,VA,M,D,7.0,voting,18801222,1823-05-08,1823,1880,57,46047340,0.0,15,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0.75,0.1,0.0,0.0,0.0,0.1,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
4723,460160632,FARLEY,JAMES,S,CA,M,D,,voting,18810223,1829-08-06,1829,1881,52,46047231,0.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4768,460174150,PHILIPS,JOHN,H,MO,M,D,7.0,voting,18810303,1834-12-31,1834,1881,47,46047680,7.643537119263505e-06,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5668,470004055,VANCE,ZEBULON,S,NC,M,D,,voting,18810406,1830-05-13,1830,1881,51,47056681,0.0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5025,470015923,KELLOGG,WILLIAM,S,LA,M,R,,voting,18820125,1830-12-08,1830,1882,52,47050251,0.0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6403,470030691,ALLISON,WILLIAM,S,IA,M,R,,voting,18820301,1829-03-02,1829,1882,53,47064031,2.8648880713201587e-05,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5435,470070590,KENNA,JOHN,H,WV,M,D,3.0,voting,18820524,1848-04-10,1848,1882,34,47054350,0.0,7,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4983,470073776,DAVIS,LOWNDES,H,MO,M,D,4.0,voting,18820530,1836-12-13,1836,1882,46,47049830,0.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4983,470073801,DAVIS,LOWNDES,H,MO,M,D,4.0,voting,18820530,1836-12-13,1836,1882,46,47049830,0.0,18,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.0,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
4983,470073834,DAVIS,LOWNDES,H,MO,M,D,4.0,voting,18820530,1836-12-13,1836,1882,46,47049830,1.2281512552348946e-12,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4806,470074436,ATHERTON,GIBSON,H,OH,M,D,13.0,voting,18820531,1831-01-19,1831,1882,51,47048060,0.0,1,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.0,0.0,0.8,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4806,470074588,ATHERTON,GIBSON,H,OH,M,D,13.0,voting,18820531,1831-01-19,1831,1882,51,47048060,0.0,0,0,0,16,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.8,0.0,0.15,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
5040,470074646,MOULTON,SAMUEL,H,IL,M,D,15.0,voting,18820531,1821-01-20,1821,1882,61,47050400,0.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5040,470074656,MOULTON,SAMUEL,H,IL,M,D,15.0,voting,18820531,1821-01-20,1821,1882,61,47050400,0.0,0,0,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4589,470095536,FERRY,THOMAS,S,MI,M,R,,voting,18820701,1827-06-10,1827,1882,55,47045891,0.0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4998,470130810,GARLAND,AUGUSTUS,S,AR,M,D,,voting,18821207,1832-06-11,1832,1882,50,47049981,0.0,7,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6196,470138403,COCKRELL,FRANCIS,S,MO,M,D,,voting,18821221,1834-10-01,1834,1882,48,47061961,0.0,5,0,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0.5,0.0,0.2,0.0,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7218,470202042,MILLER,SAMUEL,H,PA,M,R,26.0,voting,18830302,1840-04-19,1840,1883,43,47072180,0.0,7,3,2,6,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.35,0.15,0.1,0.3,0.0,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
5356,480074888,ADAMS,GEORGE,H,IL,M,R,4.0,voting,18840614,1840-06-18,1840,1884,44,48053560,0.0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5014,480075066,HOPKINS,JAMES,H,PA,M,D,22.0,voting,18840614,1832-11-03,1832,1884,52,48050140,0.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5670,490030284,VOORHEES,DANIEL,S,IN,M,D,,voting,18860325,1827-09-26,1827,1886,59,49056701,0.0,3,0,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.0,0.5,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5292,490140475,HUDD,THOMAS,H,WI,M,D,5.0,voting,18870209,1835-10-02,1835,1887,52,49052920,0.0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5491,500022188,ROWELL,JONATHAN,H,IL,M,R,14.0,voting,18880305,1833-02-10,1833,1888,55,50054910,0.0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5468,500030414,MORROW,WILLIAM,H,CA,M,R,4.0,voting,18880322,1843-07-15,1843,1888,45,50054680,0.0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5468,500030416,MORROW,WILLIAM,H,CA,M,R,4.0,voting,18880322,1843-07-15,1843,1888,45,50054680,0.0,7,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5304,500030515,LYNCH,JOHN,H,PA,M,D,12.0,voting,18880322,1843-11-01,1843,1888,45,50053040,0.0,1,0,2,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.1,0.0,0.2,0.6,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7614,500030941,MASON,WILLIAM,H,IL,M,R,3.0,voting,18880323,1850-07-07,1850,1888,38,50076140,0.0,6,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.3,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6159,500041724,VEST,GEORGE,S,MO,M,D,,voting,18880418,1830-12-06,1830,1888,58,50061591,0.0,8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5665,500041950,TILLMAN,GEORGE,H,SC,M,D,2.0,voting,18880418,1826-08-21,1826,1888,62,50056650,0.0,1,0,1,4,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0.1,0.0,0.1,0.4,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,10
5607,500050989,HOUK,LEONIDAS,H,TN,M,R,2.0,voting,18880509,1836-06-08,1836,1888,52,50056070,0.0,0,0,3,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.5,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5378,500057939,BURNES,JAMES,H,MO,M,D,4.0,voting,18880525,1827-08-22,1827,1888,61,50053780,0.0,7,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6262,500125957,STEWART,WILLIAM,S,NV,M,R,,voting,18880924,1827-08-09,1827,1888,61,50062621,0.0,17,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.85,0.1,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
5697,500131588,BLAIR,HENRY,S,NH,M,R,,voting,18881009,1834-12-06,1834,1888,54,50056971,0.0,1,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.8,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5775,510021560,HAUGEN,NILS,H,WI,M,R,8.0,voting,18900301,1849-03-09,1849,1890,41,51057750,0.0,6,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.0,0.2,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5625,510022248,MOORE,LITTLETON,H,TX,M,D,8.0,voting,18900304,1835-03-25,1835,1890,55,51056250,0.0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6449,510036512,HOPKINS,ALBERT,H,IL,M,R,5.0,voting,18900331,1846-08-15,1846,1890,44,51064490,0.0,19,1,3,5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.6333333333333333,0.03333333333333333,0.1,0.16666666666666666,0.0,0.03333333333333333,0.0,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30
5468,510036521,MORROW,WILLIAM,H,CA,M,R,4.0,voting,18900331,1843-07-15,1843,1890,47,51054680,2.0039793123955625e-24,7,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5386,510036524,CASWELL,LUCIEN,H,WI,M,R,1.0,voting,18900331,1827-11-27,1827,1890,63,51053860,0.0018750053842727,14,3,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.15,0.0,0.05,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
5386,510036526,CASWELL,LUCIEN,H,WI,M,R,1.0,voting,18900331,1827-11-27,1827,1890,63,51053860,8.033420131702855e-11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5468,510036527,MORROW,WILLIAM,H,CA,M,R,4.0,voting,18900331,1843-07-15,1843,1890,47,51054680,1.5433021188539068e-11,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5386,510036528,CASWELL,LUCIEN,H,WI,M,R,1.0,voting,18900331,1827-11-27,1827,1890,63,51053860,2.198320630681082e-06,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6449,510036529,HOPKINS,ALBERT,H,IL,M,R,5.0,voting,18900331,1846-08-15,1846,1890,44,51064490,0.4815504817580613,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5386,510036533,CASWELL,LUCIEN,H,WI,M,R,1.0,voting,18900331,1827-11-27,1827,1890,63,51053860,9.010608182350394e-17,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6159,510092772,VEST,GEORGE,S,MO,M,D,,voting,18900701,1830-12-06,1830,1890,60,51061591,0.0,9,0,12,3,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0.3,0.0,0.4,0.1,0.0,0.16666666666666666,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30
6445,510106015,GORMAN,ARTHUR,S,MD,M,D,,voting,18900725,1839-03-11,1839,1890,51,51064451,0.0,0,1,1,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.1,0.1,0.7,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6569,510143471,LACEY,JOHN,H,IA,M,R,6.0,voting,18900904,1841-05-30,1841,1890,49,51065690,0.0,7,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.0,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
