speakerid,speech_id,lastname,firstname,chamber,state,gender,party,district,nonvoting,date,DOB,yob,year,age,speakerXsessionid,procedural_prob,cluster_0,cluster_9,cluster_6,cluster_12,cluster_1,cluster_8,cluster_2,cluster_7,cluster_3,cluster_14,cluster_11,cluster_15,cluster_13,cluster_10,cluster_5,cluster_4,cluster_0_p,cluster_9_p,cluster_6_p,cluster_12_p,cluster_1_p,cluster_8_p,cluster_2_p,cluster_7_p,cluster_3_p,cluster_14_p,cluster_11_p,cluster_15_p,cluster_13_p,cluster_10_p,cluster_5_p,cluster_4_p,n
5164,450006196,INGALLS,JOHN,S,KS,M,R,,voting,18771120,1833-12-29,1833,1877,44,45051641,0.0,4,0,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0.4,0.0,0.2,0.0,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5105,450022852,AIKEN,DAVID,H,SC,M,D,3.0,voting,18780211,1828-03-17,1828,1878,50,45051050,0.0,3,1,1,0,1,0,1,2,0,0,0,0,0,1,0,0,0.3,0.1,0.1,0.0,0.1,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,10
5164,450034181,INGALLS,JOHN,S,KS,M,R,,voting,18780311,1833-12-29,1833,1878,45,45051641,0.0,7,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0.7,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5434,460015159,KELLEY,WILLIAM,H,PA,M,R,4.0,voting,18790510,1814-04-12,1814,1879,65,46054340,0.0,3,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0.3,0.0,0.0,0.0,0.5,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5399,470012307,COX,SAMUEL,H,NY,M,D,6.0,voting,18820110,1824-09-30,1824,1882,58,47053990,0.0,2,1,0,0,1,0,0,5,1,0,0,0,0,0,0,0,0.2,0.1,0.0,0.0,0.1,0.0,0.0,0.5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5670,470013379,VOORHEES,DANIEL,S,IN,M,D,,voting,18820116,1827-09-26,1827,1882,55,47056701,0.0,6,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0.6,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4942,470024224,WILLIAMS,CHARLES,H,WI,M,R,1.0,voting,18820215,1829-10-18,1829,1882,53,47049420,0.0,4,0,1,0,4,0,0,1,0,0,0,0,0,0,0,0,0.4,0.0,0.1,0.0,0.4,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4733,470107450,GROOME,JAMES,S,MD,M,D,,voting,18820715,1838-04-04,1838,1882,44,47047331,0.0,5,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0.5,0.0,0.2,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5399,480063015,COX,SAMUEL,H,NY,M,D,6.0,voting,18840524,1824-09-30,1824,1884,60,48053990,1.4621231313335706e-18,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0.1,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5378,480101825,BURNES,JAMES,H,MO,M,D,4.0,voting,18850110,1827-08-22,1827,1885,58,48053780,0.0,1,0,4,0,3,0,1,0,0,0,1,0,0,0,0,0,0.1,0.0,0.4,0.0,0.3,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,10
6559,480104776,HITT,ROBERT,H,IL,M,R,6.0,voting,18850119,1834-01-16,1834,1885,51,48065590,0.0,6,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0.6,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6527,490030215,BURROWS,JULIUS,H,MI,M,R,4.0,voting,18860324,1837-01-09,1837,1886,49,49065270,0.0,1,0,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0.1,0.0,0.0,0.0,0.8,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5118,490152293,BUCK,JOHN,H,CT,M,R,1.0,voting,18870225,1835-12-06,1835,1887,52,49051180,0.3455899822774778,2,0,0,1,0,0,1,4,1,0,1,0,0,0,0,0,0.2,0.0,0.0,0.1,0.0,0.0,0.1,0.4,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,10
5453,490152294,MCADOO,WILLIAM,H,NJ,M,D,7.0,voting,18870225,1853-10-25,1853,1887,34,49054530,2.6702585570437033e-08,1,2,0,0,1,0,0,3,3,0,0,0,0,0,0,0,0.1,0.2,0.0,0.0,0.1,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5766,500066027,GRAY,GEORGE,S,DE,M,D,,voting,18880611,1840-05-04,1840,1888,48,50057661,0.0,3,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0.3,0.0,0.0,0.0,0.6,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5622,500108636,MCKENNA,JOSEPH,H,CA,M,R,3.0,voting,18880820,1843-08-10,1843,1888,45,50056220,0.0,8,0,1,5,3,0,0,1,0,0,0,0,0,0,0,0,0.4444444444444444,0.0,0.05555555555555555,0.2777777777777778,0.16666666666666666,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
5140,500110189,EVARTS,WILLIAM,S,NY,M,R,,voting,18880823,1818-02-06,1818,1888,70,50051401,0.0,6,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0.6,0.1,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5670,510003891,VOORHEES,DANIEL,S,IN,M,D,,voting,18900108,1827-09-26,1827,1890,63,51056701,0.0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5704,510030485,BRECKINRIDGE,WILLIAM,H,KY,M,D,7.0,voting,18900321,1837-08-28,1837,1890,53,51057040,0.0,5,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0.5,0.0,0.0,0.0,0.3,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6203,510212974,DAVIS,CUSHMAN,S,MN,M,R,,voting,18910220,1838-06-16,1838,1891,53,51062031,0.0,0,0,1,0,2,0,0,0,0,7,0,0,0,0,0,0,0.0,0.0,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,10
6125,520000845,MORRILL,JUSTIN,S,VT,M,R,,voting,18920106,1810-04-14,1810,1892,82,52061251,0.0,2,0,0,0,6,1,0,0,0,0,1,0,0,0,0,0,0.2,0.0,0.0,0.0,0.6,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,10
5670,520030137,VOORHEES,DANIEL,S,IN,M,D,,voting,18920318,1827-09-26,1827,1892,65,52056701,0.0,2,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0.2,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6093,520053324,HOLMAN,WILLIAM,H,IN,M,D,4.0,voting,18920503,1822-09-06,1822,1892,70,52060930,0.0,0,0,1,0,1,0,0,0,0,8,0,0,0,0,0,0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,10
5669,520113295,VILAS,WILLIAM,S,WI,M,D,,voting,18930105,1840-07-09,1840,1893,53,52056691,0.0,1,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0.1,0.0,0.4,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5669,520115827,VILAS,WILLIAM,S,WI,M,D,,voting,18930110,1840-07-09,1840,1893,53,52056691,0.0,4,0,2,0,1,0,1,1,0,1,0,0,0,0,0,0,0.4,0.0,0.2,0.0,0.1,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,10
6125,530005275,MORRILL,JUSTIN,S,VT,M,R,,voting,18930821,1810-04-14,1810,1893,83,53061251,0.0,3,1,2,0,2,0,0,0,0,0,0,2,0,0,0,0,0.3,0.1,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,10
5787,530006111,IKIRT,GEORGE,H,OH,M,D,18.0,voting,18930823,1852-11-03,1852,1893,41,53057870,0.0,6,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0.6,0.0,0.1,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5977,530044260,MEIKLEJOHN,GEORGE,H,NE,M,R,3.0,voting,18940112,1857-08-26,1857,1894,37,53059770,0.0,2,0,2,0,1,0,2,3,0,0,0,0,0,0,0,0,0.2,0.0,0.2,0.0,0.1,0.0,0.2,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6190,530056076,CATCHINGS,THOMAS,H,MS,M,D,3.0,voting,18940202,1847-01-11,1847,1894,47,53061900,0.0,0,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.2,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5633,530096202,PALMER,JOHN,S,IL,M,D,,voting,18940430,1817-09-13,1817,1894,77,53056331,0.0,4,1,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0.4,0.1,0.1,0.0,0.1,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5892,530125744,BARTLETT,FRANKLIN,H,NY,M,D,7.0,voting,18940608,1847-09-10,1847,1894,47,53058920,0.0,3,0,1,1,2,0,0,0,3,0,0,0,0,0,0,0,0.3,0.0,0.1,0.1,0.2,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6077,540018273,EVANS,WALTER,H,KY,M,R,5.0,voting,18960208,1842-09-18,1842,1896,54,54060770,0.0,0,0,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6111,540082058,MAHANY,ROWLAND,H,NY,M,R,32.0,voting,18960520,1864-09-28,1864,1896,32,54061110,0.0,1,1,4,0,1,0,0,2,0,0,1,0,0,0,0,0,0.1,0.1,0.4,0.0,0.1,0.0,0.0,0.2,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,10
6135,540087595,QUIGG,LEMUEL,H,NY,M,R,14.0,voting,18960526,1863-02-12,1863,1896,33,54061350,0.0,4,0,0,2,11,1,0,0,0,0,0,0,0,0,0,0,0.2222222222222222,0.0,0.0,0.1111111111111111,0.6111111111111112,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
5669,540119164,VILAS,WILLIAM,S,WI,M,D,,voting,18970129,1840-07-09,1840,1897,57,54056691,0.0,0,0,1,1,7,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0.7,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6132,540122494,PITNEY,MAHLON,H,NJ,M,R,4.0,voting,18970202,1858-02-05,1858,1897,39,54061320,0.0,5,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0.5,0.1,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6087,550097034,HARTMAN,CHARLES,H,MT,M,S,1.0,voting,18980412,1861-03-01,1861,1898,37,55060870,0.0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5906,550127445,CHILTON,HORACE,S,TX,M,D,,voting,18980604,1853-12-29,1853,1898,45,55059061,0.0,0,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5994,550144342,PETTIGREW,RICHARD,S,SD,M,S,,voting,18980702,1848-07-23,1848,1898,50,55059941,0.0,6,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0.6,0.1,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6159,550148516,VEST,GEORGE,S,MO,M,D,,voting,18981212,1830-12-06,1830,1898,68,55061591,0.0,2,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0.2,0.0,0.1,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6493,550167446,SPOONER,JOHN,S,WI,M,R,,voting,18990202,1843-01-06,1843,1899,56,55064931,0.0,1,0,2,1,5,1,0,0,0,0,0,0,0,0,0,0,0.1,0.0,0.2,0.1,0.5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6449,560020286,HOPKINS,ALBERT,H,IL,M,R,8.0,voting,19000220,1846-08-15,1846,1900,54,56064490,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0
6493,560075851,SPOONER,JOHN,S,WI,M,R,,voting,19000522,1843-01-06,1843,1900,57,56064931,0.0,5,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0.5,0.1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6493,560076809,SPOONER,JOHN,S,WI,M,R,,voting,19000523,1843-01-06,1843,1900,57,56064931,0.0,3,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0.3,0.1,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6274,560104763,WILSON,STANYARNE,H,SC,M,D,4.0,voting,19010107,1860-01-10,1860,1901,41,56062740,0.0,1,0,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0.1,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6951,570001328,MCCALL,SAMUEL,H,MA,M,R,8.0,voting,19011218,1851-02-28,1851,1901,50,57069510,0.0,4,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0.4,0.0,0.1,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6398,570013777,WOOTEN,DUDLEY,H,TX,M,D,6.0,voting,19020208,1860-06-19,1860,1902,42,57063980,0.0,5,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0.5,0.0,0.3,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6361,570019892,PATTERSON,THOMAS,S,CO,M,D,,voting,19020220,1839-11-04,1839,1902,63,57063611,0.0,0,0,1,1,7,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0.7,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7008,570021044,BACON,AUGUSTUS,S,GA,M,D,,voting,19020224,1839-10-20,1839,1902,63,57070081,0.0,0,0,2,1,5,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.1,0.5,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7341,570049881,MCCUMBER,PORTER,S,ND,M,R,,voting,19020425,1858-02-03,1858,1902,44,57073411,0.0,5,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0.5,0.0,0.0,0.1,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7008,570064303,BACON,AUGUSTUS,S,GA,M,D,,voting,19020521,1839-10-20,1839,1902,63,57070081,0.0,1,0,3,0,5,1,0,0,0,0,0,0,0,0,0,0,0.1,0.0,0.3,0.0,0.5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6505,570083716,WILLIAMS,JAMES,H,IL,M,D,20.0,voting,19020623,1850-12-27,1850,1902,52,57065050,0.0,0,0,1,1,7,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0.7,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6516,570105387,BEVERIDGE,ALBERT,S,IN,M,R,,voting,19030120,1862-10-06,1862,1903,41,57065161,0.0,1,0,1,1,3,0,2,0,0,0,2,0,0,0,0,0,0.1,0.0,0.1,0.1,0.3,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,10
6741,580016367,BOUTELL,HENRY,H,IL,M,R,9.0,voting,19040126,1856-03-14,1856,1904,48,58067410,0.0,3,0,2,1,1,0,0,1,2,0,0,0,0,0,0,0,0.3,0.0,0.2,0.1,0.1,0.0,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6483,580016932,ROBINSON,JAMES,H,IN,M,D,12.0,voting,19040127,1861-05-31,1861,1904,43,58064830,0.0,1,1,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0.1,0.1,0.0,0.0,0.7,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6483,580056159,ROBINSON,JAMES,H,IN,M,D,12.0,voting,19040401,1861-05-31,1861,1904,43,58064830,0.0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6262,580067694,STEWART,WILLIAM,S,NV,M,R,,voting,19040420,1827-08-09,1827,1904,77,58062621,0.0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.8888888888888888,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
6483,580083086,ROBINSON,JAMES,H,IN,M,D,12.0,voting,19050106,1861-05-31,1861,1905,44,58064830,0.3110368615053696,4,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7108,590005919,PAYNE,SERENO,H,NY,M,R,31.0,voting,19060104,1843-06-26,1843,1906,63,59071080,0.0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0.4,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7108,590005927,PAYNE,SERENO,H,NY,M,R,31.0,voting,19060104,1843-06-26,1843,1906,63,59071080,0.0,1,2,3,1,1,0,0,2,0,0,0,0,0,0,0,0,0.1,0.2,0.3,0.1,0.1,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7621,590005933,MONDELL,FRANKLIN,H,WY,M,R,0.0,voting,19060104,1860-11-06,1860,1906,46,59076210,0.0001363126258,1,0,1,0,0,0,2,1,0,4,0,0,0,1,0,0,0.1,0.0,0.1,0.0,0.0,0.0,0.2,0.1,0.0,0.4,0.0,0.0,0.0,0.1,0.0,0.0,10
7621,590006818,MONDELL,FRANKLIN,H,WY,M,R,0.0,voting,19060106,1860-11-06,1860,1906,46,59076210,0.0,2,0,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0.2,0.0,0.6,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
8608,590008419,SHEPPARD,MORRIS,H,TX,M,D,1.0,voting,19060110,1875-05-28,1875,1906,31,59086080,0.0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0.3,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7153,590009005,YOUNG,HORACE,H,MI,M,R,12.0,voting,19060113,1850-08-04,1850,1906,56,59071530,0.0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0.3,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7685,590062669,COCKRAN,WILLIAM,H,NY,M,D,12.0,voting,19060412,1854-02-28,1854,1906,52,59076850,0.0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
6902,590093597,DALZELL,JOHN,H,PA,M,R,30.0,voting,19060524,1845-04-19,1845,1906,61,59069020,0.0,4,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0.4,0.0,0.3,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6873,600035969,WILLETT,WILLIAM,H,NY,M,D,14.0,voting,19080313,1869-11-27,1869,1908,39,60068730,0.0,1,0,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0.1,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7613,600058053,MANN,JAMES,H,IL,M,R,2.0,voting,19080417,1856-10-20,1856,1908,52,60076130,0.0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,10
6972,600102845,RAYNER,ISIDOR,S,MD,M,D,,voting,19090108,1850-04-11,1850,1909,59,60069721,0.0,3,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0.3,0.0,0.4,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6638,600129985,BRICK,ABRAHAM,H,IN,M,R,13.0,voting,19090214,1860-05-27,1860,1909,49,60066380,0.0,1,0,1,0,5,0,0,3,0,0,0,0,0,0,0,0,0.1,0.0,0.1,0.0,0.5,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6983,600148950,SUTHERLAND,GEORGE,S,UT,M,R,,voting,19090227,1862-03-25,1862,1909,47,60069831,0.0,3,1,2,0,1,0,0,0,3,0,0,0,0,0,0,0,0.3,0.1,0.2,0.0,0.1,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6779,610007845,GAINES,JOSEPH,H,WV,M,R,3.0,voting,19090401,1864-09-03,1864,1909,45,61067790,0.0,2,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0.2,0.0,0.0,0.0,0.7,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6725,610054995,TAYLOR,ROBERT,S,TN,M,D,,voting,19090622,1850-07-31,1850,1909,59,61067251,0.0,1,0,4,1,2,1,0,0,1,0,0,0,0,0,0,0,0.1,0.0,0.4,0.1,0.2,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6972,610056087,RAYNER,ISIDOR,S,MD,M,D,,voting,19090623,1850-04-11,1850,1909,59,61069721,0.0,1,0,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0.1,0.0,0.1,0.1,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
