speakerid,speech_id,lastname,firstname,chamber,state,gender,party,district,nonvoting,date,DOB,yob,year,age,procedural_prob,cluster_0,cluster_3,cluster_2,cluster_1,cluster_6,cluster_8,cluster_7,cluster_10,cluster_12,cluster_5,cluster_14,cluster_11,cluster_9,cluster_15,cluster_16,cluster_4,cluster_17,cluster_13,cluster_0_p,cluster_3_p,cluster_2_p,cluster_1_p,cluster_6_p,cluster_8_p,cluster_7_p,cluster_10_p,cluster_12_p,cluster_5_p,cluster_14_p,cluster_11_p,cluster_9_p,cluster_15_p,cluster_16_p,cluster_4_p,cluster_17_p,cluster_13_p,n
4310,430080050,MERRIAM,CLINTON,H,NY,M,R,21.0,voting,18741211,1824-03-25,1824,1874,50,0.0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4065,430083809,FLANAGAN,JAMES,S,TX,M,R,,voting,18750106,1805-09-05,1805,1875,70,0.0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4225,430112227,BOGY,LEWIS,S,MO,M,D,,voting,18750301,1813-04-09,1813,1875,62,0.0,1,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.6,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4101,440068914,COOPER,HENRY,S,TN,M,D,,voting,18760729,1827-08-22,1827,1876,49,0.0,1,5,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.1111111111111111,0.5555555555555556,0.1111111111111111,0.1111111111111111,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
4711,440074915,CONKLING,ROSCOE,S,NY,M,R,,voting,18760809,1829-10-30,1829,1876,47,0.0,1,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.6,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5399,440091327,COX,SAMUEL,H,NY,M,D,6.0,voting,18770117,1824-09-30,1824,1877,53,0.0,3,2,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.3,0.2,0.4,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4603,440093707,HARRISON,CARTER,H,IL,M,D,2.0,voting,18770126,1825-02-15,1825,1877,52,0.0,3,2,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0.3,0.2,0.1,0.1,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4230,440098413,CAMERON,SIMON,S,PA,M,R,,voting,18770207,1799-03-08,1799,1877,78,0.0,1,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.0,0.8,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4553,450015981,BAILEY,JAMES,S,TN,M,D,,voting,18780114,1822-08-15,1822,1878,56,0.0,3,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4700,450018868,BRIGHT,JOHN,H,TN,M,D,5.0,voting,18780126,1817-01-20,1817,1878,61,0.0,1,4,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0.1,0.4,0.0,0.0,0.3,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6125,450018930,MORRILL,JUSTIN,S,VT,M,R,,voting,18780128,1810-04-14,1810,1878,68,0.0,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4281,450020874,HOWE,TIMOTHY,S,WI,M,R,,voting,18780205,1816-02-24,1816,1878,62,0.0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.2,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4427,450021282,CHRISTIANCY,ISAAC,S,MI,M,R,,voting,18780206,1812-03-12,1812,1878,66,0.0,2,4,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.2,0.4,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4542,450021979,WITHERS,ROBERT,S,VA,M,D,,voting,18780208,1821-09-18,1821,1878,57,0.0,1,2,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0.1,0.2,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4586,450022418,ELLSWORTH,CHARLES,H,MI,M,R,8.0,voting,18780209,1824-01-29,1824,1878,54,0.0,1,1,0,0,1,1,0,0,0,0,5,0,0,1,0,0,0,0,0.1,0.1,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.1,0.0,0.0,0.0,0.0,10
4735,450022422,HAYES,PHILIP,H,IL,M,R,7.0,voting,18780209,1833-02-03,1833,1878,45,0.0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6100,450023977,JONES,JOHN,S,NV,M,R,,voting,18780214,1829-01-27,1829,1878,49,0.0,0,4,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.4,0.0,0.2,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4566,450029452,BUTLER,BENJAMIN,H,MA,M,R,7.0,voting,18780226,1818-11-05,1818,1878,60,0.0,2,0,4,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.0,0.4,0.0,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4794,450050337,WHITE,HARRY,H,PA,M,R,25.0,voting,18780418,1834-01-12,1834,1878,44,0.0,1,5,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0.1,0.5,0.0,0.0,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,10
4557,450053350,BELL,HIRAM,H,GA,M,D,9.0,voting,18780424,1827-01-19,1827,1878,51,0.0,1,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.6,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4722,450064009,EWING,THOMAS,H,OH,M,D,12.0,voting,18780514,1829-08-07,1829,1878,49,0.0,1,15,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.75,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
4603,450066534,HARRISON,CARTER,H,IL,M,D,2.0,voting,18780521,1825-02-15,1825,1878,53,0.0,7,10,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.35,0.5,0.05,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,20
4379,450099219,WADLEIGH,BAINBRIDGE,S,NH,M,R,,voting,18790109,1831-01-04,1831,1879,48,0.0,0,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.7,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5327,450100857,ROBERTSON,EDWARD,H,LA,M,D,6.0,voting,18790116,1823-06-13,1823,1879,56,0.0,3,2,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.2,0.3,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5391,450107282,COKE,RICHARD,S,TX,M,D,,voting,18790204,1829-03-13,1829,1879,50,0.0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
6159,460036354,VEST,GEORGE,S,MO,M,D,,voting,18790620,1830-12-06,1830,1879,49,0.0,2,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.7,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4610,460045328,HILL,BENJAMIN,S,GA,M,D,,voting,18791218,1823-09-14,1823,1879,56,0.0,2,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.2,0.0,0.7,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5399,460049613,COX,SAMUEL,H,NY,M,D,6.0,voting,18800122,1824-09-30,1824,1880,56,0.0,1,3,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.1,0.3,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4716,460055421,DE LA MATYR,GILBERT,H,IN,M,N,7.0,voting,18800214,1825-07-08,1825,1880,55,0.0,1,3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.3,0.3,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5670,460081266,VOORHEES,DANIEL,S,IN,M,D,,voting,18800414,1827-09-26,1827,1880,53,0.0,1,7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.1,0.7,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4934,460146652,UPDEGRAFF,JONATHAN,H,OH,M,R,18.0,voting,18810204,1822-05-13,1822,1881,59,0.0,0,0,8,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.8,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4477,460155987,MCDONALD,JOSEPH,S,IN,M,D,,voting,18810216,1819-08-29,1819,1881,62,0.0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.9,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5670,470010307,VOORHEES,DANIEL,S,IN,M,D,,voting,18811216,1827-09-26,1827,1881,54,0.0,0,2,0,0,2,1,4,0,0,1,0,0,0,0,0,0,0,0,0.0,0.2,0.0,0.0,0.2,0.1,0.4,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4885,470032735,MCDILL,JAMES,S,IA,M,R,,voting,18820307,1834-03-04,1834,1882,48,0.0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5105,470033208,AIKEN,DAVID,H,SC,M,D,3.0,voting,18820307,1828-03-17,1828,1882,54,0.0,1,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.7,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4887,470040993,MCLANE,ROBERT,H,MD,M,D,4.0,voting,18820322,1815-06-23,1815,1882,67,0.0,1,5,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0.1,0.5,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4953,470042671,ANTHONY,HENRY,S,RI,M,R,,voting,18820327,1815-04-01,1815,1882,67,0.0,2,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.0,0.6,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6205,470054062,DINGLEY,NELSON,H,ME,M,R,2.0,voting,18820420,1832-02-15,1832,1882,50,0.0,1,1,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.1,0.1,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5760,470059129,GEORGE,JAMES,S,MS,M,D,,voting,18820501,1826-10-20,1826,1882,56,0.0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4887,470061158,MCLANE,ROBERT,H,MD,M,D,4.0,voting,18820504,1815-06-23,1815,1882,67,0.0,4,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.5,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5465,470062591,MOREY,HENRY,H,OH,M,R,3.0,voting,18820508,1841-04-08,1841,1882,41,0.0,2,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.4,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4873,470066611,LAPHAM,ELBRIDGE,S,NY,M,R,,voting,18820517,1814-10-18,1814,1882,68,0.0,2,1,2,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0.2,0.1,0.2,0.0,0.1,0.1,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4822,470067136,CONGER,OMAR,S,MI,M,R,,voting,18820518,1818-04-01,1818,1882,64,0.0,1,0,0,0,1,7,0,1,0,0,0,0,0,0,0,0,0,0,0.1,0.0,0.0,0.0,0.1,0.7,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4869,470081468,JOYCE,CHARLES,H,VT,M,R,1.0,voting,18820609,1830-01-30,1830,1882,52,0.0,1,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.6,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6403,470090383,ALLISON,WILLIAM,S,IA,M,R,,voting,18820622,1829-03-02,1829,1882,53,0.0,2,0,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.0,0.3,0.2,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6093,470139120,HOLMAN,WILLIAM,H,IN,M,D,4.0,voting,18821221,1822-09-06,1822,1882,60,0.0,2,0,3,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0.2,0.0,0.3,0.1,0.1,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5383,470148568,CANDLER,JOHN,H,MA,M,R,8.0,voting,18830110,1828-02-10,1828,1883,55,0.0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.2,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6352,470163659,MORGAN,JOHN,S,AL,M,D,,voting,18830201,1824-06-20,1824,1883,59,0.0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6217,470168281,GROUT,WILLIAM,H,VT,M,R,3.0,voting,18830205,1836-05-24,1836,1883,47,0.0,6,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.0,0.3,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6352,470171585,MORGAN,JOHN,S,AL,M,D,,voting,18830208,1824-06-20,1824,1883,59,0.0,5,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.5,0.0,0.3,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4871,470174155,KNOTT,JAMES,H,KY,M,D,4.0,voting,18830209,1830-08-29,1830,1883,53,0.0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5267,480026920,DUNN,POINDEXTER,H,AR,M,D,1.0,voting,18840313,1834-11-03,1834,1884,50,0.0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.8888888888888888,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
6658,480028197,CULLOM,SHELBY,S,IL,M,R,,voting,18840317,1829-11-22,1829,1884,55,0.0,4,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5703,480031159,BRECKINRIDGE,CLIFTON,H,AR,M,D,-1.0,voting,18840322,1846-11-22,1846,1884,38,0.0,1,0,6,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.1,0.0,0.6,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5058,480034763,PUSEY,WILLIAM,H,IA,M,D,9.0,voting,18840401,1826-07-29,1826,1884,58,0.0,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5550,480044047,BLOUNT,JAMES,H,GA,M,D,6.0,voting,18840416,1837-09-12,1837,1884,47,0.0,1,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.5,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5102,480045669,YOUNG,HIRAM,H,TN,M,D,10.0,voting,18840419,1828-12-14,1828,1884,56,0.0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5367,480048171,BECK,JAMES,S,KY,M,D,,voting,18840424,1822-02-13,1822,1884,62,0.0,0,2,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0.0,0.2,0.2,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5029,480050860,LAWRENCE,GEORGE,H,PA,M,R,24.0,voting,18840428,1818-11-13,1818,1884,66,0.0,2,0,0,0,4,0,3,0,0,1,0,0,0,0,0,0,0,0,0.2,0.0,0.0,0.0,0.4,0.0,0.3,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5267,480059540,DUNN,POINDEXTER,H,AR,M,D,1.0,voting,18840517,1834-11-03,1834,1884,50,0.0,1,4,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.4,0.2,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7376,480063309,TALBOTT,JOSHUA,H,MD,M,D,2.0,voting,18840524,1843-07-29,1843,1884,41,0.0,1,4,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.4,0.3,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4991,480087385,ELLIS,EZEKIEL,H,LA,M,D,2.0,voting,18840701,1840-10-15,1840,1884,44,0.0,1,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.4,0.4,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4738,480096221,HILL,NATHANIEL,S,CO,M,R,,voting,18841215,1832-02-18,1832,1884,52,0.0,1,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.6,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4883,480105100,MAXEY,SAMUEL,S,TX,M,D,,voting,18850120,1825-03-30,1825,1885,60,0.0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5841,480111010,SHERMAN,JOHN,S,OH,M,R,,voting,18850203,1823-05-10,1823,1885,62,0.0,0,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.8,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5297,480111483,JONES,JAMES,H,AL,M,D,1.0,voting,18850203,1832-07-20,1832,1885,53,0.0,1,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5756,490023758,FUNSTON,EDWARD,H,KS,M,R,2.0,voting,18860306,1836-09-16,1836,1886,50,0.0,1,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.6,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6093,490030556,HOLMAN,WILLIAM,H,IN,M,D,4.0,voting,18860325,1822-09-06,1822,1886,64,0.0,0,2,4,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0.0,0.2,0.4,0.1,0.0,0.1,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
