Unnamed: 0,speakerid,speech_id,lastname,firstname,chamber,state,gender,party,district,nonvoting,date,DOB,yob,year,age,procedural_prob,cluster_2,cluster_4,cluster_0,cluster_5,cluster_7,cluster_6,cluster_12,cluster_10,cluster_14,cluster_9,cluster_8,cluster_3,cluster_11,cluster_1,cluster_13,cluster_2_p,cluster_4_p,cluster_0_p,cluster_5_p,cluster_7_p,cluster_6_p,cluster_12_p,cluster_10_p,cluster_14_p,cluster_9_p,cluster_8_p,cluster_3_p,cluster_11_p,cluster_1_p,cluster_13_p,n
69259,45047000,450101503,BRIGHT,JOHN,H,TN,M,D,5.0,voting,18790117,1817-01-20,1817,1879,62,0.0,1,1,4,1,1,1,0,0,1,0,0,0,0,0,0,0.1,0.1,0.4,0.1,0.1,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,10
76159,45046291,450112111,MATTHEWS,STANLEY,S,OH,M,R,,voting,18790213,1824-07-21,1824,1879,55,0.0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,10
78807,45053911,450115971,COKE,RICHARD,S,TX,M,D,,voting,18790218,1829-03-13,1829,1879,50,0.0,3,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.4444444444444444,0.1111111111111111,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
3007,46049981,460004148,GARLAND,AUGUSTUS,S,AR,M,D,,voting,18790408,1832-06-11,1832,1879,47,0.0,2,1,5,1,1,0,0,0,0,0,0,0,0,0,0,0.2,0.1,0.5,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6702,46047910,460009252,WADDILL,JAMES,H,MO,M,D,6.0,voting,18790422,1842-11-22,1842,1879,37,0.0,4,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0.4,0.1,0.3,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7235,46047111,460009955,CONKLING,ROSCOE,S,NY,M,R,,voting,18790424,1829-10-30,1829,1879,50,0.0,6,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0.6,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,10
11448,46044081,460015905,BOOTH,NEWTON,S,CA,M,R,,voting,18790513,1825-12-30,1825,1879,54,0.0,3,2,1,3,0,0,0,0,1,0,0,0,0,0,0,0.3,0.2,0.1,0.3,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,10
136087,46056701,460033776,VOORHEES,DANIEL,S,IN,M,D,,voting,18790618,1827-09-26,1827,1879,52,0.0,2,1,3,1,3,0,0,0,0,0,0,0,0,0,0,0.2,0.1,0.3,0.1,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
122190,46047021,460036324,CARPENTER,MATTHEW,S,WI,M,R,,voting,18790620,1824-12-22,1824,1879,55,0.0,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
34526,46052670,460049422,DUNN,POINDEXTER,H,AR,M,D,1.0,voting,18800121,1834-11-03,1834,1880,46,0.0,8,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.8,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
35291,46049531,460050533,ANTHONY,HENRY,S,RI,M,R,,voting,18800128,1815-04-01,1815,1880,65,0.0,7,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0.7,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
35295,46061251,460050538,MORRILL,JUSTIN,S,VT,M,R,,voting,18800128,1810-04-14,1810,1880,70,0.0,3,1,3,1,2,0,0,0,0,0,0,0,0,0,0,0.3,0.1,0.3,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
35401,46048590,460050679,HUBBELL,JAY,H,MI,M,R,9.0,voting,18800128,1829-09-15,1829,1880,51,0.0,4,9,1,0,3,2,0,0,0,0,0,0,0,0,0,0.21052631578947367,0.47368421052631576,0.05263157894736842,0.0,0.15789473684210525,0.10526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19
35402,46048250,460050680,CRAPO,WILLIAM,H,MA,M,R,1.0,voting,18800128,1830-05-16,1830,1880,50,0.0,5,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0.5,0.1,0.3,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
35403,46053730,460050682,BREWER,MARK,H,MI,M,R,6.0,voting,18800128,1837-10-22,1837,1880,43,0.0,2,2,4,1,0,0,1,0,0,0,0,0,0,0,0,0.2,0.2,0.4,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
40661,46061961,460057936,COCKRELL,FRANCIS,S,MO,M,D,,voting,18800224,1834-10-01,1834,1880,46,0.0,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
69088,46061251,460098251,MORRILL,JUSTIN,S,VT,M,R,,voting,18800513,1810-04-14,1810,1880,70,0.0,1,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0.1,0.7,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
123466,46047961,460111427,WILLIAMS,JOHN,S,KY,M,D,,voting,18800531,1818-07-10,1818,1880,62,0.0,2,5,1,1,0,0,0,1,0,0,0,0,0,0,0,0.2,0.5,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
88264,46061251,460127511,MORRILL,JUSTIN,S,VT,M,R,,voting,18801215,1810-04-14,1810,1880,70,0.0,0,0,8,1,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.8,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7193,47051161,470012625,BROWN,JOSEPH,S,GA,M,D,,voting,18820111,1821-04-15,1821,1882,61,0.0,7,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0.7,0.0,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7665,47056701,470013379,VOORHEES,DANIEL,S,IN,M,D,,voting,18820116,1827-09-26,1827,1882,55,0.0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
8844,47053760,470015423,BROWNE,THOMAS,H,IN,M,R,6.0,voting,18820123,1829-04-19,1829,1882,53,0.0,7,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0.7,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
8847,47055000,470015427,SPOONER,HENRY,H,RI,M,R,1.0,voting,18820123,1839-08-06,1839,1882,43,0.0,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.4,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
15674,47061591,470026359,VEST,GEORGE,S,MO,M,D,,voting,18820220,1830-12-06,1830,1882,52,0.0,0,6,2,0,1,1,0,0,0,0,0,0,0,0,0,0.0,0.6,0.2,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
30937,47048970,470049477,NEAL,HENRY,H,OH,M,R,11.0,voting,18820410,1828-08-25,1828,1882,54,0.0,3,3,2,1,0,0,0,0,0,1,0,0,0,0,0,0.3,0.3,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,10
31798,47048590,470050704,HUBBELL,JAY,H,MI,M,R,9.0,voting,18820412,1829-09-15,1829,1882,53,0.0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
34080,47063271,470054271,HOAR,GEORGE,S,MA,M,R,,voting,18820421,1826-08-29,1826,1882,56,0.0,3,0,0,5,0,1,0,1,0,0,0,0,0,0,0,0.3,0.0,0.0,0.5,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
47833,47048400,470075309,FINLEY,JESSE,H,FL,M,D,2.0,voting,18820601,1812-11-18,1812,1882,70,0.0,2,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0.2,0.3,0.3,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
140047,47052641,470090918,DAWES,HENRY,S,MA,M,R,,voting,18820623,1816-10-30,1816,1882,66,0.0,4,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0.4,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,10
99751,47053760,470151580,BROWNE,THOMAS,H,IN,M,R,6.0,voting,18830115,1829-04-19,1829,1883,54,0.0,1,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0.1,0.7,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
101564,47060930,470154335,HOLMAN,WILLIAM,H,IN,M,D,4.0,voting,18830119,1822-09-06,1822,1883,61,0.0,2,2,2,0,0,0,0,0,0,4,0,0,0,0,0,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,10
142406,47048560,470158025,HILL,JOHN,H,NJ,M,R,5.0,voting,18830125,1821-06-10,1821,1883,62,0.0,6,9,2,2,1,0,0,0,0,0,0,0,0,0,0,0.3,0.45,0.1,0.1,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
156475,47053990,470158033,COX,SAMUEL,H,NY,M,D,6.0,voting,18830125,1824-09-30,1824,1883,59,0.0,12,5,5,0,8,0,0,0,0,0,0,0,0,0,0,0.4,0.16666666666666666,0.16666666666666666,0.0,0.26666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30
111837,47060420,470169424,MCKINLEY,WILLIAM,H,OH,M,R,17.0,voting,18830206,1843-01-29,1843,1883,40,0.0,1,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0.1,0.4,0.4,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
111849,47057790,470169439,HENDERSON,THOMAS,H,IL,M,R,6.0,voting,18830206,1824-11-29,1824,1883,59,0.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
118680,47051161,470179275,BROWN,JOSEPH,S,GA,M,D,,voting,18830214,1821-04-15,1821,1883,62,0.0,2,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0.2,0.6,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
122084,47049910,470184415,ELLIS,EZEKIEL,H,LA,M,D,2.0,voting,18830217,1840-10-15,1840,1883,43,0.0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
130596,47063271,470196955,HOAR,GEORGE,S,MA,M,R,,voting,18830228,1826-08-29,1826,1883,57,0.0,2,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0.2,0.0,0.3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
2875,48049560,480004621,BELFORD,JAMES,H,CO,M,R,1.0,voting,18840115,1837-09-28,1837,1884,47,0.0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10
12910,48054930,480020803,RYAN,THOMAS,H,KS,M,R,3.0,voting,18840228,1837-11-25,1837,1884,47,0.0,1,3,5,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0.3,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,10
12921,48053760,480020817,BROWNE,THOMAS,H,IN,M,R,6.0,voting,18840228,1829-04-19,1829,1884,55,0.0,7,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0.7,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
88902,48061251,480022052,MORRILL,JUSTIN,S,VT,M,R,,voting,18840303,1810-04-14,1810,1884,74,0.0,8,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.8,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
21817,48053080,480033990,MATSON,COURTLAND,H,IN,M,D,5.0,voting,18840328,1841-04-25,1841,1884,43,0.0,8,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.8,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,10
89691,48050940,480042316,WILLIAMS,THOMAS,H,AL,M,D,5.0,voting,18840412,1825-08-11,1825,1884,59,0.0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
89907,48054231,480045026,GIBSON,RANDALL,S,LA,M,D,,voting,18840418,1832-09-10,1832,1884,52,0.0,4,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0.4,0.2,0.1,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
98128,48053990,480049642,COX,SAMUEL,H,NY,M,D,6.0,voting,18840426,1824-09-30,1824,1884,60,0.0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
47877,48061200,480074588,MCMILLIN,BENTON,H,TN,M,D,4.0,voting,18840613,1845-09-11,1845,1884,39,0.0,4,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0.4444444444444444,0.2222222222222222,0.1111111111111111,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
65611,48053210,480103280,PHELPS,WILLIAM,H,NJ,M,R,5.0,voting,18850114,1839-08-24,1839,1885,46,0.0,5,1,0,2,0,0,0,0,0,0,1,1,0,0,0,0.5,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,10
66530,48053791,480104717,BUTLER,MATTHEW,S,SC,M,D,,voting,18850119,1836-03-08,1836,1885,49,0.0,4,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0.4,0.0,0.1,0.3,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
66824,48056650,480105184,TILLMAN,GEORGE,H,SC,M,D,2.0,voting,18850120,1826-08-21,1826,1885,59,0.0,1,5,2,0,2,0,0,0,0,0,0,0,0,0,0,0.1,0.5,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
68141,48049880,480107258,DUNCAN,WILLIAM,H,PA,M,D,19.0,voting,18850126,1836-02-02,1836,1885,49,0.0,5,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0.5,0.1,0.0,0.0,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
102991,48050540,480107412,POST,GEORGE,H,PA,M,D,15.0,voting,18850126,1854-09-01,1854,1885,31,0.0,0,7,2,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.7,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5835,49066581,490009639,CULLOM,SHELBY,S,IL,M,R,,voting,18860128,1829-11-22,1829,1886,57,0.0,10,4,1,0,4,0,0,1,0,0,0,0,0,0,0,0.5,0.2,0.05,0.0,0.2,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
5881,49051360,490009702,ELLWOOD,REUBEN,H,IL,M,R,5.0,voting,18860128,1821-02-21,1821,1886,65,0.0,8,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.8,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5883,49051360,490009705,ELLWOOD,REUBEN,H,IL,M,R,5.0,voting,18860128,1821-02-21,1821,1886,65,0.0,1,5,1,0,3,0,0,0,0,0,0,0,0,0,0,0.1,0.5,0.1,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
126401,49056650,490009706,TILLMAN,GEORGE,H,SC,M,D,2.0,voting,18860128,1826-08-21,1826,1886,60,0.0,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5884,49065590,490009707,HITT,ROBERT,H,IL,M,R,6.0,voting,18860128,1834-01-16,1834,1886,52,0.0,3,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.4444444444444444,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
5886,49061200,490009709,MCMILLIN,BENTON,H,TN,M,D,4.0,voting,18860128,1845-09-11,1845,1886,41,0.0,1,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0.1,0.6,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6692,49051540,490011028,HALL,BENTON,H,IA,M,D,1.0,voting,18860202,1835-01-13,1835,1886,51,0.0,2,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,10
9099,49054020,490014658,CUTCHEON,BYRON,H,MI,M,R,9.0,voting,18860212,1836-05-11,1836,1886,50,0.0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10841,49051641,490017289,INGALLS,JOHN,S,KS,M,R,,voting,18860219,1833-12-29,1833,1886,53,0.0,5,1,0,2,0,0,0,0,1,1,0,0,0,0,0,0.5,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,10
11219,49057661,490017921,GRAY,GEORGE,S,DE,M,D,,voting,18860223,1840-05-04,1840,1886,46,0.0,2,1,2,4,0,0,0,1,0,0,0,0,0,0,0,0.2,0.1,0.2,0.4,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
34499,49054340,490054020,KELLEY,WILLIAM,H,PA,M,R,4.0,voting,18860514,1814-04-12,1814,1886,72,0.0,2,2,0,1,1,2,0,0,1,1,0,0,0,0,0,0.2,0.2,0.0,0.1,0.1,0.2,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,10
