speakerid,speech_id,lastname,firstname,chamber,state,gender,party,district,nonvoting,date,DOB,yob,year,age,speakerXsessionid,procedural_prob,cluster_3,cluster_1,cluster_5,cluster_4,cluster_0,cluster_2,cluster_6,cluster_8,cluster_12,cluster_11,cluster_9,cluster_10,cluster_7,cluster_3_p,cluster_1_p,cluster_5_p,cluster_4_p,cluster_0_p,cluster_2_p,cluster_6_p,cluster_8_p,cluster_12_p,cluster_11_p,cluster_9_p,cluster_10_p,cluster_7_p,n
4072,430104003,ALCORN,JAMES,S,MS,M,R,,voting,18750220,1816-11-04,1816,1875,59,43040721,0.0,0,0,0,0,4,6,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4065,430105916,FLANAGAN,JAMES,S,TX,M,R,,voting,18750223,1805-09-05,1805,1875,70,43040651,0.0,0,0,7,1,2,0,0,0,0,0,0,0,0,0.0,0.0,0.7,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4225,430105989,BOGY,LEWIS,S,MO,M,D,,voting,18750223,1813-04-09,1813,1875,62,43042251,0.0,1,2,0,1,3,3,0,0,0,0,0,0,0,0.1,0.2,0.0,0.1,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6403,430106061,ALLISON,WILLIAM,S,IA,M,R,,voting,18750223,1829-03-02,1829,1875,46,43064031,0.0,0,0,9,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
4281,430106874,HOWE,TIMOTHY,S,WI,M,R,,voting,18750224,1816-02-24,1816,1875,59,43042811,0.0,0,3,0,2,3,1,1,0,0,0,0,0,0,0.0,0.3,0.0,0.2,0.3,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,10
4520,430109442,THURMAN,ALLEN,S,OH,M,D,,voting,18750225,1813-11-13,1813,1875,62,43045201,0.0,0,0,0,0,7,3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.7,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4314,430109681,MORTON,OLIVER,S,IN,M,R,,voting,18750225,1823-08-04,1823,1875,52,43043141,0.0,0,0,1,0,6,2,1,0,0,0,0,0,0,0.0,0.0,0.1,0.0,0.6,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,10
3979,430109751,HAMILTON,WILLIAM,S,MD,M,D,,voting,18750225,1820-09-08,1820,1875,55,43039791,0.0,7,2,0,1,0,0,0,0,0,0,0,0,0,0.7,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4214,430110853,ALBRIGHT,CHARLES,H,PA,M,R,-1.0,voting,18750226,1830-12-13,1830,1875,45,43042140,0.0,3,2,0,0,5,8,1,0,0,0,0,0,0,0.15789473684210525,0.10526315789473684,0.0,0.0,0.2631578947368421,0.42105263157894735,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,19
4015,430111272,PRATT,DANIEL,S,IN,M,R,,voting,18750227,1813-10-26,1813,1875,62,43040151,0.0,3,0,1,10,5,1,0,0,0,0,0,0,0,0.15,0.0,0.05,0.5,0.25,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
7544,430111543,CANNON,JOSEPH,H,IL,M,R,14.0,voting,18750227,1836-05-07,1836,1875,39,43075440,0.0,1,1,8,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4072,430112436,ALCORN,JAMES,S,MS,M,R,,voting,18750301,1816-11-04,1816,1875,59,43040721,0.0,0,0,0,0,4,6,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5841,430112580,SHERMAN,JOHN,S,OH,M,R,,voting,18750301,1823-05-10,1823,1875,52,43058411,0.0,2,1,0,3,4,0,0,0,0,0,0,0,0,0.2,0.1,0.0,0.3,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5399,440003192,COX,SAMUEL,H,NY,M,D,6.0,voting,18760110,1824-09-30,1824,1876,52,44053990,0.0,0,0,2,0,6,2,0,0,0,0,0,0,0,0.0,0.0,0.2,0.0,0.6,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4101,440003269,COOPER,HENRY,S,TN,M,D,,voting,18760111,1827-08-22,1827,1876,49,44041011,0.0,0,3,0,1,5,1,0,0,0,0,0,0,0,0.0,0.3,0.0,0.1,0.5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5069,440004920,SAULSBURY,ELI,S,DE,M,D,,voting,18760118,1817-12-29,1817,1876,59,44050691,0.0,3,4,4,0,7,0,0,0,0,0,0,0,0,0.16666666666666666,0.2222222222222222,0.2222222222222222,0.0,0.3888888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
5221,440005418,TUCKER,JOHN,H,VA,M,D,6.0,voting,18760119,1823-12-24,1823,1876,53,44052210,0.0,0,1,1,0,6,2,0,0,0,0,0,0,0,0.0,0.1,0.1,0.0,0.6,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5024,440005704,KASSON,JOHN,H,IA,M,R,7.0,voting,18760121,1822-01-11,1822,1876,54,44050240,0.0,3,0,0,0,7,0,0,0,0,0,0,0,0,0.3,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4516,440005750,TEESE,FREDERICK,H,NJ,M,D,6.0,voting,18760122,1823-10-21,1823,1876,53,44045160,0.0,1,5,0,0,2,2,0,0,0,0,0,0,0,0.1,0.5,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5399,440007801,COX,SAMUEL,H,NY,M,D,6.0,voting,18760128,1824-09-30,1824,1876,52,44053990,0.0,1,4,0,0,0,4,1,0,0,0,0,0,0,0.1,0.4,0.0,0.0,0.0,0.4,0.1,0.0,0.0,0.0,0.0,0.0,0.0,10
5685,440007873,MILLS,ROGER,H,TX,M,D,4.0,voting,18760129,1832-03-30,1832,1876,44,44056850,0.0,0,1,4,5,0,0,0,0,0,0,0,0,0,0.0,0.1,0.4,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4311,440008234,MERRIMON,AUGUSTUS,S,NC,M,D,,voting,18760201,1830-09-15,1830,1876,46,44043111,0.0,1,9,0,0,0,0,0,0,0,0,0,0,0,0.1,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
