speakerid,speech_id,lastname,firstname,chamber,state,gender,party,district,nonvoting,date,DOB,yob,year,age,speakerXsessionid,procedural_prob,cluster_2,cluster_0,cluster_11,cluster_12,cluster_5,cluster_1,cluster_16,cluster_13,cluster_8,cluster_3,cluster_7,cluster_4,cluster_6,cluster_14,cluster_9,cluster_10,cluster_15,cluster_2_p,cluster_0_p,cluster_11_p,cluster_12_p,cluster_5_p,cluster_1_p,cluster_16_p,cluster_13_p,cluster_8_p,cluster_3_p,cluster_7_p,cluster_4_p,cluster_6_p,cluster_14_p,cluster_9_p,cluster_10_p,cluster_15_p,n
4734,450027038,HARRIS,JOHN,H,VA,M,D,7.0,voting,18780219,1823-05-08,1823,1878,55,45047340,0.0,8,8,0,0,0,4,0,0,0,2,0,0,7,1,0,0,0,0.26666666666666666,0.26666666666666666,0.0,0.0,0.0,0.13333333333333333,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.23333333333333334,0.03333333333333333,0.0,0.0,0.0,30
4771,450027697,PRICE,HIRAM,H,IA,M,R,2.0,voting,18780220,1814-01-10,1814,1878,64,45047710,0.0,16,29,1,0,0,12,5,1,1,2,1,0,4,2,0,0,0,0.21621621621621623,0.3918918918918919,0.013513513513513514,0.0,0.0,0.16216216216216217,0.06756756756756757,0.013513513513513514,0.013513513513513514,0.02702702702702703,0.013513513513513514,0.0,0.05405405405405406,0.02702702702702703,0.0,0.0,0.0,74
4629,450064529,MATTHEWS,STANLEY,S,OH,M,R,,voting,18780516,1824-07-21,1824,1878,54,45046291,0.0,0,2,0,0,1,0,2,3,1,1,0,0,0,0,0,0,0,0.0,0.2,0.0,0.0,0.1,0.0,0.2,0.3,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4379,450099219,WADLEIGH,BAINBRIDGE,S,NH,M,R,,voting,18790109,1831-01-04,1831,1879,48,45043791,0.0,1,0,0,0,1,0,0,0,7,0,0,0,0,1,0,0,0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,10
5399,450112365,COX,SAMUEL,H,NY,M,D,6.0,voting,18790213,1824-09-30,1824,1879,55,45053990,0.0,0,4,0,0,0,0,0,2,1,0,0,0,3,0,0,0,0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,10
4598,450115487,GIDDINGS,DE,H,TX,M,D,5.0,voting,18790217,1827-07-18,1827,1879,52,45045980,0.0,1,0,0,0,0,6,2,0,0,0,0,0,1,0,0,0,0,0.1,0.0,0.0,0.0,0.0,0.6,0.2,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,10
5605,450117215,HERBERT,HILARY,H,AL,M,D,2.0,voting,18790219,1834-03-12,1834,1879,45,45056050,0.0,0,1,0,0,0,1,0,0,0,1,7,0,0,0,0,0,0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.7,0.0,0.0,0.0,0.0,0.0,0.0,10
6125,460011143,MORRILL,JUSTIN,S,VT,M,R,,voting,18790428,1810-04-14,1810,1879,69,46061251,0.0,2,4,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0.2222222222222222,0.4444444444444444,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
4783,460072336,SMITH,HEZEKIAH,H,NJ,M,D,2.0,voting,18800326,1816-07-24,1816,1880,64,46047830,0.0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.9,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4940,460072338,WARD,WILLIAM,H,PA,M,R,6.0,voting,18800326,1837-01-01,1837,1880,43,46049400,0.0,2,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0.2222222222222222,0.2222222222222222,0.0,0.0,0.0,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
5221,460086884,TUCKER,JOHN,H,VA,M,D,6.0,voting,18800422,1823-12-24,1823,1880,57,46052210,0.0,0,1,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4620,460103050,KIRKWOOD,SAMUEL,S,IA,M,R,,voting,18800520,1813-12-20,1813,1880,67,46046201,0.0,4,1,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0.4,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,10
4989,460119573,EATON,WILLIAM,S,CT,M,D,,voting,18800610,1816-10-11,1816,1880,64,46049891,0.0,0,5,0,0,0,3,1,0,0,0,0,0,0,1,0,0,0,0.0,0.5,0.0,0.0,0.0,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,10
4873,460126306,LAPHAM,ELBRIDGE,H,NY,M,R,27.0,voting,18801209,1814-10-18,1814,1880,66,46048730,0.0,1,0,1,0,1,0,2,4,0,0,0,0,1,0,0,0,0,0.1,0.0,0.1,0.0,0.1,0.0,0.2,0.4,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,10
4998,460128535,GARLAND,AUGUSTUS,S,AR,M,D,,voting,18801217,1832-06-11,1832,1880,48,46049981,0.0,2,0,0,0,2,1,3,0,1,0,0,1,0,0,0,0,0,0.2,0.0,0.0,0.0,0.2,0.1,0.3,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,10
6157,460155465,UPDEGRAFF,THOMAS,H,IA,M,R,3.0,voting,18810215,1834-04-03,1834,1881,47,46061570,0.0,4,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0.4,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.1,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,10
4715,460157073,DAVIS,JOSEPH,H,NC,M,D,4.0,voting,18810217,1828-04-13,1828,1881,53,46047150,0.0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
4891,470041852,MILLER,WARNER,S,NY,M,R,,voting,18820324,1838-08-12,1838,1882,44,47048911,0.0,0,2,1,0,0,0,0,4,1,0,0,0,1,1,0,0,0,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.4,0.1,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,10
4991,470048062,ELLIS,EZEKIEL,H,LA,M,D,2.0,voting,18820405,1840-10-15,1840,1882,42,47049910,0.0,0,6,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0.0,0.6,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,10
4866,470075411,JONES,GEORGE,H,TX,M,N,5.0,voting,18820601,1828-09-05,1828,1882,54,47048660,0.0,1,1,0,0,1,0,3,2,1,1,0,0,0,0,0,0,0,0.1,0.1,0.0,0.0,0.1,0.0,0.3,0.2,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5940,470106289,HARRIS,ISHAM,S,TN,M,D,,voting,18820714,1818-02-10,1818,1882,64,47059401,0.0,0,1,0,0,0,1,2,0,0,0,6,0,0,0,0,0,0,0.0,0.1,0.0,0.0,0.0,0.1,0.2,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,10
5116,470134269,BROWN,JOSEPH,S,GA,M,D,,voting,18821214,1821-04-15,1821,1882,61,47051161,0.0,0,0,0,0,1,1,5,1,1,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.1,0.1,0.5,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,10
6253,470143665,REED,THOMAS,H,ME,M,R,1.0,voting,18830103,1839-10-18,1839,1883,44,47062530,0.3877903532407084,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5367,470148014,BECK,JAMES,S,KY,M,D,,voting,18830110,1822-02-13,1822,1883,61,47053671,0.0,0,1,1,0,0,5,1,0,0,0,1,0,0,0,0,0,0,0.0,0.1111111111111111,0.1111111111111111,0.0,0.0,0.5555555555555556,0.1111111111111111,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,9
5367,470148351,BECK,JAMES,S,KY,M,D,,voting,18830110,1822-02-13,1822,1883,61,47053671,0.0,2,1,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.0,0.0,0.4444444444444444,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
5668,470167699,VANCE,ZEBULON,S,NC,M,D,,voting,18830205,1830-05-13,1830,1883,53,47056681,0.0,3,2,3,1,3,10,2,1,0,0,1,7,6,0,0,0,0,0.07692307692307693,0.05128205128205128,0.07692307692307693,0.02564102564102564,0.07692307692307693,0.2564102564102564,0.05128205128205128,0.02564102564102564,0.0,0.0,0.02564102564102564,0.1794871794871795,0.15384615384615385,0.0,0.0,0.0,0.0,39
6352,470171581,MORGAN,JOHN,S,AL,M,D,,voting,18830208,1824-06-20,1824,1883,59,47063521,0.0,1,2,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0.1,0.2,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,10
5007,470172092,HASKELL,DUDLEY,H,KS,M,R,2.0,voting,18830208,1842-03-23,1842,1883,41,47050070,0.0,0,1,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0.0,0.1,0.0,0.0,0.0,0.8,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5434,470178773,KELLEY,WILLIAM,H,PA,M,R,4.0,voting,18830213,1814-04-12,1814,1883,69,47054340,0.2323412492899721,2,4,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0.2,0.4,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,10
6008,470182525,SEWELL,WILLIAM,S,NJ,M,R,,voting,18830216,1835-12-06,1835,1883,48,47060081,0.0,0,3,0,0,2,3,0,0,0,0,0,0,2,0,0,0,0,0.0,0.3,0.0,0.0,0.2,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,10
5940,480023636,HARRIS,ISHAM,S,TN,M,D,,voting,18840306,1818-02-10,1818,1884,66,48059401,0.0,0,0,0,0,0,8,1,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.8,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,10
5423,480025205,GIBSON,RANDALL,S,LA,M,D,,voting,18840310,1832-09-10,1832,1884,52,48054231,0.0,0,6,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0.0,0.6,0.0,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,10
5124,480044081,CHACE,JONATHAN,H,RI,M,R,2.0,voting,18840416,1829-07-22,1829,1884,55,48051240,0.0,2,0,0,0,0,5,1,0,0,0,0,0,0,1,0,0,0,0.2222222222222222,0.0,0.0,0.0,0.0,0.5555555555555556,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,9
5232,480047279,WELLBORN,OLIN,H,TX,M,D,6.0,voting,18840422,1843-06-18,1843,1884,41,48052320,0.0,1,3,0,1,3,7,1,0,0,0,0,0,4,0,0,0,0,0.05,0.15,0.0,0.05,0.15,0.35,0.05,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,20
5399,480049642,COX,SAMUEL,H,NY,M,D,6.0,voting,18840426,1824-09-30,1824,1884,60,48053990,0.0,1,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5360,480053910,ANDERSON,JOHN,H,KS,M,R,1.0,voting,18840506,1834-06-26,1834,1884,50,48053600,0.0,1,0,2,0,0,2,0,0,0,1,0,4,0,0,0,0,0,0.1,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.1,0.0,0.4,0.0,0.0,0.0,0.0,0.0,10
6159,480056389,VEST,GEORGE,S,MO,M,D,,voting,18840512,1830-12-06,1830,1884,54,48061591,0.0,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.8888888888888888,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
6365,480084797,RAY,GEORGE,H,NY,M,R,21.0,voting,18840627,1844-02-03,1844,1884,40,48063650,0.0,0,0,1,0,1,0,6,0,0,0,0,1,1,0,0,0,0,0.0,0.0,0.1,0.0,0.1,0.0,0.6,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,10
4991,480104031,ELLIS,EZEKIEL,H,LA,M,D,2.0,voting,18850116,1840-10-15,1840,1885,45,48049910,0.0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
5607,490009968,HOUK,LEONIDAS,H,TN,M,R,2.0,voting,18860129,1836-06-08,1836,1886,50,49056070,0.0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
4958,490023897,BOWEN,THOMAS,S,CO,M,R,,voting,18860308,1835-10-26,1835,1886,51,49049581,0.0,0,2,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0.0,0.2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,10
5317,490034618,NORWOOD,THOMAS,H,GA,M,D,1.0,voting,18860407,1830-04-26,1830,1886,56,49053170,0.0,1,1,4,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0.1,0.1,0.4,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5380,490053977,BUTTERWORTH,BENJAMIN,H,OH,M,R,1.0,voting,18860514,1837-10-22,1837,1886,49,49053800,0.0,0,5,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0.0,0.5,0.1,0.0,0.0,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5069,490056470,SAULSBURY,ELI,S,DE,M,D,,voting,18860519,1817-12-29,1817,1886,69,49050691,0.0,0,0,0,0,0,1,0,0,0,0,0,9,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,10
6122,490079412,MILLIKEN,SETH,H,ME,M,R,3.0,voting,18860622,1831-12-12,1831,1886,55,49061220,0.0,1,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0.1111111111111111,0.0,0.0,0.0,0.0,0.1111111111111111,0.7777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
5482,490080161,PLUMB,PRESTON,S,KS,M,R,,voting,18860624,1837-10-12,1837,1886,49,49054821,0.0,0,0,0,0,2,0,1,4,0,2,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.2,0.0,0.1,0.4,0.0,0.2,0.0,0.0,0.1,0.0,0.0,0.0,0.0,10
5566,490086125,CALL,WILKINSON,S,FL,M,D,,voting,18860701,1834-01-09,1834,1886,52,49055661,0.0,1,1,0,0,0,2,1,1,2,1,0,0,0,1,0,0,0,0.1,0.1,0.0,0.0,0.0,0.2,0.1,0.1,0.2,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,10
6445,490129864,GORMAN,ARTHUR,S,MD,M,D,,voting,18870124,1839-03-11,1839,1887,48,49064451,0.0,0,7,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0.0,0.7,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6554,500002616,HALE,EUGENE,S,ME,M,R,,voting,18880111,1836-06-09,1836,1888,52,50065541,0.0,1,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0.1111111111111111,0.0,0.0,0.0,0.0,0.1111111111111111,0.7777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
5697,500029510,BLAIR,HENRY,S,NH,M,R,,voting,18880321,1834-12-06,1834,1888,54,50056971,0.0,1,0,2,0,4,0,1,1,0,0,0,1,0,0,0,0,0,0.1,0.0,0.2,0.0,0.4,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,10
7188,500047549,GALLINGER,JACOB,H,NH,M,R,2.0,voting,18880430,1837-03-28,1837,1888,51,50071880,0.0,0,1,1,0,0,0,1,0,0,0,1,5,0,1,0,0,0,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.5,0.0,0.1,0.0,0.0,0.0,10
6288,500051012,BOUTELLE,CHARLES,H,ME,M,R,4.0,voting,18880509,1839-02-09,1839,1888,49,50062880,0.0,1,0,2,0,1,1,0,0,0,1,0,4,0,0,0,0,0,0.1,0.0,0.2,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.4,0.0,0.0,0.0,0.0,0.0,10
5249,500053165,BOUND,FRANKLIN,H,PA,M,R,14.0,voting,18880516,1829-04-09,1829,1888,59,50052490,0.0,0,4,0,0,1,1,0,0,1,0,0,0,0,3,0,0,0,0.0,0.4,0.0,0.0,0.1,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,10
6344,500053203,MCRAE,THOMAS,H,AR,M,D,3.0,voting,18880516,1851-12-21,1851,1888,37,50063440,0.0,1,4,0,0,0,0,3,0,0,0,0,0,0,1,1,0,0,0.1,0.4,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,10
5478,500053716,PETERS,SAMUEL,H,KS,M,R,7.0,voting,18880517,1842-08-16,1842,1888,46,50054780,0.0,1,1,0,0,0,6,0,1,0,0,0,0,0,1,0,0,0,0.1,0.1,0.0,0.0,0.0,0.6,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,10
6554,500112671,HALE,EUGENE,S,ME,M,R,,voting,18880828,1836-06-09,1836,1888,52,50065541,0.0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6125,500130166,MORRILL,JUSTIN,S,VT,M,R,,voting,18881004,1810-04-14,1810,1888,78,50061251,0.0,0,4,0,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0.0,0.4,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.0,10
5766,500138066,GRAY,GEORGE,S,DE,M,D,,voting,18881211,1840-05-04,1840,1888,48,50057661,1.291300236865518e-06,1,4,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0.1,0.4,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,10
5459,500144995,MCPHERSON,JOHN,S,NJ,M,D,,voting,18890103,1833-05-09,1833,1889,56,50054591,0.0,0,0,0,0,0,2,1,0,0,0,0,7,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,10
5459,500144997,MCPHERSON,JOHN,S,NJ,M,D,,voting,18890103,1833-05-09,1833,1889,56,50054591,0.0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,10
5459,500145255,MCPHERSON,JOHN,S,NJ,M,D,,voting,18890104,1833-05-09,1833,1889,56,50054591,5.866981415148849e-06,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10
5459,500145257,MCPHERSON,JOHN,S,NJ,M,D,,voting,18890104,1833-05-09,1833,1889,56,50054591,0.0,2,4,2,0,0,5,3,0,1,0,0,11,1,0,0,0,0,0.06896551724137931,0.13793103448275862,0.06896551724137931,0.0,0.0,0.1724137931034483,0.10344827586206896,0.0,0.034482758620689655,0.0,0.0,0.3793103448275862,0.034482758620689655,0.0,0.0,0.0,0.0,29
5319,500163395,PARKER,ABRAHAM,H,NY,M,R,22.0,voting,18890201,1831-11-14,1831,1889,58,50053190,0.0,1,0,1,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0.1,0.0,0.1,0.0,0.0,0.0,0.7,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5588,510018540,FLOWER,ROSWELL,H,NY,M,D,12.0,voting,18900220,1835-08-07,1835,1890,55,51055880,0.0,1,0,0,1,0,0,7,0,0,0,1,0,0,0,0,0,0,0.1,0.0,0.0,0.1,0.0,0.0,0.7,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,10
