speakerid,speech_id,lastname,firstname,chamber,state,gender,party,district,nonvoting,date,DOB,yob,year,age,speakerXsessionid,procedural_prob,cluster_16,cluster_0,cluster_8,cluster_6,cluster_7,cluster_3,cluster_1,cluster_4,cluster_13,cluster_9,cluster_12,cluster_11,cluster_14,cluster_15,cluster_2,cluster_10,cluster_5,cluster_16_p,cluster_0_p,cluster_8_p,cluster_6_p,cluster_7_p,cluster_3_p,cluster_1_p,cluster_4_p,cluster_13_p,cluster_9_p,cluster_12_p,cluster_11_p,cluster_14_p,cluster_15_p,cluster_2_p,cluster_10_p,cluster_5_p,n
6098,550133866,JOHNSON,HENRY,H,IN,M,R,6.0,voting,18980615,1850-10-28,1850,1898,48,55060980,0.0,2,0,3,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0.2,0.0,0.3,0.3,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,10
6534,550167936,DANIEL,JOHN,S,VA,M,D,,voting,18990203,1842-09-05,1842,1899,57,55065341,0.0,0,0,0,7,0,0,5,6,1,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.35,0.0,0.0,0.25,0.3,0.05,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,20
6603,560011619,SIBLEY,JOSEPH,H,PA,M,D,27.0,voting,19000201,1850-02-18,1850,1900,50,56066030,0.0,0,0,4,2,1,0,0,0,0,0,3,0,0,0,0,0,0,0.0,0.0,0.4,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,10
6344,560053308,MCRAE,THOMAS,H,AR,M,D,3.0,voting,19000419,1851-12-21,1851,1900,49,56063440,0.0,6,0,10,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.3333333333333333,0.0,0.5555555555555556,0.0,0.05555555555555555,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
6344,560053312,MCRAE,THOMAS,H,AR,M,D,3.0,voting,19000419,1851-12-21,1851,1900,49,56063440,0.0,9,2,37,11,7,3,7,2,0,4,10,0,0,0,1,0,0,0.0967741935483871,0.021505376344086023,0.3978494623655914,0.11827956989247312,0.07526881720430108,0.03225806451612903,0.07526881720430108,0.021505376344086023,0.0,0.043010752688172046,0.10752688172043011,0.0,0.0,0.0,0.010752688172043012,0.0,0.0,93
6701,560053383,LITTLEFIELD,CHARLES,H,ME,M,R,2.0,voting,19000419,1851-06-21,1851,1900,49,56067010,0.0,7,6,28,8,4,2,2,0,2,0,5,1,0,0,0,0,0,0.1076923076923077,0.09230769230769231,0.4307692307692308,0.12307692307692308,0.06153846153846154,0.03076923076923077,0.03076923076923077,0.0,0.03076923076923077,0.0,0.07692307692307693,0.015384615384615385,0.0,0.0,0.0,0.0,0.0,65
6559,560141460,HITT,ROBERT,H,IL,M,R,9.0,voting,19010221,1834-01-16,1834,1901,67,56065590,0.0,0,0,1,0,1,0,6,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.6666666666666666,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
7883,570060194,JONES,WESLEY,H,WA,M,R,-1.0,voting,19020515,1863-10-09,1863,1902,39,57078830,0.0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6218,570074905,HANNA,MARCUS,S,OH,M,R,,voting,19020609,1837-09-24,1837,1902,65,57062181,0.0,0,0,1,2,5,8,1,1,0,0,0,1,0,0,1,0,0,0.0,0.0,0.05,0.1,0.25,0.4,0.05,0.05,0.0,0.0,0.0,0.05,0.0,0.0,0.05,0.0,0.0,20
7544,570118681,CANNON,JOSEPH,H,IL,M,R,12.0,voting,19030210,1836-05-07,1836,1903,67,57075440,0.0,1,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0.1,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,10
6483,580026436,ROBINSON,JAMES,H,IN,M,D,12.0,voting,19040218,1861-05-31,1861,1904,43,58064830,1.1626921679509986e-16,0,0,0,3,0,0,5,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0.3,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,10
7543,580052925,CAMPBELL,PHILIP,H,KS,M,R,3.0,voting,19040329,1862-04-25,1862,1904,42,58075430,0.0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10
6554,580067225,HALE,EUGENE,S,ME,M,R,,voting,19040419,1836-06-09,1836,1904,68,58065541,0.0,0,1,0,1,6,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.1,0.0,0.1,0.6,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6403,580067723,ALLISON,WILLIAM,S,IA,M,R,,voting,19040420,1829-03-02,1829,1904,75,58064031,0.0,0,1,1,1,4,0,3,0,0,0,0,0,0,0,0,0,0,0.0,0.1,0.1,0.1,0.4,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6403,580067729,ALLISON,WILLIAM,S,IA,M,R,,voting,19040420,1829-03-02,1829,1904,75,58064031,0.0,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.9,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6403,580067731,ALLISON,WILLIAM,S,IA,M,R,,voting,19040420,1829-03-02,1829,1904,75,58064031,5.464582541362573e-09,0,0,0,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.2,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6554,580067753,HALE,EUGENE,S,ME,M,R,,voting,19040420,1836-06-09,1836,1904,68,58065541,4.770953674457443e-05,0,0,0,1,6,1,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.1,0.6,0.1,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,10
6534,580067775,DANIEL,JOHN,S,VA,M,D,,voting,19040420,1842-09-05,1842,1904,62,58065341,0.0,0,0,0,0,1,0,8,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.1,0.0,0.8,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6534,580067849,DANIEL,JOHN,S,VA,M,D,,voting,19040420,1842-09-05,1842,1904,62,58065341,0.0,0,0,0,3,1,2,4,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.3,0.1,0.2,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6486,580110891,SCUDDER,TOWNSEND,H,NY,M,D,1.0,voting,19050222,1865-07-26,1865,1905,40,58064860,0.0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7685,590023106,COCKRAN,WILLIAM,H,NY,M,D,12.0,voting,19060207,1854-02-28,1854,1906,52,59076850,0.0,0,0,0,4,0,4,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.4,0.0,0.4,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6672,590059107,GAMBLE,ROBERT,S,SD,M,R,,voting,19060406,1851-02-07,1851,1906,55,59066721,0.0,1,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7226,590183174,NEWLANDS,FRANCIS,S,NV,M,D,,voting,19070303,1846-08-28,1846,1907,61,59072261,0.0,0,0,1,2,0,0,4,0,0,0,0,2,1,0,0,0,0,0.0,0.0,0.1,0.2,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.2,0.1,0.0,0.0,0.0,0.0,10
7621,600067800,MONDELL,FRANKLIN,H,WY,M,R,0.0,voting,19080502,1860-11-06,1860,1908,48,60076210,0.0,0,0,1,2,0,0,6,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.2,0.0,0.0,0.6,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7241,620032530,SHIVELY,BENJAMIN,S,IN,M,D,,voting,19110705,1857-03-20,1857,1911,54,62072411,2.575971643022475e-17,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7544,620197627,CANNON,JOSEPH,H,IL,M,R,18.0,voting,19120618,1836-05-07,1836,1912,76,62075440,0.0,2,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,0.2,0.0,0.0,0.0,0.1,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,10
7613,630066764,MANN,JAMES,H,IL,M,R,2.0,voting,19130905,1856-10-20,1856,1913,57,63076130,0.0,2,0,7,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0.07142857142857142,0.0,0.25,0.14285714285714285,0.5357142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28
7787,630107359,GILLETT,FREDERICK,H,MA,M,R,2.0,voting,19131216,1851-10-16,1851,1913,62,63077870,0.0,1,0,0,6,0,0,1,1,1,0,0,0,0,0,0,0,0,0.1,0.0,0.0,0.6,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7790,630160668,HEFLIN,JAMES,H,AL,M,D,5.0,voting,19140302,1869-04-09,1869,1914,45,63077900,0.0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7813,630187513,ROGERS,JOHN,H,MA,M,R,5.0,voting,19140331,1881-08-18,1881,1914,33,63078130,0.0,1,0,0,6,0,0,2,0,0,0,1,0,0,0,0,0,0,0.1,0.0,0.0,0.6,0.0,0.0,0.2,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,10
7787,630249344,GILLETT,FREDERICK,H,MA,M,R,2.0,voting,19140606,1851-10-16,1851,1914,63,63077870,2.499251523857888e-13,0,0,0,2,0,0,7,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.2,0.0,0.0,0.7,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,10
7127,630348503,SMITH,WILLIAM,S,MI,M,R,,voting,19140918,1859-05-12,1859,1914,55,63071271,0.0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7435,630393518,GALLAGHER,THOMAS,H,IL,M,D,8.0,voting,19150107,1850-07-06,1850,1915,65,63074350,0.0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7352,640010726,POINDEXTER,MILES,S,WA,M,R,,voting,19160117,1868-04-22,1868,1916,48,64073521,0.0,0,0,0,0,0,0,9,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,10
7707,650002293,HULL,HARRY,H,IA,M,R,2.0,voting,19170405,1864-03-12,1864,1917,53,65077070,0.0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7613,650028056,MANN,JAMES,H,IL,M,R,2.0,voting,19170508,1856-10-20,1856,1917,61,65076130,0.0,0,0,1,0,1,0,1,7,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
8271,650028057,BRITTEN,FREDERICK,H,IL,M,R,9.0,voting,19170508,1871-11-18,1871,1917,46,65082710,0.4713137566126253,0,0,0,5,0,0,0,0,0,1,3,1,0,0,0,0,0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.1,0.3,0.1,0.0,0.0,0.0,0.0,0.0,10
7613,650028058,MANN,JAMES,H,IL,M,R,2.0,voting,19170508,1856-10-20,1856,1917,61,65076130,1.7780443156280136e-06,0,0,1,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.7,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
8088,650032022,COLLIER,JAMES,H,MS,M,D,8.0,voting,19170511,1872-09-28,1872,1917,45,65080880,0.0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
8092,650034199,COOPER,HENRY,H,WI,M,R,1.0,voting,19170514,1850-09-08,1850,1917,67,65080920,1.1148417451868748e-19,0,0,8,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.8,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,10
7273,650042467,BORLAND,WILLIAM,H,MO,M,D,5.0,voting,19170521,1867-10-14,1867,1917,50,65072730,0.0,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.9,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
8227,650143580,TILSON,JOHN,H,CT,M,R,3.0,voting,19180118,1866-04-05,1866,1918,52,65082270,0.0,3,0,1,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0.3,0.0,0.1,0.1,0.3,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
8227,650154229,TILSON,JOHN,H,CT,M,R,3.0,voting,19180207,1866-04-05,1866,1918,52,65082270,0.0,0,0,0,1,0,0,0,8,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,10
8476,650214590,SEARS,WILLIAM,H,FL,M,D,4.0,voting,19180410,1874-12-04,1874,1918,44,65084760,0.0,4,0,0,1,8,2,4,1,0,0,0,0,0,0,0,0,0,0.2,0.0,0.0,0.05,0.4,0.1,0.2,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
8129,650305485,GORE,THOMAS,S,OK,M,D,,voting,19180905,1870-12-10,1870,1918,48,65081291,0.0,0,0,2,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
7169,650368196,BRADY,JAMES,S,ID,M,R,,voting,19190126,1862-06-12,1862,1919,57,65071691,0.0,0,0,0,1,5,1,1,1,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,0.5,0.1,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
8183,660122972,MOONEY,CHARLES,H,OH,M,D,20.0,voting,19191114,1879-01-05,1879,1919,40,66081830,0.0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7577,660325593,HICKS,FREDERICK,H,NY,M,R,1.0,voting,19210211,1872-03-06,1872,1921,49,66075770,0.0,4,0,0,1,0,0,3,0,0,1,0,0,1,0,0,0,0,0.4,0.0,0.0,0.1,0.0,0.0,0.3,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,10
7352,670002885,POINDEXTER,MILES,S,WA,M,R,,voting,19210418,1868-04-22,1868,1921,53,67073521,0.0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
8450,670092532,KING,WILLIAM,S,UT,M,D,,voting,19210927,1863-06-03,1863,1921,58,67084501,0.0,0,1,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0.0,0.1,0.0,0.0,0.0,0.1,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
8450,670222804,KING,WILLIAM,S,UT,M,D,,voting,19220424,1863-06-03,1863,1922,59,67084501,0.0,0,0,0,5,0,1,1,1,0,0,2,0,0,0,0,0,0,0.0,0.0,0.0,0.5,0.0,0.1,0.1,0.1,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,10
7813,670338334,ROGERS,JOHN,H,MA,M,R,5.0,voting,19221209,1881-08-18,1881,1922,41,67078130,0.0,0,0,0,1,0,1,8,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,0.0,0.1,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7885,670369652,KINDRED,JOHN,H,NY,M,D,2.0,voting,19230120,1864-07-15,1864,1923,59,67078850,0.0,0,0,1,4,0,0,1,0,0,0,0,3,0,0,0,0,0,0.0,0.0,0.1111111111111111,0.4444444444444444,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,9
8450,680047247,KING,WILLIAM,S,UT,M,D,,voting,19240311,1863-06-03,1863,1924,61,68084501,0.0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
8450,680094421,KING,WILLIAM,S,UT,M,D,,voting,19240425,1863-06-03,1863,1924,61,68084501,0.0,0,0,0,0,0,0,7,0,1,0,0,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.1,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,10
