speakerid,speech_id,lastname,firstname,chamber,state,gender,party,district,nonvoting,date,DOB,yob,year,age,procedural_prob,cluster_3,cluster_11,cluster_1,cluster_8,cluster_9,cluster_0,cluster_2,cluster_6,cluster_12,cluster_15,cluster_7,cluster_10,cluster_5,cluster_4,cluster_14,cluster_13,cluster_3_p,cluster_11_p,cluster_1_p,cluster_8_p,cluster_9_p,cluster_0_p,cluster_2_p,cluster_6_p,cluster_12_p,cluster_15_p,cluster_7_p,cluster_10_p,cluster_5_p,cluster_4_p,cluster_14_p,cluster_13_p,n
5264,470182791,DAWES,HENRY,S,MA,M,R,,voting,18830216,1816-10-30,1816,1883,67,0.0093147697782235,1,0,3,0,3,0,0,0,0,0,0,3,0,0,0,0,0.1,0.0,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,10
6125,470182795,MORRILL,JUSTIN,S,VT,M,R,,voting,18830216,1810-04-14,1810,1883,73,1.6421029255539187e-06,1,4,6,4,0,2,2,0,0,0,0,0,0,0,0,0,0.05263157894736842,0.21052631578947367,0.3157894736842105,0.21052631578947367,0.0,0.10526315789473684,0.10526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19
6125,470182797,MORRILL,JUSTIN,S,VT,M,R,,voting,18830216,1810-04-14,1810,1883,73,2.0382759692656638e-11,5,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0.5,0.0,0.3,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5268,470182800,EDMUNDS,GEORGE,S,VT,M,R,,voting,18830216,1828-02-01,1828,1883,55,0.0201451201444969,10,0,1,5,1,0,1,0,0,0,0,0,0,0,0,0,0.5555555555555556,0.0,0.05555555555555555,0.2777777777777778,0.05555555555555555,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
6125,470182801,MORRILL,JUSTIN,S,VT,M,R,,voting,18830216,1810-04-14,1810,1883,73,1.85423077238738e-18,1,5,8,0,0,3,0,0,0,0,2,1,0,0,0,0,0.05,0.25,0.4,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.1,0.05,0.0,0.0,0.0,0.0,20
5175,470182811,LOGAN,JOHN,S,IL,M,R,,voting,18830216,1826-02-09,1826,1883,57,4.626486013722997e-21,1,2,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0.1,0.2,0.1,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6445,470182870,GORMAN,ARTHUR,S,MD,M,D,,voting,18830216,1839-03-11,1839,1883,44,0.0,0,0,7,1,0,0,1,0,0,0,1,0,0,0,0,0,0.0,0.0,0.7,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,10
6253,470194917,REED,THOMAS,H,ME,M,R,1.0,voting,18830226,1839-10-18,1839,1883,44,0.0,0,0,6,2,0,0,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.6,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6475,500010722,PLATT,ORVILLE,S,CT,M,R,,voting,18880206,1827-07-19,1827,1888,61,0.0,6,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0.6,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,10
7051,500046033,GOFF,NATHAN,H,WV,M,R,1.0,voting,18880427,1843-02-09,1843,1888,45,0.0,0,1,6,1,1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.1,0.6,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6217,500063144,GROUT,WILLIAM,H,VT,M,R,2.0,voting,18880605,1836-05-24,1836,1888,52,0.0,14,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0.7,0.15,0.05,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
5373,500065194,BREWER,MARK,H,MI,M,R,6.0,voting,18880608,1837-10-22,1837,1888,51,0.0,1,8,8,0,1,0,1,0,0,0,0,0,0,0,1,0,0.05,0.4,0.4,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,20
5366,500068851,BAYNE,THOMAS,H,PA,M,R,23.0,voting,18880614,1836-06-14,1836,1888,52,0.0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,10
5366,500068855,BAYNE,THOMAS,H,PA,M,R,23.0,voting,18880614,1836-06-14,1836,1888,52,0.0,4,4,0,0,0,1,1,0,0,0,9,0,1,0,0,0,0.2,0.2,0.0,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.45,0.0,0.05,0.0,0.0,0.0,20
6205,500068864,DINGLEY,NELSON,H,ME,M,R,2.0,voting,18880614,1832-02-15,1832,1888,56,0.0,27,8,6,6,6,1,2,0,0,1,0,0,0,0,0,0,0.47368421052631576,0.14035087719298245,0.10526315789473684,0.10526315789473684,0.10526315789473684,0.017543859649122806,0.03508771929824561,0.0,0.0,0.017543859649122806,0.0,0.0,0.0,0.0,0.0,0.0,57
5686,500068865,PERKINS,BISHOP,H,KS,M,R,3.0,voting,18880614,1841-10-18,1841,1888,47,1.936583816564193e-06,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6205,500068870,DINGLEY,NELSON,H,ME,M,R,2.0,voting,18880614,1832-02-15,1832,1888,56,0.0,1,0,0,0,0,8,0,0,0,1,0,0,0,0,0,0,0.1,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,10
6619,500068890,WARNER,WILLIAM,H,MO,M,R,5.0,voting,18880614,1840-06-11,1840,1888,48,0.0,4,0,0,0,4,0,1,0,0,1,0,0,0,0,0,0,0.4,0.0,0.0,0.0,0.4,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,10
5913,500068916,COGSWELL,WILLIAM,H,MA,M,R,7.0,voting,18880614,1838-08-23,1838,1888,50,0.0,9,3,2,8,1,9,6,0,0,0,0,0,0,0,0,0,0.23684210526315788,0.07894736842105263,0.05263157894736842,0.21052631578947367,0.02631578947368421,0.23684210526315788,0.15789473684210525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
7051,500068917,GOFF,NATHAN,H,WV,M,R,1.0,voting,18880614,1843-02-09,1843,1888,45,0.0,3,0,0,1,2,4,0,0,0,0,0,0,0,0,0,0,0.3,0.0,0.0,0.1,0.2,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5530,500068918,WILLIAMS,ELIHU,H,OH,M,R,3.0,voting,18880614,1835-01-24,1835,1888,53,0.0,0,1,19,6,2,0,0,1,0,1,0,0,0,0,0,0,0.0,0.03333333333333333,0.6333333333333333,0.2,0.06666666666666667,0.0,0.0,0.03333333333333333,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,30
5366,500068944,BAYNE,THOMAS,H,PA,M,R,23.0,voting,18880614,1836-06-14,1836,1888,52,0.0,3,11,3,8,0,0,1,0,1,1,0,0,0,0,0,0,0.10714285714285714,0.39285714285714285,0.10714285714285714,0.2857142857142857,0.0,0.0,0.03571428571428571,0.0,0.03571428571428571,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,28
6120,500068949,MCMILLIN,BENTON,H,TN,M,D,4.0,voting,18880614,1845-09-11,1845,1888,43,2.6502208147353407e-22,0,1,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.1,0.8,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5356,500068955,ADAMS,GEORGE,H,IL,M,R,4.0,voting,18880614,1840-06-18,1840,1888,48,0.0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6253,500076643,REED,THOMAS,H,ME,M,R,1.0,voting,18880627,1839-10-18,1839,1888,49,0.0,7,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3888888888888889,0.1111111111111111,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
5556,500077568,BUCHANAN,JAMES,H,NJ,M,R,2.0,voting,18880628,1839-06-17,1839,1888,49,0.0,1,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.7,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6205,500078364,DINGLEY,NELSON,H,ME,M,R,2.0,voting,18880629,1832-02-15,1832,1888,56,0.0,0,1,3,1,0,0,5,0,0,0,0,0,0,0,0,0,0.0,0.1,0.3,0.1,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6205,500079282,DINGLEY,NELSON,H,ME,M,R,2.0,voting,18880630,1832-02-15,1832,1888,56,0.0,5,2,6,4,2,0,0,0,0,0,0,0,0,0,0,0,0.2631578947368421,0.10526315789473684,0.3157894736842105,0.21052631578947367,0.10526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19
5366,500079287,BAYNE,THOMAS,H,PA,M,R,23.0,voting,18880630,1836-06-14,1836,1888,52,0.0,5,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0.5,0.0,0.0,0.1,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5366,500079289,BAYNE,THOMAS,H,PA,M,R,23.0,voting,18880630,1836-06-14,1836,1888,52,0.0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5395,500082525,CONGER,EDWIN,H,IA,M,R,7.0,voting,18880709,1843-03-07,1843,1888,45,0.0,0,0,5,3,0,0,0,0,0,0,2,0,0,0,0,0,0.0,0.0,0.5,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,10
5347,500082631,WEBER,JOHN,H,NY,M,R,33.0,voting,18880709,1842-09-21,1842,1888,46,0.0,2,1,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0.2222222222222222,0.1111111111111111,0.4444444444444444,0.0,0.1111111111111111,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
6619,500083303,WARNER,WILLIAM,H,MO,M,R,5.0,voting,18880710,1840-06-11,1840,1888,48,0.0,2,6,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.2,0.6,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,10
6619,500083304,WARNER,WILLIAM,H,MO,M,R,5.0,voting,18880710,1840-06-11,1840,1888,48,0.0,8,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.8,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6288,500083446,BOUTELLE,CHARLES,H,ME,M,R,4.0,voting,18880710,1839-02-09,1839,1888,49,0.0,1,0,8,0,2,0,1,0,0,0,2,6,0,0,0,0,0.05,0.0,0.4,0.0,0.1,0.0,0.05,0.0,0.0,0.0,0.1,0.3,0.0,0.0,0.0,0.0,20
5285,500131654,HISCOCK,FRANK,S,NY,M,R,,voting,18881009,1834-09-06,1834,1888,54,0.0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6445,500137996,GORMAN,ARTHUR,S,MD,M,D,,voting,18881211,1839-03-11,1839,1888,49,0.0,0,3,0,2,0,0,0,0,0,2,3,0,0,0,0,0,0.0,0.3,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.3,0.0,0.0,0.0,0.0,0.0,10
6352,500145436,MORGAN,JOHN,S,AL,M,D,,voting,18890104,1824-06-20,1824,1889,65,0.0,1,0,5,0,1,0,0,0,0,0,3,0,0,0,0,0,0.1,0.0,0.5,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,10
5905,500152045,CHANDLER,WILLIAM,S,NH,M,R,,voting,18890116,1835-12-28,1835,1889,54,0.0,2,0,0,1,1,0,0,0,0,0,5,0,0,0,1,0,0.2,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.1,0.0,10
5366,510057824,BAYNE,THOMAS,H,PA,M,R,23.0,voting,18900508,1836-06-14,1836,1890,54,0.0,0,1,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.1,0.8,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5459,510110167,MCPHERSON,JOHN,S,NJ,M,D,,voting,18900730,1833-05-09,1833,1890,57,8.785180997555006e-27,3,4,5,2,2,0,0,0,0,2,0,0,0,0,1,1,0.15,0.2,0.25,0.1,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.05,0.05,20
5668,510110170,VANCE,ZEBULON,S,NC,M,D,,voting,18900730,1830-05-13,1830,1890,60,0.0,1,1,12,1,0,0,0,0,0,2,0,0,0,1,1,0,0.05263157894736842,0.05263157894736842,0.631578947368421,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.10526315789473684,0.0,0.0,0.0,0.05263157894736842,0.05263157894736842,0.0,19
6512,510110171,ALDRICH,NELSON,S,RI,M,R,,voting,18900730,1841-11-06,1841,1890,49,4.238861309294666e-21,1,1,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0.1,0.1,0.7,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5466,510129189,MORGAN,JAMES,H,MS,M,D,2.0,voting,18900820,1833-03-14,1833,1890,57,0.0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.1,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5658,510130212,STEWART,CHARLES,H,TX,M,D,1.0,voting,18900821,1836-05-30,1836,1890,54,0.0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5707,520027536,BROOKSHIRE,ELIJAH,H,IN,M,D,8.0,voting,18920311,1856-08-15,1856,1892,36,0.0,6,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.3,0.0,0.0,0.0,0.0,0.0,10
6512,530105672,ALDRICH,NELSON,S,RI,M,R,,voting,18940515,1841-11-06,1841,1894,53,0.0,11,7,13,2,3,0,0,0,0,1,1,1,0,1,0,0,0.275,0.175,0.325,0.05,0.075,0.0,0.0,0.0,0.0,0.025,0.025,0.025,0.0,0.025,0.0,0.0,40
6099,530105673,JONES,JAMES,S,AR,M,D,,voting,18940515,1839-09-29,1839,1894,55,0.0,1,5,1,0,1,1,1,0,0,0,9,0,1,0,0,0,0.05,0.25,0.05,0.0,0.05,0.05,0.05,0.0,0.0,0.0,0.45,0.0,0.05,0.0,0.0,0.0,20
6512,530105674,ALDRICH,NELSON,S,RI,M,R,,voting,18940515,1841-11-06,1841,1894,53,1.4765379071187908e-16,0,0,6,2,1,0,0,0,0,0,0,10,0,0,0,0,0.0,0.0,0.3157894736842105,0.10526315789473684,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.5263157894736842,0.0,0.0,0.0,0.0,19
6099,530105675,JONES,JAMES,S,AR,M,D,,voting,18940515,1839-09-29,1839,1894,55,0.0015951290688267,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6099,530105677,JONES,JAMES,S,AR,M,D,,voting,18940515,1839-09-29,1839,1894,55,0.0592294238866218,1,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0.1111111111111111,0.0,0.6666666666666666,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
6512,530105678,ALDRICH,NELSON,S,RI,M,R,,voting,18940515,1841-11-06,1841,1894,53,3.3622861588570147e-19,0,2,17,9,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.07142857142857142,0.6071428571428571,0.32142857142857145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28
6669,530135241,FRYE,WILLIAM,S,ME,M,R,,voting,18940618,1830-09-02,1830,1894,64,0.0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7188,530135781,GALLINGER,JACOB,S,NH,M,R,,voting,18940619,1837-03-28,1837,1894,57,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10
6120,550004517,MCMILLIN,BENTON,H,TN,M,D,4.0,voting,18970329,1845-09-11,1845,1897,52,0.0,0,0,13,2,1,0,1,0,0,1,1,0,0,0,0,0,0.0,0.0,0.6842105263157895,0.10526315789473684,0.05263157894736842,0.0,0.05263157894736842,0.0,0.0,0.05263157894736842,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,19
6403,550027938,ALLISON,WILLIAM,S,IA,M,R,,voting,18970621,1829-03-02,1829,1897,68,1.6436572080456753e-14,1,0,0,1,0,0,0,0,0,0,0,0,8,0,0,0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,10
6403,550031013,ALLISON,WILLIAM,S,IA,M,R,,voting,18970626,1829-03-02,1829,1897,68,2.0370684468148584e-24,1,0,8,0,0,0,0,0,0,1,10,0,0,0,0,0,0.05,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.5,0.0,0.0,0.0,0.0,0.0,20
5868,550034137,WHITE,STEPHEN,S,CA,M,D,,voting,18970702,1853-01-19,1853,1897,44,2.918016371567432e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10
