speakerid,speech_id,lastname,firstname,chamber,state,gender,party,district,nonvoting,date,DOB,yob,year,age,speakerXsessionid,procedural_prob,cluster_3,cluster_11,cluster_5,cluster_1,cluster_6,cluster_12,cluster_7,cluster_9,cluster_8,cluster_4,cluster_13,cluster_0,cluster_10,cluster_2,cluster_3_p,cluster_11_p,cluster_5_p,cluster_1_p,cluster_6_p,cluster_12_p,cluster_7_p,cluster_9_p,cluster_8_p,cluster_4_p,cluster_13_p,cluster_0_p,cluster_10_p,cluster_2_p,n
5268,440000601,EDMUNDS,GEORGE,S,VT,M,R,,voting,18750316,1828-02-01,1828,1875,47,44052681,0.0,4,0,0,0,5,0,0,0,0,1,0,0,0,0,0.4,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,10
4546,440003987,BLAINE,JAMES,H,ME,M,R,3.0,voting,18760113,1830-01-31,1830,1876,46,44045460,0.0,0,1,2,2,0,0,4,1,0,0,0,0,0,0,0.0,0.1,0.2,0.2,0.0,0.0,0.4,0.1,0.0,0.0,0.0,0.0,0.0,0.0,10
4787,440036605,STEVENSON,ADLAI,H,IL,M,D,13.0,voting,18760503,1835-10-23,1835,1876,41,44047870,0.0,0,1,0,0,0,0,0,1,0,0,8,0,0,0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.8,0.0,0.0,0.0,10
4521,440061605,TOWNSEND,WASHINGTON,H,PA,M,R,6.0,voting,18760713,1813-01-20,1813,1876,63,44045210,0.0,1,7,1,0,0,0,1,0,0,0,0,0,0,0,0.1,0.7,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4989,440077989,EATON,WILLIAM,S,CT,M,D,,voting,18760812,1816-10-11,1816,1876,60,44049891,0.0,1,0,0,0,8,0,0,1,0,0,0,0,0,0,0.1,0.0,0.0,0.0,0.8,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,10
4544,440089258,WOODWORTH,LAURIN,H,OH,M,R,17.0,voting,18770110,1837-09-10,1837,1877,40,44045440,0.0,1,4,1,1,0,0,2,0,1,0,0,0,0,0,0.1,0.4,0.1,0.1,0.0,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,10
4711,440092637,CONKLING,ROSCOE,S,NY,M,R,,voting,18770123,1829-10-30,1829,1877,48,44047111,0.0,1,8,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,10
4989,440092952,EATON,WILLIAM,S,CT,M,D,,voting,18770124,1816-10-11,1816,1877,61,44049891,0.0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4885,440093087,MCDILL,JAMES,H,IA,M,R,8.0,voting,18770124,1834-03-04,1834,1877,43,44048850,0.0,0,8,0,0,0,1,1,0,0,0,0,0,0,0,0.0,0.8,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6093,440094433,HOLMAN,WILLIAM,H,IN,M,D,5.0,voting,18770129,1822-09-06,1822,1877,55,44060930,0.0,1,1,1,6,1,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.6,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4458,440107924,JONES,THOMAS,H,KY,M,D,6.0,voting,18770226,1819-01-22,1819,1877,58,44044580,0.0,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.9,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5268,450001522,EDMUNDS,GEORGE,S,VT,M,R,,voting,18771019,1828-02-01,1828,1877,49,45052681,0.0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10
5412,450016914,DUNNELL,MARK,H,MN,M,R,1.0,voting,18780118,1823-07-02,1823,1878,55,45054120,0.0,1,2,0,1,0,0,4,0,2,0,0,0,0,0,0.1,0.2,0.0,0.1,0.0,0.0,0.4,0.0,0.2,0.0,0.0,0.0,0.0,0.0,10
4679,450030694,WILLIAMS,JEREMIAH,H,AL,M,D,3.0,voting,18780228,1829-05-29,1829,1878,49,45046790,0.0,1,6,0,0,0,0,3,0,0,0,0,0,0,0,0.1,0.6,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6327,450037454,HOAR,GEORGE,S,MA,M,R,,voting,18780319,1826-08-29,1826,1878,52,45063271,0.0,0,2,0,1,0,0,1,5,0,1,0,0,0,0,0.0,0.2,0.0,0.1,0.0,0.0,0.1,0.5,0.0,0.1,0.0,0.0,0.0,0.0,10
4588,450057846,FENN,STEPHEN,H,ID,M,D,-1.0,nonvoting,18780502,1820-03-28,1820,1878,58,45045880,0.0,1,0,1,0,6,0,0,0,2,0,0,0,0,0,0.1,0.0,0.1,0.0,0.6,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,10
4801,450076659,WINDOM,WILLIAM,S,MN,M,R,,voting,18780606,1827-05-10,1827,1878,51,45048011,0.0,1,1,1,2,2,2,0,1,0,0,0,0,0,0,0.1,0.1,0.1,0.2,0.2,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,10
4998,450132783,GARLAND,AUGUSTUS,S,AR,M,D,,voting,18790303,1832-06-11,1832,1879,47,45049981,0.0,0,5,0,1,0,0,1,1,1,1,0,0,0,0,0.0,0.5,0.0,0.1,0.0,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,10
4583,450134774,DURHAM,MILTON,H,KY,M,D,8.0,voting,18790303,1824-05-16,1824,1879,55,45045830,0.0,1,1,2,0,0,0,1,2,0,3,0,0,0,0,0.1,0.1,0.2,0.0,0.0,0.0,0.1,0.2,0.0,0.3,0.0,0.0,0.0,0.0,10
4861,460002724,HUMPHREY,HERMAN,H,WI,M,R,7.0,voting,18790401,1830-03-14,1830,1879,49,46048610,0.0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5318,460056446,PADDOCK,ALGERNON,S,NE,M,R,,voting,18800218,1830-11-09,1830,1880,50,46053181,0.0,1,0,1,5,0,0,1,2,0,0,0,0,0,0,0.1,0.0,0.1,0.5,0.0,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,10
4794,460062235,WHITE,HARRY,H,PA,M,R,25.0,voting,18800304,1834-01-12,1834,1880,46,46047940,0.0,1,0,2,0,1,0,0,0,0,6,0,0,0,0,0.1,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,10
4858,460063879,HOUSE,JOHN,H,TN,M,D,6.0,voting,18800309,1827-01-09,1827,1880,53,46048580,0.0,2,0,0,0,5,0,0,0,0,2,1,0,0,0,0.2,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.2,0.1,0.0,0.0,0.0,10
4998,460066538,GARLAND,AUGUSTUS,S,AR,M,D,,voting,18800316,1832-06-11,1832,1880,48,46049981,0.0,0,1,0,1,0,2,0,6,0,0,0,0,0,0,0.0,0.1,0.0,0.1,0.0,0.2,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,10
5230,460067407,WARNER,ADONIRAM,H,OH,M,D,13.0,voting,18800317,1834-01-13,1834,1880,46,46052300,0.0,0,3,1,0,0,0,0,0,1,5,0,0,0,0,0.0,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.5,0.0,0.0,0.0,0.0,10
4760,460132773,NEWBERRY,JOHN,H,MI,M,R,1.0,voting,18810107,1826-11-18,1826,1881,55,46047600,0.0,1,2,1,0,6,0,0,0,0,0,0,0,0,0,0.1,0.2,0.1,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4711,460145567,CONKLING,ROSCOE,S,NY,M,R,,voting,18810203,1829-10-30,1829,1881,52,46047111,0.0,0,0,0,1,0,0,0,5,1,3,0,0,0,0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.5,0.1,0.3,0.0,0.0,0.0,0.0,10
4998,470010316,GARLAND,AUGUSTUS,S,AR,M,D,,voting,18811216,1832-06-11,1832,1881,49,47049981,0.0,3,0,1,0,6,0,0,0,0,0,0,0,0,0,0.3,0.0,0.1,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6642,470038800,BRUMM,CHARLES,H,PA,M,N,13.0,voting,18820318,1838-06-09,1838,1882,44,47066420,0.0,3,0,1,0,4,1,0,0,0,1,0,0,0,0,0.3,0.0,0.1,0.0,0.4,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,10
6253,480010724,REED,THOMAS,H,ME,M,R,-1.0,voting,18840204,1839-10-18,1839,1884,45,48062530,0.0,1,0,0,1,0,0,3,2,0,3,0,0,0,0,0.1,0.0,0.0,0.1,0.0,0.0,0.3,0.2,0.0,0.3,0.0,0.0,0.0,0.0,10
5376,480020817,BROWNE,THOMAS,H,IN,M,R,6.0,voting,18840228,1829-04-19,1829,1884,55,48053760,0.0,2,1,1,0,6,0,0,0,0,0,0,0,0,0,0.2,0.1,0.1,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5402,480032351,CUTCHEON,BYRON,H,MI,M,R,9.0,voting,18840325,1836-05-11,1836,1884,48,48054020,0.0051235465667385,0,1,2,7,0,0,0,0,0,0,0,0,0,0,0.0,0.1,0.2,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5110,480053530,BEACH,LEWIS,H,NY,M,D,14.0,voting,18840505,1835-03-30,1835,1884,49,48051100,0.0,1,1,0,0,0,0,3,1,4,0,0,0,0,0,0.1,0.1,0.0,0.0,0.0,0.0,0.3,0.1,0.4,0.0,0.0,0.0,0.0,0.0,10
5841,480096682,SHERMAN,JOHN,S,OH,M,R,,voting,18841216,1823-05-10,1823,1884,61,48058411,0.0,0,5,0,0,0,1,2,1,1,0,0,0,0,0,0.0,0.5,0.0,0.0,0.0,0.1,0.2,0.1,0.1,0.0,0.0,0.0,0.0,0.0,10
4988,480107410,DUNCAN,WILLIAM,H,PA,M,D,19.0,voting,18850126,1836-02-02,1836,1885,49,48049880,0.0,1,1,0,1,0,0,5,0,2,0,0,0,0,0,0.1,0.1,0.0,0.1,0.0,0.0,0.5,0.0,0.2,0.0,0.0,0.0,0.0,0.0,10
5841,480111018,SHERMAN,JOHN,S,OH,M,R,,voting,18850203,1823-05-10,1823,1885,62,48058411,0.0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,10
5285,490002752,HISCOCK,FRANK,H,NY,M,R,25.0,voting,18851216,1834-09-06,1834,1885,51,49052850,0.0,0,0,1,1,0,0,3,2,1,2,0,0,0,0,0.0,0.0,0.1,0.1,0.0,0.0,0.3,0.2,0.1,0.2,0.0,0.0,0.0,0.0,10
5154,490011028,HALL,BENTON,H,IA,M,D,1.0,voting,18860202,1835-01-13,1835,1886,51,49051540,0.0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6619,490022407,WARNER,WILLIAM,H,MO,M,R,5.0,voting,18860304,1840-06-11,1840,1886,46,49066190,0.0,0,5,0,2,2,0,0,0,1,0,0,0,0,0,0.0,0.5,0.0,0.2,0.2,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,10
5423,490087195,GIBSON,RANDALL,S,LA,M,D,,voting,18860702,1832-09-10,1832,1886,54,49054231,0.0,1,5,0,1,0,0,2,0,1,0,0,0,0,0,0.1,0.5,0.0,0.1,0.0,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,10
7544,490089963,CANNON,JOSEPH,H,IL,M,R,15.0,voting,18860706,1836-05-07,1836,1886,50,49075440,0.0,0,7,0,1,0,0,0,1,0,1,0,0,0,0,0.0,0.7,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,10
5176,490123557,LORE,CHARLES,H,DE,M,D,0.0,voting,18870108,1831-03-16,1831,1887,56,49051760,0.0,0,8,0,0,0,0,1,0,1,0,0,0,0,0,0.0,0.8,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,10
5221,490124779,TUCKER,JOHN,H,VA,M,D,10.0,voting,18870112,1823-12-24,1823,1887,64,49052210,0.0,1,3,2,1,2,0,1,0,0,0,0,0,0,0,0.1,0.3,0.2,0.1,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5380,500052791,BUTTERWORTH,BENJAMIN,H,OH,M,R,1.0,voting,18880515,1837-10-22,1837,1888,51,50053800,0.0,1,0,1,1,7,0,0,0,0,0,0,0,0,0,0.1,0.0,0.1,0.1,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5841,500101717,SHERMAN,JOHN,S,OH,M,R,,voting,18880807,1823-05-10,1823,1888,65,50058411,0.0,1,0,2,0,5,0,0,1,0,1,0,0,0,0,0.1,0.0,0.2,0.0,0.5,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,10
5566,500118629,CALL,WILKINSON,S,FL,M,D,,voting,18880907,1834-01-09,1834,1888,54,50055661,0.0,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,10
5365,510017636,BARNES,GEORGE,H,GA,M,D,10.0,voting,18900218,1833-08-14,1833,1890,57,51053650,4.905653788114704e-11,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5425,510020225,GREENHALGE,FREDERIC,H,MA,M,R,8.0,voting,18900226,1842-07-19,1842,1890,48,51054250,0.0,1,0,2,1,0,0,0,0,0,0,6,0,0,0,0.1,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,10
6099,510027456,JONES,JAMES,S,AR,M,D,,voting,18900314,1839-09-29,1839,1890,51,51060991,0.0,1,2,0,0,0,0,6,1,0,0,0,0,0,0,0.1,0.2,0.0,0.0,0.0,0.0,0.6,0.1,0.0,0.0,0.0,0.0,0.0,0.0,10
5634,510059609,PARRETT,WILLIAM,H,IN,M,D,1.0,voting,18900512,1825-08-10,1825,1890,65,51056340,0.0,0,7,1,1,0,0,1,0,0,0,0,0,0,0,0.0,0.7,0.1,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7544,510079894,CANNON,JOSEPH,H,IL,M,R,15.0,voting,18900613,1836-05-07,1836,1890,54,51075440,0.0,0,2,1,3,1,0,2,0,1,0,0,0,0,0,0.0,0.2,0.1,0.3,0.1,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,10
5403,510091527,DARGAN,GEORGE,H,SC,M,D,6.0,voting,18900628,1841-05-11,1841,1890,49,51054030,0.0,3,10,4,2,1,0,14,3,1,2,0,0,0,0,0.075,0.25,0.1,0.05,0.025,0.0,0.35,0.075,0.025,0.05,0.0,0.0,0.0,0.0,40
5556,510104101,BUCHANAN,JAMES,H,NJ,M,R,2.0,voting,18900722,1839-06-17,1839,1890,51,51055560,0.0,0,0,0,5,0,0,1,4,0,0,0,0,0,0,0.0,0.0,0.0,0.5,0.0,0.0,0.1,0.4,0.0,0.0,0.0,0.0,0.0,0.0,10
6159,510121054,VEST,GEORGE,S,MO,M,D,,voting,18900811,1830-12-06,1830,1890,60,51061591,0.0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6569,510141793,LACEY,JOHN,H,IA,M,R,6.0,voting,18900903,1841-05-30,1841,1890,49,51065690,0.0327677947304987,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5435,510170335,KENNA,JOHN,S,WV,M,D,,voting,18901216,1848-04-10,1848,1890,42,51054351,0.0,0,6,0,1,0,0,2,0,0,0,0,0,0,0,0.0,0.6666666666666666,0.0,0.1111111111111111,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
6099,510227259,JONES,JAMES,S,AR,M,D,,voting,18910302,1839-09-29,1839,1891,52,51060991,0.0,0,2,0,1,0,0,6,1,0,0,0,0,0,0,0.0,0.2,0.0,0.1,0.0,0.0,0.6,0.1,0.0,0.0,0.0,0.0,0.0,0.0,10
5652,520139924,SQUIRE,WATSON,S,WA,M,R,,voting,18930221,1838-05-18,1838,1893,55,52056521,0.0,0,4,0,1,0,0,3,0,2,0,0,0,0,0,0.0,0.4,0.0,0.1,0.0,0.0,0.3,0.0,0.2,0.0,0.0,0.0,0.0,0.0,10
5983,530003083,MORSE,ELIJAH,H,MA,M,R,12.0,voting,18930812,1841-05-25,1841,1893,52,53059830,0.0,0,4,0,1,0,0,1,0,4,0,0,0,0,0,0.0,0.4,0.0,0.1,0.0,0.0,0.1,0.0,0.4,0.0,0.0,0.0,0.0,0.0,10
5706,530005604,BRICKNER,GEORGE,H,WI,M,D,5.0,voting,18930822,1834-01-21,1834,1893,59,53057060,0.0,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.9,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6654,530005645,COOPER,SAMUEL,H,TX,M,D,2.0,voting,18930822,1850-05-30,1850,1893,43,53066540,0.0,0,7,1,1,0,0,0,1,0,0,0,0,0,0,0.0,0.7,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,10
5966,530012241,LINDSAY,WILLIAM,S,KY,M,D,,voting,18930915,1835-09-04,1835,1893,58,53059661,0.0,0,1,1,0,0,0,1,2,0,5,0,0,0,0,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.2,0.0,0.5,0.0,0.0,0.0,0.0,10
5928,530044329,DRAPER,WILLIAM,H,MA,M,R,11.0,voting,18940113,1842-04-09,1842,1894,52,53059280,0.0,0,2,1,0,0,0,4,1,1,0,0,0,0,0,0.0,0.2222222222222222,0.1111111111111111,0.0,0.0,0.0,0.4444444444444444,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,9
6249,530044971,POWERS,HORACE,H,VT,M,R,1.0,voting,18940115,1835-05-29,1835,1894,59,53062490,0.0,0,4,0,0,1,0,5,0,0,0,0,0,0,0,0.0,0.4,0.0,0.0,0.1,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5799,530054143,LUCAS,WILLIAM,H,SD,M,R,-1.0,voting,18940130,1835-07-03,1835,1894,59,53057990,0.0,0,0,0,1,0,8,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,0.0,0.8,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6018,530080014,THOMAS,HENRY,H,MI,M,R,4.0,voting,18940328,1843-12-17,1843,1894,51,53060180,0.0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6321,530088759,GROW,GALUSHA,H,PA,M,R,-1.0,voting,18940418,1823-08-31,1823,1894,71,53063210,0.0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6707,530090786,MEYER,ADOLPH,H,LA,M,D,1.0,voting,18940421,1842-10-19,1842,1894,52,53067070,0.0,2,2,1,1,0,0,2,1,1,0,0,0,0,0,0.2,0.2,0.1,0.1,0.0,0.0,0.2,0.1,0.1,0.0,0.0,0.0,0.0,0.0,10
6902,530122192,DALZELL,JOHN,H,PA,M,R,22.0,voting,18940604,1845-04-19,1845,1894,49,53069020,0.0,0,7,0,0,0,0,2,1,0,0,0,0,0,0,0.0,0.7,0.0,0.0,0.0,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,10
6544,530136588,FLETCHER,LOREN,H,MN,M,R,5.0,voting,18940619,1833-04-10,1833,1894,61,53065440,0.0,0,7,0,1,0,0,1,0,0,1,0,0,0,0,0.0,0.7,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,10
6534,530223120,DANIEL,JOHN,S,VA,M,D,,voting,18950301,1842-09-05,1842,1895,53,53065341,0.0,1,2,0,4,0,0,1,2,0,0,0,0,0,0,0.1,0.2,0.0,0.4,0.0,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,10
6119,540112276,MCLAURIN,JOHN,H,SC,M,D,6.0,voting,18970116,1860-05-09,1860,1897,37,54061190,0.0,1,2,0,0,0,0,6,1,0,0,0,0,0,0,0.1,0.2,0.0,0.0,0.0,0.0,0.6,0.1,0.0,0.0,0.0,0.0,0.0,0.0,10
5957,540117265,KIRKPATRICK,SNYDER,H,KS,M,R,3.0,voting,18970126,1848-02-21,1848,1897,49,54059570,0.0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.9,0.0,0.0,0.0,0.0,10
7188,540131536,GALLINGER,JACOB,S,NH,M,R,,voting,18970220,1837-03-28,1837,1897,60,54071881,0.0,0,1,1,2,0,0,1,3,0,2,0,0,0,0,0.0,0.1,0.1,0.2,0.0,0.0,0.1,0.3,0.0,0.2,0.0,0.0,0.0,0.0,10
6063,550002326,CASTLE,CURTIS,H,CA,M,P,7.0,voting,18970324,1848-10-04,1848,1897,49,55060630,0.0,0,6,0,0,0,0,4,0,0,0,0,0,0,0,0.0,0.6,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6403,550031945,ALLISON,WILLIAM,S,IA,M,R,,voting,18970629,1829-03-02,1829,1897,68,55064031,5.077637924921241e-06,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
6099,550031962,JONES,JAMES,S,AR,M,D,,voting,18970629,1839-09-29,1839,1897,58,55060991,0.0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
6099,550042084,JONES,JAMES,S,AR,M,D,,voting,18970722,1839-09-29,1839,1897,58,55060991,0.0,0,5,0,1,0,1,0,0,2,0,0,0,0,0,0.0,0.5555555555555556,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,9
6553,550133228,GROSVENOR,CHARLES,H,OH,M,R,11.0,voting,18980614,1833-09-20,1833,1898,65,55065530,0.0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.9,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6559,550133880,HITT,ROBERT,H,IL,M,R,9.0,voting,18980615,1834-01-16,1834,1898,64,55065590,0.0,0,8,0,1,1,0,0,0,0,0,0,0,0,0,0.0,0.8,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
