speakerid,speech_id,lastname,firstname,chamber,state,gender,party,district,nonvoting,date,DOB,yob,year,age,procedural_prob,cluster_5,cluster_1,cluster_13,cluster_0,cluster_3,cluster_2,cluster_15,cluster_7,cluster_14,cluster_11,cluster_8,cluster_4,cluster_16,cluster_6,cluster_9,cluster_12,cluster_10,cluster_5_p,cluster_1_p,cluster_13_p,cluster_0_p,cluster_3_p,cluster_2_p,cluster_15_p,cluster_7_p,cluster_14_p,cluster_11_p,cluster_8_p,cluster_4_p,cluster_16_p,cluster_6_p,cluster_9_p,cluster_12_p,cluster_10_p,n
4723,470002580,FARLEY,JAMES,S,CA,M,D,,voting,18810331,1829-08-06,1829,1881,52,1.8060469946685443e-14,3,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.1,0.5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4970,470037889,CASSIDY,GEORGE,H,NV,M,D,0.0,voting,18820316,1836-04-25,1836,1882,46,0.0,1,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5164,470046056,INGALLS,JOHN,S,KS,M,R,,voting,18820403,1833-12-29,1833,1882,49,0.0,5,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.5,0.4,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4942,470085128,WILLIAMS,CHARLES,H,WI,M,R,1.0,voting,18820614,1829-10-18,1829,1882,53,0.0,0,0,3,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.1,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4822,470087770,CONGER,OMAR,S,MI,M,R,,voting,18820619,1818-04-01,1818,1882,64,0.0,3,1,1,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0.3,0.1,0.1,0.2,0.2,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5525,470094351,WHITTHORNE,WASHINGTON,H,TN,M,D,7.0,voting,18820628,1825-04-19,1825,1882,57,0.0,0,1,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.1,0.7,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5007,470116632,HASKELL,DUDLEY,H,KS,M,R,2.0,voting,18820726,1842-03-23,1842,1882,40,0.0,0,1,0,2,2,1,0,0,4,0,0,0,0,0,0,0,0,0.0,0.1,0.0,0.2,0.2,0.1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6125,480011850,MORRILL,JUSTIN,S,VT,M,R,,voting,18840207,1810-04-14,1810,1884,74,0.0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6325,480020177,HENDERSON,DAVID,H,IA,M,R,3.0,voting,18840227,1840-03-14,1840,1884,44,0.0,1,1,0,1,1,2,0,4,0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0.1,0.2,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5482,490024310,PLUMB,PRESTON,S,KS,M,R,,voting,18860310,1837-10-12,1837,1886,49,1.7954518705610347e-11,2,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.0,0.7,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5139,490063643,EVANS,ISAAC,H,PA,M,R,7.0,voting,18860601,1827-07-29,1827,1886,59,0.0,0,0,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.8,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5116,490088319,BROWN,JOSEPH,S,GA,M,D,,voting,18860703,1821-04-15,1821,1886,65,0.0,2,5,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.5,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5186,490114549,MORRISON,WILLIAM,H,IL,M,D,18.0,voting,18860805,1824-09-14,1824,1886,62,6.773033088778386e-05,3,1,2,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0.3,0.1,0.2,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,10
5047,490139783,PALMER,THOMAS,S,MI,M,R,,voting,18870208,1830-01-25,1830,1887,57,0.0,1,1,0,1,1,3,0,3,0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0.1,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6125,500000584,MORRILL,JUSTIN,S,VT,M,R,,voting,18871214,1810-04-14,1810,1887,77,0.0,0,0,0,0,2,0,0,0,8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5535,500054153,CARLISLE,JOHN,H,KY,M,D,6.0,voting,18880519,1834-09-05,1834,1888,54,0.0,1,1,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,10
5623,500100038,MCKINNEY,LUTHER,H,NH,M,D,1.0,voting,18880802,1841-04-25,1841,1888,47,0.0,0,8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.8,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6553,500108500,GROSVENOR,CHARLES,H,OH,M,R,15.0,voting,18880820,1833-09-20,1833,1888,55,0.0,1,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.0,0.1,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6288,500176858,BOUTELLE,CHARLES,H,ME,M,R,4.0,voting,18890222,1839-02-09,1839,1889,50,0.0,7,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0.7,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,10
7719,510203224,LODGE,HENRY,H,MA,M,R,6.0,voting,18910210,1850-05-12,1850,1891,41,0.0,1,1,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6664,510203256,DOLLIVER,JONATHAN,H,IA,M,R,10.0,voting,18910210,1858-02-06,1858,1891,33,0.0,2,0,1,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0.2,0.0,0.1,0.6,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6196,520011729,COCKRELL,FRANCIS,S,MO,M,D,,voting,18920210,1834-10-01,1834,1892,58,0.4819400634749957,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5638,520084760,PEFFER,WILLIAM,S,KS,M,P,,voting,18920705,1831-09-10,1831,1892,61,0.0,6,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0.6,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5559,520087204,BUNTING,THOMAS,H,NY,M,D,33.0,voting,18920708,1844-04-24,1844,1892,48,0.0,1,0,0,0,1,7,0,1,0,0,0,0,0,0,0,0,0,0.1,0.0,0.0,0.0,0.1,0.7,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6282,530006117,BELL,JOHN,H,CO,M,P,2.0,voting,18930823,1851-12-11,1851,1893,42,0.0,2,0,4,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0.2,0.0,0.4,0.0,0.3,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5731,530027624,COOPER,GEORGE,H,IN,M,D,5.0,voting,18931018,1851-05-21,1851,1893,42,0.0,6,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.1,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6860,530067772,TAWNEY,JAMES,H,MN,M,R,1.0,voting,18940305,1855-01-03,1855,1894,39,0.0,0,2,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5998,530093162,POST,PHILIP,H,IL,M,R,10.0,voting,18940425,1833-03-19,1833,1894,61,0.0,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6495,530164180,TELLER,HENRY,S,CO,M,R,,voting,18940806,1830-05-23,1830,1894,64,0.0,6,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.1,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6029,530199768,WASHINGTON,JOSEPH,H,TN,M,D,6.0,voting,18950204,1851-11-10,1851,1895,44,0.0,1,5,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.5,0.1,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6553,540012250,GROSVENOR,CHARLES,H,OH,M,R,11.0,voting,18960129,1833-09-20,1833,1896,63,1.0185367075597136e-15,1,1,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.1,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7108,540012251,PAYNE,SERENO,H,NY,M,R,28.0,voting,18960129,1843-06-26,1843,1896,53,4.880086101787775e-12,0,0,3,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.3,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,10
5889,540021014,BAKER,HENRY,H,NH,M,R,2.0,voting,18960215,1841-01-11,1841,1896,55,0.0,4,1,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0.4,0.1,0.0,0.0,0.4,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6553,540054013,GROSVENOR,CHARLES,H,OH,M,R,11.0,voting,18960410,1833-09-20,1833,1896,63,0.0,4,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.4,0.5,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6642,540054831,BRUMM,CHARLES,H,PA,M,R,13.0,voting,18960411,1838-06-09,1838,1896,58,0.0,0,1,6,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0.0,0.1,0.6,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,10
8092,540100742,COOPER,HENRY,H,WI,M,R,1.0,voting,18961210,1850-09-08,1850,1896,46,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10
6135,540100747,QUIGG,LEMUEL,H,NY,M,R,14.0,voting,18961210,1863-02-12,1863,1896,33,0.0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7138,550095473,TILLMAN,BENJAMIN,S,SC,M,D,,voting,18980407,1847-08-11,1847,1898,51,2.8582736016100824e-10,1,0,6,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0.1,0.0,0.6,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,10
6479,550133801,RHEA,JOHN,H,KY,M,D,3.0,voting,18980615,1855-03-09,1855,1898,43,0.0,0,0,1,0,0,0,0,1,1,0,7,0,0,0,0,0,0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,10
7264,550172867,ADAMSON,WILLIAM,H,GA,M,D,4.0,voting,18990210,1854-08-13,1854,1899,45,0.0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6609,550181121,SOUTHARD,JAMES,H,OH,M,R,9.0,voting,18990221,1851-01-20,1851,1899,48,0.0,4,2,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0.4,0.2,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,10
6282,560001116,BELL,JOHN,H,CO,M,P,2.0,voting,18991213,1851-12-11,1851,1899,48,0.0,2,1,2,0,1,1,0,0,0,2,0,0,1,0,0,0,0,0.2,0.1,0.2,0.0,0.1,0.1,0.0,0.0,0.0,0.2,0.0,0.0,0.1,0.0,0.0,0.0,0.0,10
7138,560050396,TILLMAN,BENJAMIN,S,SC,M,D,,voting,19000416,1847-08-11,1847,1900,53,0.0,1,2,1,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0.1,0.2,0.1,0.1,0.3,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6553,560084375,GROSVENOR,CHARLES,H,OH,M,R,11.0,voting,19000531,1833-09-20,1833,1900,67,0.0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7138,570020685,TILLMAN,BENJAMIN,S,SC,M,D,,voting,19020222,1847-08-11,1847,1902,55,0.0,1,0,1,1,1,1,0,3,2,0,0,0,0,0,0,0,0,0.1,0.0,0.1,0.1,0.1,0.1,0.0,0.3,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7193,570034862,HAY,JAMES,H,VA,M,D,7.0,voting,19020326,1856-01-09,1856,1902,46,0.0,2,2,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.2,0.2,0.4,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,10
7557,570041806,DILLINGHAM,WILLIAM,S,VT,M,R,,voting,19020409,1843-12-12,1843,1902,59,0.0,0,0,2,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.1,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6553,570064695,GROSVENOR,CHARLES,H,OH,M,R,11.0,voting,19020521,1833-09-20,1833,1902,69,0.0,10,8,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.5,0.4,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
6701,570121635,LITTLEFIELD,CHARLES,H,ME,M,R,2.0,voting,19030216,1851-06-21,1851,1903,52,0.0,2,1,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0.2,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7322,580018298,HILL,EBENEZER,H,CT,M,R,4.0,voting,19040128,1845-08-04,1845,1904,59,0.0,3,1,3,2,2,0,0,0,0,9,0,0,0,0,0,0,0,0.15,0.05,0.15,0.1,0.1,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
6658,580030138,CULLOM,SHELBY,S,IL,M,R,,voting,19040225,1829-11-22,1829,1904,75,0.0,0,2,1,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,10
7499,580037199,STANLEY,AUGUSTUS,H,KY,M,D,2.0,voting,19040304,1867-05-21,1867,1904,37,0.0,0,2,1,0,5,1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.2,0.1,0.0,0.5,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6764,580058070,DE ARMOND,DAVID,H,MO,M,D,6.0,voting,19040405,1844-03-18,1844,1904,60,0.0,1,3,1,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0.1,0.3,0.1,0.3,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6671,590022210,GAINES,JOHN,H,TN,M,D,6.0,voting,19060205,1860-08-24,1860,1906,46,0.0,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6671,590023501,GAINES,JOHN,H,TN,M,D,6.0,voting,19060207,1860-08-24,1860,1906,46,0.0,0,2,1,2,2,0,0,2,0,0,0,0,1,0,0,0,0,0.0,0.2,0.1,0.2,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,10
6985,590024737,TAYLOR,EDWARD,H,OH,M,R,12.0,voting,19060212,1869-08-10,1869,1906,37,0.0,1,1,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6307,590040394,DUBOIS,FRED,S,ID,M,D,,voting,19060309,1851-05-29,1851,1906,55,0.0,2,1,2,0,2,0,0,2,0,1,0,0,0,0,0,0,0,0.2,0.1,0.2,0.0,0.2,0.0,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7138,590086741,TILLMAN,BENJAMIN,S,SC,M,D,,voting,19060516,1847-08-11,1847,1906,59,0.0,6,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0.6,0.1,0.0,0.0,0.1,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6591,590086752,PILES,SAMUEL,S,WA,M,R,,voting,19060516,1858-12-28,1858,1906,48,0.0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6860,590101424,TAWNEY,JAMES,H,MN,M,R,1.0,voting,19060606,1855-01-03,1855,1906,51,0.0,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6899,590140774,CRUMPACKER,EDGAR,H,IN,M,R,10.0,voting,19070117,1851-05-27,1851,1907,56,0.0,3,4,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0.3,0.4,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,10
7138,590183406,TILLMAN,BENJAMIN,S,SC,M,D,,voting,19070303,1847-08-11,1847,1907,60,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10
7322,600014338,HILL,EBENEZER,H,CT,M,R,4.0,voting,19080204,1845-08-04,1845,1908,63,0.0,1,0,0,0,1,0,0,0,0,16,0,2,0,0,0,0,0,0.05,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.8,0.0,0.1,0.0,0.0,0.0,0.0,0.0,20
