speakerid,speech_id,lastname,firstname,chamber,state,gender,party,district,nonvoting,date,DOB,yob,year,age,speakerXsessionid,procedural_prob,cluster_9,cluster_8,cluster_14,cluster_12,cluster_11,cluster_7,cluster_4,cluster_13,cluster_1,cluster_15,cluster_6,cluster_10,cluster_3,cluster_0,cluster_2,cluster_5,cluster_9_p,cluster_8_p,cluster_14_p,cluster_12_p,cluster_11_p,cluster_7_p,cluster_4_p,cluster_13_p,cluster_1_p,cluster_15_p,cluster_6_p,cluster_10_p,cluster_3_p,cluster_0_p,cluster_2_p,cluster_5_p,n
4456,440020274,JENKS,GEORGE,H,PA,M,D,25.0,voting,18760315,1836-03-26,1836,1876,40,44044560,0.0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10
5024,440023714,KASSON,JOHN,H,IA,M,R,7.0,voting,18760328,1822-01-11,1822,1876,54,44050240,0.0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10
5684,440026255,HUNTON,EPPA,H,VA,M,D,8.0,voting,18760403,1822-09-22,1822,1876,54,44056840,3.9009090578613465e-08,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,10
4517,440032769,TERRY,WILLIAM,H,VA,M,D,9.0,voting,18760419,1824-08-14,1824,1876,52,44045170,0.0,0,0,0,0,0,0,1,0,0,0,1,8,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.8,0.0,0.0,0.0,0.0,10
4542,440034865,WITHERS,ROBERT,S,VA,M,D,,voting,18760427,1821-09-18,1821,1876,55,44045421,1.6794030488368458e-05,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10
4991,440040435,ELLIS,EZEKIEL,H,LA,M,D,2.0,voting,18760524,1840-10-15,1840,1876,36,44049910,0.0,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,10
5120,440040980,CABELL,GEORGE,H,VA,M,D,5.0,voting,18760529,1836-01-25,1836,1876,40,44051200,0.0,0,0,1,0,1,0,7,0,1,0,0,0,0,0,0,0,0.0,0.0,0.1,0.0,0.1,0.0,0.7,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4506,440042423,SEELYE,JULIUS,H,MA,M,I,10.0,voting,18760602,1824-09-14,1824,1876,52,44045060,0.0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10
4700,440047662,BRIGHT,JOHN,H,TN,M,D,5.0,voting,18760614,1817-01-20,1817,1876,59,44047000,0.0,0,0,0,2,0,0,7,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.2,0.0,0.0,0.7,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,10
4225,440083671,BOGY,LEWIS,S,MO,M,D,,voting,18761213,1813-04-09,1813,1876,63,44042251,0.0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10
4669,440098728,WADDELL,ALFRED,H,NC,M,D,3.0,voting,18770207,1834-09-16,1834,1877,43,44046690,0.0063555717361538,6,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0.6,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4439,440112422,FIELD,DAVID,H,NY,M,D,7.0,voting,18770302,1805-02-13,1805,1877,72,44044390,0.0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10
5041,450005556,MULDROW,HENRY,H,MS,M,D,1.0,voting,18771116,1837-02-08,1837,1877,40,45050410,0.0,0,0,0,2,0,0,6,1,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.2,0.0,0.0,0.6,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,10
4771,450016318,PRICE,HIRAM,H,IA,M,R,2.0,voting,18780115,1814-01-10,1814,1878,64,45047710,0.0,1,0,0,0,0,0,0,1,0,8,0,0,0,0,0,0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,10
4756,450056146,MCMAHON,JOHN,H,OH,M,D,4.0,voting,18780430,1833-02-19,1833,1878,45,45047560,0.0,0,2,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0.0,0.2,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,10
5007,450057082,HASKELL,DUDLEY,H,KS,M,R,2.0,voting,18780501,1842-03-23,1842,1878,36,45050070,0.0,0,0,0,0,0,0,1,0,9,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5120,450062384,CABELL,GEORGE,H,VA,M,D,5.0,voting,18780510,1836-01-25,1836,1878,42,45051200,0.0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5367,450076670,BECK,JAMES,S,KY,M,D,,voting,18780606,1822-02-13,1822,1878,56,45053671,0.0,0,4,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0.0,0.4,0.0,0.2,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4883,450082902,MAXEY,SAMUEL,S,TX,M,D,,voting,18780612,1825-03-30,1825,1878,53,45048831,0.0,0,4,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0.0,0.4,0.0,0.3,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5069,450098323,SAULSBURY,ELI,S,DE,M,D,,voting,18781219,1817-12-29,1817,1878,61,45050691,0.0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,10
4725,450113108,FELTON,WILLIAM,H,GA,M,I,7.0,voting,18790214,1823-06-19,1823,1879,56,45047250,0.0,0,0,0,0,0,1,6,0,1,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.6,0.0,0.1,0.0,0.0,0.0,0.2,0.0,0.0,0.0,10
4520,450130460,THURMAN,ALLEN,S,OH,M,D,,voting,18790301,1813-11-13,1813,1879,66,45045201,0.0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10
4823,460006881,COOK,PHILIP,H,GA,M,D,3.0,voting,18790415,1817-07-30,1817,1879,62,46048230,0.0,1,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5367,460033597,BECK,JAMES,S,KY,M,D,,voting,18790618,1822-02-13,1822,1879,57,46053671,0.0,0,1,0,1,0,0,6,0,0,1,0,0,0,1,0,0,0.0,0.1,0.0,0.1,0.0,0.0,0.6,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,10
5367,460039051,BECK,JAMES,S,KY,M,D,,voting,18790625,1822-02-13,1822,1879,57,46053671,0.0,0,0,0,0,0,0,7,0,0,0,0,1,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.1,0.0,0.2,0.0,0.0,10
4883,460043936,MAXEY,SAMUEL,S,TX,M,D,,voting,18791211,1825-03-30,1825,1879,54,46048831,0.0,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,10
5367,460049234,BECK,JAMES,S,KY,M,D,,voting,18800121,1822-02-13,1822,1880,58,46053671,0.0,0,3,0,2,0,0,4,1,0,0,0,0,0,0,0,0,0.0,0.3,0.0,0.2,0.0,0.0,0.4,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5367,460049260,BECK,JAMES,S,KY,M,D,,voting,18800121,1822-02-13,1822,1880,58,46053671,0.0,0,0,0,0,0,0,9,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,10
6628,460049472,WHYTE,WILLIAM,S,MD,M,D,,voting,18800122,1824-08-09,1824,1880,56,46066281,0.0,0,0,0,0,0,0,1,0,0,0,8,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.8,0.1,0.0,0.0,0.0,0.0,10
5367,460089888,BECK,JAMES,S,KY,M,D,,voting,18800428,1822-02-13,1822,1880,58,46053671,0.0,0,2,0,0,0,0,6,0,1,1,0,0,0,0,0,0,0.0,0.2,0.0,0.0,0.0,0.0,0.6,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,10
5367,460110475,BECK,JAMES,S,KY,M,D,,voting,18800528,1822-02-13,1822,1880,58,46053671,0.0,2,4,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0.2,0.4,0.0,0.1,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4859,460128180,HUBBELL,JAY,H,MI,M,R,9.0,voting,18801216,1829-09-15,1829,1880,51,46048590,0.0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10
4705,460134886,CLAFLIN,WILLIAM,H,MA,M,R,8.0,voting,18810112,1818-03-06,1818,1881,63,46047050,0.0,0,0,0,1,0,0,8,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,0.0,0.0,0.8,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4542,460164229,WITHERS,ROBERT,S,VA,M,D,,voting,18810225,1821-09-18,1821,1881,60,46045421,0.0,0,0,0,1,0,0,9,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5164,470013433,INGALLS,JOHN,S,KS,M,R,,voting,18820116,1833-12-29,1833,1882,49,47051641,0.0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10
4796,470021220,WILLIAMS,JOHN,S,KY,M,D,,voting,18820206,1818-07-10,1818,1882,64,47047961,0.0,1,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0.1,0.0,0.0,0.8,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5459,470026479,MCPHERSON,JOHN,S,NJ,M,D,,voting,18820220,1833-05-09,1833,1882,49,47054591,0.0,0,0,0,0,1,0,0,0,0,0,8,0,0,1,0,0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.1,0.0,0.0,10
5367,470034971,BECK,JAMES,S,KY,M,D,,voting,18820310,1822-02-13,1822,1882,60,47053671,0.0,0,5,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0.0,0.5,0.0,0.2,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6495,470043916,TELLER,HENRY,S,CO,M,R,,voting,18820329,1830-05-23,1830,1882,52,47064951,0.0,1,6,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0.1,0.6,0.0,0.1,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4781,470046641,SLATER,JAMES,S,OR,M,D,,voting,18820404,1826-12-28,1826,1882,56,47047811,8.480981288097065e-07,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10
6352,470064151,MORGAN,JOHN,S,AL,M,D,,voting,18820511,1824-06-20,1824,1882,58,47063521,0.0,0,0,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.9,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5367,470076447,BECK,JAMES,S,KY,M,D,,voting,18820605,1822-02-13,1822,1882,60,47053671,0.0,0,0,0,1,0,0,9,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5376,470087041,BROWNE,THOMAS,H,IN,M,R,6.0,voting,18820616,1829-04-19,1829,1882,53,47053760,0.2857608443523545,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10
4733,470106255,GROOME,JAMES,S,MD,M,D,,voting,18820714,1838-04-04,1838,1882,44,47047331,0.0,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,10
6352,470126906,MORGAN,JOHN,S,AL,M,D,,voting,18820805,1824-06-20,1824,1882,58,47063521,0.0,0,1,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0.0,0.1,0.0,0.1,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6403,470137585,ALLISON,WILLIAM,S,IA,M,R,,voting,18821220,1829-03-02,1829,1882,53,47064031,0.0,0,1,1,1,1,0,3,2,0,0,0,0,0,0,0,0,0.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0,0.3333333333333333,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
5367,470137596,BECK,JAMES,S,KY,M,D,,voting,18821220,1822-02-13,1822,1882,60,47053671,0.0,4,0,0,1,0,0,3,0,2,0,0,0,0,0,0,0,0.4,0.0,0.0,0.1,0.0,0.0,0.3,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6352,470137679,MORGAN,JOHN,S,AL,M,D,,voting,18821220,1824-06-20,1824,1882,58,47063521,0.0,1,1,0,0,0,0,11,7,0,0,0,0,0,0,0,0,0.05,0.05,0.0,0.0,0.0,0.0,0.55,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
6327,470138232,HOAR,GEORGE,S,MA,M,R,,voting,18821221,1826-08-29,1826,1882,56,47063271,0.0,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,10
5367,470149222,BECK,JAMES,S,KY,M,D,,voting,18830111,1822-02-13,1822,1883,61,47053671,0.0,3,1,1,1,0,0,4,0,0,0,0,0,0,0,0,0,0.3,0.1,0.1,0.1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6352,470155278,MORGAN,JOHN,S,AL,M,D,,voting,18830122,1824-06-20,1824,1883,59,47063521,0.0,0,1,0,2,0,0,6,0,1,0,0,0,0,0,0,0,0.0,0.1,0.0,0.2,0.0,0.0,0.6,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5399,470161321,COX,SAMUEL,H,NY,M,D,6.0,voting,18830129,1824-09-30,1824,1883,59,47053990,0.0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6220,470188289,HAWLEY,JOSEPH,S,CT,M,R,,voting,18830221,1826-10-31,1826,1883,57,47062201,0.0,1,0,0,2,0,0,1,0,5,0,1,0,0,0,0,0,0.1,0.0,0.0,0.2,0.0,0.0,0.1,0.0,0.5,0.0,0.1,0.0,0.0,0.0,0.0,0.0,10
6352,470195334,MORGAN,JOHN,S,AL,M,D,,voting,18830227,1824-06-20,1824,1883,59,47063521,0.0,1,5,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0.1,0.5,0.0,0.0,0.0,0.0,0.2,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,10
5367,470201351,BECK,JAMES,S,KY,M,D,,voting,18830302,1822-02-13,1822,1883,61,47053671,0.0,0,2,1,0,1,0,4,1,0,1,0,0,0,0,0,0,0.0,0.2,0.1,0.0,0.1,0.0,0.4,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,10
6352,480003733,MORGAN,JOHN,S,AL,M,D,,voting,18840110,1824-06-20,1824,1884,60,48063521,0.0,0,1,0,2,0,0,7,0,0,0,0,0,0,0,0,0,0.0,0.1,0.0,0.2,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6159,480013152,VEST,GEORGE,S,MO,M,D,,voting,18840211,1830-12-06,1830,1884,54,48061591,0.0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
