speakerid,speech_id,lastname,firstname,chamber,state,gender,party,district,nonvoting,date,DOB,yob,year,age,speakerXsessionid,procedural_prob,cluster_12,cluster_7,cluster_4,cluster_1,cluster_3,cluster_10,cluster_13,cluster_0,cluster_11,cluster_9,cluster_8,cluster_6,cluster_15,cluster_14,cluster_17,cluster_5,cluster_16,cluster_2,cluster_12_p,cluster_7_p,cluster_4_p,cluster_1_p,cluster_3_p,cluster_10_p,cluster_13_p,cluster_0_p,cluster_11_p,cluster_9_p,cluster_8_p,cluster_6_p,cluster_15_p,cluster_14_p,cluster_17_p,cluster_5_p,cluster_16_p,cluster_2_p,n
4711,450110883,CONKLING,ROSCOE,S,NY,M,R,,voting,18790211,1829-10-30,1829,1879,50,45047111,0.0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5367,460006935,BECK,JAMES,S,KY,M,D,,voting,18790415,1822-02-13,1822,1879,57,46053671,0.0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5373,460072504,BREWER,MARK,H,MI,M,R,6.0,voting,18800326,1837-10-22,1837,1880,43,46053730,0.0,0,0,0,0,1,2,1,0,0,6,10,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.05,0.1,0.05,0.0,0.0,0.3,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
5156,470020450,HAMMOND,NATHANIEL,H,GA,M,D,5.0,voting,18820203,1833-12-26,1833,1882,49,47051560,0.0,0,0,0,0,1,1,0,0,1,0,7,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.1,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5668,470023479,VANCE,ZEBULON,S,NC,M,D,,voting,18820214,1830-05-13,1830,1882,52,47056681,0.0,0,0,0,1,0,0,0,0,0,0,7,0,2,0,0,0,0,0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.2,0.0,0.0,0.0,0.0,0.0,10
6352,470040182,MORGAN,JOHN,S,AL,M,D,,voting,18820321,1824-06-20,1824,1882,58,47063521,0.0,0,1,0,1,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.1,0.0,0.1,0.0,0.7,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5164,470076518,INGALLS,JOHN,S,KS,M,R,,voting,18820605,1833-12-29,1833,1882,49,47051641,0.0,0,0,0,0,1,0,0,0,0,9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5399,470095805,COX,SAMUEL,H,NY,M,D,6.0,voting,18820701,1824-09-30,1824,1882,58,47053990,0.0,1,0,1,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0.1,0.0,0.1,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5367,470113312,BECK,JAMES,S,KY,M,D,,voting,18820724,1822-02-13,1822,1882,60,47053671,0.0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5024,470186204,KASSON,JOHN,H,IA,M,R,7.0,voting,18830219,1822-01-11,1822,1883,61,47050240,0.0006690543749126,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5668,500150313,VANCE,ZEBULON,S,NC,M,D,,voting,18890114,1830-05-13,1830,1889,59,50056681,0.0,0,0,0,0,6,0,0,0,3,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6159,500150483,VEST,GEORGE,S,MO,M,D,,voting,18890114,1830-12-06,1830,1889,59,50061591,0.0,0,1,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.1,0.0,0.8,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5998,510057254,POST,PHILIP,H,IL,M,R,10.0,voting,18900507,1833-03-19,1833,1890,57,51059980,0.0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5616,510063540,LEWIS,CLARKE,H,MS,M,D,4.0,voting,18900517,1840-11-08,1840,1890,50,51056160,0.0,0,1,0,0,4,0,0,0,1,0,4,0,0,0,0,0,0,0,0.0,0.1,0.0,0.0,0.4,0.0,0.0,0.0,0.1,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6190,510067321,CATCHINGS,THOMAS,H,MS,M,D,3.0,voting,18900522,1847-01-11,1847,1890,43,51061900,0.0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6352,510163378,MORGAN,JOHN,S,AL,M,D,,voting,18901204,1824-06-20,1824,1890,66,51063521,0.0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5140,510201637,EVARTS,WILLIAM,S,NY,M,R,,voting,18910209,1818-02-06,1818,1891,73,51051401,0.0,0,0,0,1,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6262,520032745,STEWART,WILLIAM,S,NV,M,R,,voting,18920324,1827-08-09,1827,1892,65,52062621,0.0,0,0,0,0,25,0,0,0,1,3,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.8333333333333334,0.0,0.0,0.0,0.03333333333333333,0.1,0.0,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,30
6262,520032749,STEWART,WILLIAM,S,NV,M,R,,voting,18920324,1827-08-09,1827,1892,65,52062621,0.0,0,0,0,1,13,1,0,0,5,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.05,0.65,0.05,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
6159,520084784,VEST,GEORGE,S,MO,M,D,,voting,18920705,1830-12-06,1830,1892,62,52061591,0.0,0,0,4,3,8,1,2,0,0,2,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.15,0.4,0.05,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
5905,520113666,CHANDLER,WILLIAM,S,NH,M,R,,voting,18930106,1835-12-28,1835,1893,58,52059051,0.0,0,1,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.1111111111111111,0.0,0.0,0.7777777777777778,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
5773,530003170,HARTER,MICHAEL,H,OH,M,D,14.0,voting,18930812,1846-04-06,1846,1893,47,53057730,0.0,1,0,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.0,0.2,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6190,530009284,CATCHINGS,THOMAS,H,MS,M,D,3.0,voting,18930901,1847-01-11,1847,1893,46,53061900,0.0108214974318575,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5736,530029879,DENSON,WILLIAM,H,AL,M,D,7.0,voting,18931024,1846-03-04,1846,1893,47,53057360,0.0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5840,530125461,SHELL,GEORGE,H,SC,M,D,4.0,voting,18940608,1831-11-13,1831,1894,63,53058400,0.0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6253,530131441,REED,THOMAS,H,ME,M,R,1.0,voting,18940614,1839-10-18,1839,1894,55,53062530,0.0,2,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.2222222222222222,0.5555555555555556,0.1111111111111111,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
6023,530146547,TURNER,HENRY,H,GA,M,D,11.0,voting,18940705,1839-03-20,1839,1894,55,53060230,0.0001668178535548,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6449,530146555,HOPKINS,ALBERT,H,IL,M,R,5.0,voting,18940705,1846-08-15,1846,1894,48,53064490,0.0031743017989627,3,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0.3,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6162,530191254,WALKER,JOSEPH,H,MA,M,R,3.0,voting,18950124,1829-12-21,1829,1895,66,53061620,0.0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
6120,540095927,MCMILLIN,BENTON,H,TN,M,D,4.0,voting,18960608,1845-09-11,1845,1896,51,54061200,6.105475608202311e-20,0,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.1,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7123,540100053,SHAFROTH,JOHN,H,CO,M,R,1.0,voting,18961209,1854-06-09,1854,1896,42,54071230,0.0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6511,550002283,ADAMS,ROBERT,H,PA,M,R,2.0,voting,18970324,1849-02-26,1849,1897,48,55065110,0.0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5868,550018172,WHITE,STEPHEN,S,CA,M,D,,voting,18970526,1853-01-19,1853,1897,44,55058681,0.0,0,0,1,2,2,2,0,0,0,2,1,0,0,0,0,0,0,0,0.0,0.0,0.1,0.2,0.2,0.2,0.0,0.0,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5868,550042360,WHITE,STEPHEN,S,CA,M,D,,voting,18970723,1853-01-19,1853,1897,44,55058681,0.0,0,0,1,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7188,560089533,GALLINGER,JACOB,S,NH,M,R,,voting,19000605,1837-03-28,1837,1900,63,56071881,0.0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,20
6353,560108889,MORRIS,ROBERT,H,MN,M,R,6.0,voting,19010114,1853-06-30,1853,1901,48,56063530,0.0,0,0,0,1,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7496,570021674,SIMS,THETUS,H,TN,M,D,8.0,voting,19020225,1852-04-25,1852,1902,50,57074960,0.0,0,1,0,0,0,1,0,0,0,7,0,0,0,0,1,0,0,0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,10
7883,570045705,JONES,WESLEY,H,WA,M,R,-1.0,voting,19020417,1863-10-09,1863,1902,39,57078830,0.0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6438,570057778,FORAKER,JOSEPH,S,OH,M,R,,voting,19020512,1846-07-05,1846,1902,56,57064381,0.0,1,0,0,0,0,3,1,0,0,4,1,0,0,0,0,0,0,0,0.1,0.0,0.0,0.0,0.0,0.3,0.1,0.0,0.0,0.4,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6464,570083041,MADDOX,JOHN,H,GA,M,D,7.0,voting,19020621,1848-06-03,1848,1902,54,57064640,0.0,0,1,0,0,0,7,1,0,0,0,1,0,0,0,0,0,0,0,0.0,0.1,0.0,0.0,0.0,0.7,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6695,570084626,LANDIS,CHARLES,H,IN,M,R,9.0,voting,19020624,1858-07-09,1858,1902,44,57066950,0.0,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.9,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7245,570111665,SMITH,MARCUS,H,AZ,M,D,0.0,nonvoting,19030129,1851-01-24,1851,1903,52,57072450,0.0,8,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7245,570111668,SMITH,MARCUS,H,AZ,M,D,0.0,nonvoting,19030129,1851-01-24,1851,1903,52,57072450,0.0,0,1,1,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.1,0.1,0.0,0.7,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6483,580016938,ROBINSON,JAMES,H,IN,M,D,12.0,voting,19040127,1861-05-31,1861,1904,43,58064830,0.0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6516,590144250,BEVERIDGE,ALBERT,S,IN,M,R,,voting,19070123,1862-10-06,1862,1907,45,59065161,0.0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7613,600019841,MANN,JAMES,H,IL,M,R,2.0,voting,19080214,1856-10-20,1856,1908,52,60076130,0.0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
7712,600041962,KAHN,JULIUS,H,CA,M,R,4.0,voting,19080324,1861-02-28,1861,1908,47,60077120,0.0,1,3,0,0,11,0,1,0,1,47,0,0,0,0,0,0,0,0,0.015625,0.046875,0.0,0.0,0.171875,0.0,0.015625,0.0,0.015625,0.734375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64
6860,600048522,TAWNEY,JAMES,H,MN,M,R,1.0,voting,19080401,1855-01-03,1855,1908,53,60068600,0.0,0,0,1,1,1,4,0,0,0,1,1,0,0,0,0,0,0,0,0.0,0.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.4444444444444444,0.0,0.0,0.0,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
6693,600054293,LAMAR,JAMES,H,MO,M,D,16.0,voting,19080410,1866-03-28,1866,1908,42,60066930,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10
6968,600083300,PRAY,CHARLES,H,MT,M,R,1.0,voting,19080521,1868-04-06,1868,1908,40,60069680,0.0,0,0,0,0,8,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6767,600147512,DOUGLAS,ALBERT,H,OH,M,R,11.0,voting,19090226,1852-04-25,1852,1909,57,60067670,0.0,2,2,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.3,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7124,610104058,SHARP,WILLIAM,H,OH,M,D,14.0,voting,19100218,1859-03-14,1859,1910,51,61071240,0.0,1,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1111111111111111,0.4444444444444444,0.0,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
7544,610145049,CANNON,JOSEPH,H,IL,M,R,18.0,voting,19100411,1836-05-07,1836,1910,74,61075440,0.0,0,0,0,6,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.6,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,10
7499,610186235,STANLEY,AUGUSTUS,H,KY,M,D,2.0,voting,19100531,1867-05-21,1867,1910,43,61074990,0.0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6860,610197511,TAWNEY,JAMES,H,MN,M,R,1.0,voting,19100613,1855-01-03,1855,1910,55,61068600,0.0,0,0,1,7,19,2,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.03333333333333333,0.23333333333333334,0.6333333333333333,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.0,0.0,30
6793,610271789,HEYBURN,WELDON,S,ID,M,R,,voting,19110301,1852-05-23,1852,1911,59,61067931,0.0,3,0,2,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.0,0.2,0.0,0.4,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6973,620024735,REDFIELD,WILLIAM,H,NY,M,D,5.0,voting,19110616,1858-06-18,1858,1911,53,62069730,0.0,0,0,0,0,7,1,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.7,0.1,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7301,620031020,FITZGERALD,JOHN,H,NY,M,D,7.0,voting,19110626,1872-03-10,1872,1911,39,62073010,0.0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7345,620041150,MYERS,HENRY,S,MT,M,D,,voting,19110726,1862-10-09,1862,1911,49,62073451,0.0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6973,620044533,REDFIELD,WILLIAM,H,NY,M,D,5.0,voting,19110801,1858-06-18,1858,1911,53,62069730,0.0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7071,620045116,KINKEAD,EUGENE,H,NJ,M,D,9.0,voting,19110802,1876-03-27,1876,1911,35,62070710,0.0,3,0,1,1,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0.3,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6973,620085893,REDFIELD,WILLIAM,H,NY,M,D,5.0,voting,19120208,1858-06-18,1858,1912,54,62069730,0.0,1,5,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0.1,0.5,0.0,0.1,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7118,620095014,RODDENBERY,SEABORN,H,GA,M,D,2.0,voting,19120223,1870-01-12,1870,1912,42,62071180,0.0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7118,620135363,RODDENBERY,SEABORN,H,GA,M,D,2.0,voting,19120415,1870-01-12,1870,1912,42,62071180,0.0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
7301,620197892,FITZGERALD,JOHN,H,NY,M,D,7.0,voting,19120618,1872-03-10,1872,1912,40,62073010,0.0041067187635618,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7025,620296789,BURLESON,ALBERT,H,TX,M,D,10.0,voting,19130131,1863-06-07,1863,1913,50,62070250,0.0,1,0,1,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.0,0.1,0.0,0.7,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7102,630005239,NEELEY,GEORGE,H,KS,M,D,7.0,voting,19130425,1879-08-01,1879,1913,34,63071020,0.0,0,0,0,0,8,0,0,0,1,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
