speakerid,speech_id,lastname,firstname,chamber,state,gender,party,district,nonvoting,date,DOB,yob,year,age,speakerXsessionid,procedural_prob,cluster_7,cluster_0,cluster_1,cluster_8,cluster_3,cluster_11,cluster_5,cluster_4,cluster_10,cluster_6,cluster_12,cluster_9,cluster_2,cluster_13,cluster_7_p,cluster_0_p,cluster_1_p,cluster_8_p,cluster_3_p,cluster_11_p,cluster_5_p,cluster_4_p,cluster_10_p,cluster_6_p,cluster_12_p,cluster_9_p,cluster_2_p,cluster_13_p,n
4210,430038822,WRIGHT,GEORGE,S,IA,M,R,,voting,18740408,1820-03-24,1820,1874,54,43042101,0.0,0,8,1,0,0,0,1,0,0,0,0,0,0,0,0.0,0.8,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4015,430039421,PRATT,DANIEL,S,IN,M,R,,voting,18740409,1813-10-26,1813,1874,61,43040151,2.0836763517308373e-08,0,8,0,0,0,0,1,0,0,0,0,1,0,0,0.0,0.8,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,10
4015,430039487,PRATT,DANIEL,S,IN,M,R,,voting,18740409,1813-10-26,1813,1874,61,43040151,0.0,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.9,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4377,430049967,TREMAIN,LYMAN,H,NY,M,R,-1.0,voting,18740505,1819-06-14,1819,1874,55,43043770,0.0,0,5,0,0,2,1,0,2,0,0,0,0,0,0,0.0,0.5,0.0,0.0,0.2,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,10
4315,430050457,MYERS,LEONARD,H,PA,M,R,3.0,voting,18740506,1827-11-13,1827,1874,47,43043150,0.0,0,4,0,0,6,0,0,8,2,0,0,0,0,0,0.0,0.2,0.0,0.0,0.3,0.0,0.0,0.4,0.1,0.0,0.0,0.0,0.0,0.0,20
4214,430050460,ALBRIGHT,CHARLES,H,PA,M,R,-1.0,voting,18740506,1830-12-13,1830,1874,44,43042140,0.0,0,7,0,0,1,0,0,2,0,0,0,0,0,0,0.0,0.7,0.0,0.0,0.1,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,10
4342,430060823,SARGENT,AARON,S,CA,M,R,,voting,18740528,1827-09-28,1827,1874,47,43043421,0.0,2,5,6,0,5,0,0,2,0,0,0,0,0,0,0.1,0.25,0.3,0.0,0.25,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,20
4584,430061232,EAMES,BENJAMIN,H,RI,M,R,1.0,voting,18740528,1818-06-04,1818,1874,56,43045840,0.0,0,0,6,0,1,0,2,0,1,0,0,0,0,0,0.0,0.0,0.6,0.0,0.1,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,10
4320,430063756,OGLESBY,RICHARD,S,IL,M,R,,voting,18740603,1824-07-25,1824,1874,50,43043201,0.0,0,7,0,0,0,0,3,0,0,0,0,0,0,0,0.0,0.7,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4823,430064126,COOK,PHILIP,H,GA,M,D,3.0,voting,18740603,1817-07-30,1817,1874,57,43048230,0.0,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,10
4942,430067052,WILLIAMS,CHARLES,H,WI,M,R,1.0,voting,18740609,1829-10-18,1829,1874,45,43049420,0.0,0,8,0,0,0,0,0,0,0,2,0,0,0,0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,10
4397,430090656,PEASE,HENRY,S,MS,M,R,,voting,18750126,1835-02-19,1835,1875,40,43043971,0.0,0,6,1,0,1,0,0,1,0,1,0,0,0,0,0.0,0.6,0.1,0.0,0.1,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,10
4381,430098587,WARD,MARCUS,H,NJ,M,R,6.0,voting,18750210,1812-11-09,1812,1875,63,43043810,0.0,0,4,0,0,6,0,0,10,0,0,0,0,0,0,0.0,0.2,0.0,0.0,0.3,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,20
4301,430104429,MAYNARD,HORACE,H,TN,M,R,-1.0,voting,18750220,1814-08-30,1814,1875,61,43043010,0.0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4315,430104506,MYERS,LEONARD,H,PA,M,R,3.0,voting,18750220,1827-11-13,1827,1875,48,43043150,0.0,1,1,0,0,1,0,0,4,0,0,0,3,0,0,0.1,0.1,0.0,0.0,0.1,0.0,0.0,0.4,0.0,0.0,0.0,0.3,0.0,0.0,10
4214,430104522,ALBRIGHT,CHARLES,H,PA,M,R,-1.0,voting,18750220,1830-12-13,1830,1875,45,43042140,0.0,0,10,5,0,4,1,0,0,0,0,0,0,0,0,0.0,0.5,0.25,0.0,0.2,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
5485,430110634,RANDALL,SAMUEL,H,PA,M,D,1.0,voting,18750226,1828-10-10,1828,1875,47,43054850,0.0,2,0,5,0,2,1,0,0,0,0,0,0,0,0,0.2,0.0,0.5,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4566,430110637,BUTLER,BENJAMIN,H,MA,M,R,6.0,voting,18750226,1818-11-05,1818,1875,57,43045660,0.0,0,1,7,1,0,0,1,0,0,0,0,0,0,0,0.0,0.1,0.7,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4390,430113162,WILSON,JEREMIAH,H,IN,M,R,4.0,voting,18750301,1828-11-25,1828,1875,47,43043900,5.913956087354924e-09,0,1,1,0,8,0,0,0,0,0,0,0,0,0,0.0,0.1,0.1,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6554,430113163,HALE,EUGENE,H,ME,M,R,5.0,voting,18750301,1836-06-09,1836,1875,39,43065540,0.0,1,1,0,0,5,0,0,2,1,0,0,0,0,0,0.1,0.1,0.0,0.0,0.5,0.0,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,10
5268,430115470,EDMUNDS,GEORGE,S,VT,M,R,,voting,18750303,1828-02-01,1828,1875,47,43052681,0.0,0,3,0,0,0,0,4,1,0,0,0,0,2,0,0.0,0.3,0.0,0.0,0.0,0.0,0.4,0.1,0.0,0.0,0.0,0.0,0.2,0.0,10
4953,430115666,ANTHONY,HENRY,S,RI,M,R,,voting,18750303,1815-04-01,1815,1875,60,43049531,0.0,2,2,2,0,1,0,3,0,0,0,0,0,0,0,0.2,0.2,0.2,0.0,0.1,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5024,430118788,KASSON,JOHN,H,IA,M,R,7.0,voting,18750303,1822-01-11,1822,1875,53,43050240,0.0,0,7,0,0,0,0,2,1,0,0,0,0,0,0,0.0,0.7,0.0,0.0,0.0,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,10
4463,440003278,KEY,DAVID,S,TN,M,D,,voting,18760111,1824-01-27,1824,1876,52,44044631,0.0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6669,440005411,FRYE,WILLIAM,H,ME,M,R,2.0,voting,18760119,1830-09-02,1830,1876,46,44066690,0.0,0,6,2,0,1,0,0,1,0,0,0,0,0,0,0.0,0.6,0.2,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,10
5434,440010443,KELLEY,WILLIAM,H,PA,M,R,4.0,voting,18760209,1814-04-12,1814,1876,62,44054340,0.0,0,1,3,0,2,0,1,3,0,0,0,0,0,0,0.0,0.1,0.3,0.0,0.2,0.0,0.1,0.3,0.0,0.0,0.0,0.0,0.0,0.0,10
5434,440010445,KELLEY,WILLIAM,H,PA,M,R,4.0,voting,18760209,1814-04-12,1814,1876,62,44054340,0.0,0,5,1,0,2,0,0,2,0,0,0,0,0,0,0.0,0.5,0.1,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,10
4635,440019169,PHILLIPS,WILLIAM,H,KS,M,R,1.0,voting,18760310,1824-01-14,1824,1876,52,44046350,0.0,0,13,0,0,0,0,6,1,0,0,0,0,0,0,0.0,0.65,0.0,0.0,0.0,0.0,0.3,0.05,0.0,0.0,0.0,0.0,0.0,0.0,20
4612,440019320,HUNTER,MORTON,H,IN,M,R,8.0,voting,18760311,1825-02-05,1825,1876,51,44046120,0.0,3,10,1,0,4,0,1,1,0,0,0,0,0,0,0.15,0.5,0.05,0.0,0.2,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,20
4787,440021174,STEVENSON,ADLAI,H,IL,M,D,13.0,voting,18760320,1835-10-23,1835,1876,41,44047870,0.0,3,3,3,0,0,0,0,1,0,0,0,0,0,0,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,10
4869,440028647,JOYCE,CHARLES,H,VT,M,R,1.0,voting,18760408,1830-01-30,1830,1876,46,44048690,0.0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4342,440037411,SARGENT,AARON,S,CA,M,R,,voting,18760512,1827-09-28,1827,1876,49,44043421,0.0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.8888888888888888,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
5434,440039564,KELLEY,WILLIAM,H,PA,M,R,4.0,voting,18760519,1814-04-12,1814,1876,62,44054340,0.0,1,11,1,0,1,0,2,0,4,0,0,0,0,0,0.05,0.55,0.05,0.0,0.05,0.0,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.0,20
4527,440039574,WALLACE,JOHN,H,PA,M,R,24.0,voting,18760519,1818-12-20,1818,1876,58,44045270,0.0,0,35,12,0,2,0,1,10,0,0,0,0,0,0,0.0,0.5833333333333334,0.2,0.0,0.03333333333333333,0.0,0.016666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,60
5434,440040022,KELLEY,WILLIAM,H,PA,M,R,4.0,voting,18760522,1814-04-12,1814,1876,62,44054340,0.0,0,13,3,1,10,0,1,1,1,0,0,0,0,0,0.0,0.43333333333333335,0.1,0.03333333333333333,0.3333333333333333,0.0,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,30
4626,440040145,LUTTRELL,JOHN,H,CA,M,D,3.0,voting,18760523,1831-06-27,1831,1876,45,44046260,0.0,0,7,1,0,1,0,0,1,0,0,0,0,0,0,0.0,0.7,0.1,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,10
5186,440040519,MORRISON,WILLIAM,H,IL,M,D,17.0,voting,18760525,1824-09-14,1824,1876,52,44051860,0.0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5434,440040981,KELLEY,WILLIAM,H,PA,M,R,4.0,voting,18760529,1814-04-12,1814,1876,62,44054340,0.0,3,15,4,1,6,0,0,1,0,0,0,0,0,0,0.1,0.5,0.13333333333333333,0.03333333333333333,0.2,0.0,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,30
4612,440042618,HUNTER,MORTON,H,IN,M,R,8.0,voting,18760602,1825-02-05,1825,1876,51,44046120,0.0,1,16,7,1,6,1,3,13,2,0,0,0,0,0,0.02,0.32,0.14,0.02,0.12,0.02,0.06,0.26,0.04,0.0,0.0,0.0,0.0,0.0,50
4504,440047635,SAVAGE,JOHN,H,OH,M,D,3.0,voting,18760613,1841-10-30,1841,1876,35,44045040,0.0,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,10
5434,440048041,KELLEY,WILLIAM,H,PA,M,R,4.0,voting,18760616,1814-04-12,1814,1876,62,44054340,0.0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5434,440048174,KELLEY,WILLIAM,H,PA,M,R,4.0,voting,18760616,1814-04-12,1814,1876,62,44054340,0.0,0,5,0,0,0,0,0,4,0,1,0,0,0,0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.1,0.0,0.0,0.0,0.0,10
4635,440052851,PHILLIPS,WILLIAM,H,KS,M,R,1.0,voting,18760623,1824-01-14,1824,1876,52,44046350,0.0008183422409366,1,2,4,0,1,1,0,1,0,0,0,0,0,0,0.1,0.2,0.4,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,10
4635,440052858,PHILLIPS,WILLIAM,H,KS,M,R,1.0,voting,18760623,1824-01-14,1824,1876,52,44046350,0.0,4,3,4,0,3,2,1,1,1,0,0,1,0,0,0.2,0.15,0.2,0.0,0.15,0.1,0.05,0.05,0.05,0.0,0.0,0.05,0.0,0.0,20
4635,440052964,PHILLIPS,WILLIAM,H,KS,M,R,1.0,voting,18760623,1824-01-14,1824,1876,52,44046350,3.0381307688547995e-08,4,1,4,0,0,0,0,1,0,0,0,0,0,0,0.4,0.1,0.4,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,10
6093,440052982,HOLMAN,WILLIAM,H,IN,M,D,5.0,voting,18760623,1822-09-06,1822,1876,54,44060930,0.0,3,1,2,0,0,1,0,3,0,0,0,0,0,0,0.3,0.1,0.2,0.0,0.0,0.1,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,10
4396,440057521,HARVEY,JAMES,S,KS,M,R,,voting,18760701,1833-09-21,1833,1876,43,44043961,0.0,1,6,3,0,0,0,0,0,0,0,0,0,0,0,0.1,0.6,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4311,440063889,MERRIMON,AUGUSTUS,S,NC,M,D,,voting,18760718,1830-09-15,1830,1876,46,44043111,0.0,2,6,1,0,1,0,0,0,0,0,0,0,0,0,0.2,0.6,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6287,440067718,BLACKBURN,JOSEPH,H,KY,M,D,7.0,voting,18760725,1838-10-01,1838,1876,38,44062870,0.0,1,0,6,0,1,0,2,0,0,0,0,0,0,0,0.1,0.0,0.6,0.0,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4732,440067895,GOODE,JOHN,H,VA,M,D,2.0,voting,18760726,1829-05-27,1829,1876,47,44047320,0.0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.8888888888888888,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
4517,440068918,TERRY,WILLIAM,H,VA,M,D,9.0,voting,18760729,1824-08-14,1824,1876,52,44045170,0.0,0,3,1,0,2,0,0,4,0,0,0,0,0,0,0.0,0.3,0.1,0.0,0.2,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,10
4671,440068919,WALSH,WILLIAM,H,MD,M,D,6.0,voting,18760729,1828-05-11,1828,1876,48,44046710,0.0,1,0,0,0,8,1,0,0,0,0,0,0,0,0,0.1,0.0,0.0,0.0,0.8,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5069,440072362,SAULSBURY,ELI,S,DE,M,D,,voting,18760805,1817-12-29,1817,1876,59,44050691,0.0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
5010,440087462,HEWITT,GOLDSMITH,H,AL,M,D,6.0,voting,18770104,1834-02-14,1834,1877,43,44050100,0.0,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.9,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4670,440093732,WALKER,GILBERT,H,VA,M,D,3.0,voting,18770126,1833-08-01,1833,1877,44,44046700,0.0,1,1,1,1,1,0,0,4,1,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.4,0.1,0.0,0.0,0.0,0.0,0.0,10
4635,440107154,PHILLIPS,WILLIAM,H,KS,M,R,1.0,voting,18770223,1824-01-14,1824,1877,53,44046350,0.0,0,5,2,0,1,0,1,1,0,0,0,0,0,0,0.0,0.5,0.2,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,10
4608,440110469,HENDEE,GEORGE,H,VT,M,R,3.0,voting,18770301,1832-11-30,1832,1877,45,44046080,0.0,0,6,1,1,0,0,1,1,0,0,0,0,0,0,0.0,0.6,0.1,0.1,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,10
6554,450004637,HALE,EUGENE,H,ME,M,R,5.0,voting,18771113,1836-06-09,1836,1877,41,45065540,0.0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4634,450006159,PEDDIE,THOMAS,H,NJ,M,R,6.0,voting,18771119,1808-02-11,1808,1877,69,45046340,0.0,3,3,3,0,1,0,0,0,0,0,0,0,0,0,0.3,0.3,0.3,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4553,450015981,BAILEY,JAMES,S,TN,M,D,,voting,18780114,1822-08-15,1822,1878,56,45045531,0.0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4311,450016792,MERRIMON,AUGUSTUS,S,NC,M,D,,voting,18780118,1830-09-15,1830,1878,48,45043111,0.0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
6125,450018930,MORRILL,JUSTIN,S,VT,M,R,,voting,18780128,1810-04-14,1810,1878,68,45061251,0.0,0,0,5,1,2,0,0,2,0,0,0,0,0,0,0.0,0.0,0.5,0.1,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,10
4989,450020867,EATON,WILLIAM,S,CT,M,D,,voting,18780205,1816-10-11,1816,1878,62,45049891,0.0,1,1,0,2,0,1,0,5,0,0,0,0,0,0,0.1,0.1,0.0,0.2,0.0,0.1,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,10
4586,450022418,ELLSWORTH,CHARLES,H,MI,M,R,8.0,voting,18780209,1824-01-29,1824,1878,54,45045860,0.0,0,8,1,0,0,1,0,0,0,0,0,0,0,0,0.0,0.8,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5459,450023031,MCPHERSON,JOHN,S,NJ,M,D,,voting,18780212,1833-05-09,1833,1878,45,45054591,0.0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4311,450023285,MERRIMON,AUGUSTUS,S,NC,M,D,,voting,18780213,1830-09-15,1830,1878,48,45043111,0.0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5367,450031416,BECK,JAMES,S,KY,M,D,,voting,18780305,1822-02-13,1822,1878,56,45053671,0.0,0,5,1,0,2,0,0,2,0,0,0,0,0,0,0.0,0.5,0.1,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,10
5434,450031831,KELLEY,WILLIAM,H,PA,M,R,4.0,voting,18780305,1814-04-12,1814,1878,64,45054340,0.0,1,4,1,0,0,0,0,0,2,2,0,0,0,0,0.1,0.4,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,10
4342,450037402,SARGENT,AARON,S,CA,M,R,,voting,18780319,1827-09-28,1827,1878,51,45043421,0.0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,10
4311,450039920,MERRIMON,AUGUSTUS,S,NC,M,D,,voting,18780326,1830-09-15,1830,1878,48,45043111,0.0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4629,450043075,MATTHEWS,STANLEY,S,OH,M,R,,voting,18780404,1824-07-21,1824,1878,54,45046291,0.0,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.9,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4342,450043693,SARGENT,AARON,S,CA,M,R,,voting,18780405,1827-09-28,1827,1878,51,45043421,0.0,3,0,1,2,1,0,0,3,0,0,0,0,0,0,0.3,0.0,0.1,0.2,0.1,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,10
4609,450044828,HEREFORD,FRANK,S,WV,M,D,,voting,18780409,1825-07-04,1825,1878,53,45046091,0.0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4609,450044830,HEREFORD,FRANK,S,WV,M,D,,voting,18780409,1825-07-04,1825,1878,53,45046091,0.0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4561,450048205,BRIDGES,SAMUEL,H,PA,M,D,10.0,voting,18780415,1802-01-27,1802,1878,76,45045610,0.0,0,6,2,0,1,0,0,0,1,0,0,0,0,0,0.0,0.6,0.2,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,10
5041,450053333,MULDROW,HENRY,H,MS,M,D,1.0,voting,18780424,1837-02-08,1837,1878,41,45050410,0.0,0,7,0,0,0,0,0,2,1,0,0,0,0,0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,10
5367,450056294,BECK,JAMES,S,KY,M,D,,voting,18780501,1822-02-13,1822,1878,56,45053671,0.0,0,1,0,1,2,0,0,5,1,0,0,0,0,0,0.0,0.1,0.0,0.1,0.2,0.0,0.0,0.5,0.1,0.0,0.0,0.0,0.0,0.0,10
5363,450061529,BANKS,NATHANIEL,H,MA,M,R,5.0,voting,18780509,1816-01-30,1816,1878,62,45053630,0.0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0.7,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4635,450061531,PHILLIPS,WILLIAM,H,KS,M,R,1.0,voting,18780509,1824-01-14,1824,1878,54,45046350,0.0,3,0,0,0,0,0,4,2,1,0,0,0,0,0,0.3,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.1,0.0,0.0,0.0,0.0,0.0,10
6125,450064123,MORRILL,JUSTIN,S,VT,M,R,,voting,18780515,1810-04-14,1810,1878,68,45061251,1.23886725633544e-09,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
