speakerid,speech_id,lastname,firstname,chamber,state,gender,party,district,nonvoting,date,DOB,yob,year,age,procedural_prob,cluster_6,cluster_2,cluster_1,cluster_5,cluster_11,cluster_8,cluster_0,cluster_13,cluster_3,cluster_4,cluster_7,cluster_9,cluster_12,cluster_10,cluster_6_p,cluster_2_p,cluster_1_p,cluster_5_p,cluster_11_p,cluster_8_p,cluster_0_p,cluster_13_p,cluster_3_p,cluster_4_p,cluster_7_p,cluster_9_p,cluster_12_p,cluster_10_p,n
5264,430047411,DAWES,HENRY,H,MA,M,R,11.0,voting,18740427,1816-10-30,1816,1874,58,0.0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0.1,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4015,430057339,PRATT,DANIEL,S,IN,M,R,,voting,18740521,1813-10-26,1813,1874,61,0.0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10
6554,430067676,HALE,EUGENE,H,ME,M,R,5.0,voting,18740610,1836-06-09,1836,1874,38,0.0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4310,430069994,MERRIAM,CLINTON,H,NY,M,R,21.0,voting,18740613,1824-03-25,1824,1874,50,0.0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0.9,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4711,430093195,CONKLING,ROSCOE,S,NY,M,R,,voting,18750128,1829-10-30,1829,1875,46,0.0,0,2,8,5,2,0,2,0,0,0,0,0,0,0,0.0,0.10526315789473684,0.42105263157894735,0.2631578947368421,0.10526315789473684,0.0,0.10526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19
4281,430101369,HOWE,TIMOTHY,S,WI,M,R,,voting,18750217,1816-02-24,1816,1875,59,0.0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4380,430101803,WARD,JASPER,H,IL,M,R,2.0,voting,18750217,1829-02-01,1829,1875,46,0.0,0,2,6,1,1,0,0,0,0,0,0,0,0,0,0.0,0.2,0.6,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5264,430102579,DAWES,HENRY,H,MA,M,R,11.0,voting,18750218,1816-10-30,1816,1875,59,0.0,2,1,13,2,1,0,0,0,0,0,0,0,0,0,0.10526315789473684,0.05263157894736842,0.6842105263157895,0.10526315789473684,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19
4364,430104455,SPEER,ROBERT,H,PA,M,D,17.0,voting,18750220,1838-09-08,1838,1875,37,0.0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4554,440008166,BAKER,WILLIAM,H,NY,M,R,24.0,voting,18760131,1827-01-17,1827,1876,49,0.0,1,4,0,2,1,0,1,0,0,1,0,0,0,0,0.1,0.4,0.0,0.2,0.1,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,10
6093,440010142,HOLMAN,WILLIAM,H,IN,M,D,5.0,voting,18760208,1822-09-06,1822,1876,54,0.0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10
5399,440010431,COX,SAMUEL,H,NY,M,D,6.0,voting,18760209,1824-09-30,1824,1876,52,0.0,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0.6666666666666666,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
5317,440010566,NORWOOD,THOMAS,S,GA,M,D,,voting,18760210,1830-04-26,1830,1876,46,0.0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4072,440016151,ALCORN,JAMES,S,MS,M,R,,voting,18760301,1816-11-04,1816,1876,60,0.0,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.9,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4883,440024631,MAXEY,SAMUEL,S,TX,M,D,,voting,18760330,1825-03-30,1825,1876,51,0.0,0,1,0,0,9,0,0,0,0,0,0,0,0,0,0.0,0.1,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5485,440024887,RANDALL,SAMUEL,H,PA,M,D,3.0,voting,18760330,1828-10-10,1828,1876,48,0.0,1,6,0,0,0,0,0,0,0,3,0,0,0,0,0.1,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,10
6287,440036495,BLACKBURN,JOSEPH,H,KY,M,D,7.0,voting,18760503,1838-10-01,1838,1876,38,0.0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5221,440037352,TUCKER,JOHN,H,VA,M,D,6.0,voting,18760508,1823-12-24,1823,1876,53,0.0,4,1,0,3,0,0,10,0,0,0,0,0,0,0,0.2222222222222222,0.05555555555555555,0.0,0.16666666666666666,0.0,0.0,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
4704,440040992,CHITTENDEN,SIMEON,H,NY,M,I,3.0,voting,18760529,1814-03-29,1814,1876,62,0.0,1,1,0,2,9,0,6,0,0,0,0,0,0,0,0.05263157894736842,0.05263157894736842,0.0,0.10526315789473684,0.47368421052631576,0.0,0.3157894736842105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19
5027,440070469,LAMAR,LUCIUS,H,MS,M,D,1.0,voting,18760802,1825-09-17,1825,1876,51,0.0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
4800,440071884,GARFIELD,JAMES,H,OH,M,R,19.0,voting,18760804,1831-11-19,1831,1876,45,0.0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0.1,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4704,440080817,CHITTENDEN,SIMEON,H,NY,M,I,3.0,voting,18760815,1814-03-29,1814,1876,62,0.0,6,0,0,1,0,0,3,0,0,0,0,0,0,0,0.6,0.0,0.0,0.1,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4210,440094480,WRIGHT,GEORGE,S,IA,M,R,,voting,18770130,1820-03-24,1820,1877,57,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
5376,450016910,BROWNE,THOMAS,H,IN,M,R,5.0,voting,18780118,1829-04-19,1829,1878,49,0.0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5027,450017777,LAMAR,LUCIUS,S,MS,M,D,,voting,18780124,1825-09-17,1825,1878,53,0.0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4930,450023177,STEPHENS,ALEXANDER,H,GA,M,D,8.0,voting,18780212,1812-02-11,1812,1878,66,0.0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4557,450053350,BELL,HIRAM,H,GA,M,D,9.0,voting,18780424,1827-01-19,1827,1878,51,0.0,0,7,0,1,1,0,1,0,0,0,0,0,0,0,0.0,0.7,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4546,450065825,BLAINE,JAMES,S,ME,M,R,,voting,18780520,1830-01-31,1830,1878,48,0.0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5367,450070795,BECK,JAMES,S,KY,M,D,,voting,18780528,1822-02-13,1822,1878,56,0.0,0,0,7,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.7777777777777778,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
4615,450075088,JOHNSTON,JOHN,S,VA,M,D,,voting,18780605,1818-09-09,1818,1878,60,0.0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4603,450076013,HARRISON,CARTER,H,IL,M,D,2.0,voting,18780605,1825-02-15,1825,1878,53,0.0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
4629,450094690,MATTHEWS,STANLEY,S,OH,M,R,,voting,18781203,1824-07-21,1824,1878,54,0.0,1,3,0,3,1,0,1,0,0,0,0,0,0,0,0.1111111111111111,0.3333333333333333,0.0,0.3333333333333333,0.1111111111111111,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
6348,450098315,MITCHELL,JOHN,S,OR,M,R,,voting,18781219,1835-06-22,1835,1878,43,0.0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.9,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4379,450099219,WADLEIGH,BAINBRIDGE,S,NH,M,R,,voting,18790109,1831-01-04,1831,1879,48,0.0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0.1,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4800,450111061,GARFIELD,JAMES,H,OH,M,R,19.0,voting,18790211,1831-11-19,1831,1879,48,0.0,1,0,7,0,1,0,0,0,0,1,0,0,0,0,0.1,0.0,0.7,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,10
4520,450114813,THURMAN,ALLEN,S,OH,M,D,,voting,18790217,1813-11-13,1813,1879,66,0.0,0,0,9,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.9,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4589,450114822,FERRY,THOMAS,S,MI,M,R,,voting,18790217,1827-06-10,1827,1879,52,0.0,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0.1111111111111111,0.1111111111111111,0.7777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
4669,450127733,WADDELL,ALFRED,H,NC,M,D,3.0,voting,18790228,1834-09-16,1834,1879,45,0.0,1,2,0,0,7,0,0,0,0,0,0,0,0,0,0.1,0.2,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5007,460002901,HASKELL,DUDLEY,H,KS,M,R,2.0,voting,18790401,1842-03-23,1842,1879,37,0.0,2,1,2,1,2,0,0,2,0,0,0,0,0,0,0.2,0.1,0.2,0.1,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,10
4883,460008736,MAXEY,SAMUEL,S,TX,M,D,,voting,18790421,1825-03-30,1825,1879,54,0.0,0,1,0,0,9,0,0,0,0,0,0,0,0,0,0.0,0.1,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4796,460009336,WILLIAMS,JOHN,S,KY,M,D,,voting,18790423,1818-07-10,1818,1879,61,0.0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4806,460009870,ATHERTON,GIBSON,H,OH,M,D,14.0,voting,18790423,1831-01-19,1831,1879,48,0.0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
4711,460009953,CONKLING,ROSCOE,S,NY,M,R,,voting,18790424,1829-10-30,1829,1879,50,0.0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4945,460010471,WISE,MORGAN,H,PA,M,D,21.0,voting,18790424,1825-06-07,1825,1879,54,0.0,1,3,0,2,3,0,1,0,0,0,0,0,0,0,0.1,0.3,0.0,0.2,0.3,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4971,460010905,CHALMERS,JAMES,H,MS,M,D,6.0,voting,18790426,1831-01-12,1831,1879,48,0.0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0.1,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4704,460014362,CHITTENDEN,SIMEON,H,NY,M,R,3.0,voting,18790508,1814-03-29,1814,1879,65,0.0,0,1,0,0,18,0,0,0,0,0,0,0,0,0,0.0,0.05263157894736842,0.0,0.0,0.9473684210526315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19
4711,460017591,CONKLING,ROSCOE,S,NY,M,R,,voting,18790516,1829-10-30,1829,1879,50,0.0,0,1,1,8,0,0,0,0,0,0,0,0,0,0,0.0,0.1,0.1,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4930,460040695,STEPHENS,ALEXANDER,H,GA,M,D,8.0,voting,18790627,1812-02-11,1812,1879,67,0.0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5015,460048073,HORR,ROSWELL,H,MI,M,R,8.0,voting,18800115,1830-11-26,1830,1880,50,0.0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4589,460050532,FERRY,THOMAS,S,MI,M,R,,voting,18800128,1827-06-10,1827,1880,53,0.0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6125,460050538,MORRILL,JUSTIN,S,VT,M,R,,voting,18800128,1810-04-14,1810,1880,70,0.0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6527,460050685,BURROWS,JULIUS,H,MI,M,R,4.0,voting,18800128,1837-01-09,1837,1880,43,0.0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4843,460052982,FROST,RICHARD,H,MO,M,D,3.0,voting,18800205,1851-12-29,1851,1880,29,0.0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0.9,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4445,460059242,HAMLIN,HANNIBAL,S,ME,M,R,,voting,18800226,1809-08-27,1809,1880,71,0.0,0,0,1,1,1,0,7,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0.1,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5094,460061554,WILLIAMS,THOMAS,H,AL,M,D,5.0,voting,18800303,1825-08-11,1825,1880,55,0.0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4687,460066881,BAKER,JOHN,H,IN,M,R,13.0,voting,18800316,1832-02-28,1832,1880,48,0.0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5264,460086639,DAWES,HENRY,S,MA,M,R,,voting,18800422,1816-10-30,1816,1880,64,0.0,7,0,0,2,7,1,0,1,0,0,0,0,0,0,0.3888888888888889,0.0,0.0,0.1111111111111111,0.3888888888888889,0.05555555555555555,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,18
4775,460096712,RYON,JOHN,H,PA,M,D,13.0,voting,18800511,1825-03-04,1825,1880,55,0.0,0,0,0,2,0,0,0,0,0,8,0,0,0,0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,10
4687,460099081,BAKER,JOHN,H,IN,M,R,13.0,voting,18800513,1832-02-28,1832,1880,48,0.0,0,0,7,0,2,0,0,0,0,1,0,0,0,0,0.0,0.0,0.7,0.0,0.2,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,10
5230,460107908,WARNER,ADONIRAM,H,OH,M,D,13.0,voting,18800525,1834-01-13,1834,1880,46,0.0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
4883,460111343,MAXEY,SAMUEL,S,TX,M,D,,voting,18800531,1825-03-30,1825,1880,55,0.0,0,1,0,0,9,0,0,0,0,0,0,0,0,0,0.0,0.1,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4837,460117569,ERRETT,RUSSELL,H,PA,M,R,22.0,voting,18800607,1817-11-10,1817,1880,63,0.0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10
6220,460131495,HAWLEY,JOSEPH,H,CT,M,R,1.0,voting,18810105,1826-10-31,1826,1881,55,0.0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0.8888888888888888,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
4929,460135899,SPEER,EMORY,H,GA,M,I,9.0,voting,18810113,1848-09-03,1848,1881,33,0.0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0.1,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4711,460136329,CONKLING,ROSCOE,S,NY,M,R,,voting,18810114,1829-10-30,1829,1881,52,0.0,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0.7,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4957,460143406,BISBEE,HORATIO,H,FL,M,R,2.0,voting,18810129,1839-05-01,1839,1881,42,0.0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4546,460144967,BLAINE,JAMES,S,ME,M,R,,voting,18810202,1830-01-31,1830,1881,51,2.296936767627505e-20,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0.8,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6125,460158828,MORRILL,JUSTIN,S,VT,M,R,,voting,18810221,1810-04-14,1810,1881,71,0.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4991,460165851,ELLIS,EZEKIEL,H,LA,M,D,2.0,voting,18810226,1840-10-15,1840,1881,41,0.0,4,0,0,0,15,0,0,0,0,0,0,0,0,0,0.21052631578947367,0.0,0.0,0.0,0.7894736842105263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19
4711,470000245,CONKLING,ROSCOE,S,NY,M,R,,voting,18810314,1829-10-30,1829,1881,52,0.0,8,0,0,2,0,0,0,0,0,0,0,0,0,0,0.8,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4942,470016032,WILLIAMS,CHARLES,H,WI,M,R,1.0,voting,18820125,1829-10-18,1829,1882,53,0.0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0.1,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5841,470016135,SHERMAN,JOHN,S,OH,M,R,,voting,18820126,1823-05-10,1823,1882,59,0.0,0,5,2,3,0,0,0,0,0,0,0,0,0,0,0.0,0.5,0.2,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5391,470021456,COKE,RICHARD,S,TX,M,D,,voting,18820207,1829-03-13,1829,1882,53,0.0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4908,470021781,PRESCOTT,CYRUS,H,NY,M,R,23.0,voting,18820207,1836-08-15,1836,1882,46,0.0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
4993,470022235,EVINS,JOHN,H,SC,M,D,4.0,voting,18820208,1830-07-18,1830,1882,52,0.0,1,0,0,0,0,0,0,0,0,9,0,0,0,0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,10
5695,470023288,BELTZHOOVER,FRANK,H,PA,M,D,19.0,voting,18820213,1841-11-06,1841,1882,41,0.0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6159,470026359,VEST,GEORGE,S,MO,M,D,,voting,18820220,1830-12-06,1830,1882,52,0.0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
5116,470032468,BROWN,JOSEPH,S,GA,M,D,,voting,18820306,1821-04-15,1821,1882,61,0.0,1,1,0,0,0,0,7,0,0,0,0,0,0,0,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0,0.0,0.7777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
5423,470033022,GIBSON,RANDALL,H,LA,M,D,1.0,voting,18820307,1832-09-10,1832,1882,50,0.0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6327,470033414,HOAR,GEORGE,S,MA,M,R,,voting,18820308,1826-08-29,1826,1882,56,0.0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4970,470037881,CASSIDY,GEORGE,H,NV,M,D,0.0,voting,18820316,1836-04-25,1836,1882,46,0.0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4929,470038671,SPEER,EMORY,H,GA,M,I,9.0,voting,18820318,1848-09-03,1848,1882,34,0.0,1,1,0,0,8,0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
