speakerid,speech_id,lastname,firstname,chamber,state,gender,party,district,nonvoting,date,DOB,yob,year,age,speakerXsessionid,procedural_prob,cluster_2,cluster_0,cluster_8,cluster_3,cluster_4,cluster_5,cluster_12,cluster_9,cluster_6,cluster_14,cluster_17,cluster_11,cluster_10,cluster_1,cluster_7,cluster_16,cluster_13,cluster_15,cluster_2_p,cluster_0_p,cluster_8_p,cluster_3_p,cluster_4_p,cluster_5_p,cluster_12_p,cluster_9_p,cluster_6_p,cluster_14_p,cluster_17_p,cluster_11_p,cluster_10_p,cluster_1_p,cluster_7_p,cluster_16_p,cluster_13_p,cluster_15_p,n
4546,450066232,BLAINE,JAMES,S,ME,M,R,,voting,18780521,1830-01-31,1830,1878,48,45045461,0.0,8,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4603,450080336,HARRISON,CARTER,H,IL,M,D,2.0,voting,18780610,1825-02-15,1825,1878,53,45046030,0.0,6,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.6666666666666666,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
4797,450103522,WRIGHT,HENDRICK,H,PA,M,D,12.0,voting,18790123,1808-04-24,1808,1879,71,45047970,0.0,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7777777777777778,0.1111111111111111,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
4797,450104875,WRIGHT,HENDRICK,H,PA,M,D,12.0,voting,18790127,1808-04-24,1808,1879,71,45047970,0.0,8,3,8,3,0,6,1,1,0,0,0,0,0,0,0,0,0,0,0.26666666666666666,0.1,0.26666666666666666,0.1,0.0,0.2,0.03333333333333333,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30
4613,450124861,ITTNER,ANTHONY,H,MO,M,R,1.0,voting,18790227,1837-10-08,1837,1879,42,45046130,2.6170315759519107e-12,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
4613,450124865,ITTNER,ANTHONY,H,MO,M,R,1.0,voting,18790227,1837-10-08,1837,1879,42,45046130,1.1516403842330645e-15,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
7544,450127792,CANNON,JOSEPH,H,IL,M,R,14.0,voting,18790228,1836-05-07,1836,1879,43,45075440,0.0,7,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7777777777777778,0.0,0.0,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
4242,450128684,CONOVER,SIMON,S,FL,M,R,,voting,18790301,1840-09-23,1840,1879,39,45042421,0.0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8888888888888888,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
5076,460010390,SMITH,ABRAHAM,H,PA,M,R,9.0,voting,18790424,1815-03-07,1815,1879,64,46050760,0.0,1,7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.7,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4800,460010888,GARFIELD,JAMES,H,OH,M,R,19.0,voting,18790426,1831-11-19,1831,1879,48,46048000,0.0,12,1,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.05,0.1,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
5940,460011582,HARRIS,ISHAM,S,TN,M,D,,voting,18790501,1818-02-10,1818,1879,61,46059401,0.0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
4998,460012075,GARLAND,AUGUSTUS,S,AR,M,D,,voting,18790502,1832-06-11,1832,1879,47,46049981,0.0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8888888888888888,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
4841,460014301,FISHER,HORATIO,H,PA,M,R,18.0,voting,18790508,1838-04-21,1838,1879,41,46048410,0.0,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7777777777777778,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
5685,460014333,MILLS,ROGER,H,TX,M,D,4.0,voting,18790508,1832-03-30,1832,1879,47,46056850,0.0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4967,460016249,BUCKNER,AYLETT,H,MO,M,D,13.0,voting,18790513,1816-12-14,1816,1879,63,46049670,0.0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5459,460023597,MCPHERSON,JOHN,S,NJ,M,D,,voting,18790526,1833-05-09,1833,1879,46,46054591,0.0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
5035,460024103,MANNING,VANNOY,H,MS,M,D,2.0,voting,18790527,1839-07-26,1839,1879,40,46050350,0.0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.1,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5774,460026845,HATCH,WILLIAM,H,MO,M,D,12.0,voting,18790605,1833-09-11,1833,1879,46,46057740,0.0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
4800,460029352,GARFIELD,JAMES,H,OH,M,R,19.0,voting,18790611,1831-11-19,1831,1879,48,46048000,0.0,1,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.3,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5164,460036331,INGALLS,JOHN,S,KS,M,R,,voting,18790620,1833-12-29,1833,1879,46,46051641,0.0,8,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5509,460049375,TOWNSHEND,RICHARD,H,IL,M,D,19.0,voting,18800121,1840-04-30,1840,1880,40,46055090,0.0,0,0,7,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.7777777777777778,0.0,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
4716,460055421,DE LA MATYR,GILBERT,H,IN,M,N,7.0,voting,18800214,1825-07-08,1825,1880,55,46047160,0.0,0,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.1111111111111111,0.4444444444444444,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
6159,460057864,VEST,GEORGE,S,MO,M,D,,voting,18800224,1830-12-06,1830,1880,50,46061591,0.0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
4883,460065464,MAXEY,SAMUEL,S,TX,M,D,,voting,18800312,1825-03-30,1825,1880,55,46048831,0.0,0,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.6,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4776,460069134,SAMFORD,WILLIAM,H,AL,M,D,3.0,voting,18800320,1844-09-16,1844,1880,36,46047760,0.0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.9,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5070,460083366,SCALES,ALFRED,H,NC,M,D,5.0,voting,18800416,1827-11-26,1827,1880,53,46050700,0.0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8888888888888888,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
4894,460087092,MORTON,LEVI,H,NY,M,R,11.0,voting,18800422,1824-05-16,1824,1880,56,46048940,0.0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
4894,460087093,MORTON,LEVI,H,NY,M,R,11.0,voting,18800422,1824-05-16,1824,1880,56,46048940,0.0,0,1,27,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.03333333333333333,0.9,0.0,0.03333333333333333,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30
4751,460093900,LOUNSBERY,WILLIAM,H,NY,M,D,15.0,voting,18800505,1831-12-25,1831,1880,49,46047510,0.0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1111111111111111,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
4702,460100697,CARPENTER,MATTHEW,S,WI,M,R,,voting,18800515,1824-12-22,1824,1880,56,46047021,0.0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
5684,460161893,HUNTON,EPPA,H,VA,M,D,8.0,voting,18810223,1822-09-22,1822,1881,59,46056840,0.0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
4615,470003239,JOHNSTON,JOHN,S,VA,M,D,,voting,18810404,1818-09-09,1818,1881,63,47046151,0.0,5,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5555555555555556,0.2222222222222222,0.1111111111111111,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
4579,470007405,DAVIS,HENRY,S,WV,M,D,,voting,18810503,1823-11-16,1823,1881,58,47045791,0.0,1,2,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0.1,0.2,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5482,470013007,PLUMB,PRESTON,S,KS,M,R,,voting,18820112,1837-10-12,1837,1882,45,47054821,0.0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
6352,470018572,MORGAN,JOHN,S,AL,M,D,,voting,18820201,1824-06-20,1824,1882,58,47063521,1.4348485675805444e-11,1,6,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0.1,0.6,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5268,470018573,EDMUNDS,GEORGE,S,VT,M,R,,voting,18820201,1828-02-01,1828,1882,54,47052681,0.0,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.9,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5268,470024586,EDMUNDS,GEORGE,S,VT,M,R,,voting,18820216,1828-02-01,1828,1882,54,47052681,0.0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
