speakerid,speech_id,lastname,firstname,chamber,state,gender,party,district,nonvoting,date,DOB,yob,year,age,procedural_prob,cluster_2,cluster_5,cluster_0,cluster_10,cluster_8,cluster_17,cluster_14,cluster_12,cluster_3,cluster_4,cluster_11,cluster_1,cluster_18,cluster_16,cluster_13,cluster_9,cluster_7,cluster_15,cluster_19,cluster_6,cluster_2_p,cluster_5_p,cluster_0_p,cluster_10_p,cluster_8_p,cluster_17_p,cluster_14_p,cluster_12_p,cluster_3_p,cluster_4_p,cluster_11_p,cluster_1_p,cluster_18_p,cluster_16_p,cluster_13_p,cluster_9_p,cluster_7_p,cluster_15_p,cluster_19_p,cluster_6_p,n
7257,620251767,TRIBBLE,SAMUEL,H,GA,M,D,8.0,voting,19120821,1869-11-15,1869,1912,43,0.0,2,0,4,2,0,8,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0.10526315789473684,0.0,0.21052631578947367,0.10526315789473684,0.0,0.42105263157894735,0.05263157894736842,0.05263157894736842,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19
7257,620251779,TRIBBLE,SAMUEL,H,GA,M,D,8.0,voting,19120821,1869-11-15,1869,1912,43,0.0,5,3,6,11,1,9,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0.13157894736842105,0.07894736842105263,0.15789473684210525,0.2894736842105263,0.02631578947368421,0.23684210526315788,0.02631578947368421,0.0,0.0,0.02631578947368421,0.0,0.0,0.0,0.02631578947368421,0.0,0.0,0.0,0.0,0.0,0.0,38
7257,620251783,TRIBBLE,SAMUEL,H,GA,M,D,8.0,voting,19120821,1869-11-15,1869,1912,43,1.951034987527788e-08,0,0,4,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.4,0.3,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7257,620251789,TRIBBLE,SAMUEL,H,GA,M,D,8.0,voting,19120821,1869-11-15,1869,1912,43,0.0,3,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.1,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7875,620253689,GARRETT,FINIS,H,TN,M,D,9.0,voting,19120822,1875-08-26,1875,1912,37,1.3686637631800312e-08,0,0,0,0,6,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.6,0.1,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7257,620254773,TRIBBLE,SAMUEL,H,GA,M,D,8.0,voting,19120823,1869-11-15,1869,1912,43,0.0,0,0,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7528,620254960,BLACKMON,FRED,H,AL,M,D,4.0,voting,19120823,1873-09-15,1873,1912,39,3.5014990801021435e-05,0,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.9,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7460,620255003,LEVER,ASBURY,H,SC,M,D,7.0,voting,19120823,1875-01-05,1875,1912,37,0.0,0,0,8,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.8,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7613,620255165,MANN,JAMES,H,IL,M,R,2.0,voting,19120823,1856-10-20,1856,1912,56,0.0,2,1,4,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.2,0.1,0.4,0.0,0.0,0.1,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6997,620255327,WORKS,JOHN,S,CA,M,R,,voting,19120823,1847-03-29,1847,1912,65,0.0,0,0,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7723,620306100,MCKENZIE,JOHN,H,IL,M,R,13.0,voting,19130210,1860-02-18,1860,1913,53,2.4980992741855782e-08,0,0,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7411,620307740,CANDLER,EZEKIEL,H,MS,M,D,1.0,voting,19130211,1862-01-18,1862,1913,51,0.0,0,0,6,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.6,0.3,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
8710,630014118,SMITH,ELLISON,S,SC,M,D,,voting,19130506,1864-08-01,1864,1913,49,0.0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7768,630080453,YOUNG,GEORGE,H,ND,M,R,2.0,voting,19131002,1870-12-11,1870,1913,43,0.0,1,1,4,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.1,0.1,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7243,630119436,SMITH,HOKE,S,GA,M,D,,voting,19140117,1855-09-02,1855,1914,59,0.0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.7,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7928,630119463,BURTON,THEODORE,S,OH,M,R,,voting,19140117,1851-12-20,1851,1914,63,0.0,4,0,1,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.0,0.1,0.3,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6744,630119471,BRISTOW,JOSEPH,S,KS,M,R,,voting,19140117,1861-07-22,1861,1914,53,0.0,4,0,11,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0.2,0.0,0.55,0.0,0.05,0.05,0.05,0.05,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
7243,630119472,SMITH,HOKE,S,GA,M,D,,voting,19140117,1855-09-02,1855,1914,59,0.0,0,0,0,0,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.1,0.1,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6744,630119662,BRISTOW,JOSEPH,S,KS,M,R,,voting,19140117,1861-07-22,1861,1914,53,0.0,4,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.0,0.4,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7817,630119667,SIMMONS,FURNIFOLD,S,NC,M,D,,voting,19140117,1854-01-20,1854,1914,60,0.0445045906788735,6,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.6,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6744,630119672,BRISTOW,JOSEPH,S,KS,M,R,,voting,19140117,1861-07-22,1861,1914,53,0.0011061423775885,2,0,5,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.0,0.5,0.0,0.0,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7817,630119675,SIMMONS,FURNIFOLD,S,NC,M,D,,voting,19140117,1854-01-20,1854,1914,60,0.0,0,1,1,1,0,1,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.1,0.1,0.1,0.0,0.1,0.4,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,10
7142,630119683,VARDAMAN,JAMES,S,MS,M,D,,voting,19140117,1861-07-26,1861,1914,53,0.0,1,0,1,2,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.0,0.1,0.2,0.2,0.1,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7555,630119723,CUMMINS,ALBERT,S,IA,M,R,,voting,19140117,1850-02-15,1850,1914,64,9.399610004633446e-12,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7817,630119731,SIMMONS,FURNIFOLD,S,NC,M,D,,voting,19140117,1854-01-20,1854,1914,60,0.0,1,0,2,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0.1,0.0,0.2,0.0,0.0,0.1,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7243,630119735,SMITH,HOKE,S,GA,M,D,,voting,19140117,1855-09-02,1855,1914,59,0.0,2,0,3,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.0,0.3,0.3,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7891,630121530,MADDEN,MARTIN,H,IL,M,R,1.0,voting,19140119,1855-03-21,1855,1914,59,0.0,0,1,6,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.1,0.6,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7175,630121537,CALLAWAY,OSCAR,H,TX,M,D,12.0,voting,19140119,1872-10-02,1872,1914,42,3.3652381207685084e-05,1,5,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05555555555555555,0.2777777777777778,0.2222222222222222,0.0,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
7768,630121598,YOUNG,GEORGE,H,ND,M,R,2.0,voting,19140119,1870-12-11,1870,1914,44,0.0,0,1,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.1,0.8,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
8388,630122871,ASHURST,HENRY,S,AZ,M,D,,voting,19140121,1874-09-13,1874,1914,40,0.0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7833,630128023,WARREN,FRANCIS,S,WY,M,R,,voting,19140126,1844-06-20,1844,1914,70,0.0,1,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.0,0.8,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7243,630129989,SMITH,HOKE,S,GA,M,D,,voting,19140128,1855-09-02,1855,1914,59,0.0,4,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.0,0.5,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7243,630130623,SMITH,HOKE,S,GA,M,D,,voting,19140129,1855-09-02,1855,1914,59,0.0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7243,630130631,SMITH,HOKE,S,GA,M,D,,voting,19140129,1855-09-02,1855,1914,59,0.0,3,0,2,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.0,0.2,0.2,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7341,630130632,MCCUMBER,PORTER,S,ND,M,R,,voting,19140129,1858-02-03,1858,1914,56,8.554354810444048e-09,2,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.0,0.2,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7243,630130633,SMITH,HOKE,S,GA,M,D,,voting,19140129,1855-09-02,1855,1914,59,0.0,7,0,4,7,0,2,5,2,1,0,0,1,0,1,0,0,0,0,0,0,0.23333333333333334,0.0,0.13333333333333333,0.23333333333333334,0.0,0.06666666666666667,0.16666666666666666,0.06666666666666667,0.03333333333333333,0.0,0.0,0.03333333333333333,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,30
7555,630130661,CUMMINS,ALBERT,S,IA,M,R,,voting,19140129,1850-02-15,1850,1914,64,0.0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7555,630130665,CUMMINS,ALBERT,S,IA,M,R,,voting,19140129,1850-02-15,1850,1914,64,6.659093989755432e-05,1,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.0,0.5,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7383,630130666,WILLIAMS,JOHN,S,MS,M,D,,voting,19140129,1854-07-30,1854,1914,60,4.60468485948911e-06,0,0,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7555,630130667,CUMMINS,ALBERT,S,IA,M,R,,voting,19140129,1850-02-15,1850,1914,64,0.0,2,0,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.0,0.6,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7383,630130668,WILLIAMS,JOHN,S,MS,M,D,,voting,19140129,1854-07-30,1854,1914,60,1.6958543188179104e-07,2,2,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.3,0.0,0.0,0.2,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7555,630130679,CUMMINS,ALBERT,S,IA,M,R,,voting,19140129,1850-02-15,1850,1914,64,1.4807802844077507e-09,2,1,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.1,0.5,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7383,630130687,WILLIAMS,JOHN,S,MS,M,D,,voting,19140129,1854-07-30,1854,1914,60,0.0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.8,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,10
7190,630130713,GRONNA,ASLE,S,ND,M,R,,voting,19140129,1858-12-10,1858,1914,56,0.0,2,0,6,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.10526315789473684,0.0,0.3157894736842105,0.5263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,19
7501,630130714,STERLING,THOMAS,S,SD,M,R,,voting,19140129,1851-02-21,1851,1914,63,1.737054698340974e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10
7501,630130718,STERLING,THOMAS,S,SD,M,R,,voting,19140129,1851-02-21,1851,1914,63,1.3704199741784194e-07,0,1,1,4,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.1,0.1,0.4,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7383,630130719,WILLIAMS,JOHN,S,MS,M,D,,voting,19140129,1854-07-30,1854,1914,60,0.0,2,2,3,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.2,0.2,0.3,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7383,630130726,WILLIAMS,JOHN,S,MS,M,D,,voting,19140129,1854-07-30,1854,1914,60,4.936589143603283e-16,3,2,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.2,0.4,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7501,630131574,STERLING,THOMAS,S,SD,M,R,,voting,19140130,1851-02-21,1851,1914,63,0.0,1,0,2,5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.1,0.0,0.2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,10
7555,630131693,CUMMINS,ALBERT,S,IA,M,R,,voting,19140130,1850-02-15,1850,1914,64,0.0,0,1,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.1,0.7,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7142,630132851,VARDAMAN,JAMES,S,MS,M,D,,voting,19140131,1861-07-26,1861,1914,53,0.0107415956023134,5,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.0,0.4,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7169,630134104,BRADY,JAMES,S,ID,M,R,,voting,19140202,1862-06-12,1862,1914,52,0.0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7190,630134304,GRONNA,ASLE,S,ND,M,R,,voting,19140202,1858-12-10,1858,1914,56,0.0,3,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0.3,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7243,630137766,SMITH,HOKE,S,GA,M,D,,voting,19140205,1855-09-02,1855,1914,59,0.0,3,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.1,0.2,0.2,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7883,630137772,JONES,WESLEY,S,WA,M,R,,voting,19140205,1863-10-09,1863,1914,51,0.0,1,0,3,0,1,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0.1,0.0,0.3,0.0,0.1,0.0,0.2,0.2,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7883,630137859,JONES,WESLEY,S,WA,M,R,,voting,19140205,1863-10-09,1863,1914,51,0.0,15,1,18,2,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0.375,0.025,0.45,0.05,0.0,0.025,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,40
6895,630138114,CLAPP,MOSES,S,MN,M,R,,voting,19140205,1851-05-21,1851,1914,63,0.0,0,0,0,0,0,1,1,1,0,0,0,5,0,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.5,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,10
7243,630138129,SMITH,HOKE,S,GA,M,D,,voting,19140205,1855-09-02,1855,1914,59,6.61451344352201e-15,0,0,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.8,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7910,630138130,SMOOT,REED,S,UT,M,R,,voting,19140205,1862-01-10,1862,1914,52,6.862231886194957e-18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,10
7817,630138902,SIMMONS,FURNIFOLD,S,NC,M,D,,voting,19140206,1854-01-20,1854,1914,60,0.0,6,3,4,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.15,0.2,0.15,0.0,0.15,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
7817,630138906,SIMMONS,FURNIFOLD,S,NC,M,D,,voting,19140206,1854-01-20,1854,1914,60,0.0,3,1,9,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0.05,0.45,0.0,0.05,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
7240,630138912,SHERMAN,LAWRENCE,S,IL,M,R,,voting,19140206,1858-11-08,1858,1914,56,0.0,3,0,4,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.0,0.4,0.1,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
