speakerid,speech_id,lastname,firstname,chamber,state,gender,party,district,nonvoting,date,DOB,yob,year,age,procedural_prob,cluster_0,cluster_3,cluster_2,cluster_1,cluster_9,cluster_8,cluster_7,cluster_6,cluster_5,cluster_4,cluster_10,cluster_0_p,cluster_3_p,cluster_2_p,cluster_1_p,cluster_9_p,cluster_8_p,cluster_7_p,cluster_6_p,cluster_5_p,cluster_4_p,cluster_10_p,n
4364,430031468,SPEER,ROBERT,H,PA,M,D,17.0,voting,18740320,1838-09-08,1838,1874,36,0.0,1,0,8,1,0,0,0,0,0,0,0,0.1,0.0,0.8,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5841,430032031,SHERMAN,JOHN,S,OH,M,R,,voting,18740323,1823-05-10,1823,1874,51,0.0,9,0,0,1,0,0,0,0,0,0,0,0.9,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4309,430034386,MELLISH,DAVID,H,NY,M,R,9.0,voting,18740327,1831-01-02,1831,1874,43,0.0,0,0,1,0,0,0,0,0,0,9,0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,10
4609,430038656,HEREFORD,FRANK,H,WV,M,D,3.0,voting,18740407,1825-07-04,1825,1874,49,0.0,9,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
5069,430045112,SAULSBURY,ELI,S,DE,M,D,,voting,18740422,1817-12-29,1817,1874,57,0.0,7,0,0,2,0,0,0,0,0,0,0,0.7777777777777778,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
4801,430046353,WINDOM,WILLIAM,S,MN,M,R,,voting,18740424,1827-05-10,1827,1874,47,0.0,7,0,1,0,0,1,0,0,0,0,0,0.7777777777777778,0.0,0.1111111111111111,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,9
4212,430048870,ADAMS,GEORGE,H,KY,M,D,9.0,voting,18740501,1837-12-20,1837,1874,37,0.0,8,1,1,0,0,0,0,0,0,0,0,0.8,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4342,430054029,SARGENT,AARON,S,CA,M,R,,voting,18740514,1827-09-28,1827,1874,47,0.0,2,0,8,0,0,0,0,0,0,0,0,0.2,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5069,430060724,SAULSBURY,ELI,S,DE,M,D,,voting,18740528,1817-12-29,1817,1874,57,0.0,9,0,0,1,0,0,0,0,0,0,0,0.9,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4703,430067222,CHANDLER,ZACHARIAH,S,MI,M,R,,voting,18740610,1813-12-10,1813,1874,61,0.0,1,2,6,1,0,0,0,0,0,0,0,0.1,0.2,0.6,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5268,430067442,EDMUNDS,GEORGE,S,VT,M,R,,voting,18740610,1828-02-01,1828,1874,46,0.0,1,6,3,0,0,0,0,0,0,0,0,0.1,0.6,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5268,430083365,EDMUNDS,GEORGE,S,VT,M,R,,voting,18750105,1828-02-01,1828,1875,47,0.0,7,0,1,0,0,1,0,0,0,0,0,0.7777777777777778,0.0,0.1111111111111111,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,9
4520,430085272,THURMAN,ALLEN,S,OH,M,D,,voting,18750111,1813-11-13,1813,1875,62,0.0,1,2,6,0,0,0,0,0,0,0,0,0.1111111111111111,0.2222222222222222,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
4205,430085273,WEST,JOSEPH,S,LA,M,R,,voting,18750111,1822-09-19,1822,1875,53,0.0,1,3,5,0,0,0,1,0,0,0,0,0.1,0.3,0.5,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,10
4015,430089360,PRATT,DANIEL,S,IN,M,R,,voting,18750121,1813-10-26,1813,1875,62,2.7152054048591443e-09,8,0,1,0,0,1,0,0,0,0,0,0.8,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,10
4397,430090204,PEASE,HENRY,S,MS,M,R,,voting,18750125,1835-02-19,1835,1875,40,0.0,5,0,0,3,0,1,0,0,0,0,0,0.5555555555555556,0.0,0.0,0.3333333333333333,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,9
4566,430095602,BUTLER,BENJAMIN,H,MA,M,R,6.0,voting,18750204,1818-11-05,1818,1875,57,0.0,1,1,8,0,0,0,0,0,0,0,0,0.1,0.1,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5485,430098197,RANDALL,SAMUEL,H,PA,M,D,1.0,voting,18750210,1828-10-10,1828,1875,47,0.0,1,2,6,0,1,0,0,0,0,0,0,0.1,0.2,0.6,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,10
4557,430098586,BELL,HIRAM,H,GA,M,D,9.0,voting,18750210,1827-01-19,1827,1875,48,0.0,5,0,4,0,0,1,0,0,0,0,0,0.5,0.0,0.4,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,10
4342,430100631,SARGENT,AARON,S,CA,M,R,,voting,18750215,1827-09-28,1827,1875,48,0.0,12,1,0,2,2,1,0,0,0,0,0,0.6666666666666666,0.05555555555555555,0.0,0.1111111111111111,0.1111111111111111,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,18
4342,430100985,SARGENT,AARON,S,CA,M,R,,voting,18750216,1827-09-28,1827,1875,48,0.0,16,0,1,3,0,0,0,0,0,0,0,0.8,0.0,0.05,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
4258,430107926,ELDREDGE,CHARLES,H,WI,M,D,5.0,voting,18750224,1820-02-27,1820,1875,55,0.0,0,6,4,0,0,0,0,0,0,0,0,0.0,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4626,430111489,LUTTRELL,JOHN,H,CA,M,D,3.0,voting,18750227,1831-06-27,1831,1875,44,0.0,16,0,2,1,0,0,0,0,0,0,0,0.8421052631578947,0.0,0.10526315789473684,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19
4283,430115156,HYNES,WILLIAM,H,AR,M,L,-1.0,voting,18750302,1843-03-31,1843,1875,32,0.0,8,0,0,0,0,1,0,0,0,0,0,0.8888888888888888,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,9
4372,430118431,SYPHER,JACOB,H,LA,M,R,1.0,voting,18750303,1837-06-22,1837,1875,38,0.0,28,1,2,4,0,1,0,0,0,0,0,0.7777777777777778,0.027777777777777776,0.05555555555555555,0.1111111111111111,0.0,0.027777777777777776,0.0,0.0,0.0,0.0,0.0,36
5069,440000309,SAULSBURY,ELI,S,DE,M,D,,voting,18750312,1817-12-29,1817,1875,58,0.0,8,0,0,1,0,0,0,0,0,0,0,0.8888888888888888,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
4520,440000397,THURMAN,ALLEN,S,OH,M,D,,voting,18750313,1813-11-13,1813,1875,62,0.0,8,1,1,0,0,0,0,0,0,0,0,0.8,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4610,440003364,HILL,BENJAMIN,H,GA,M,D,9.0,voting,18760111,1823-09-14,1823,1876,53,0.0,4,0,1,5,0,0,0,0,0,0,0,0.4,0.0,0.1,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4420,440007872,CAMPBELL,ALEXANDER,H,IL,M,I,7.0,voting,18760129,1814-10-04,1814,1876,62,0.0,8,0,0,2,0,0,0,0,0,0,0,0.8,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4865,440010758,JONES,CHARLES,S,FL,M,D,,voting,18760211,1834-12-24,1834,1876,42,0.0,5,0,2,1,0,2,0,0,0,0,0,0.5,0.0,0.2,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.0,10
4072,440016057,ALCORN,JAMES,S,MS,M,R,,voting,18760301,1816-11-04,1816,1876,60,0.0,9,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
5434,440019983,KELLEY,WILLIAM,H,PA,M,R,4.0,voting,18760314,1814-04-12,1814,1876,62,0.0281572939757516,0,0,9,0,0,0,1,0,0,0,0,0.0,0.0,0.9,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,10
4225,440020926,BOGY,LEWIS,S,MO,M,D,,voting,18760320,1813-04-09,1813,1876,63,0.0,8,0,0,0,0,1,0,0,0,0,0,0.8888888888888888,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,9
4225,440021298,BOGY,LEWIS,S,MO,M,D,,voting,18760321,1813-04-09,1813,1876,63,0.0,9,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
4473,440031451,LORD,SCOTT,H,NY,M,D,23.0,voting,18760417,1820-12-11,1820,1876,56,0.0,17,0,2,0,0,0,0,0,0,0,0,0.8947368421052632,0.0,0.10526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19
6327,440031452,HOAR,GEORGE,H,MA,M,R,9.0,voting,18760417,1826-08-29,1826,1876,50,0.0,9,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
4520,440036032,THURMAN,ALLEN,S,OH,M,D,,voting,18760502,1813-11-13,1813,1876,63,0.0,14,1,2,2,0,1,0,0,0,0,0,0.7,0.05,0.1,0.1,0.0,0.05,0.0,0.0,0.0,0.0,0.0,20
5268,440036659,EDMUNDS,GEORGE,S,VT,M,R,,voting,18760504,1828-02-01,1828,1876,48,0.0,9,0,1,0,0,0,0,0,0,0,0,0.9,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5034,440042443,MAGINNIS,MARTIN,H,MT,M,D,-1.0,nonvoting,18760602,1841-10-27,1841,1876,35,0.0,5,0,2,2,0,1,0,0,0,0,0,0.5,0.0,0.2,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,10
4801,440042828,WINDOM,WILLIAM,S,MN,M,R,,voting,18760603,1827-05-10,1827,1876,49,0.0,6,0,1,1,0,1,0,0,0,0,0,0.6666666666666666,0.0,0.1111111111111111,0.1111111111111111,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,9
4757,440052668,MONROE,JAMES,H,OH,M,R,18.0,voting,18760623,1821-07-18,1821,1876,55,0.0,0,0,10,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5069,440058412,SAULSBURY,ELI,S,DE,M,D,,voting,18760705,1817-12-29,1817,1876,59,0.0,8,0,0,1,0,0,0,0,0,0,0,0.8888888888888888,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
4451,440064480,HOGE,SOLOMON,H,SC,M,R,3.0,voting,18760718,1836-07-11,1836,1876,40,0.0,14,0,0,4,1,0,0,0,0,0,0,0.7368421052631579,0.0,0.0,0.21052631578947367,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,19
4732,440067895,GOODE,JOHN,H,VA,M,D,2.0,voting,18760726,1829-05-27,1829,1876,47,0.0,7,0,0,2,0,0,0,0,0,0,0,0.7777777777777778,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
4445,440068145,HAMLIN,HANNIBAL,S,ME,M,R,,voting,18760728,1809-08-27,1809,1876,67,0.0,7,0,1,1,0,1,0,0,0,0,0,0.7,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,10
4734,440068548,HARRIS,JOHN,H,VA,M,D,7.0,voting,18760728,1823-05-08,1823,1876,53,0.0,9,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
4528,440075042,WALLACE,WILLIAM,S,PA,M,D,,voting,18760809,1827-11-28,1827,1876,49,0.0,0,4,4,0,0,0,1,1,0,0,0,0.0,0.4,0.4,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,10
4205,440077780,WEST,JOSEPH,S,LA,M,R,,voting,18760812,1822-09-19,1822,1876,54,0.0,0,7,2,0,0,1,0,0,0,0,0,0.0,0.7,0.2,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,10
4609,440079510,HEREFORD,FRANK,H,WV,M,D,3.0,voting,18760814,1825-07-04,1825,1876,51,0.0182723950536467,9,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
4210,440087261,WRIGHT,GEORGE,S,IA,M,R,,voting,18770104,1820-03-24,1820,1877,57,0.0,6,0,2,2,0,0,0,0,0,0,0,0.6,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4520,440092926,THURMAN,ALLEN,S,OH,M,D,,voting,18770124,1813-11-13,1813,1877,64,0.0,9,0,1,0,0,0,0,0,0,0,0,0.9,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4579,440098385,DAVIS,HENRY,S,WV,M,D,,voting,18770207,1823-11-16,1823,1877,54,0.0,1,1,7,0,0,0,1,0,0,0,0,0.1,0.1,0.7,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,10
4342,440103524,SARGENT,AARON,S,CA,M,R,,voting,18770217,1827-09-28,1827,1877,50,0.0,1,0,8,1,0,0,0,0,0,0,0,0.1,0.0,0.8,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4521,440103838,TOWNSEND,WASHINGTON,H,PA,M,R,6.0,voting,18770219,1813-01-20,1813,1877,64,0.0,9,0,0,1,0,0,0,0,0,0,0,0.9,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5841,440109451,SHERMAN,JOHN,S,OH,M,R,,voting,18770228,1823-05-10,1823,1877,54,0.0,8,0,1,0,0,0,0,0,0,0,0,0.8888888888888888,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
5318,440111190,PADDOCK,ALGERNON,S,NE,M,R,,voting,18770302,1830-11-09,1830,1877,47,0.0,0,0,0,0,0,0,10,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10
6327,440112606,HOAR,GEORGE,H,MA,M,R,9.0,voting,18770302,1826-08-29,1826,1877,51,0.0,8,0,1,1,0,0,0,0,0,0,0,0.8,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4575,450005565,CRITTENDEN,THOMAS,H,MO,M,D,7.0,voting,18771116,1832-01-01,1832,1877,45,0.0,3,1,5,0,0,0,1,0,0,0,0,0.3,0.1,0.5,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,10
4311,450010218,MERRIMON,AUGUSTUS,S,NC,M,D,,voting,18771129,1830-09-15,1830,1877,47,0.0,7,1,0,2,0,0,0,0,0,0,0,0.7,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4822,450011319,CONGER,OMAR,H,MI,M,R,7.0,voting,18771204,1818-04-01,1818,1877,59,0.0,9,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
5268,450018358,EDMUNDS,GEORGE,S,VT,M,R,,voting,18780125,1828-02-01,1828,1878,50,0.0,8,0,0,2,0,0,0,0,0,0,0,0.8,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4603,450021337,HARRISON,CARTER,H,IL,M,D,2.0,voting,18780206,1825-02-15,1825,1878,53,0.0,1,0,9,0,0,0,0,0,0,0,0,0.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6100,450023977,JONES,JOHN,S,NV,M,R,,voting,18780214,1829-01-27,1829,1878,49,0.0,0,1,0,0,0,9,0,0,0,0,0,0.0,0.1,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,10
4734,450027038,HARRIS,JOHN,H,VA,M,D,7.0,voting,18780219,1823-05-08,1823,1878,55,0.0,0,7,1,1,1,0,0,0,0,0,0,0.0,0.7,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,10
4569,450027699,CANDLER,MILTON,H,GA,M,D,5.0,voting,18780220,1837-01-11,1837,1878,41,0.0,10,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6348,450038189,MITCHELL,JOHN,S,OR,M,R,,voting,18780320,1835-06-22,1835,1878,43,0.0,1,0,8,0,0,1,0,0,0,0,0,0.1,0.0,0.8,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,10
4342,450038650,SARGENT,AARON,S,CA,M,R,,voting,18780321,1827-09-28,1827,1878,51,0.0,2,0,7,0,0,0,0,0,0,0,0,0.2222222222222222,0.0,0.7777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
4342,450043779,SARGENT,AARON,S,CA,M,R,,voting,18780405,1827-09-28,1827,1878,51,0.0,9,0,0,1,0,0,0,0,0,0,0,0.9,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4709,450044513,CLYMER,HIESTER,H,PA,M,D,8.0,voting,18780408,1827-11-03,1827,1878,51,0.0,4,0,5,0,0,1,0,0,0,0,0,0.4,0.0,0.5,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,10
5133,450047081,EDEN,JOHN,H,IL,M,D,15.0,voting,18780412,1826-02-01,1826,1878,52,0.0,4,0,5,1,0,0,0,0,0,0,0,0.4,0.0,0.5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4732,450047092,GOODE,JOHN,H,VA,M,D,2.0,voting,18780412,1829-05-27,1829,1878,49,0.0,4,0,6,0,0,0,0,0,0,0,0,0.4,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4797,450048742,WRIGHT,HENDRICK,H,PA,M,D,12.0,voting,18780416,1808-04-24,1808,1878,70,0.0,7,0,0,3,0,0,0,0,0,0,0,0.7,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4801,450053596,WINDOM,WILLIAM,S,MN,M,R,,voting,18780425,1827-05-10,1827,1878,51,0.0,0,1,8,1,0,0,0,0,0,0,0,0.0,0.1,0.8,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4445,450057264,HAMLIN,HANNIBAL,S,ME,M,R,,voting,18780502,1809-08-27,1809,1878,69,0.0,9,0,0,0,1,0,0,0,0,0,0,0.9,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,10
4715,450071819,DAVIS,JOSEPH,H,NC,M,D,4.0,voting,18780529,1828-04-13,1828,1878,50,0.0,0,0,10,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5076,450072304,SMITH,ABRAHAM,H,PA,M,R,9.0,voting,18780531,1815-03-07,1815,1878,63,0.0,7,0,0,2,0,1,0,0,0,0,0,0.7,0.0,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,10
5367,450076586,BECK,JAMES,S,KY,M,D,,voting,18780606,1822-02-13,1822,1878,56,0.0,3,1,1,2,0,3,0,0,0,0,0,0.3,0.1,0.1,0.2,0.0,0.3,0.0,0.0,0.0,0.0,0.0,10
5434,450077544,KELLEY,WILLIAM,H,PA,M,R,4.0,voting,18780607,1814-04-12,1814,1878,64,0.0,0,2,5,0,0,1,1,1,0,0,0,0.0,0.2,0.5,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0,10
6125,450091694,MORRILL,JUSTIN,S,VT,M,R,,voting,18780618,1810-04-14,1810,1878,68,2.843094870878769e-07,3,0,5,1,0,1,0,0,0,0,0,0.3,0.0,0.5,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,10
5367,450099202,BECK,JAMES,S,KY,M,D,,voting,18790109,1822-02-13,1822,1879,57,0.0,2,3,4,0,0,0,1,0,0,0,0,0.2,0.3,0.4,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,10
5162,450100229,HEWITT,ABRAM,H,NY,M,D,10.0,voting,18790115,1822-07-31,1822,1879,57,0.0,9,0,0,0,0,1,0,0,0,0,0,0.9,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,10
4991,450100890,ELLIS,EZEKIEL,H,LA,M,D,2.0,voting,18790116,1840-10-15,1840,1879,39,0.0,0,0,2,0,3,3,0,2,0,0,0,0.0,0.0,0.2,0.0,0.3,0.3,0.0,0.2,0.0,0.0,0.0,10
4342,450109517,SARGENT,AARON,S,CA,M,R,,voting,18790207,1827-09-28,1827,1879,52,0.0,5,0,2,2,0,0,0,0,0,0,0,0.5555555555555556,0.0,0.2222222222222222,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
4942,460003064,WILLIAMS,CHARLES,H,WI,M,R,1.0,voting,18790402,1829-10-18,1829,1879,50,0.0,0,0,2,0,7,1,0,0,0,0,0,0.0,0.0,0.2,0.0,0.7,0.1,0.0,0.0,0.0,0.0,0.0,10
4609,460005597,HEREFORD,FRANK,S,WV,M,D,,voting,18790411,1825-07-04,1825,1879,54,0.0,9,0,1,0,0,0,0,0,0,0,0,0.9,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5062,460007729,ROBINSON,GEORGE,H,MA,M,R,11.0,voting,18790416,1834-01-20,1834,1879,45,0.0,1,2,6,0,0,0,1,0,0,0,0,0.1,0.2,0.6,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,10
6495,460007824,TELLER,HENRY,S,CO,M,R,,voting,18790417,1830-05-23,1830,1879,49,0.0,15,5,2,2,2,1,0,0,0,0,0,0.5555555555555556,0.18518518518518517,0.07407407407407407,0.07407407407407407,0.07407407407407407,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,27
5695,460009843,BELTZHOOVER,FRANK,H,PA,M,D,19.0,voting,18790423,1841-11-06,1841,1879,38,0.0,7,0,1,0,0,1,0,0,0,0,0,0.7777777777777778,0.0,0.1111111111111111,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,9
5670,460011627,VOORHEES,DANIEL,S,IN,M,D,,voting,18790501,1827-09-26,1827,1879,52,0.0,1,1,7,0,0,0,1,0,0,0,0,0.1,0.1,0.7,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,10
6352,460012067,MORGAN,JOHN,S,AL,M,D,,voting,18790502,1824-06-20,1824,1879,55,0.0,4,1,5,0,0,0,0,0,0,0,0,0.4,0.1,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4815,460013324,CAMERON,ANGUS,S,WI,M,R,,voting,18790507,1826-07-04,1826,1879,53,0.0,1,2,4,1,1,1,0,0,0,0,0,0.1,0.2,0.4,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,10
5367,460018700,BECK,JAMES,S,KY,M,D,,voting,18790519,1822-02-13,1822,1879,57,4.5686868591602315e-08,0,0,9,0,1,0,0,0,0,0,0,0.0,0.0,0.9,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,10
5125,460029413,COBB,THOMAS,H,IN,M,D,2.0,voting,18790611,1828-07-02,1828,1879,51,0.0,7,0,0,1,0,1,0,0,0,0,0,0.7777777777777778,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,9
5175,460039509,LOGAN,JOHN,S,IL,M,R,,voting,18790626,1826-02-09,1826,1879,53,0.0,10,0,0,0,0,1,8,0,0,0,0,0.5263157894736842,0.0,0.0,0.0,0.0,0.05263157894736842,0.42105263157894735,0.0,0.0,0.0,0.0,19
4579,460039534,DAVIS,HENRY,S,WV,M,D,,voting,18790626,1823-11-16,1823,1879,56,0.0,5,0,2,0,1,0,1,1,0,0,0,0.5,0.0,0.2,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.0,10
