speakerid,speech_id,lastname,firstname,chamber,state,gender,party,district,nonvoting,date,DOB,yob,year,age,procedural_prob,cluster_4,cluster_1,cluster_6,cluster_3,cluster_2,cluster_12,cluster_5,cluster_7,cluster_11,cluster_8,cluster_0,cluster_14,cluster_16,cluster_13,cluster_15,cluster_9,cluster_10,cluster_4_p,cluster_1_p,cluster_6_p,cluster_3_p,cluster_2_p,cluster_12_p,cluster_5_p,cluster_7_p,cluster_11_p,cluster_8_p,cluster_0_p,cluster_14_p,cluster_16_p,cluster_13_p,cluster_15_p,cluster_9_p,cluster_10_p,n
6341,520020485,LOUD,EUGENE,H,CA,M,R,5.0,voting,18920229,1847-03-12,1847,1892,45,1.5982361629528323e-08,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
6468,520020491,MCCREARY,JAMES,H,KY,M,D,8.0,voting,18920229,1838-07-08,1838,1892,54,0.0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
5566,520024594,CALL,WILKINSON,S,FL,M,D,,voting,18920307,1834-01-09,1834,1892,58,0.0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.8888888888888888,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
5673,520028851,WHITE,EDWARD,S,LA,M,D,,voting,18920315,1845-11-03,1845,1892,47,2.2127025365185222e-16,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
5905,520058960,CHANDLER,WILLIAM,S,NH,M,R,,voting,18920512,1835-12-28,1835,1892,57,0.0,1,0,1,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0.1111111111111111,0.0,0.1111111111111111,0.2222222222222222,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
6803,520061694,JOHNSON,MARTIN,H,ND,M,R,1.0,voting,18920518,1850-03-03,1850,1892,42,0.0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5745,520066261,ENLOE,BENJAMIN,H,TN,M,D,8.0,voting,18920524,1848-01-18,1848,1892,44,0.0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
5823,520066317,OUTHWAITE,JOSEPH,H,OH,M,D,9.0,voting,18920524,1841-12-05,1841,1892,51,0.0,1,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0.1111111111111111,0.1111111111111111,0.0,0.0,0.7777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
5605,520066418,HERBERT,HILARY,H,AL,M,D,2.0,voting,18920524,1834-03-12,1834,1892,58,0.0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5663,520108942,TAYLOR,JOSEPH,H,OH,M,R,18.0,voting,18921207,1830-11-07,1830,1892,62,0.0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
5449,520114680,MANDERSON,CHARLES,S,NE,M,R,,voting,18930109,1837-02-09,1837,1893,56,0.0,0,0,0,6,3,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.6,0.3,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5566,520138699,CALL,WILKINSON,S,FL,M,D,,voting,18930220,1834-01-09,1834,1893,59,0.0,10,0,0,6,24,0,0,0,8,0,0,0,0,0,0,0,0,0.20833333333333334,0.0,0.0,0.125,0.5,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48
5935,530015825,HAINER,EUGENE,H,NE,M,R,4.0,voting,18930925,1851-08-16,1851,1893,42,0.0,1,3,0,4,10,1,0,0,0,0,0,0,0,0,0,0,0,0.05263157894736842,0.15789473684210525,0.0,0.21052631578947367,0.5263157894736842,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19
5459,530097074,MCPHERSON,JOHN,S,NJ,M,D,,voting,18940502,1833-05-09,1833,1894,61,0.0,1,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0.1111111111111111,0.0,0.0,0.1111111111111111,0.7777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
5697,530099657,BLAIR,HENRY,H,NH,M,R,1.0,voting,18940507,1834-12-06,1834,1894,60,0.0,0,1,0,3,5,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.1,0.0,0.3,0.5,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7544,530113654,CANNON,JOSEPH,H,IL,M,R,15.0,voting,18940523,1836-05-07,1836,1894,58,2.8197556651691996e-09,0,1,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.1,0.0,0.4,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5705,530113659,BRETZ,JOHN,H,IN,M,D,2.0,voting,18940523,1852-09-21,1852,1894,42,0.0,2,2,1,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0.10526315789473684,0.10526315789473684,0.05263157894736842,0.0,0.6842105263157895,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19
6205,530113666,DINGLEY,NELSON,H,ME,M,R,2.0,voting,18940523,1832-02-15,1832,1894,62,2.4091859096191622e-08,2,2,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.1,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6205,530114410,DINGLEY,NELSON,H,ME,M,R,2.0,voting,18940524,1832-02-15,1832,1894,62,1.955986684112782e-10,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
6125,530127346,MORRILL,JUSTIN,S,VT,M,R,,voting,18940611,1810-04-14,1810,1894,84,0.0,3,0,1,8,91,4,0,2,2,0,0,0,0,0,0,0,0,0.02702702702702703,0.0,0.009009009009009009,0.07207207207207207,0.8198198198198198,0.036036036036036036,0.0,0.018018018018018018,0.018018018018018018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111
6196,530150117,COCKRELL,FRANCIS,S,MO,M,D,,voting,18940713,1834-10-01,1834,1894,60,9.760593061372364e-08,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.4,0.1,0.4,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6196,530150131,COCKRELL,FRANCIS,S,MO,M,D,,voting,18940713,1834-10-01,1834,1894,60,3.5367022981648422e-09,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6196,530150133,COCKRELL,FRANCIS,S,MO,M,D,,voting,18940713,1834-10-01,1834,1894,60,9.785197196697921e-08,1,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.0,0.0,0.6,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5892,530168849,BARTLETT,FRANKLIN,H,NY,M,D,7.0,voting,18940813,1847-09-10,1847,1894,47,0.0,0,0,0,0,8,1,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.8,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,10
6584,530211522,MONEY,HERNANDO,H,MS,M,D,4.0,voting,18950219,1839-08-26,1839,1895,56,0.0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1111111111111111,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
6584,530211524,MONEY,HERNANDO,H,MS,M,D,4.0,voting,18950219,1839-08-26,1839,1895,56,0.0,4,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.4444444444444444,0.1111111111111111,0.1111111111111111,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
5652,540003915,SQUIRE,WATSON,S,WA,M,R,,voting,18960103,1838-05-18,1838,1896,58,0.0,1,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0.1111111111111111,0.0,0.0,0.1111111111111111,0.7777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
6132,540019432,PITNEY,MAHLON,H,NJ,M,R,4.0,voting,18960212,1858-02-05,1858,1896,38,0.0,0,0,0,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.05,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
6327,540027046,HOAR,GEORGE,S,MA,M,R,,voting,18960226,1826-08-29,1826,1896,70,0.0,0,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.1,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6288,540044570,BOUTELLE,CHARLES,H,ME,M,R,4.0,voting,18960325,1839-02-09,1839,1896,57,0.0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.2222222222222222,0.7777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
5905,550105366,CHANDLER,WILLIAM,S,NH,M,R,,voting,18980421,1835-12-28,1835,1898,63,0.0,3,0,0,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.0,0.1111111111111111,0.7222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
5905,550105398,CHANDLER,WILLIAM,S,NH,M,R,,voting,18980421,1835-12-28,1835,1898,63,0.0,2,1,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.1,0.0,0.4,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
