speakerid,speech_id,lastname,firstname,chamber,state,gender,party,district,nonvoting,date,DOB,yob,year,age,procedural_prob,cluster_0,cluster_3,cluster_7,cluster_1,cluster_2,cluster_8,cluster_6,cluster_9,cluster_10,cluster_14,cluster_12,cluster_15,cluster_13,cluster_5,cluster_11,cluster_4,cluster_0_p,cluster_3_p,cluster_7_p,cluster_1_p,cluster_2_p,cluster_8_p,cluster_6_p,cluster_9_p,cluster_10_p,cluster_14_p,cluster_12_p,cluster_15_p,cluster_13_p,cluster_5_p,cluster_11_p,cluster_4_p,n
6125,430002478,MORRILL,JUSTIN,S,VT,M,R,,voting,18731203,1810-04-14,1810,1873,63,0.0,1,1,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.7,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5052,430005028,POLAND,LUKE,H,VT,M,R,2.0,voting,18731216,1815-11-01,1815,1873,58,0.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4514,430007410,STOWELL,WILLIAM,H,VA,M,R,4.0,voting,18740106,1840-07-26,1840,1874,34,0.0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
4589,430009904,FERRY,THOMAS,S,MI,M,R,,voting,18740114,1827-06-10,1827,1874,47,0.0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4026,430009952,SCHURZ,CARL,S,MO,M,L,,voting,18740114,1829-03-02,1829,1874,45,0.0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
6093,430011693,HOLMAN,WILLIAM,H,IN,M,D,3.0,voting,18740120,1822-09-06,1822,1874,52,0.0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.8888888888888888,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
4269,430011723,HALE,ROBERT,H,NY,M,R,17.0,voting,18740120,1822-09-24,1822,1874,52,0.0,3,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.3,0.5,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4380,430011785,WARD,JASPER,H,IL,M,R,2.0,voting,18740120,1829-02-01,1829,1874,45,0.0,8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.8,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4314,430013858,MORTON,OLIVER,S,IN,M,R,,voting,18740127,1823-08-04,1823,1874,51,0.0,5,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.5,0.3,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4285,430015752,KELLOGG,STEPHEN,H,CT,M,R,2.0,voting,18740131,1822-04-05,1822,1874,52,0.0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4240,430017258,COBURN,JOHN,H,IN,M,R,5.0,voting,18740204,1825-10-27,1825,1874,49,0.0,7,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0.7,0.0,0.0,0.0,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5175,430017583,LOGAN,JOHN,S,IL,M,R,,voting,18740205,1826-02-09,1826,1874,48,0.0,2,5,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0.2,0.5,0.0,0.2,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5133,430021073,EDEN,JOHN,H,IL,M,D,15.0,voting,18740214,1826-02-01,1826,1874,48,0.0,6,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0.6,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4210,430021535,WRIGHT,GEORGE,S,IA,M,R,,voting,18740217,1820-03-24,1820,1874,54,0.0,7,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4190,430022888,STEVENSON,JOHN,S,KY,M,D,,voting,18740219,1812-05-04,1812,1874,62,0.0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4320,430023093,OGLESBY,RICHARD,S,IL,M,R,,voting,18740219,1824-07-25,1824,1874,50,0.0,2,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4026,430024523,SCHURZ,CARL,S,MO,M,L,,voting,18740224,1829-03-02,1829,1874,45,0.0,0,5,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0.0,0.5,0.0,0.1,0.3,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4342,430028193,SARGENT,AARON,S,CA,M,R,,voting,18740306,1827-09-28,1827,1874,47,0.0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4589,430028587,FERRY,THOMAS,S,MI,M,R,,voting,18740310,1827-06-10,1827,1874,47,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
4392,430030077,WOLFE,SIMEON,H,IN,M,D,2.0,voting,18740318,1824-02-14,1824,1874,50,0.0,2,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0.2,0.0,0.0,0.0,0.1,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5550,430032567,BLOUNT,JAMES,H,GA,M,D,6.0,voting,18740324,1837-09-12,1837,1874,37,0.0,9,1,2,1,3,1,1,2,0,0,0,0,0,0,0,0,0.45,0.05,0.1,0.05,0.15,0.05,0.05,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
3979,430033491,HAMILTON,WILLIAM,S,MD,M,D,,voting,18740326,1820-09-08,1820,1874,54,0.0,0,1,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0.0,0.1,0.0,0.7,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4309,430034386,MELLISH,DAVID,H,NY,M,R,9.0,voting,18740327,1831-01-02,1831,1874,43,0.0,1,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.7,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4520,430036509,THURMAN,ALLEN,S,OH,M,D,,voting,18740402,1813-11-13,1813,1874,61,0.0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4444444444444444,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
4311,430037784,MERRIMON,AUGUSTUS,S,NC,M,D,,voting,18740406,1830-09-15,1830,1874,44,0.0,8,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.8,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4026,430037873,SCHURZ,CARL,S,MO,M,L,,voting,18740406,1829-03-02,1829,1874,45,0.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4377,430039681,TREMAIN,LYMAN,H,NY,M,R,-1.0,voting,18740409,1819-06-14,1819,1874,55,0.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4299,430040702,MARSHALL,SAMUEL,H,IL,M,D,19.0,voting,18740411,1821-03-12,1821,1874,53,0.0,2,0,0,1,1,1,5,0,0,0,0,0,0,0,0,0,0.2,0.0,0.0,0.1,0.1,0.1,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4711,430043159,CONKLING,ROSCOE,S,NY,M,R,,voting,18740417,1829-10-30,1829,1874,45,0.0,6,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0.6,0.1,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5268,430045191,EDMUNDS,GEORGE,S,VT,M,R,,voting,18740422,1828-02-01,1828,1874,46,0.0,5,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0.5,0.0,0.0,0.0,0.4,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4589,430047546,FERRY,THOMAS,S,MI,M,R,,voting,18740428,1827-06-10,1827,1874,47,0.0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4230,430049964,CAMERON,SIMON,S,PA,M,R,,voting,18740505,1799-03-08,1799,1874,75,0.0,1,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0.1,0.0,0.8,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4288,430051273,LAMPORT,WILLIAM,H,NY,M,R,26.0,voting,18740508,1811-05-27,1811,1874,63,0.0,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4015,430054629,PRATT,DANIEL,S,IN,M,R,,voting,18740515,1813-10-26,1813,1874,61,0.0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4269,430054856,HALE,ROBERT,H,NY,M,R,17.0,voting,18740515,1822-09-24,1822,1874,52,1.3319457026711608e-10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4269,430054921,HALE,ROBERT,H,NY,M,R,17.0,voting,18740515,1822-09-24,1822,1874,52,0.0,6,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0.6,0.0,0.1,0.0,0.0,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4637,430057634,POTTER,CLARKSON,H,NY,M,D,11.0,voting,18740521,1825-04-25,1825,1874,49,0.0,1,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.7,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4397,430057801,PEASE,HENRY,S,MS,M,R,,voting,18740522,1835-02-19,1835,1874,39,0.0,11,1,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0.55,0.05,0.0,0.0,0.3,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
4953,430060837,ANTHONY,HENRY,S,RI,M,R,,voting,18740528,1815-04-01,1815,1874,59,0.0,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6220,430061124,HAWLEY,JOSEPH,H,CT,M,R,1.0,voting,18740528,1826-10-31,1826,1874,48,0.0,0,0,0,0,1,2,7,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.1,0.2,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4454,430065112,HURLBUT,STEPHEN,H,IL,M,R,4.0,voting,18740605,1815-11-29,1815,1874,59,0.0,5,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0.5,0.1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4226,430066540,BOUTWELL,GEORGE,S,MA,M,R,,voting,18740609,1818-01-28,1818,1874,56,4.361159854112546e-07,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4162,430068713,MORRILL,LOT,S,ME,M,R,,voting,18740612,1813-05-03,1813,1874,61,0.0,0,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.2,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4027,430069463,SCOTT,JOHN,S,PA,M,R,,voting,18740613,1824-07-24,1824,1874,50,0.0,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.4,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4162,430073113,MORRILL,LOT,S,ME,M,R,,voting,18740618,1813-05-03,1813,1874,61,0.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4065,430073823,FLANAGAN,JAMES,S,TX,M,R,,voting,18740619,1805-09-05,1805,1874,69,0.0,0,3,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0.0,0.3,0.0,0.5,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5268,430073900,EDMUNDS,GEORGE,S,VT,M,R,,voting,18740619,1828-02-01,1828,1874,46,0.0,8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6554,430076477,HALE,EUGENE,H,ME,M,R,5.0,voting,18740620,1836-06-09,1836,1874,38,0.0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4520,430083335,THURMAN,ALLEN,S,OH,M,D,,voting,18750105,1813-11-13,1813,1875,62,0.0,4,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0.4,0.3,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
3979,430084264,HAMILTON,WILLIAM,S,MD,M,D,,voting,18750107,1820-09-08,1820,1875,55,0.0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4226,430087940,BOUTWELL,GEORGE,S,MA,M,R,,voting,18750118,1818-01-28,1818,1875,57,0.0,4,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0.5714285714285714,0.0,0.0,0.2857142857142857,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
4027,430087960,SCOTT,JOHN,S,PA,M,R,,voting,18750118,1824-07-24,1824,1875,51,0.0,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4226,430087964,BOUTWELL,GEORGE,S,MA,M,R,,voting,18750118,1818-01-28,1818,1875,57,0.0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
4520,430091252,THURMAN,ALLEN,S,OH,M,D,,voting,18750127,1813-11-13,1813,1875,62,0.0,8,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.8,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4711,430093191,CONKLING,ROSCOE,S,NY,M,R,,voting,18750128,1829-10-30,1829,1875,46,0.0,2,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0.2,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4225,430094617,BOGY,LEWIS,S,MO,M,D,,voting,18750202,1813-04-09,1813,1875,62,0.0,0,4,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.4,0.4,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4162,430104934,MORRILL,LOT,S,ME,M,R,,voting,18750222,1813-05-03,1813,1875,62,0.0,2,8,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0.10526315789473684,0.42105263157894735,0.0,0.42105263157894735,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19
7544,430111543,CANNON,JOSEPH,H,IL,M,R,14.0,voting,18750227,1836-05-07,1836,1875,39,0.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5052,430115134,POLAND,LUKE,H,VT,M,R,2.0,voting,18750302,1815-11-01,1815,1875,60,0.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4427,440000350,CHRISTIANCY,ISAAC,S,MI,M,R,,voting,18750312,1812-03-12,1812,1875,63,0.0,8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.8,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4260,440000505,FERRY,ORRIS,S,CT,M,R,,voting,18750315,1823-08-15,1823,1875,52,0.0,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5175,440000598,LOGAN,JOHN,S,IL,M,R,,voting,18750316,1826-02-09,1826,1875,49,2.9435517209442116e-20,1,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.7,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4225,440001072,BOGY,LEWIS,S,MO,M,D,,voting,18750322,1813-04-09,1813,1875,62,0.0,0,6,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.6,0.2,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4225,440001494,BOGY,LEWIS,S,MO,M,D,,voting,18751209,1813-04-09,1813,1875,62,0.0,1,5,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0.05555555555555555,0.2777777777777778,0.0,0.6111111111111112,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
4661,440005619,SWANN,THOMAS,H,MD,M,D,4.0,voting,18760120,1809-02-03,1809,1876,67,0.0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4281,440005996,HOWE,TIMOTHY,S,WI,M,R,,voting,18760124,1816-02-24,1816,1876,60,0.0,12,0,0,1,4,1,1,0,0,0,0,0,0,0,0,0,0.631578947368421,0.0,0.0,0.05263157894736842,0.21052631578947367,0.05263157894736842,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19
4942,440006546,WILLIAMS,CHARLES,H,WI,M,R,1.0,voting,18760125,1829-10-18,1829,1876,47,0.0,8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5027,440006548,LAMAR,LUCIUS,H,MS,M,D,1.0,voting,18760125,1825-09-17,1825,1876,51,0.0,0,1,2,4,2,1,0,0,0,0,0,0,0,0,0,0,0.0,0.1,0.2,0.4,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4520,440007611,THURMAN,ALLEN,S,OH,M,D,,voting,18760128,1813-11-13,1813,1876,63,0.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5207,440009466,SINGLETON,OTHO,H,MS,M,D,4.0,voting,18760203,1814-10-14,1814,1876,62,0.0,2,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4883,440010312,MAXEY,SAMUEL,S,TX,M,D,,voting,18760209,1825-03-30,1825,1876,51,0.0,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7777777777777778,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
6093,440013528,HOLMAN,WILLIAM,H,IN,M,D,5.0,voting,18760221,1822-09-06,1822,1876,54,0.0,0,1,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.1111111111111111,0.0,0.7777777777777778,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
4072,440016151,ALCORN,JAMES,S,MS,M,R,,voting,18760301,1816-11-04,1816,1876,60,0.0,4,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0.4,0.0,0.0,0.2,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4531,440017030,WARD,ELIJAH,H,NY,M,D,8.0,voting,18760304,1816-09-16,1816,1876,60,0.0,0,0,0,2,7,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.2,0.7,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6327,440017713,HOAR,GEORGE,H,MA,M,R,9.0,voting,18760307,1826-08-29,1826,1876,50,0.0,3,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0.3,0.2,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4687,440018329,BAKER,JOHN,H,IN,M,R,13.0,voting,18760308,1832-02-28,1832,1876,44,0.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
